cik10,covers_first_eligible_decision,first_eligible_decision,first_price_date,issuer_name_match,issuer_name_score,last_eligible_decision,last_price_date,price_file,price_rows,provider_end_date,provider_exchange,provider_name,provider_start_date,sec_company_name,status,terminal,tiingo_symbol,cache_source,strict_issuer_name_score,strict_issuer_name_match,covers_last_eligible_decision,audit_status
0000861878,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-10-01 00:00:00+00:00,2024-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SRCL/prices.csv.gz,447,2024-11-04,NASDAQ,Stericycle Inc,1996-08-23,STERICYCLE INC,identity_and_start_validated,True,SRCL,broad_v2,1.0,True,True,validated_history_through_last_decision
0000876378,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ASXC/prices.csv.gz,195,2024-08-22,NYSE MKT,Asensus Surgical Inc,1992-11-12,"ASENSUS SURGICAL, INC.",identity_and_start_validated,True,ASXC,broad_v2,1.0,True,True,validated_history_through_last_decision
0000877422,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-07-01 00:00:00+00:00,2025-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SPTN/prices.csv.gz,632,2025-09-22,NASDAQ,SpartanNash Company,2000-08-02,SPARTANNASH CO,identity_and_start_validated,True,SPTN,broad_v2,1.0,True,True,validated_history_through_last_decision
0000884713,True,2023-01-01 00:00:00+00:00,2023-01-03,True,0.6153846153846154,2024-10-01 00:00:00+00:00,2024-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PRMW/prices.csv.gz,447,2024-11-08,NYSE,Primo Brands Corp,1992-06-16,PRIMO WATER CORP /CN/,identity_and_start_validated,True,PRMW,broad_v2,0.6153846153846154,True,True,validated_history_through_last_decision
0000891024,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-04-01 00:00:00+00:00,2025-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PDCO/prices.csv.gz,571,2025-04-17,NASDAQ,Patterson Companies Inc,1992-10-28,"PATTERSON COMPANIES, INC.",identity_and_start_validated,True,PDCO,broad_v2,1.0,True,True,validated_history_through_last_decision
0000892553,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/GTLS/prices.csv.gz,820,2026-07-16,NYSE,Chart Industries Inc,2006-07-26,CHART INDUSTRIES INC,identity_and_start_validated,True,GTLS,broad_v2,1.0,True,True,validated_history_through_last_decision
0000893691,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-04-01 00:00:00+00:00,2024-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/DOOR/prices.csv.gz,320,2024-05-15,NYSE,Masonite International Corp,2009-07-24,MASONITE INTERNATIONAL CORP,identity_and_start_validated,True,DOOR,broad_v2,1.0,True,True,validated_history_through_last_decision
0000894081,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-04-01 00:00:00+00:00,2025-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ATSG/prices.csv.gz,571,2025-04-11,NASDAQ,Air Transport Services Group Inc,2003-07-23,"AIR TRANSPORT SERVICES GROUP, INC.",identity_and_start_validated,True,ATSG,broad_v2,1.0,True,True,validated_history_through_last_decision
0000896262,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-07-01 00:00:00+00:00,2025-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/AMED/prices.csv.gz,632,2025-08-14,NASDAQ,Amedisys Inc,1994-08-18,AMEDISYS INC,identity_and_start_validated,True,AMED,broad_v2,1.0,True,True,validated_history_through_last_decision
0000896841,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2025-01-01 00:00:00+00:00,2023-11-07,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/AVID/prices.csv.gz,2920,2023-11-07,NASDAQ,Avid Technology Inc,1993-03-12,"AVID TECHNOLOGY, INC.",identity_and_start_validated,True,AVID,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0000897429,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-01-01 00:00:00+00:00,2024-01-05,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CHS/prices.csv.gz,254,2024-01-05,NYSE,Chico`s Fas Inc,1993-03-24,"CHICO'S FAS, INC.",identity_and_start_validated,True,CHS,broad_v2,1.0,True,True,validated_history_through_last_decision
0000909108,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/DHIL/prices.csv.gz,820,2026-04-22,NASDAQ,Diamond Hill Investment Group Inc - Class A,1997-05-09,DIAMOND HILL INVESTMENT GROUP INC,identity_and_start_validated,True,DHIL,broad_v2,1.0,True,True,validated_history_through_last_decision
0000912463,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-01-01 00:00:00+00:00,2026-01-09,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/GES/prices.csv.gz,758,2026-01-22,NYSE,Guess Inc,1996-08-08,GUESS INC,identity_and_start_validated,True,GES,broad_v2,1.0,True,True,validated_history_through_last_decision
0000917470,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ZEUS/prices.csv.gz,817,2026-08-21,NASDAQ,Olympic Steel Inc,1994-03-10,OLYMPIC STEEL INC,identity_and_start_validated,True,ZEUS,broad_v2,1.0,True,True,validated_history_through_last_decision
0000917491,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-07-21,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/FARO/prices.csv.gz,3344,2025-07-21,NASDAQ,Faro Technologies Inc,1997-09-18,FARO TECHNOLOGIES INC,validated_candidate,True,FARO,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0000920112,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-01-01 00:00:00+00:00,2025-01-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HTLF/prices.csv.gz,508,2026-08-21,NASDAQ,Heartland Financial USA Inc,1999-01-04,HEARTLAND FINANCIAL USA INC,identity_and_start_validated,True,HTLF,broad_v2,1.0,True,True,validated_history_through_last_decision
0000923139,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/FFIC/prices.csv.gz,820,2026-06-01,NASDAQ,Flushing Financial Corp,1995-11-21,FLUSHING FINANCIAL CORP,identity_and_start_validated,True,FFIC,broad_v2,1.0,True,True,validated_history_through_last_decision
0000923571,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-07-01 00:00:00+00:00,2023-06-30,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/USX/prices.csv.gz,124,2026-08-21,NYSE,U.S. Xpress Enterprises Inc - Class A,2018-06-14,US XPRESS ENTERPRISES INC,identity_and_start_validated,True,USX,broad_v2,1.0,True,True,validated_history_through_last_decision
0000924717,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-10-01 00:00:00+00:00,2025-10-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SRDX/prices.csv.gz,696,2025-11-19,NASDAQ,Surmodics Inc,1998-03-04,SURMODICS INC,identity_and_start_validated,True,SRDX,broad_v2,1.0,True,True,validated_history_through_last_decision
0000924901,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/VRE/prices.csv.gz,820,2026-05-26,NYSE,Veris Residential Inc,1994-08-25,"VERIS RESIDENTIAL, INC.",identity_and_start_validated,True,VRE,broad_v2,1.0,True,True,validated_history_through_last_decision
0000928022,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2025-04-01 00:00:00+00:00,2024-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/CPE/prices.csv.gz,3026,2024-04-11,NYSE,Callon Petroleum Company,1990-03-26,CALLON PETROLEUM CO,identity_and_start_validated,True,CPE,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0000931584,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-01-01 00:00:00+00:00,2025-01-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/USAP/prices.csv.gz,508,2025-01-23,NASDAQ,Universal Stainless & Alloy Products Inc,1994-12-28,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,identity_and_start_validated,True,USAP,broad_v2,1.0,True,True,validated_history_through_last_decision
0000933136,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-10-01 00:00:00+00:00,2025-10-01,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/COOP/prices.csv.gz,689,2025-10-01,NASDAQ,Mr. Cooper Group Inc,2012-03-28,MR. COOPER GROUP INC.,identity_and_start_validated,True,COOP,broad_v2,1.0,True,True,validated_history_through_last_decision
0000935494,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2024-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/NATI/prices.csv.gz,2901,2023-10-11,NASDAQ,National Instruments Corp,1995-03-14,NATIONAL INSTRUMENTS CORP,identity_and_start_validated,True,NATI,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0000937556,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/MASI/prices.csv.gz,820,2026-06-10,NASDAQ,Masimo Corp,2007-08-08,MASIMO CORP,identity_and_start_validated,True,MASI,broad_v2,1.0,True,True,validated_history_through_last_decision
0000944314,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/LSI/prices.csv.gz,130,2023-07-19,NYSE,Life Storage Inc,1995-06-21,"LIFE STORAGE, INC.",identity_and_start_validated,True,LSI,broad_v2,1.0,True,True,validated_history_through_last_decision
0000946647,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-01-01 00:00:00+00:00,2025-01-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PFC/prices.csv.gz,508,2025-03-03,NASDAQ,Premier Financial Corp,1993-07-21,PREMIER FINANCIAL CORP,identity_and_start_validated,True,PFC,broad_v2,1.0,True,True,validated_history_through_last_decision
0000947559,True,2023-01-01 00:00:00+00:00,2023-01-03,True,0.95,2025-04-01 00:00:00+00:00,2025-03-31,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/FBMS/prices.csv.gz,562,2025-03-31,NYSE,First Bancshares Inc Miss,2003-01-02,FIRST BANCSHARES INC /MS/,identity_and_start_validated,True,FBMS,broad_v2,0.95,True,True,validated_history_through_last_decision
0000949039,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2024-07-01 00:00:00+00:00,2024-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/DO/prices.csv.gz,320,2024-09-04,NYSE,Diamond Offshore Drilling Inc,2022-03-30,"DIAMOND OFFSHORE DRILLING, INC.",identity_and_start_validated,True,DO,broad_v2,1.0,True,True,validated_history_through_last_decision
0001001902,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-01-01 00:00:00+00:00,2024-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/IVAC/prices.csv.gz,258,2025-03-31,NASDAQ,Intevac Inc,1995-11-21,INTEVAC INC,identity_and_start_validated,True,IVAC,broad_v2,1.0,True,True,validated_history_through_last_decision
0001012100,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-09,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SEE/prices.csv.gz,819,2026-04-09,NYSE,Sealed Air Corp,1987-12-30,SEALED AIR CORP/DE,identity_and_start_validated,True,SEE,broad_v2,1.0,True,True,validated_history_through_last_decision
0001012477,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-01-01 00:00:00+00:00,2026-01-09,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/AVDL/prices.csv.gz,758,2026-02-12,NASDAQ,Avadel Pharmaceuticals plc,1996-06-07,AVADEL PHARMACEUTICALS PLC,identity_and_start_validated,True,AVDL,broad_v2,1.0,True,True,validated_history_through_last_decision
0001013462,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ANSS/prices.csv.gz,677,2026-08-21,NASDAQ,Ansys Inc,1996-06-21,ANSYS INC,identity_and_start_validated,True,ANSS,broad_v2,1.0,True,True,validated_history_through_last_decision
0001017480,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-07-01 00:00:00+00:00,2024-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HIBB/prices.csv.gz,382,2024-07-25,NASDAQ,Hibbett Inc,1996-10-11,HIBBETT INC,identity_and_start_validated,True,HIBB,broad_v2,1.0,True,True,validated_history_through_last_decision
0001018399,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/EBTC/prices.csv.gz,665,2026-08-21,NASDAQ,Enterprise Bancorp Inc,2005-02-14,ENTERPRISE BANCORP INC /MA/,identity_and_start_validated,True,EBTC,broad_v2,1.0,True,True,validated_history_through_last_decision
0001021162,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-07-01 00:00:00+00:00,2025-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/TGI/prices.csv.gz,632,2025-07-24,NYSE,Triumph Group Inc,1996-10-25,TRIUMPH GROUP INC,identity_and_start_validated,True,TGI,broad_v2,1.0,True,True,validated_history_through_last_decision
0001028918,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-07-01 00:00:00+00:00,2025-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PPBI/prices.csv.gz,632,2025-09-02,NASDAQ,Pacific Premier Bancorp Inc,1997-06-25,PACIFIC PREMIER BANCORP INC,identity_and_start_validated,True,PPBI,broad_v2,1.0,True,True,validated_history_through_last_decision
0001029142,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-01-01 00:00:00+00:00,2026-01-09,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/DVAX/prices.csv.gz,758,2026-02-11,NASDAQ,Dynavax Technologies Corp,2004-02-19,DYNAVAX TECHNOLOGIES CORP,identity_and_start_validated,True,DVAX,broad_v2,1.0,True,True,validated_history_through_last_decision
0001029800,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/UBP/prices.csv.gz,130,2023-08-28,NYSE,Urstadt Biddle Properties Inc,1987-11-05,URSTADT BIDDLE PROPERTIES INC,identity_and_start_validated,True,UBP,broad_v2,1.0,True,True,validated_history_through_last_decision
0001031029,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-01-01 00:00:00+00:00,2024-01-05,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SRT/prices.csv.gz,254,2024-01-05,NYSE,Startek Inc,1997-06-19,"STARTEK, INC.",identity_and_start_validated,True,SRT,broad_v2,1.0,True,True,validated_history_through_last_decision
0001037676,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-01-01 00:00:00+00:00,2025-01-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ARCH/prices.csv.gz,508,2025-01-14,NYSE,Arch Resources Inc - Class A,2016-10-05,"ARCH RESOURCES, INC.",identity_and_start_validated,True,ARCH,broad_v2,1.0,True,True,validated_history_through_last_decision
0001038133,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-04-01 00:00:00+00:00,2023-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HSKA/prices.csv.gz,68,2023-06-13,NASDAQ,Heska Corp (Restricted Voting),1997-07-01,HESKA CORP,identity_and_start_validated,True,HSKA,broad_v2,1.0,True,True,validated_history_through_last_decision
0001038357,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2025-07-01 00:00:00+00:00,2024-05-03,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/PXD/prices.csv.gz,3042,2024-05-03,NYSE,Pioneer Natural Resources Company,1997-08-08,PIONEER NATURAL RESOURCES CO,identity_and_start_validated,True,PXD,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001043604,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-07-02,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/JNPR/prices.csv.gz,3332,2025-07-02,NYSE,Juniper Networks Inc,1999-06-25,JUNIPER NETWORKS INC,validated_candidate,True,JNPR,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001049782,False,2023-01-01 00:00:00+00:00,,False,0.15,2025-07-01 00:00:00+00:00,,,0,2026-08-21,BATS,Corgi BRKB 2x Daily ETF,2026-07-07,BROOKLINE BANCORP INC,rejected_name_mismatch_or_ticker_reuse,True,BRKL,broad_v2,0.15,False,False,rejected_name_mismatch_or_ticker_reuse
0001050825,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-10-01 00:00:00+00:00,2025-10-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SCS/prices.csv.gz,696,2025-12-09,NYSE,Steelcase Inc - Class A,1998-02-18,STEELCASE INC,identity_and_start_validated,True,SCS,broad_v2,1.0,True,True,validated_history_through_last_decision
0001053352,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HTBK/prices.csv.gz,820,2026-08-21,NASDAQ,Heritage Commerce Corp,1998-07-20,HERITAGE COMMERCE CORP,identity_and_start_validated,True,HTBK,broad_v2,1.0,True,True,validated_history_through_last_decision
0001056285,True,2023-01-01 00:00:00+00:00,2023-01-03,False,0.26666666666666666,2024-01-01 00:00:00+00:00,2024-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/KIRK/prices.csv.gz,258,2025-07-28,NASDAQ,Brand House Collective Inc (The).,2002-07-30,"KIRKLAND'S, INC",rejected_name_mismatch_or_ticker_reuse,True,KIRK,broad_v2,0.26666666666666666,False,True,rejected_name_mismatch_or_ticker_reuse
0001057083,True,2023-01-01 00:00:00+00:00,2023-01-03,False,0.9090909090909091,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PCTI/prices.csv.gz,195,2023-12-15,NASDAQ,PCTEL Inc,1999-08-10,PC TEL INC,rejected_name_mismatch_or_ticker_reuse,True,PCTI,broad_v2,0.9090909090909091,True,True,validated_history_through_last_decision
0001058867,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-10-01 00:00:00+00:00,2025-09-30,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/GNTY/prices.csv.gz,688,2025-09-30,NYSE,Guaranty Bancshares Inc (TX),2017-05-09,GUARANTY BANCSHARES INC /TX/,identity_and_start_validated,True,GNTY,broad_v2,1.0,True,True,validated_history_through_last_decision
0001059262,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-04-01 00:00:00+00:00,2024-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SP/prices.csv.gz,320,2026-08-21,NASDAQ,SP Plus Corp,2004-06-02,SP PLUS CORP,identity_and_start_validated,True,SP,broad_v2,1.0,True,True,validated_history_through_last_decision
0001060736,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SGEN/prices.csv.gz,195,2026-08-21,NASDAQ,Seagen Inc,2001-03-09,SEAGEN INC.,identity_and_start_validated,True,SGEN,broad_v2,1.0,True,True,validated_history_through_last_decision
0001063344,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HT/prices.csv.gz,195,2023-11-28,NYSE,Hersha Hospitality Trust - Class A,1999-01-21,HERSHA HOSPITALITY TRUST,identity_and_start_validated,True,HT,broad_v2,1.0,True,True,validated_history_through_last_decision
0001065837,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-07-01 00:00:00+00:00,2025-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SKX/prices.csv.gz,632,2025-09-12,NYSE,Skechers U S A Inc - Class A,1999-06-09,SKECHERS USA INC,identity_and_start_validated,True,SKX,broad_v2,1.0,True,True,validated_history_through_last_decision
0001066605,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HSII/prices.csv.gz,778,2026-08-21,NASDAQ,Heidrick & Struggles International Inc,1999-04-27,HEIDRICK & STRUGGLES INTERNATIONAL INC,identity_and_start_validated,True,HSII,broad_v2,1.0,True,True,validated_history_through_last_decision
0001068875,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/AVTA/prices.csv.gz,195,2023-11-27,NASDAQ,Avantax Inc,1998-12-15,"AVANTAX, INC.",identity_and_start_validated,True,AVTA,broad_v2,1.0,True,True,validated_history_through_last_decision
0001071255,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/GDEN/prices.csv.gz,820,2026-05-01,NASDAQ,Golden Entertainment Inc,2015-08-04,"GOLDEN ENTERTAINMENT, INC.",identity_and_start_validated,True,GDEN,broad_v2,1.0,True,True,validated_history_through_last_decision
0001077771,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-01-01 00:00:00+00:00,2023-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/UMPQ/prices.csv.gz,7,2023-03-01,NASDAQ,Umpqua Holdings Corp,1998-06-03,UMPQUA HOLDINGS CORP,identity_and_start_validated,True,UMPQ,broad_v2,1.0,True,True,validated_history_through_last_decision
0001085869,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2025-10-01 00:00:00+00:00,2024-10-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/PRFT/prices.csv.gz,3152,2024-10-10,NASDAQ,Perficient Inc,1999-07-29,PERFICIENT INC,identity_and_start_validated,True,PRFT,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001091883,False,2023-01-01 00:00:00+00:00,,False,0.27906976744186046,2023-10-01 00:00:00+00:00,,,0,2026-08-21,BATS,Corgi CRCL 2x Daily ETF,2026-07-07,CIRCOR INTERNATIONAL INC,rejected_name_mismatch_or_ticker_reuse,True,CIR,broad_v2,0.27906976744186046,False,False,rejected_name_mismatch_or_ticker_reuse
0001091907,True,2023-01-01 00:00:00+00:00,2023-01-03,True,0.8955223880597015,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/WWE/prices.csv.gz,130,2023-09-11,NYSE,World Wrestling Entertainment Inc - Class A,1999-10-19,WORLD WRESTLING ENTERTAINMENTINC,identity_and_start_validated,True,WWE,broad_v2,0.8955223880597015,True,True,validated_history_through_last_decision
0001092662,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-04-01 00:00:00+00:00,2023-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CEMI/prices.csv.gz,68,2023-04-27,NASDAQ,Chembio Diagnostics Inc,2004-05-05,"CHEMBIO DIAGNOSTICS, INC.",identity_and_start_validated,True,CEMI,broad_v2,1.0,True,True,validated_history_through_last_decision
0001095315,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PFSW/prices.csv.gz,195,2023-10-23,NASDAQ,PFSWEB Inc,1999-12-02,PFSWEB INC,identity_and_start_validated,True,PFSW,broad_v2,1.0,True,True,validated_history_through_last_decision
