cik10,covers_first_eligible_decision,first_eligible_decision,first_price_date,issuer_name_match,issuer_name_score,last_eligible_decision,last_price_date,price_file,price_rows,provider_end_date,provider_exchange,provider_name,provider_start_date,sec_company_name,status,terminal,tiingo_symbol,cache_source,strict_issuer_name_score,strict_issuer_name_match,covers_last_eligible_decision,audit_status
0001102112,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PACW/prices.csv.gz,195,2023-11-30,NASDAQ,Pacwest Bancorp,2000-06-05,PACWEST BANCORP,identity_and_start_validated,True,PACW,broad_v2,1.0,True,True,validated_history_through_last_decision
0001110805,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-04-01 00:00:00+00:00,2024-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/NS/prices.csv.gz,320,2024-05-03,NYSE,Nustar Energy L P,2001-04-10,NUSTAR ENERGY L.P.,identity_and_start_validated,True,NS,broad_v2,1.0,True,True,validated_history_through_last_decision
0001115128,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/QUOT/prices.csv.gz,130,2023-09-01,NYSE,Quotient Technology Inc,2014-03-07,QUOTIENT TECHNOLOGY INC.,identity_and_start_validated,True,QUOT,broad_v2,1.0,True,True,validated_history_through_last_decision
0001118417,True,2015-01-01 00:00:00+00:00,2015-01-02,True,1.0,2025-07-01 00:00:00+00:00,2024-06-27,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/MODN/prices.csv.gz,2387,2024-06-27,NYSE,Model N Inc,2013-03-20,"MODEL N, INC.",identity_and_start_validated,True,MODN,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001121142,True,2019-04-01 00:00:00+00:00,2019-04-01,True,1.0,2024-07-01 00:00:00+00:00,2023-05-08,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/MAXR/prices.csv.gz,1034,2023-05-08,NYSE,Maxar Technologies Inc,2009-02-13,MAXAR TECHNOLOGIES INC.,identity_and_start_validated,True,MAXR,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001124140,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-01-01 00:00:00+00:00,2026-01-09,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/EXAS/prices.csv.gz,758,2026-03-24,NASDAQ,Exact Sciences Corp,2001-02-01,EXACT SCIENCES CORP,identity_and_start_validated,True,EXAS,broad_v2,1.0,True,True,validated_history_through_last_decision
0001124610,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2024-10-01 00:00:00+00:00,2023-11-22,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/VMW/prices.csv.gz,2931,2023-11-22,NYSE,Vmware Inc - Class A,2007-08-15,"VMWARE, INC.",identity_and_start_validated,True,VMW,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001124941,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-04-01 00:00:00+00:00,2025-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/BECN/prices.csv.gz,571,2025-04-29,NASDAQ,Beacon Roofing Supply Inc - Class A,2004-09-23,BEACON ROOFING SUPPLY INC,identity_and_start_validated,True,BECN,broad_v2,1.0,True,True,validated_history_through_last_decision
0001126975,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/MMP/prices.csv.gz,130,2023-09-25,NYSE,Magellan Midstream Partners L.P.,2001-03-19,"MAGELLAN MIDSTREAM PARTNERS, L.P.",identity_and_start_validated,True,MMP,broad_v2,1.0,True,True,validated_history_through_last_decision
0001127703,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PRA/prices.csv.gz,820,2026-07-02,NYSE,Proassurance Corporation,1991-09-04,PROASSURANCE CORP,identity_and_start_validated,True,PRA,broad_v2,1.0,True,True,validated_history_through_last_decision
0001129155,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/MPX/prices.csv.gz,820,2026-05-14,NYSE,Marine Products Corp,2001-02-28,MARINE PRODUCTS CORP,identity_and_start_validated,True,MPX,broad_v2,1.0,True,True,validated_history_through_last_decision
0001131554,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SNCR/prices.csv.gz,816,2026-08-21,NASDAQ,Synchronoss Technologies Inc,2006-06-15,SYNCHRONOSS TECHNOLOGIES INC,identity_and_start_validated,True,SNCR,broad_v2,1.0,True,True,validated_history_through_last_decision
0001133470,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CVGW/prices.csv.gz,820,2026-05-28,NASDAQ,Calavo Growers Inc,2002-07-22,CALAVO GROWERS INC,identity_and_start_validated,True,CVGW,broad_v2,1.0,True,True,validated_history_through_last_decision
0001135185,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-01-01 00:00:00+00:00,2023-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/AAWW/prices.csv.gz,7,2023-04-03,NASDAQ,Atlas Air Worldwide Holdings Inc,2005-11-09,ATLAS AIR WORLDWIDE HOLDINGS INC,identity_and_start_validated,True,AAWW,broad_v2,1.0,True,True,validated_history_through_last_decision
0001136352,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CEQP/prices.csv.gz,195,2023-11-03,NYSE,Crestwood Equity Partners LP,2001-07-26,CRESTWOOD EQUITY PARTNERS LP,identity_and_start_validated,True,CEQP,broad_v2,1.0,True,True,validated_history_through_last_decision
0001138639,True,2012-04-01 00:00:00+00:00,2012-04-02,True,1.0,2026-04-01 00:00:00+00:00,2025-02-28,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/INFN/prices.csv.gz,3247,2025-02-28,NASDAQ,Infinera Corp,2007-06-07,INFINERA CORP,validated_candidate,True,INFN,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001141103,True,2023-01-01 00:00:00+00:00,2023-01-03,True,0.9795918367346939,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CCRN/prices.csv.gz,820,2026-07-22,NASDAQ,Cross Country Healthcares Inc,2001-10-25,CROSS COUNTRY HEALTHCARE INC,identity_and_start_validated,True,CCRN,broad_v2,0.9795918367346939,True,True,validated_history_through_last_decision
0001142596,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/NUVA/prices.csv.gz,130,2023-09-11,NASDAQ,Nuvasive Inc,2004-05-13,NUVASIVE INC,identity_and_start_validated,True,NUVA,broad_v2,1.0,True,True,validated_history_through_last_decision
0001156388,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/BGFV/prices.csv.gz,730,2026-08-21,NASDAQ,Big 5 Sporting Goods Corp,2002-09-17,BIG 5 SPORTING GOODS CORP,identity_and_start_validated,True,BGFV,broad_v2,1.0,True,True,validated_history_through_last_decision
0001159167,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/IRBT/prices.csv.gz,787,2026-08-21,PINK,Irobot Corp,2005-11-09,IROBOT CORP,identity_and_start_validated,True,IRBT,broad_v2,1.0,True,True,validated_history_through_last_decision
0001160951,True,2022-01-01 00:00:00+00:00,2022-01-03,True,1.0,2024-04-01 00:00:00+00:00,2023-03-30,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/DCT/prices.csv.gz,312,2023-03-30,NASDAQ,Duck Creek Technologies Inc,2020-08-14,"DUCK CREEK TECHNOLOGIES, INC.",identity_and_start_validated,True,DCT,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001162461,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-01-01 00:00:00+00:00,2025-03-12,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CUTR/prices.csv.gz,549,2026-04-28,PINK,Cutera Inc,2004-03-31,CUTERA INC,identity_and_start_validated,True,CUTR,broad_v2,1.0,True,False,validated_sec_confirmed_early_delisting
0001163302,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-04-01 00:00:00+00:00,2025-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/X/prices.csv.gz,571,2025-06-18,NYSE,United States Steel Corp,1991-04-12,UNITED STATES STEEL CORP,identity_and_start_validated,True,X,broad_v2,1.0,True,True,validated_history_through_last_decision
0001166388,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-10-01 00:00:00+00:00,2025-10-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/VRNT/prices.csv.gz,696,2025-11-26,NASDAQ,Verint Systems Inc,2002-05-16,VERINT SYSTEMS INC,identity_and_start_validated,True,VRNT,broad_v2,1.0,True,True,validated_history_through_last_decision
0001169445,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/TBRG/prices.csv.gz,820,2026-07-10,NASDAQ,TruBridge Inc,2002-05-21,"TRUBRIDGE, INC.",identity_and_start_validated,True,TBRG,broad_v2,1.0,True,True,validated_history_through_last_decision
0001172222,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-07-01 00:00:00+00:00,2024-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HA/prices.csv.gz,382,2024-09-18,NASDAQ,Hawaiian Holdings Inc,1995-06-21,HAWAIIAN HOLDINGS INC,identity_and_start_validated,True,HA,broad_v2,1.0,True,True,validated_history_through_last_decision
0001175535,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/WSR/prices.csv.gz,820,2026-07-14,NYSE,Whitestone REIT,2010-08-26,WHITESTONE REIT,identity_and_start_validated,True,WSR,broad_v2,1.0,True,True,validated_history_through_last_decision
0001178711,True,2023-04-01 00:00:00+00:00,2023-04-03,True,1.0,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PRTK/prices.csv.gz,68,2023-09-21,NASDAQ,Paratek Pharmaceuticals Inc,2006-05-11,"PARATEK PHARMACEUTICALS, INC.",identity_and_start_validated,True,PRTK,broad_v2,1.0,True,True,validated_history_through_last_decision
0001178879,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/FOLD/prices.csv.gz,820,2026-04-27,NASDAQ,Amicus Therapeutics Inc,2007-05-31,"AMICUS THERAPEUTICS, INC.",identity_and_start_validated,True,FOLD,broad_v2,1.0,True,True,validated_history_through_last_decision
0001180145,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-04-01 00:00:00+00:00,2023-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CSII/prices.csv.gz,68,2023-05-11,NASDAQ,Cardiovascular Systems Inc,2006-06-28,CARDIOVASCULAR SYSTEMS INC,identity_and_start_validated,True,CSII,broad_v2,1.0,True,True,validated_history_through_last_decision
0001195734,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-10-01 00:00:00+00:00,2025-10-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PBPB/prices.csv.gz,696,2025-10-23,NASDAQ,Potbelly Corp,2013-10-04,POTBELLY CORP,identity_and_start_validated,True,PBPB,broad_v2,1.0,True,True,validated_history_through_last_decision
0001209028,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-01-01 00:00:00+00:00,2023-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/AAIC/prices.csv.gz,7,2023-12-14,NYSE,Arlington Asset Investment Corp - Class A,1997-12-23,ARLINGTON ASSET INVESTMENT CORP.,identity_and_start_validated,True,AAIC,broad_v2,1.0,True,True,validated_history_through_last_decision
0001253176,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-07-01 00:00:00+00:00,2024-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/VAPO/prices.csv.gz,379,2026-08-21,PINK,Vapotherm Inc,2018-11-14,VAPOTHERM INC,identity_and_start_validated,True,VAPO,broad_v2,1.0,True,True,validated_history_through_last_decision
0001270073,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ICPT/prices.csv.gz,195,2026-06-26,NASDAQ,Intercept Pharmaceuticals Inc,2012-10-11,"INTERCEPT PHARMACEUTICALS, INC.",identity_and_start_validated,True,ICPT,broad_v2,1.0,True,True,validated_history_through_last_decision
0001273931,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-04-01 00:00:00+00:00,2023-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/MGI/prices.csv.gz,68,2023-06-01,NASDAQ,Moneygram International Inc,2004-07-01,MONEYGRAM INTERNATIONAL INC,identity_and_start_validated,True,MGI,broad_v2,1.0,True,True,validated_history_through_last_decision
0001274173,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/JHG/prices.csv.gz,820,2026-07-01,NYSE,Janus Henderson Group plc,2000-06-26,JANUS HENDERSON GROUP PLC,identity_and_start_validated,True,JHG,broad_v2,1.0,True,True,validated_history_through_last_decision
0001282977,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/GHL/prices.csv.gz,195,2023-11-30,NYSE,Greenhill & Co Inc,2004-05-06,GREENHILL & CO INC,identity_and_start_validated,True,GHL,broad_v2,1.0,True,True,validated_history_through_last_decision
0001283140,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-10-01 00:00:00+00:00,2023-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HEP/prices.csv.gz,195,2023-12-01,NYSE,Holly Energy Partners L.P.,2004-07-08,HOLLY ENERGY PARTNERS LP,identity_and_start_validated,True,HEP,broad_v2,1.0,True,True,validated_history_through_last_decision
0001293971,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-01-01 00:00:00+00:00,2024-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/BLUE/prices.csv.gz,258,2025-06-02,NASDAQ,Bluebird bio Inc,2013-06-19,"BLUEBIRD BIO, INC.",identity_and_start_validated,True,BLUE,broad_v2,1.0,True,True,validated_history_through_last_decision
0001302028,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-01-01 00:00:00+00:00,2025-01-02,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/MNTX/prices.csv.gz,503,2025-01-02,NASDAQ,Manitex International Inc,2005-02-15,"MANITEX INTERNATIONAL, INC.",identity_and_start_validated,True,MNTX,broad_v2,1.0,True,True,validated_history_through_last_decision
0001303313,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-01-01 00:00:00+00:00,2023-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/LHCG/prices.csv.gz,7,2023-02-22,NASDAQ,LHC Group Inc,2005-06-09,"LHC GROUP, INC",identity_and_start_validated,True,LHCG,broad_v2,1.0,True,True,validated_history_through_last_decision
0001304421,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-10-01 00:00:00+00:00,2024-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CNSL/prices.csv.gz,447,2024-12-27,NASDAQ,Consolidated Communications Holdings Inc,2005-07-22,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",identity_and_start_validated,True,CNSL,broad_v2,1.0,True,True,validated_history_through_last_decision
0001305168,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-10-01 00:00:00+00:00,2024-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ARC/prices.csv.gz,447,2024-11-22,NYSE,ARC Document Solutions Inc,2005-02-04,"ARC DOCUMENT SOLUTIONS, INC.",identity_and_start_validated,True,ARC,broad_v2,1.0,True,True,validated_history_through_last_decision
0001308606,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-01-01 00:00:00+00:00,2024-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SRC/prices.csv.gz,258,2024-01-22,NYSE,Spirit Realty Capital Inc,2012-09-20,"SPIRIT REALTY CAPITAL, INC.",identity_and_start_validated,True,SRC,broad_v2,1.0,True,True,validated_history_through_last_decision
0001313275,True,2014-04-01 00:00:00+00:00,2014-04-01,True,1.0,2026-01-01 00:00:00+00:00,2025-02-04,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/BCOV/prices.csv.gz,2729,2025-02-04,NASDAQ,Brightcove Inc,2012-02-17,BRIGHTCOVE INC,identity_and_start_validated,True,BCOV,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001318568,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-07-01 00:00:00+00:00,2025-07-01,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/EVRI/prices.csv.gz,625,2025-07-01,NYSE,Everi Holdings Inc,2015-08-24,EVERI HOLDINGS INC.,identity_and_start_validated,True,EVRI,broad_v2,1.0,True,True,validated_history_through_last_decision
0001320414,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SEM/prices.csv.gz,820,2026-07-01,NYSE,Select Medical Holdings Corporation,2009-09-25,SELECT MEDICAL HOLDINGS CORP,identity_and_start_validated,True,SEM,broad_v2,1.0,True,True,validated_history_through_last_decision
0001320695,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-01-01 00:00:00+00:00,2026-01-09,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/THS/prices.csv.gz,758,2026-02-11,NYSE,Treehouse Foods Inc,2005-06-28,"TREEHOUSE FOODS, INC.",identity_and_start_validated,True,THS,broad_v2,1.0,True,True,validated_history_through_last_decision
0001324272,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-04-01 00:00:00+00:00,2023-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/RUTH/prices.csv.gz,68,2023-06-14,NASDAQ,Ruths Hospitality Group Inc,2005-08-09,"RUTHS HOSPITALITY GROUP, INC.",identity_and_start_validated,True,RUTH,broad_v2,1.0,True,True,validated_history_through_last_decision
0001327318,True,2016-04-01 00:00:00+00:00,2016-04-01,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/TRUE/prices.csv.gz,2505,2026-08-12,NASDAQ,Truecar Inc,2000-05-02,"TRUECAR, INC.",validated_candidate,True,TRUE,legacy_authenticated_v1,1.0,True,True,validated_history_through_last_decision
0001337619,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-10-01 00:00:00+00:00,2024-10-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ENV/prices.csv.gz,447,2024-11-25,NYSE,Envestnet Inc,2010-07-29,"ENVESTNET, INC.",identity_and_start_validated,True,ENV,broad_v2,1.0,True,True,validated_history_through_last_decision
0001338749,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-01-01 00:00:00+00:00,2026-01-09,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PCH/prices.csv.gz,758,2026-02-02,NASDAQ,PotlatchDeltic Corp,1985-11-11,POTLATCHDELTIC CORP,identity_and_start_validated,True,PCH,broad_v2,1.0,True,True,validated_history_through_last_decision
0001339605,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-04-01 00:00:00+00:00,2025-04-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HEES/prices.csv.gz,571,2025-06-02,NASDAQ,H&E Equipment Services Inc,2006-01-31,"H&E EQUIPMENT SERVICES, INC.",identity_and_start_validated,True,HEES,broad_v2,1.0,True,True,validated_history_through_last_decision
0001353283,True,2014-07-01 00:00:00+00:00,2014-07-01,True,1.0,2025-01-01 00:00:00+00:00,2024-09-04,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/SPLK/prices.csv.gz,2474,2026-08-13,NASDAQ,Splunk Inc,2012-04-19,SPLUNK INC,identity_and_start_validated,True,SPLK,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001354327,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2024-01-01 00:00:00+00:00,2024-01-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/PGTI/prices.csv.gz,258,2024-03-28,NYSE,PGT Innovations Inc,2006-06-28,"PGT INNOVATIONS, INC.",identity_and_start_validated,True,PGTI,broad_v2,1.0,True,True,validated_history_through_last_decision
0001356570,False,2024-10-01 00:00:00+00:00,,True,1.0,2025-10-01 00:00:00+00:00,,,0,2025-10-16,NYSE,WNS (Holdings) Ltd,2024-03-28,WNS (HOLDINGS) LTD,rejected_missing_start_of_eligibility,True,WNS,broad_v2,1.0,True,False,rejected_missing_start
0001358762,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2023-07-01 00:00:00+00:00,2023-07-11,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/RETA/prices.csv.gz,130,2023-09-26,NASDAQ,Reata Pharmaceuticals Inc - Class A,2016-05-26,REATA PHARMACEUTICALS INC,identity_and_start_validated,True,RETA,broad_v2,1.0,True,True,validated_history_through_last_decision
0001359841,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/HBI/prices.csv.gz,772,2026-08-21,NYSE,Hanesbrands Inc,2006-09-06,HANESBRANDS INC.,identity_and_start_validated,True,HBI,broad_v2,1.0,True,True,validated_history_through_last_decision
0001363829,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-07-01 00:00:00+00:00,2025-07-02,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/ESGR/prices.csv.gz,626,2025-07-02,NASDAQ,Enstar Group Ltd,1997-05-09,ENSTAR GROUP LTD,identity_and_start_validated,True,ESGR,broad_v2,1.0,True,True,validated_history_through_last_decision
0001364885,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2025-10-01 00:00:00+00:00,2025-10-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/SPR/prices.csv.gz,696,2025-12-05,NYSE,Spirit Aerosystems Holdings Inc - Class A,2006-11-28,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",identity_and_start_validated,True,SPR,broad_v2,1.0,True,True,validated_history_through_last_decision
0001366561,True,2020-07-01 00:00:00+00:00,2020-07-01,True,1.0,2026-01-01 00:00:00+00:00,2025-01-22,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/tiingo_delisted_price_probe_cache_v1/SMAR/prices.csv.gz,1146,2025-01-22,NYSE,Smartsheet Inc - Class A,2018-04-27,SMARTSHEET INC,identity_and_start_validated,True,SMAR,legacy_authenticated_v1,1.0,True,False,validated_sec_confirmed_early_delisting
0001369568,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/CPRX/prices.csv.gz,820,2026-07-16,NASDAQ,Catalyst Pharmaceuticals Inc,2006-11-08,"CATALYST PHARMACEUTICALS, INC.",identity_and_start_validated,True,CPRX,broad_v2,1.0,True,True,validated_history_through_last_decision
0001372020,True,2023-01-01 00:00:00+00:00,2023-01-03,True,1.0,2026-04-01 00:00:00+00:00,2026-04-10,/Users/nicholasturangan/Documents/Portfolio Optimizer/2.0/data/sec_broad_tiingo_cache_v2/GLDD/prices.csv.gz,820,2026-08-21,NASDAQ,Great Lakes Dredge & Dock Corporation,2006-12-27,GREAT LAKES DREDGE & DOCK CORP,identity_and_start_validated,True,GLDD,broad_v2,1.0,True,True,validated_history_through_last_decision
