decision_at,cik10
2023-04-01 00:00:00+00:00,0000002178
2023-07-01 00:00:00+00:00,0000002178
2023-10-01 00:00:00+00:00,0000002178
2024-01-01 00:00:00+00:00,0000002178
2024-04-01 00:00:00+00:00,0000002178
2024-07-01 00:00:00+00:00,0000002178
2024-10-01 00:00:00+00:00,0000002178
2025-01-01 00:00:00+00:00,0000002178
2023-01-01 00:00:00+00:00,0000004447
2023-04-01 00:00:00+00:00,0000004447
2023-07-01 00:00:00+00:00,0000004447
2023-10-01 00:00:00+00:00,0000004447
2024-01-01 00:00:00+00:00,0000004447
2024-04-01 00:00:00+00:00,0000004447
2024-07-01 00:00:00+00:00,0000004447
2024-10-01 00:00:00+00:00,0000004447
2025-01-01 00:00:00+00:00,0000004447
2025-04-01 00:00:00+00:00,0000004447
2025-07-01 00:00:00+00:00,0000004447
2023-01-01 00:00:00+00:00,0000007332
2023-04-01 00:00:00+00:00,0000007332
2023-07-01 00:00:00+00:00,0000007332
2023-10-01 00:00:00+00:00,0000007332
2024-01-01 00:00:00+00:00,0000007332
2024-04-01 00:00:00+00:00,0000007332
2024-07-01 00:00:00+00:00,0000007332
2024-10-01 00:00:00+00:00,0000007332
2023-01-01 00:00:00+00:00,0000010254
2023-04-01 00:00:00+00:00,0000010254
2023-07-01 00:00:00+00:00,0000010254
2023-10-01 00:00:00+00:00,0000010254
2023-01-01 00:00:00+00:00,0000018349
2023-04-01 00:00:00+00:00,0000018349
2023-07-01 00:00:00+00:00,0000018349
2023-10-01 00:00:00+00:00,0000018349
2024-01-01 00:00:00+00:00,0000018349
2024-04-01 00:00:00+00:00,0000018349
2024-07-01 00:00:00+00:00,0000018349
2024-10-01 00:00:00+00:00,0000018349
2025-01-01 00:00:00+00:00,0000018349
2025-04-01 00:00:00+00:00,0000018349
2025-07-01 00:00:00+00:00,0000018349
2025-10-01 00:00:00+00:00,0000018349
2026-01-01 00:00:00+00:00,0000018349
2023-01-01 00:00:00+00:00,0000020520
2023-04-01 00:00:00+00:00,0000020520
2023-07-01 00:00:00+00:00,0000020520
2023-10-01 00:00:00+00:00,0000020520
2024-01-01 00:00:00+00:00,0000020520
2024-04-01 00:00:00+00:00,0000020520
2024-07-01 00:00:00+00:00,0000020520
2024-10-01 00:00:00+00:00,0000020520
2025-01-01 00:00:00+00:00,0000020520
2025-04-01 00:00:00+00:00,0000020520
2025-07-01 00:00:00+00:00,0000020520
2025-10-01 00:00:00+00:00,0000020520
2026-01-01 00:00:00+00:00,0000020520
2023-01-01 00:00:00+00:00,0000023111
2023-04-01 00:00:00+00:00,0000023111
2023-07-01 00:00:00+00:00,0000023111
2023-10-01 00:00:00+00:00,0000023111
2023-01-01 00:00:00+00:00,0000025475
2023-04-01 00:00:00+00:00,0000025475
2023-07-01 00:00:00+00:00,0000025475
2023-10-01 00:00:00+00:00,0000025475
2024-01-01 00:00:00+00:00,0000025475
2024-04-01 00:00:00+00:00,0000025475
2024-07-01 00:00:00+00:00,0000025475
2024-10-01 00:00:00+00:00,0000025475
2025-01-01 00:00:00+00:00,0000025475
2025-04-01 00:00:00+00:00,0000025475
2025-07-01 00:00:00+00:00,0000025475
2025-10-01 00:00:00+00:00,0000025475
2026-01-01 00:00:00+00:00,0000025475
2026-04-01 00:00:00+00:00,0000025475
2023-01-01 00:00:00+00:00,0000028412
2023-04-01 00:00:00+00:00,0000028412
2023-07-01 00:00:00+00:00,0000028412
2023-10-01 00:00:00+00:00,0000028412
2024-01-01 00:00:00+00:00,0000028412
2024-04-01 00:00:00+00:00,0000028412
2024-07-01 00:00:00+00:00,0000028412
2024-10-01 00:00:00+00:00,0000028412
2025-01-01 00:00:00+00:00,0000028412
2025-04-01 00:00:00+00:00,0000028412
2025-07-01 00:00:00+00:00,0000028412
2025-10-01 00:00:00+00:00,0000028412
2026-01-01 00:00:00+00:00,0000028412
2023-01-01 00:00:00+00:00,0000034563
2023-04-01 00:00:00+00:00,0000034563
2023-07-01 00:00:00+00:00,0000034563
2023-10-01 00:00:00+00:00,0000034563
2024-01-01 00:00:00+00:00,0000034563
2024-04-01 00:00:00+00:00,0000034563
2024-07-01 00:00:00+00:00,0000034563
2024-10-01 00:00:00+00:00,0000034563
2025-01-01 00:00:00+00:00,0000034563
2025-04-01 00:00:00+00:00,0000034563
2025-07-01 00:00:00+00:00,0000034563
2023-01-01 00:00:00+00:00,0000039899
2023-04-01 00:00:00+00:00,0000039899
2023-07-01 00:00:00+00:00,0000039899
2023-10-01 00:00:00+00:00,0000039899
2024-01-01 00:00:00+00:00,0000039899
2024-04-01 00:00:00+00:00,0000039899
2024-07-01 00:00:00+00:00,0000039899
2024-10-01 00:00:00+00:00,0000039899
2025-01-01 00:00:00+00:00,0000039899
2025-04-01 00:00:00+00:00,0000039899
2025-07-01 00:00:00+00:00,0000039899
2025-10-01 00:00:00+00:00,0000039899
2026-01-01 00:00:00+00:00,0000039899
2023-01-01 00:00:00+00:00,0000040888
2023-04-01 00:00:00+00:00,0000040888
2023-07-01 00:00:00+00:00,0000040888
2023-01-01 00:00:00+00:00,0000051644
2023-04-01 00:00:00+00:00,0000051644
2023-07-01 00:00:00+00:00,0000051644
2023-10-01 00:00:00+00:00,0000051644
2024-01-01 00:00:00+00:00,0000051644
2024-04-01 00:00:00+00:00,0000051644
2024-07-01 00:00:00+00:00,0000051644
2024-10-01 00:00:00+00:00,0000051644
2025-01-01 00:00:00+00:00,0000051644
2025-04-01 00:00:00+00:00,0000051644
2025-07-01 00:00:00+00:00,0000051644
2025-10-01 00:00:00+00:00,0000051644
2023-01-01 00:00:00+00:00,0000054381
2023-04-01 00:00:00+00:00,0000054381
2023-07-01 00:00:00+00:00,0000054381
2023-10-01 00:00:00+00:00,0000054381
2024-01-01 00:00:00+00:00,0000054381
2024-04-01 00:00:00+00:00,0000054381
2023-01-01 00:00:00+00:00,0000055067
2023-04-01 00:00:00+00:00,0000055067
2023-07-01 00:00:00+00:00,0000055067
2023-10-01 00:00:00+00:00,0000055067
2024-01-01 00:00:00+00:00,0000055067
2024-04-01 00:00:00+00:00,0000055067
2024-07-01 00:00:00+00:00,0000055067
2024-10-01 00:00:00+00:00,0000055067
2025-01-01 00:00:00+00:00,0000055067
2025-04-01 00:00:00+00:00,0000055067
2025-07-01 00:00:00+00:00,0000055067
2025-10-01 00:00:00+00:00,0000055067
2023-01-01 00:00:00+00:00,0000055772
2023-04-01 00:00:00+00:00,0000055772
2023-01-01 00:00:00+00:00,0000059440
2023-04-01 00:00:00+00:00,0000059440
2023-07-01 00:00:00+00:00,0000059440
2023-10-01 00:00:00+00:00,0000059440
2024-01-01 00:00:00+00:00,0000059440
2024-04-01 00:00:00+00:00,0000059440
2024-07-01 00:00:00+00:00,0000059440
2024-10-01 00:00:00+00:00,0000059440
2023-01-01 00:00:00+00:00,0000061398
2023-04-01 00:00:00+00:00,0000061398
2023-07-01 00:00:00+00:00,0000061398
2023-10-01 00:00:00+00:00,0000061398
2024-01-01 00:00:00+00:00,0000061398
2024-04-01 00:00:00+00:00,0000061398
2024-07-01 00:00:00+00:00,0000061398
2024-10-01 00:00:00+00:00,0000061398
2023-01-01 00:00:00+00:00,0000066756
2023-04-01 00:00:00+00:00,0000066756
2023-07-01 00:00:00+00:00,0000066756
2023-10-01 00:00:00+00:00,0000066756
2024-01-01 00:00:00+00:00,0000066756
2024-04-01 00:00:00+00:00,0000066756
2024-07-01 00:00:00+00:00,0000066756
2024-10-01 00:00:00+00:00,0000066756
2025-01-01 00:00:00+00:00,0000066756
2025-04-01 00:00:00+00:00,0000066756
2025-07-01 00:00:00+00:00,0000066756
2025-10-01 00:00:00+00:00,0000066756
2023-01-01 00:00:00+00:00,0000072333
2023-04-01 00:00:00+00:00,0000072333
2023-07-01 00:00:00+00:00,0000072333
2023-10-01 00:00:00+00:00,0000072333
2024-01-01 00:00:00+00:00,0000072333
2024-04-01 00:00:00+00:00,0000072333
2024-07-01 00:00:00+00:00,0000072333
2024-10-01 00:00:00+00:00,0000072333
2025-01-01 00:00:00+00:00,0000072333
2025-04-01 00:00:00+00:00,0000072333
2023-01-01 00:00:00+00:00,0000077159
2023-04-01 00:00:00+00:00,0000077159
2023-01-01 00:00:00+00:00,0000077877
2023-04-01 00:00:00+00:00,0000077877
2023-07-01 00:00:00+00:00,0000077877
2023-01-01 00:00:00+00:00,0000091928
2023-01-01 00:00:00+00:00,0000101778
2023-04-01 00:00:00+00:00,0000101778
2023-07-01 00:00:00+00:00,0000101778
2023-10-01 00:00:00+00:00,0000101778
2024-01-01 00:00:00+00:00,0000101778
2024-04-01 00:00:00+00:00,0000101778
2024-07-01 00:00:00+00:00,0000101778
2024-10-01 00:00:00+00:00,0000101778
2023-01-01 00:00:00+00:00,0000315858
2023-04-01 00:00:00+00:00,0000315858
2023-07-01 00:00:00+00:00,0000315858
2023-10-01 00:00:00+00:00,0000315858
2024-01-01 00:00:00+00:00,0000315858
2023-01-01 00:00:00+00:00,0000316253
2023-04-01 00:00:00+00:00,0000316253
2023-07-01 00:00:00+00:00,0000316253
2023-10-01 00:00:00+00:00,0000316253
2024-01-01 00:00:00+00:00,0000316253
2024-04-01 00:00:00+00:00,0000316253
2024-07-01 00:00:00+00:00,0000316253
2023-01-01 00:00:00+00:00,0000350868
2023-04-01 00:00:00+00:00,0000350868
2023-07-01 00:00:00+00:00,0000350868
2023-10-01 00:00:00+00:00,0000350868
2024-01-01 00:00:00+00:00,0000350868
2024-04-01 00:00:00+00:00,0000350868
2024-07-01 00:00:00+00:00,0000350868
2024-10-01 00:00:00+00:00,0000350868
2023-01-01 00:00:00+00:00,0000351817
2023-04-01 00:00:00+00:00,0000351817
2023-07-01 00:00:00+00:00,0000351817
2023-10-01 00:00:00+00:00,0000351817
2024-01-01 00:00:00+00:00,0000351817
2024-04-01 00:00:00+00:00,0000351817
2024-07-01 00:00:00+00:00,0000351817
2023-01-01 00:00:00+00:00,0000351834
2023-04-01 00:00:00+00:00,0000351834
2023-07-01 00:00:00+00:00,0000351834
2023-10-01 00:00:00+00:00,0000351834
2024-01-01 00:00:00+00:00,0000351834
2024-04-01 00:00:00+00:00,0000351834
2024-07-01 00:00:00+00:00,0000351834
2024-10-01 00:00:00+00:00,0000351834
2025-01-01 00:00:00+00:00,0000351834
2025-04-01 00:00:00+00:00,0000351834
2025-07-01 00:00:00+00:00,0000351834
2025-10-01 00:00:00+00:00,0000351834
2026-01-01 00:00:00+00:00,0000351834
2026-04-01 00:00:00+00:00,0000351834
2025-01-01 00:00:00+00:00,0000355019
2025-04-01 00:00:00+00:00,0000355019
2025-07-01 00:00:00+00:00,0000355019
2025-10-01 00:00:00+00:00,0000355019
2026-01-01 00:00:00+00:00,0000355019
2026-04-01 00:00:00+00:00,0000355019
2023-01-01 00:00:00+00:00,0000701288
2023-04-01 00:00:00+00:00,0000701288
2023-07-01 00:00:00+00:00,0000701288
2023-10-01 00:00:00+00:00,0000701288
2024-01-01 00:00:00+00:00,0000701288
2024-04-01 00:00:00+00:00,0000701288
2024-07-01 00:00:00+00:00,0000701288
2023-01-01 00:00:00+00:00,0000701374
2023-04-01 00:00:00+00:00,0000701374
2023-07-01 00:00:00+00:00,0000701374
2023-10-01 00:00:00+00:00,0000701374
2024-01-01 00:00:00+00:00,0000701374
2024-04-01 00:00:00+00:00,0000701374
2024-07-01 00:00:00+00:00,0000701374
2023-01-01 00:00:00+00:00,0000704562
2023-04-01 00:00:00+00:00,0000704562
2023-07-01 00:00:00+00:00,0000704562
2023-10-01 00:00:00+00:00,0000704562
2024-01-01 00:00:00+00:00,0000704562
2024-04-01 00:00:00+00:00,0000704562
2024-07-01 00:00:00+00:00,0000704562
2024-10-01 00:00:00+00:00,0000704562
2025-01-01 00:00:00+00:00,0000704562
2023-01-01 00:00:00+00:00,0000708818
2023-04-01 00:00:00+00:00,0000708818
2023-07-01 00:00:00+00:00,0000708818
2023-10-01 00:00:00+00:00,0000708818
2023-01-01 00:00:00+00:00,0000711772
2023-04-01 00:00:00+00:00,0000711772
2023-07-01 00:00:00+00:00,0000711772
2023-10-01 00:00:00+00:00,0000711772
2024-01-01 00:00:00+00:00,0000711772
2024-04-01 00:00:00+00:00,0000711772
2024-07-01 00:00:00+00:00,0000711772
2023-01-01 00:00:00+00:00,0000713425
2023-04-01 00:00:00+00:00,0000713425
2023-07-01 00:00:00+00:00,0000713425
2023-10-01 00:00:00+00:00,0000713425
2024-01-01 00:00:00+00:00,0000713425
2024-04-01 00:00:00+00:00,0000713425
2024-07-01 00:00:00+00:00,0000713425
2024-10-01 00:00:00+00:00,0000713425
2025-01-01 00:00:00+00:00,0000713425
2025-04-01 00:00:00+00:00,0000713425
2023-01-01 00:00:00+00:00,0000718877
2023-04-01 00:00:00+00:00,0000718877
2023-07-01 00:00:00+00:00,0000718877
2023-10-01 00:00:00+00:00,0000718877
2023-01-01 00:00:00+00:00,0000740663
2023-04-01 00:00:00+00:00,0000740663
2023-07-01 00:00:00+00:00,0000740663
2023-10-01 00:00:00+00:00,0000740663
2024-01-01 00:00:00+00:00,0000740663
2024-04-01 00:00:00+00:00,0000740663
2024-07-01 00:00:00+00:00,0000740663
2024-10-01 00:00:00+00:00,0000740663
2025-01-01 00:00:00+00:00,0000740663
2025-04-01 00:00:00+00:00,0000740663
2023-01-01 00:00:00+00:00,0000741516
2023-04-01 00:00:00+00:00,0000741516
2023-07-01 00:00:00+00:00,0000741516
2023-10-01 00:00:00+00:00,0000741516
2024-01-01 00:00:00+00:00,0000741516
2024-04-01 00:00:00+00:00,0000741516
2023-01-01 00:00:00+00:00,0000743238
2023-04-01 00:00:00+00:00,0000743238
2023-07-01 00:00:00+00:00,0000743238
