candidate,sleeve,gate,lookback_weeks,allocation,outer_cost_bps,window,cagr,sharpe,drawdown,total_return,active_share,average_valuation_weight
sales_yield__top30__floor250m__relative__lb8__w0.05__50bps,sales_yield__top30__floor250m,relative,8,0.05,50,ytd,1.0963050093490936,2.549194118294366,-0.09635118534789067,0.5769507742333935,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative,8,0.05,100,full_recent,0.4071036818561722,1.6206961746498199,-0.21485386561598319,2.43760441077782,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative,8,0.05,100,trailing_2y,0.5978691754788323,1.9188138610200076,-0.21485386561598296,1.5763015328148242,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative,8,0.05,100,trailing_1y,1.0448785986219926,2.7043184328215935,-0.09658178525792949,1.0732033659508935,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative,8,0.05,100,ytd,1.0937644260031876,2.544983693522431,-0.09658178525792949,0.575774401337914,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative,8,0.05,200,full_recent,0.40263764918866674,1.6061088056359512,-0.21524349172601343,2.398321560002894,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative,8,0.05,200,trailing_2y,0.5939425051116891,1.9092314170542357,-0.21524349172601343,1.5635335687265925,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative,8,0.05,200,trailing_1y,1.0388870875848744,2.692757483389175,-0.0970429850780069,1.0670122203476806,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative,8,0.05,200,ytd,1.088690598702748,2.536543276901558,-0.0970429850780069,0.5734234095653377,0.5212765957446809,0.02606382978723404
sales_yield__top30__floor250m__relative__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative,8,0.1,50,full_recent,0.4092724651545365,1.6299085728844533,-0.2153809692709019,2.456798860005826,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative,8,0.1,50,trailing_2y,0.6026320447231335,1.934372669839719,-0.2153809692709019,1.5918314561315885,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative,8,0.1,50,trailing_1y,1.0446527691737963,2.7270166164813214,-0.09192242084024083,1.0729700056297924,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative,8,0.1,50,ytd,1.0974510129756858,2.573226902521162,-0.09192242084024094,0.5774812317928122,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative,8,0.1,100,full_recent,0.40480159592570475,1.615335172729376,-0.21577033380752864,2.4173146694369563,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative,8,0.1,100,trailing_2y,0.5986959711232602,1.9247998923670908,-0.21577033380752852,1.5789940229110977,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative,8,0.1,100,trailing_1y,1.0386666304901273,2.7154072664143536,-0.09238495883931952,1.0667844243847937,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative,8,0.1,100,ytd,1.0923772319668696,2.5648036870842845,-0.09238495883931952,0.5751318535699788,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative,8,0.1,200,full_recent,0.395895708320086,1.5860893311668527,-0.21654906288078168,2.339636558184627,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative,8,0.1,200,trailing_2y,0.5908469649822963,1.905564851709823,-0.2165490628807819,1.553490678418406,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative,8,0.1,200,trailing_1y,1.0267379831335863,2.692076724922771,-0.09331003483747624,1.0544593880060065,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative,8,0.1,200,ytd,1.082258927238616,2.54787518506894,-0.09331003483747624,0.5704400922539501,0.5212765957446809,0.05212765957446808
sales_yield__top30__floor250m__relative__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative,8,0.15,50,full_recent,0.40914151506287966,1.6304030197162105,-0.2161124883711898,2.45563771439836,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative,8,0.15,50,trailing_2y,0.6053560039651236,1.9437834797336242,-0.2161124883711898,1.6007344385173536,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative,8,0.15,50,trailing_1y,1.0413274701997621,2.7425551071682057,-0.08911795411448409,1.0695338732868582,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative,8,0.15,50,ytd,1.0984797767929244,2.596297855992885,-0.08911795411448409,0.5779573269166585,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative,8,0.15,100,full_recent,0.40244169524394446,1.6085470660614247,-0.21669613547176436,2.3966054380270285,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative,8,0.15,100,trailing_2y,0.5994467302391817,1.929416345152378,-0.21669613547176414,1.5814401270788672,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative,8,0.15,100,trailing_1y,1.0323730934499507,2.7250395901541107,-0.08981252184666466,1.060281579726769,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative,8,0.15,100,ytd,1.0908805434787294,2.5836715384646043,-0.08981252184666455,0.5744384042315482,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative,8,0.15,200,full_recent,0.3891225624305752,1.5646149461036456,-0.21786342967291317,2.2814216844283903,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative,8,0.15,200,trailing_2y,0.5876802533358003,1.900479874363109,-0.21786342967291294,1.5432374751357822,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative,8,0.15,200,trailing_1y,1.0145621178916424,2.6897505526973777,-0.09120165731102603,1.0418803573545197,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative,8,0.15,200,ytd,1.0757476780296078,2.558225653570548,-0.09120165731102603,0.5674162505327762,0.5212765957446809,0.07819148936170213
sales_yield__top30__floor250m__relative__lb8__w0.20__50bps,sales_yield__top30__floor250m,relative,8,0.2,50,full_recent,0.40894835119256734,1.6294539279339015,-0.2168535973894835,2.4539254290217136,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__50bps,sales_yield__top30__floor250m,relative,8,0.2,50,trailing_2y,0.6080069161460995,1.9517914917057053,-0.21685359738948362,1.609413470075375,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__50bps,sales_yield__top30__floor250m,relative,8,0.2,50,trailing_1y,1.0379043926802902,2.7565888747147147,-0.08690341432279713,1.0659968158426696,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__50bps,sales_yield__top30__floor250m,relative,8,0.2,50,ytd,1.099391106524474,2.6182993926161515,-0.08690341432279725,0.5783790004812537,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__100bps,sales_yield__top30__floor250m,relative,8,0.2,100,full_recent,0.40002426122655566,1.6003457146668816,-0.21763125079717416,2.375485614864035,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__100bps,sales_yield__top30__floor250m,relative,8,0.2,100,trailing_2y,0.6001213537428431,1.9326392652251496,-0.21763125079717438,1.5836391666303498,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__100bps,sales_yield__top30__floor250m,relative,8,0.2,100,trailing_1y,1.0259987909095813,2.733116465380829,-0.08782991633559645,1.0536956782362372,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__100bps,sales_yield__top30__floor250m,relative,8,0.2,100,ytd,1.0892745241828035,2.6014921624025473,-0.08782991633559634,0.5736940870986733,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__200bps,sales_yield__top30__floor250m,relative,8,0.2,200,full_recent,0.38231891941073126,1.5417434969409602,-0.21918655761255468,2.223687324057277,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__200bps,sales_yield__top30__floor250m,relative,8,0.2,200,trailing_2y,0.5844428003818496,1.8939745991134216,-0.2191865576125548,1.532776750698428,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__200bps,sales_yield__top30__floor250m,relative,8,0.2,200,trailing_1y,1.0023607175806268,2.685702156025095,-0.0896829203611953,1.029276412705447,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.20__200bps,sales_yield__top30__floor250m,relative,8,0.2,200,ytd,1.0691575752845544,2.56751890402695,-0.0896829203611954,0.5643520719902921,0.5212765957446809,0.10425531914893615
sales_yield__top30__floor250m__relative__lb8__w0.30__50bps,sales_yield__top30__floor250m,relative,8,0.3,50,full_recent,0.40837546762309795,1.623255292989944,-0.21857346340497563,2.4488507587936814,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__50bps,sales_yield__top30__floor250m,relative,8,0.3,50,trailing_2y,0.613088180936693,1.9635048741316565,-0.21857346340497552,1.6260902269657356,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__50bps,sales_yield__top30__floor250m,relative,8,0.3,50,trailing_1y,1.030766795765401,2.7797110703332826,-0.08246951003008574,1.0586219225013949,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__50bps,sales_yield__top30__floor250m,relative,8,0.3,50,ytd,1.1008607617342632,2.6586619854896227,-0.08246951003008585,0.5790588637583165,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__100bps,sales_yield__top30__floor250m,relative,8,0.3,100,full_recent,0.3950179462851562,1.5798140888443937,-0.21973795997661005,2.3320504263218274,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__100bps,sales_yield__top30__floor250m,relative,8,0.3,100,trailing_2y,0.6012418419703462,1.9348537135979242,-0.21973795997661016,1.5872936597373757,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__100bps,sales_yield__top30__floor250m,relative,8,0.3,100,trailing_1y,1.013011136529912,2.7442288765062997,-0.08386049815896057,1.0402781249268278,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__100bps,sales_yield__top30__floor250m,relative,8,0.3,100,ytd,1.085735213700127,2.6336108071177255,-0.08386049815896046,0.5720529998461112,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__200bps,sales_yield__top30__floor250m,relative,8,0.3,200,full_recent,0.36862297305206937,1.4920957193079936,-0.22206695311987912,2.1096996612078462,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__200bps,sales_yield__top30__floor250m,relative,8,0.3,200,trailing_2y,0.577757429576427,1.8767429155877553,-0.222066953119879,1.5112441258361269,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__200bps,sales_yield__top30__floor250m,relative,8,0.3,200,trailing_1y,0.9778861927021607,2.6721635804316697,-0.08664247441671002,1.0039988942208158,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.30__200bps,sales_yield__top30__floor250m,relative,8,0.3,200,ytd,1.0557437401654193,2.582633616743328,-0.08664247441670991,0.5581034644372267,0.5212765957446809,0.15638297872340426
sales_yield__top30__floor250m__relative__lb8__w0.40__50bps,sales_yield__top30__floor250m,relative,8,0.4,50,full_recent,0.407554049841907,1.6114845572169278,-0.2224576799839294,2.441583957266612,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__50bps,sales_yield__top30__floor250m,relative,8,0.4,50,trailing_2y,0.6178730829702337,1.969419121092793,-0.2224576799839294,1.6418433464689692,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__50bps,sales_yield__top30__floor250m,relative,8,0.4,50,trailing_1y,1.0232438705421005,2.7955752973259202,-0.07951210805302855,1.0508494298180882,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__50bps,sales_yield__top30__floor250m,relative,8,0.4,50,ytd,1.1018587253256236,2.6934630228718723,-0.07859158099309149,0.5795204179671827,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__100bps,sales_yield__top30__floor250m,relative,8,0.4,100,full_recent,0.3897850115294539,1.5540658516797203,-0.2240033921187764,2.2870827647381398,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__100bps,sales_yield__top30__floor250m,relative,8,0.4,100,trailing_2y,0.6020568208796095,1.9314340208426555,-0.22400339211877662,1.5899533664618737,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__100bps,sales_yield__top30__floor250m,relative,8,0.4,100,trailing_1y,0.999710227020947,2.748055728002867,-0.07988547044299177,1.0265386730390516,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__100bps,sales_yield__top30__floor250m,relative,8,0.4,100,ytd,1.08176087310774,2.660410663710556,-0.07988547044299177,0.5702089231440131,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__200bps,sales_yield__top30__floor250m,relative,8,0.4,200,full_recent,0.3548135290866714,1.4378126924681442,-0.2281872768833545,1.9977485747105823,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__200bps,sales_yield__top30__floor250m,relative,8,0.4,200,trailing_2y,0.5707944458116543,1.8540426060923663,-0.22818727688335438,1.48891600268395,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__200bps,sales_yield__top30__floor250m,relative,8,0.4,200,trailing_1y,0.9533241245265587,2.650992406790764,-0.08359806574579254,0.9786370071491035,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.40__200bps,sales_yield__top30__floor250m,relative,8,0.4,200,ytd,1.0420233506760161,2.5926358939921244,-0.08359806574579254,0.5516958086983446,0.5212765957446809,0.2085106382978723
sales_yield__top30__floor250m__relative__lb8__w0.50__50bps,sales_yield__top30__floor250m,relative,8,0.5,50,full_recent,0.4064844361340938,1.5944794528629516,-0.2270753653139712,2.4321380615790926,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__50bps,sales_yield__top30__floor250m,relative,8,0.5,50,trailing_2y,0.6223589964848788,1.9695928587313611,-0.22707536531397132,1.6566553125684775,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__50bps,sales_yield__top30__floor250m,relative,8,0.5,50,trailing_1y,1.0153396744843888,2.8034960446028587,-0.07951210805302866,1.0426836166753124,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__50bps,sales_yield__top30__floor250m,relative,8,0.5,50,ytd,1.1023839858731415,2.721900687036776,-0.07859158099309149,0.579763315033528,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__100bps,sales_yield__top30__floor250m,relative,8,0.5,100,full_recent,0.384327903093014,1.5235749255883977,-0.22899698586571993,2.2406580657639648,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__100bps,sales_yield__top30__floor250m,relative,8,0.5,100,trailing_2y,0.6025658181140274,1.9225168771323395,-0.22899698586571993,1.591615193111883,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__100bps,sales_yield__top30__floor250m,relative,8,0.5,100,trailing_1y,0.9861027234688695,2.744037602461989,-0.07951210805302844,1.0124843370996541,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__100bps,sales_yield__top30__floor250m,relative,8,0.5,100,ytd,1.0773532847455356,2.6811882302234373,-0.07859158099309149,0.5681622371069286,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__200bps,sales_yield__top30__floor250m,relative,8,0.5,200,full_recent,0.34089624157877885,1.3796805123835778,-0.23559463260138824,1.887902656921645,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__200bps,sales_yield__top30__floor250m,relative,8,0.5,200,trailing_2y,0.5635575607285659,1.8261879150545939,-0.23559463260138824,1.465816231535218,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__200bps,sales_yield__top30__floor250m,relative,8,0.5,200,trailing_1y,0.9286841525350744,2.621876520634396,-0.08054969434844328,0.9532008411131414,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative__lb8__w0.50__200bps,sales_yield__top30__floor250m,relative,8,0.5,200,ytd,1.0280024402053232,2.59698821681391,-0.08054969434844328,0.5451306741784416,0.5212765957446809,0.26063829787234044
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__50bps,sales_yield__top30__floor250m,relative_positive,8,0.05,50,full_recent,0.4099597125055807,1.6299745338963587,-0.21445754909365877,2.4628973689104443,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__50bps,sales_yield__top30__floor250m,relative_positive,8,0.05,50,trailing_2y,0.6000386787127372,1.9243041677157107,-0.21445754909365833,1.5833696237776764,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__50bps,sales_yield__top30__floor250m,relative_positive,8,0.05,50,trailing_1y,1.047879829388092,2.7100852932193096,-0.09635118534789089,1.076304727636475,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__50bps,sales_yield__top30__floor250m,relative_positive,8,0.05,50,ytd,1.0963050093490936,2.549194118294366,-0.09635118534789067,0.5769507742333935,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative_positive,8,0.05,100,full_recent,0.40732930390496747,1.6213654495037304,-0.21543901702526946,2.4395976384354605,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative_positive,8,0.05,100,trailing_2y,0.5972793076196967,1.91748696338176,-0.21543901702526924,1.5743814743611768,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative_positive,8,0.05,100,trailing_1y,1.0448785986219926,2.7043184328215935,-0.09658178525792949,1.0732033659508935,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__100bps,sales_yield__top30__floor250m,relative_positive,8,0.05,100,ytd,1.0937644260031876,2.544983693522431,-0.09658178525792949,0.575774401337914,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative_positive,8,0.05,200,full_recent,0.40208123336775214,1.6041226165287994,-0.21739901025564434,2.393450228857269,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative_positive,8,0.05,200,trailing_2y,0.5917727790523597,1.9038263049374997,-0.21739901025564434,1.5564922201675668,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative_positive,8,0.05,200,trailing_1y,1.0388870875848744,2.692757483389175,-0.0970429850780069,1.0670122203476806,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.05__200bps,sales_yield__top30__floor250m,relative_positive,8,0.05,200,ytd,1.088690598702748,2.536543276901558,-0.0970429850780069,0.5734234095653377,0.4787234042553192,0.023936170212765954
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative_positive,8,0.1,50,full_recent,0.4105158888584588,1.6340489439825026,-0.2149734973831069,2.467838472476002,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative_positive,8,0.1,50,trailing_2y,0.6030441704913581,1.9358842861463303,-0.21497349738310734,1.5931774577131401,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative_positive,8,0.1,50,trailing_1y,1.0446527691737963,2.7270166164813214,-0.09192242084024083,1.0729700056297924,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__50bps,sales_yield__top30__floor250m,relative_positive,8,0.1,50,ytd,1.0974510129756858,2.573226902521162,-0.09192242084024094,0.5774812317928122,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative_positive,8,0.1,100,full_recent,0.4052578744587958,1.6168042227171724,-0.21693449847206547,2.4213292388874605,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative_positive,8,0.1,100,trailing_2y,0.5975202241451969,1.9222156881767667,-0.21693449847206536,1.5751655861138771,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative_positive,8,0.1,100,trailing_1y,1.0386666304901273,2.7154072664143536,-0.09238495883931952,1.0667844243847937,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__100bps,sales_yield__top30__floor250m,relative_positive,8,0.1,100,ytd,1.0923772319668696,2.5648036870842845,-0.09238495883931952,0.5751318535699788,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative_positive,8,0.1,200,full_recent,0.3947927474500137,1.5822180489356599,-0.22084474560594136,2.3301061377030248,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative_positive,8,0.1,200,trailing_2y,0.5865211786531639,1.894773515727345,-0.22084474560594136,1.5394898198113962,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative_positive,8,0.1,200,trailing_1y,1.0267379831335863,2.692076724922771,-0.09331003483747624,1.0544593880060065,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.10__200bps,sales_yield__top30__floor250m,relative_positive,8,0.1,200,ytd,1.082258927238616,2.54787518506894,-0.09331003483747624,0.5704400922539501,0.4787234042553192,0.04787234042553191
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative_positive,8,0.15,50,full_recent,0.41101616334109026,1.6368283460947224,-0.2154945905393969,2.472287295757392,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative_positive,8,0.15,50,trailing_2y,0.6059825629387754,1.9461873912586964,-0.2154945905393968,1.6027844624644016,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative_positive,8,0.15,50,trailing_1y,1.0413274701997621,2.7425551071682057,-0.08911795411448409,1.0695338732868582,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__50bps,sales_yield__top30__floor250m,relative_positive,8,0.15,50,ytd,1.0984797767929244,2.596297855992885,-0.08911795411448409,0.5779573269166585,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative_positive,8,0.15,100,full_recent,0.40313363484688036,1.6109438790407504,-0.21843317417350083,2.40266809737471,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative_positive,8,0.15,100,trailing_2y,0.5976891857919884,1.925648034132468,-0.21843317417350072,1.5757155780117542,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative_positive,8,0.15,100,trailing_1y,1.0323730934499507,2.7250395901541107,-0.08981252184666466,1.060281579726769,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__100bps,sales_yield__top30__floor250m,relative_positive,8,0.15,100,ytd,1.0908805434787294,2.5836715384646043,-0.08981252184666455,0.5744384042315482,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative_positive,8,0.15,200,full_recent,0.38748291229819865,1.5589621751212448,-0.2242839275543812,2.267440088945149,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative_positive,8,0.15,200,trailing_2y,0.5812123168235941,1.884333673868931,-0.2242839275543813,1.5223602377827814,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative_positive,8,0.15,200,trailing_1y,1.0145621178916424,2.6897505526973777,-0.09120165731102603,1.0418803573545197,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.15__200bps,sales_yield__top30__floor250m,relative_positive,8,0.15,200,ytd,1.0757476780296078,2.558225653570548,-0.09120165731102603,0.5674162505327762,0.4787234042553192,0.07180851063829788
sales_yield__top30__floor250m__relative_positive__lb8__w0.20__50bps,sales_yield__top30__floor250m,relative_positive,8,0.2,50,full_recent,0.4114604981940573,1.6382995118481065,-0.2160208237248612,2.476242121781418,0.4787234042553192,0.09574468085106382
sales_yield__top30__floor250m__relative_positive__lb8__w0.20__50bps,sales_yield__top30__floor250m,relative_positive,8,0.2,50,trailing_2y,0.6088534990138008,1.9551770830144897,-0.2160208237248613,1.6121882396596399,0.4787234042553192,0.09574468085106382
