date,original_gross,before_max_single_issuer_weight,before_max_single_exchange_traded_weight,before_max_total_exchange_traded_weight,before_max_look_through_sector_weight,before_invested_weight,after_max_single_issuer_weight,after_max_single_exchange_traded_weight,after_max_total_exchange_traded_weight,after_max_look_through_sector_weight,after_invested_weight,cash_released,names_capped
2023-01-06,1.3229999999999995,0.020408163265306128,0.5510204081632655,0.9183673469387759,0.6122448979591839,1.0000000000000004,0.1,0.25,0.5,0.42755102040816306,0.777551020408163,0.2224489795918374,6
2023-01-13,1.3229999999999995,0.020408163265306128,0.5510204081632655,0.9183673469387759,0.6122448979591839,1.0000000000000004,0.1,0.25,0.5,0.42755102040816306,0.777551020408163,0.2224489795918374,6
2023-01-20,1.3229999999999995,0.020408163265306128,0.5510204081632655,0.9183673469387759,0.6122448979591839,1.0000000000000004,0.1,0.25,0.5,0.42755102040816306,0.777551020408163,0.2224489795918374,6
2023-01-27,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-02-03,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-02-10,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-02-17,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-02-24,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-03-03,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-03-10,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-03-17,1.323,0.020408163265306124,0.5510204081632654,0.9183673469387756,0.656326530612245,1.0000000000000002,0.1,0.25,0.5,0.367551020408163,0.687551020408163,0.31244897959183726,6
2023-03-24,1.1171249999999995,0.030211480362537773,0.326283987915408,0.54380664652568,0.6756495468277948,0.9999999999999999,0.07154101037500687,0.20595987505974436,0.3478166259691775,0.3500000005366549,1.0,-1.1102230246251565e-16,24
2023-03-31,1.1171249999999995,0.030211480362537773,0.489425981873112,0.54380664652568,0.8126888217522659,0.9999999999999999,0.07254901960784314,0.17305407011289367,0.32568911622620056,0.3499999999999999,0.9999999999999999,0.0,24
2023-04-07,1.3229999999999997,0.020408163265306128,0.8265306122448982,0.9183673469387758,0.8877551020408166,1.0000000000000002,0.1,0.25,0.5,0.42755102040816306,0.777551020408163,0.22244897959183718,6
2023-04-14,1.3229999999999997,0.020408163265306128,0.8265306122448982,0.9183673469387758,0.8877551020408166,1.0000000000000002,0.1,0.25,0.5,0.42755102040816306,0.777551020408163,0.22244897959183718,6
2023-04-21,1.3229999999999997,0.020408163265306128,0.8265306122448982,0.9183673469387758,0.8877551020408166,1.0000000000000002,0.1,0.25,0.5,0.42755102040816306,0.777551020408163,0.22244897959183718,6
2023-04-28,1.3229999999999997,0.04216938913547856,0.6728648515453057,0.8761979578032972,0.7389987806671033,1.0000000000000004,0.059484100132460686,0.25,0.8046342376144883,0.3623613821208581,1.0,4.440892098500626e-16,14
2023-05-05,1.3229999999999997,0.04216938913547856,0.6728648515453057,0.8761979578032972,0.7389987806671033,1.0000000000000004,0.059484100132460686,0.25,0.8046342376144883,0.3623613821208581,1.0,4.440892098500626e-16,14
2023-05-12,1.3229999999999997,0.04216938913547856,0.6728648515453057,0.8761979578032972,0.7389987806671033,1.0000000000000004,0.059484100132460686,0.25,0.8046342376144883,0.3623613821208581,1.0,4.440892098500626e-16,14
2023-05-19,1.3229999999999997,0.04216938913547856,0.6728648515453057,0.8761979578032972,0.7389987806671033,1.0000000000000004,0.059484100132460686,0.25,0.8046342376144883,0.3623613821208581,1.0,4.440892098500626e-16,14
2023-05-26,1.3229999999999995,0.020408163265306135,0.6825394353484819,0.9183673469387758,0.8157280725060688,1.0000000000000004,0.09298413858264558,0.22609100502676352,0.8516466356965149,0.35000000029461475,1.0000000000000007,-2.220446049250313e-16,13
2023-06-02,1.3229999999999995,0.020408163265306135,0.6825394353484819,0.9183673469387758,0.8157280725060688,1.0000000000000004,0.09298413858264558,0.22609100502676352,0.8516466356965149,0.35000000029461475,1.0000000000000007,-2.220446049250313e-16,13
2023-06-09,1.3229999999999995,0.020408163265306135,0.6825394353484819,0.9183673469387758,0.8157280725060688,1.0000000000000004,0.09298413858264558,0.22609100502676352,0.8516466356965149,0.35000000029461475,1.0000000000000007,-2.220446049250313e-16,13
2023-06-16,1.3229999999999995,0.020408163265306135,0.6825394353484819,0.9183673469387758,0.8157280725060688,1.0000000000000004,0.09298413858264558,0.22609100502676352,0.8516466356965149,0.35000000029461475,1.0000000000000007,-2.220446049250313e-16,13
2023-06-23,1.3229999999999995,0.020408163265306135,0.6825394353484819,0.9183673469387758,0.8157280725060688,1.0000000000000004,0.09298413858264558,0.22609100502676352,0.8516466356965149,0.35000000029461475,1.0000000000000007,-2.220446049250313e-16,13
2023-06-30,1.3229999999999997,0.02040816326530613,0.44003454568518774,0.9183673469387758,0.7643420761705797,1.0000000000000002,0.1,0.2053215451892514,0.42053744483742156,0.35000000058202213,0.5623715967040084,0.43762840329599184,7
2023-07-07,1.3499999999999994,0.02000000000000001,0.43123385477148396,0.9000000000000002,0.729055234647168,1.0000000000000002,0.1,0.21092450673402158,0.4361434018299102,0.3500000006392008,0.7650276325532545,0.23497236744674577,8
2023-07-14,1.1812499999999995,0.028571428571428588,0.24641934558370515,0.5142857142857145,0.730888705512668,1.000000000000001,0.06852439686189951,0.15990254089440833,0.28619958025919906,0.35000000029484707,1.0000000000000013,-2.220446049250313e-16,29
2023-07-21,1.1812499999999995,0.028571428571428588,0.24641934558370515,0.5142857142857145,0.730888705512668,1.000000000000001,0.06852439686189951,0.15990254089440833,0.28619958025919906,0.35000000029484707,1.0000000000000013,-2.220446049250313e-16,29
2023-07-28,1.1812499999999997,0.02857142857142858,0.24621632121522233,0.5142857142857145,0.7307973445468497,0.9999999999999998,0.06851851802646633,0.1598420074885657,0.2862546735977951,0.3500000002970605,0.9999999999999998,0.0,29
2023-08-04,1.1812499999999997,0.02857142857142858,0.24621632121522233,0.5142857142857145,0.7307973445468497,0.9999999999999998,0.06851851802646633,0.1598420074885657,0.2862546735977951,0.3500000002970605,0.9999999999999998,0.0,29
2023-08-11,1.1812499999999997,0.02857142857142858,0.24621632121522233,0.5142857142857145,0.7307973445468497,0.9999999999999998,0.06851851802646633,0.1598420074885657,0.2862546735977951,0.3500000002970605,0.9999999999999998,0.0,29
2023-08-18,1.3499999999999996,0.020000000000000007,0.43087856212663905,0.9000000000000002,0.7288953529569877,1.0000000000000002,0.1,0.2108346155121245,0.43631430233929763,0.3500000006497479,0.7651738785656935,0.2348261214343067,8
2023-08-25,1.3499999999999999,0.020000000000000007,0.6724429789416795,0.8893655157751129,0.7916531414736994,1.0000000000000002,0.07603175627631704,0.2354882985540182,0.6610007841847879,0.3500000003100532,1.0000000000000002,0.0,13
2023-09-01,1.1812500000000006,0.028571428571428564,0.3842531308238166,0.5082088661572072,0.7666589379849704,0.9999999999999991,0.05154670396744927,0.13440636084105076,0.3921845041610852,0.350000000123321,0.9999999999999992,-1.1102230246251565e-16,34
2023-09-08,1.1812500000000006,0.028571428571428564,0.3842531308238166,0.5082088661572072,0.7666589379849704,0.9999999999999991,0.05154670396744927,0.13440636084105076,0.3921845041610852,0.350000000123321,0.9999999999999992,-1.1102230246251565e-16,34
2023-09-15,1.3499999999999999,0.020000000000000007,0.6724429789416795,0.8893655157751129,0.7916531414736994,1.0000000000000002,0.07603175627631704,0.2354882985540182,0.6610007841847879,0.3500000003100532,1.0000000000000002,0.0,13
2023-09-22,1.3499999999999999,0.020000000000000007,0.6724429789416795,0.8893655157751129,0.7916531414736994,1.0000000000000002,0.07603175627631704,0.2354882985540182,0.6610007841847879,0.3500000003100532,1.0000000000000002,0.0,13
2023-09-29,1.3499999999999996,0.020000000000000007,0.8100000000000003,0.9000000000000004,0.8500000000000003,1.0000000000000004,0.1,0.25,0.5,0.4099999999999999,0.9599999999999999,0.04000000000000059,7
2023-10-06,1.3499999999999996,0.020000000000000007,0.8100000000000003,0.9000000000000004,0.8500000000000003,1.0000000000000004,0.1,0.25,0.5,0.5499999999999999,0.9599999999999999,0.04000000000000059,7
2023-10-13,1.3499999999999996,0.020000000000000007,0.8100000000000003,0.9000000000000004,0.8500000000000003,1.0000000000000004,0.1,0.25,0.5,0.5499999999999999,0.9599999999999999,0.04000000000000059,7
