series,cumulative_return,cagr,annualized_volatility,sharpe_zero_rf,maximum_drawdown,daily_observations
price_only_net_25bps,-0.07864287779066237,-0.023879702795816415,0.2524869054508849,0.031180675819691906,-0.46049962993474924,854
fundamental_momentum_net_25bps,0.1417884346831204,0.03990216849763173,0.15566593271791906,0.32965788174412547,-0.2621958771656858,854
price_only_net_50bps,-0.11373623904007113,-0.03500117535678593,0.2525555296241451,-0.014115344150877196,-0.4629079461963629,854
fundamental_momentum_net_50bps,0.10745573712305245,0.030575739458344797,0.15577165172628993,0.2716989346422813,-0.27266136839096167,854
price_only_net_100bps,-0.18007668797551035,-0.05690371003934214,0.2528460720341104,-0.10457014078174481,-0.4676994096591298,854
fundamental_momentum_net_100bps,0.04173288516001916,0.012137662892704126,0.15619915141151972,0.1558009244324488,-0.298896838157518,854
price_only_net_150bps,-0.2415911473082275,-0.07835927439909696,0.2533403689821996,-0.1946606088785218,-0.4741689631714936,854
fundamental_momentum_net_150bps,-0.020245424774045118,-0.00601718605235213,0.1569126058939155,0.040461711239111964,-0.32424731718407085,854
