decision_time,cik10,ticker,assets,assets__period_end,assets__available_at,capital_expenditure,capital_expenditure__period_end,capital_expenditure__available_at,cash,cash__period_end,cash__available_at,diluted_shares,diluted_shares__period_end,diluted_shares__available_at,equity,equity__period_end,equity__available_at,gross_profit,gross_profit__period_end,gross_profit__available_at,net_income,net_income__period_end,net_income__available_at,operating_cash_flow,operating_cash_flow__period_end,operating_cash_flow__available_at,operating_income,operating_income__period_end,operating_income__available_at,shares_outstanding,shares_outstanding__period_end,shares_outstanding__available_at,stock_compensation,stock_compensation__period_end,stock_compensation__available_at,cash_to_assets,equity_to_assets,debt_to_assets,debt_current,debt_current__period_end,debt_current__available_at,debt_noncurrent,debt_noncurrent__period_end,debt_noncurrent__available_at,diluted_shares__prior_year,diluted_shares__yoy_growth,gross_profit__prior_year,gross_profit__yoy_growth,liabilities,liabilities__period_end,liabilities__available_at,net_income__prior_year,net_income__yoy_growth,operating_cash_flow__prior_year,operating_cash_flow__yoy_growth,revenue,revenue__period_end,revenue__available_at,revenue__prior_year,revenue__yoy_growth,share_repurchases,share_repurchases__period_end,share_repurchases__available_at,share_repurchases__prior_year,share_repurchases__yoy_growth,stock_compensation__prior_year,stock_compensation__yoy_growth,gross_margin,net_margin,operating_cash_flow_margin,capital_expenditure_to_revenue,repurchases_to_revenue,stock_compensation_to_revenue,free_cash_flow_margin,liabilities_to_assets,capital_expenditure__prior_year,capital_expenditure__yoy_growth,operating_income__prior_year,operating_income__yoy_growth,operating_margin
2013-09-28 00:00:00+00:00,1534701,PSX,49929000000.0,2013-06-30,2013-08-01 19:37:55+00:00,,,,4220000000.0,2013-06-30,2013-08-01 19:37:55+00:00,619143000.0,2013-06-30,2013-08-01 19:37:55+00:00,21690000000.0,2013-06-30,2013-08-01 19:37:55+00:00,,,,960000000.0,2013-06-30,2013-08-01 19:37:55+00:00,2213000000.0,2013-03-31,2013-05-02 19:04:28+00:00,,,,611030536.0,2013-06-30,2013-08-01 19:37:55+00:00,,,,0.08452001842616516,0.43441687195818063,0.0,,,,,,,628510000.0,-0.014903501933143493,,,28239000000.0,2013-06-30,2013-08-01 19:37:55+00:00,1182000000.0,-0.18781725888324874,-361000000.0,-7.130193905817174,43240000000.0,2013-06-30,2013-08-01 19:37:55+00:00,46747000000.0,-0.07502085695338734,382000000.0,2013-03-31,2013-05-02 19:04:28+00:00,,,,,,0.022201665124884366,0.05117946345975948,,0.00883441258094357,,,0.5655831280418194,,,,,
2013-09-28 00:00:00+00:00,804328,QCOM,46809000000.0,2013-06-30,2013-07-24 20:09:43+00:00,,,,2533000000.0,2013-06-30,2013-07-24 20:09:43+00:00,1727000000.0,2013-06-30,2013-07-24 20:09:43+00:00,37583000000.0,2013-06-30,2013-07-24 20:09:43+00:00,,,,1578000000.0,2013-06-30,2013-07-24 20:09:43+00:00,1975000000.0,2012-12-30,2013-01-30 21:11:45+00:00,1677000000.0,2013-06-30,2013-07-24 20:09:43+00:00,1715425829.0,2013-07-22,2013-07-24 20:09:43+00:00,283000000.0,2012-12-30,2013-01-30 21:11:45+00:00,0.054113525176782244,0.8029011514879617,0.020679783802260248,968000000.0,2012-06-24,2012-07-18 20:11:00+00:00,,,,1715000000.0,0.0069970845481048816,,,9226000000.0,2013-06-30,2013-07-24 20:09:43+00:00,1203000000.0,0.3117206982543641,1779000000.0,0.11017425519955037,6243000000.0,2013-06-30,2013-07-24 20:09:43+00:00,4626000000.0,0.34954604409857337,250000000.0,2012-12-30,2013-01-30 21:11:45+00:00,99000000.0,1.525252525252525,247000000.0,0.14574898785425106,,0.2527630946660259,0.31635431683485504,,0.040044850232260135,0.04533077046291847,,0.1970988485120383,,,1382000000.0,0.2134587554269176,0.26862085535800095
2013-09-28 00:00:00+00:00,87347,SLB,63251000000.0,2013-06-30,2013-07-24 15:23:12+00:00,894000000.0,2013-03-31,2013-04-24 16:18:16+00:00,2586000000.0,2013-06-30,2013-07-24 15:23:12+00:00,1327000000.0,2013-06-30,2013-07-24 15:23:12+00:00,37048000000.0,2013-06-30,2013-07-24 15:23:12+00:00,,,,2095000000.0,2013-06-30,2013-07-24 15:23:12+00:00,1119000000.0,2013-03-31,2013-04-24 16:18:16+00:00,,,,1323183218.0,2013-06-30,2013-07-24 15:23:12+00:00,81000000.0,2013-03-31,2013-04-24 16:18:16+00:00,0.04088472909519217,0.5857298698834801,0.032932285655562755,2083000000.0,2013-06-30,2013-07-24 15:23:12+00:00,,,,1331000000.0,-0.003005259203606281,,,26203000000.0,2013-06-30,2013-07-24 15:23:12+00:00,1415000000.0,0.48056537102473507,732000000.0,0.528688524590164,11182000000.0,2013-06-30,2013-07-24 15:23:12+00:00,10448000000.0,0.07025267993874418,,,,,,79000000.0,0.025316455696202445,,0.18735467715972098,0.10007154355213736,0.07994991951350384,,0.007243784653908066,0.020121624038633518,0.4142701301165199,961000000.0,-0.06971904266389173,,,
2013-09-28 00:00:00+00:00,107263,WMB,25657000000.0,2013-06-30,2013-07-31 20:18:21+00:00,,,,824000000.0,2013-06-30,2013-07-31 20:18:21+00:00,682893000.0,2013-06-30,2013-07-31 20:18:21+00:00,7971000000.0,2013-06-30,2013-07-31 20:18:21+00:00,,,,192000000.0,2013-06-30,2013-07-31 20:18:21+00:00,495000000.0,2013-03-31,2013-05-08 10:18:35+00:00,350000000.0,2013-06-30,2013-07-31 20:18:21+00:00,683194928.0,2013-07-29,2013-07-31 20:18:21+00:00,9000000.0,2013-03-31,2013-05-08 10:18:35+00:00,0.032115991737147756,0.31067544919515144,0.0,,,,,,,621483000.0,0.09881203508382375,,,,,,165000000.0,0.16363636363636358,434000000.0,0.14055299539170507,1767000000.0,2013-06-30,2013-07-31 20:18:21+00:00,1846000000.0,-0.04279523293607801,,,,,,9000000.0,0.0,,0.10865874363327674,0.2801358234295416,,,0.0050933786078098476,,,,,332000000.0,0.054216867469879526,0.19807583474816073
2013-12-28 00:00:00+00:00,320193,AAPL,207000000000.0,2013-09-28,2013-10-30 00:38:28+00:00,,,,14259000000.0,2013-09-28,2013-10-30 00:38:28+00:00,918618000.0,2013-06-29,2013-07-24 21:02:02+00:00,123549000000.0,2013-09-28,2013-10-30 00:38:28+00:00,13871000000.0,2013-09-28,2013-10-30 00:38:28+00:00,7512000000.0,2013-09-28,2013-10-30 00:38:28+00:00,23426000000.0,2012-12-29,2013-01-24 22:01:37+00:00,9201000000.0,2013-06-29,2013-07-24 21:02:02+00:00,899738000.0,2013-10-18,2013-10-30 00:38:28+00:00,578000000.0,2013-06-29,2013-07-24 21:02:02+00:00,0.06888405797101449,0.5968550724637681,0.0,,,,,,,936596000.0,-0.019195042472955226,14401000000.0,-0.03680299979168111,83451000000.0,2013-09-28,2013-10-30 00:38:28+00:00,8223000000.0,-0.08646479387085004,17554000000.0,0.3345106528426569,37472000000.0,2013-09-28,2013-10-30 00:38:28+00:00,35966000000.0,0.04187287994216771,1950000000.0,2012-12-29,2013-01-24 22:01:37+00:00,,,448000000.0,0.2901785714285714,0.3701697267292912,0.20046968403074295,0.6251601195559351,,0.05203885567890692,0.015424850555081127,,0.4031449275362319,,,11573000000.0,-0.2049598202713212,0.2455433390264731
2013-12-28 00:00:00+00:00,2488,AMD,4317000000.0,2013-09-28,2013-10-30 21:31:32+00:00,20000000.0,2013-03-30,2013-05-06 20:18:25+00:00,543000000.0,2013-09-28,2013-10-30 21:31:32+00:00,757000000.0,2013-09-28,2013-10-30 21:31:32+00:00,434000000.0,2013-09-28,2013-10-30 21:31:32+00:00,521000000.0,2013-09-28,2013-10-30 21:31:32+00:00,48000000.0,2013-09-28,2013-10-30 21:31:32+00:00,-155000000.0,2013-03-30,2013-05-06 20:18:25+00:00,95000000.0,2013-09-28,2013-10-30 21:31:32+00:00,723686830.0,2013-10-28,2013-10-30 21:31:32+00:00,24000000.0,2013-03-30,2013-05-06 20:18:25+00:00,0.12578179291174427,0.1005327773917072,0.47046560111188324,,,,2031000000.0,2013-09-28,2013-10-30 21:31:32+00:00,745000000.0,0.016107382550335503,392000000.0,0.32908163265306123,,,,-157000000.0,-1.305732484076433,107000000.0,-2.4485981308411215,1461000000.0,2013-09-28,2013-10-30 21:31:32+00:00,,,,,,,,21000000.0,0.1428571428571428,0.35660506502395617,0.03285420944558522,-0.10609171800136892,0.013689253935660506,,0.01642710472279261,-0.11978097193702943,,40000000.0,-0.5,-131000000.0,-1.7251908396946565,0.0650239561943874
2013-12-28 00:00:00+00:00,1163165,COP,119760000000.0,2013-09-30,2013-11-05 13:53:07+00:00,,,,3883000000.0,2013-09-30,2013-11-05 13:53:07+00:00,1231054.0,2013-09-30,2013-11-05 13:53:07+00:00,51537000000.0,2013-09-30,2013-11-05 13:53:07+00:00,,,,2496000000.0,2013-09-30,2013-11-05 13:53:07+00:00,4730000000.0,2013-03-31,2013-04-30 16:08:19+00:00,,,,1225098698.0,2013-09-30,2013-11-05 13:53:07+00:00,,,,0.03242317969271877,0.43033567134268536,0.0,,,,,,,1220462.0,0.00867868069632638,,,68223000000.0,2013-09-30,2013-11-05 13:53:07+00:00,1813000000.0,0.3767236624379482,4182000000.0,0.13103778096604501,13643000000.0,2013-09-30,2013-11-05 13:53:07+00:00,14520000000.0,-0.060399449035812625,1899000000.0,2012-03-31,2013-04-30 16:08:19+00:00,1899000000.0,0.0,,,,0.18295096386425272,0.3466979403357033,,0.13919225976691343,,,0.5696643286573146,,,,,
2013-12-28 00:00:00+00:00,1108524,CRM,8097634000.0,2013-10-31,2013-11-25 22:08:28+00:00,72702000.0,2013-10-31,2013-11-25 22:08:28+00:00,651750000.0,2013-10-31,2013-11-25 22:08:28+00:00,600467000.0,2013-10-31,2013-11-25 22:08:28+00:00,2912356000.0,2013-10-31,2013-11-25 22:08:28+00:00,807847000.0,2013-10-31,2013-11-25 22:08:28+00:00,-124434000.0,2013-10-31,2013-11-25 22:08:28+00:00,137859000.0,2013-10-31,2013-11-25 22:08:28+00:00,-97931000.0,2013-10-31,2013-11-25 22:08:28+00:00,603000000.0,2013-10-31,2013-11-25 22:08:28+00:00,141536000.0,2013-10-31,2013-11-25 22:08:28+00:00,0.08048647296234925,0.35965517829035,0.03612166220404627,30000000.0,2013-10-31,2013-11-25 22:08:28+00:00,262500000.0,2013-10-31,2013-11-25 22:08:28+00:00,142203000.0,3.222604305113113,602150000.0,0.3416042514323674,5151547000.0,2013-10-31,2013-11-25 22:08:28+00:00,-220297000.0,-0.43515345193080246,105915000.0,0.30160033989519897,1076034000.0,2013-10-31,2013-11-25 22:08:28+00:00,788398000.0,0.3648360345916657,,,,,,105112000.0,0.3465256107770758,0.7507634517124924,-0.1156413273186535,0.1281176988831208,0.06756477955157551,,0.131534877150722,0.06055291933154529,0.6361792839735656,51054000.0,0.4240216241626513,-54188000.0,0.8072451465269064,-0.09101106470613382
2013-12-28 00:00:00+00:00,858877,CSCO,100741000000.0,2013-10-26,2013-11-22 02:32:11+00:00,315000000.0,2013-10-26,2013-11-22 02:32:11+00:00,5254000000.0,2013-10-26,2013-11-22 02:32:11+00:00,5378000000.0,2013-10-26,2013-11-22 02:32:11+00:00,58909000000.0,2013-10-26,2013-11-22 02:32:11+00:00,7407000000.0,2013-10-26,2013-11-22 02:32:11+00:00,1996000000.0,2013-10-26,2013-11-22 02:32:11+00:00,2465000000.0,2012-10-27,2012-11-20 12:03:40+00:00,2455000000.0,2013-10-26,2013-11-22 02:32:11+00:00,5346617505.0,2013-11-15,2013-11-22 02:32:11+00:00,309000000.0,2013-10-26,2013-11-22 02:32:11+00:00,0.05215354225191332,0.5847569509931408,0.16096723280491557,3269000000.0,2013-10-26,2013-11-22 02:32:11+00:00,12947000000.0,2013-10-26,2013-11-22 02:32:11+00:00,5301000000.0,0.014525561214865146,7239000000.0,0.023207625362619222,41832000000.0,2013-10-26,2013-11-22 02:32:11+00:00,2092000000.0,-0.04588910133843216,2333000000.0,0.05657951135876549,12085000000.0,2013-10-26,2013-11-22 02:32:11+00:00,11876000000.0,0.01759851801953527,1898000000.0,2013-10-26,2013-11-22 02:32:11+00:00,183000000.0,9.371584699453551,306000000.0,0.009803921568627416,0.6129085643359536,0.16516342573438147,0.2039718659495242,0.026065370293752586,0.15705419942076954,0.02556888705006206,0.17790649565577163,0.41524304900685916,265000000.0,0.18867924528301883,2651000000.0,-0.07393436439079593,0.20314439387670666
2013-12-28 00:00:00+00:00,93410,CVX,247838000000.0,2013-09-30,2013-11-08 16:17:00+00:00,,,,17014000000.0,2013-09-30,2013-11-08 16:17:00+00:00,1914047000.0,2013-09-30,2013-11-08 16:17:00+00:00,146073000000.0,2013-09-30,2013-11-08 16:17:00+00:00,,,,4996000000.0,2013-09-30,2013-11-08 16:17:00+00:00,5714000000.0,2013-03-31,2013-05-02 15:44:28+00:00,,,,1923173013.0,2013-09-30,2013-11-08 16:17:00+00:00,,,,0.068649682453861,0.589389036386672,0.07459308096417822,527000000.0,2013-09-30,2013-11-08 16:17:00+00:00,17960000000.0,2013-09-30,2013-11-08 16:17:00+00:00,1945840000.0,-0.016338959009990495,,,101765000000.0,2013-09-30,2013-11-08 16:17:00+00:00,5308000000.0,-0.058779201205727216,8387000000.0,-0.31870752354834864,58503000000.0,2013-09-30,2013-11-08 16:17:00+00:00,58044000000.0,0.007907794087244069,1300000000.0,2013-03-31,2013-05-02 15:44:28+00:00,1300000000.0,0.0,,,,0.08539733005145035,0.09767020494675487,,0.022221082679520707,,,0.41061096361332805,,,,,
2013-12-28 00:00:00+00:00,821189,EOG,30147270000.0,2013-09-30,2013-11-06 22:16:06+00:00,,,,1318817000.0,2013-09-30,2013-11-06 22:16:06+00:00,270471000.0,2013-09-30,2013-11-06 22:16:06+00:00,14861580000.0,2013-09-30,2013-11-06 22:16:06+00:00,,,,462498000.0,2013-09-30,2013-11-06 22:16:06+00:00,1424935000.0,2013-03-31,2013-05-06 21:17:03+00:00,769769000.0,2013-09-30,2013-11-06 22:16:06+00:00,0.0,2013-07-31,2013-11-06 22:16:06+00:00,30436000.0,2013-03-31,2013-05-06 21:17:03+00:00,0.04374581844392544,0.4929660297599086,0.20940778385571895,406579000.0,2013-09-30,2013-11-06 22:16:06+00:00,5906494000.0,2013-09-30,2013-11-06 22:16:06+00:00,267941000.0,0.009442377239765376,,,,,,355491000.0,0.30101183996219305,1077605000.0,0.3223166187981681,3541396000.0,2013-09-30,2013-11-06 22:16:06+00:00,2954855000.0,0.19850077245753184,11024000.0,2013-03-31,2013-05-06 21:17:03+00:00,20072000.0,-0.4507772020725389,28338000.0,0.07403486484579003,,0.1305976513216822,0.40236533841456873,,0.0031128967220836077,0.008594350928278002,,,,,605747000.0,0.27077641325503876,0.21736315283577437
2013-12-28 00:00:00+00:00,51143,IBM,117845000000.0,2013-09-30,2013-10-29 20:51:27+00:00,714000000.0,2013-03-31,2013-04-30 18:34:00+00:00,10072000000.0,2013-09-30,2013-10-29 20:51:27+00:00,1090900000.0,2013-09-30,2013-10-29 20:51:27+00:00,20008000000.0,2013-09-30,2013-10-29 20:51:27+00:00,11380000000.0,2013-09-30,2013-10-29 20:51:27+00:00,4041000000.0,2013-09-30,2013-10-29 20:51:27+00:00,3792000000.0,2011-03-31,2011-04-26 17:07:53+00:00,,,,1085854383.0,2013-09-30,2013-10-29 20:51:27+00:00,144000000.0,2013-03-31,2013-04-30 18:34:00+00:00,0.08546819975391404,0.16978234121091265,0.28911706054563197,5593000000.0,2012-12-31,2013-02-26 20:35:35+00:00,28478000000.0,2013-09-30,2013-10-29 20:51:27+00:00,1137200000.0,-0.0407140344706296,11732000000.0,-0.030003409478349785,97837000000.0,2013-09-30,2013-10-29 20:51:27+00:00,3824000000.0,0.056746861924686254,4437000000.0,-0.145368492224476,23720000000.0,2013-09-30,2013-10-29 20:51:27+00:00,24747000000.0,-0.04149997979553077,2593000000.0,2013-03-31,2013-04-30 18:34:00+00:00,3015000000.0,-0.139966832504146,168000000.0,-0.1428571428571429,0.4797639123102867,0.17036256323777402,0.15986509274873525,0.030101180438448567,0.10931703204047218,0.0060708263069139965,0.12976391231028667,0.8302176587890874,937000000.0,-0.2379935965848452,,,
2013-12-28 00:00:00+00:00,1506307,KMI,74575000000.0,2013-09-30,2013-10-30 20:14:14+00:00,598000000.0,2013-03-31,2013-05-03 21:01:16+00:00,816000000.0,2013-09-30,2013-10-30 20:14:14+00:00,,,,28302000000.0,2013-09-30,2013-10-30 20:14:14+00:00,,,,551000000.0,2013-09-30,2013-10-30 20:14:14+00:00,767000000.0,2013-03-31,2013-05-03 21:01:16+00:00,1041000000.0,2013-09-30,2013-10-30 20:14:14+00:00,,,,,,,0.010942004693261818,0.37951055983908816,0.4828830036875629,2973000000.0,2013-09-30,2013-10-30 20:14:14+00:00,33038000000.0,2013-09-30,2013-10-30 20:14:14+00:00,,,,,46273000000.0,2013-09-30,2013-10-30 20:14:14+00:00,255000000.0,1.16078431372549,560000000.0,0.36964285714285716,3756000000.0,2013-09-30,2013-10-30 20:14:14+00:00,2870000000.0,0.3087108013937283,,,,,,,,,0.1466986155484558,0.2042066027689031,0.1592119275825346,,,0.044994675186368474,0.6204894401609118,354000000.0,0.6892655367231639,852000000.0,0.221830985915493,0.2771565495207668
2013-12-28 00:00:00+00:00,1510295,MPC,29003000000.0,2013-09-30,2013-11-07 14:04:43+00:00,195000000.0,2013-03-31,2013-05-09 20:01:13+00:00,2018000000.0,2013-09-30,2013-11-07 14:04:43+00:00,309000000.0,2013-09-30,2013-11-07 14:04:43+00:00,11264000000.0,2013-09-30,2013-11-07 14:04:43+00:00,,,,173000000.0,2013-09-30,2013-11-07 14:04:43+00:00,2079000000.0,2013-03-31,2013-05-09 20:01:13+00:00,301000000.0,2013-09-30,2013-11-07 14:04:43+00:00,301026678.0,2013-10-31,2013-11-07 14:04:43+00:00,,,,0.06957900906802744,0.3883736165224287,0.11450539599351792,17000000.0,2012-03-31,2012-05-09 20:47:15+00:00,3304000000.0,2012-03-31,2012-05-09 20:47:15+00:00,338000000.0,-0.08579881656804733,,,17739000000.0,2013-09-30,2013-11-07 14:04:43+00:00,1224000000.0,-0.8586601307189543,347000000.0,4.991354466858789,20686000000.0,2012-12-31,2013-02-28 22:04:19+00:00,19420000000.0,0.06519052523171998,431000000.0,2013-03-31,2013-05-09 20:01:13+00:00,850000000.0,-0.4929411764705882,,,,0.008363144155467466,0.10050275548680267,0.009426665377550034,0.020835347578072125,,0.09107609010925263,0.6116263834775713,309000000.0,-0.3689320388349514,1819000000.0,-0.834524463991204,0.01455090399303877
2013-12-28 00:00:00+00:00,789019,MSFT,142348000000.0,2013-09-30,2013-10-24 20:08:05+00:00,1231000000.0,2013-09-30,2013-10-24 20:08:05+00:00,4023000000.0,2013-09-30,2013-10-24 20:08:05+00:00,8339000000.0,2013-09-30,2013-10-24 20:08:05+00:00,81641000000.0,2013-09-30,2013-10-24 20:08:05+00:00,13415000000.0,2013-09-30,2013-10-24 20:08:05+00:00,5244000000.0,2013-09-30,2013-10-24 20:08:05+00:00,9666000000.0,2013-03-31,2013-04-18 20:07:37+00:00,6334000000.0,2013-09-30,2013-10-24 20:08:05+00:00,8347968348.0,2013-10-16,2013-10-24 20:08:05+00:00,481000000.0,2010-03-31,2010-04-22 20:18:52+00:00,0.02826172478714137,0.573531064714643,0.10279034478882738,2000000000.0,2013-09-30,2013-10-24 20:08:05+00:00,12632000000.0,2013-09-30,2013-10-24 20:08:05+00:00,8396000000.0,-0.0067889471176750815,11840000000.0,0.13302364864864868,60707000000.0,2013-09-30,2013-10-24 20:08:05+00:00,4466000000.0,0.1742051052395881,9594000000.0,0.007504690431519689,18529000000.0,2013-09-30,2013-10-24 20:08:05+00:00,16008000000.0,0.15748375812093962,2188000000.0,2013-09-30,2013-10-24 20:08:05+00:00,1632000000.0,0.3406862745098038,,,0.7240002158778132,0.2830158130498138,0.5216687354957095,0.0664363969992984,0.11808516379729074,0.025959307032219762,0.45523233849641104,0.426468935285357,603000000.0,1.041459369817579,5308000000.0,0.19329314242652607,0.3418425171353014
2013-12-28 00:00:00+00:00,1045810,NVDA,5711373000.0,2013-10-27,2013-11-19 21:30:37+00:00,65667000.0,2013-04-28,2013-05-22 21:06:15+00:00,562084000.0,2013-10-27,2013-11-19 21:30:37+00:00,580870000.0,2013-10-27,2013-11-19 21:30:37+00:00,4320647000.0,2013-10-27,2013-11-19 21:30:37+00:00,584415000.0,2013-10-27,2013-11-19 21:30:37+00:00,118734000.0,2013-10-27,2013-11-19 21:30:37+00:00,175650000.0,2013-04-28,2013-05-22 21:06:15+00:00,140988000.0,2013-10-27,2013-11-19 21:30:37+00:00,568535613.0,2013-11-15,2013-11-19 21:30:37+00:00,34299000.0,2013-10-27,2013-11-19 21:30:37+00:00,0.09841486451681583,0.7564988313668185,0.0,,,,,,,622352000.0,-0.06665359796385328,636658000.0,-0.08205818508524199,,,,209080000.0,-0.43211211019705376,-9208000.0,-20.075803649000868,1053967000.0,2013-10-27,2013-11-19 21:30:37+00:00,1204110000.0,-0.1246920962370548,100000000.0,2013-04-28,2013-05-22 21:06:15+00:00,,,33069000.0,0.037194956001088686,0.5544907952526028,0.11265438101951959,0.16665607177454322,0.0623046072599996,0.09487963095618743,0.03254276462166273,0.10435146451454362,,28923000.0,1.2704076340628565,252217000.0,-0.4410051661862603,0.13376889409250953
2013-12-28 00:00:00+00:00,1341439,ORCL,85238000000.0,2013-11-30,2013-12-20 21:33:44+00:00,153000000.0,2013-08-31,2013-09-20 21:01:37+00:00,14894000000.0,2013-11-30,2013-12-20 21:33:44+00:00,4535000000.0,2013-11-30,2013-12-20 21:33:44+00:00,44066000000.0,2013-11-30,2013-12-20 21:33:44+00:00,,,,2553000000.0,2013-11-30,2013-12-20 21:33:44+00:00,5671000000.0,2012-08-31,2012-09-24 20:59:18+00:00,3410000000.0,2013-11-30,2013-12-20 21:33:44+00:00,4497409000.0,2013-12-13,2013-12-20 21:33:44+00:00,183000000.0,2013-11-30,2013-12-20 21:33:44+00:00,0.17473427344611558,0.5169759966212253,0.0,,,,,,,4792000000.0,-0.05363105175292149,,,,,,2581000000.0,-0.010848508330104645,5421000000.0,0.04611695259177284,9275000000.0,2013-11-30,2013-12-20 21:33:44+00:00,9094000000.0,0.01990323290081375,2968000000.0,2013-08-31,2013-09-20 21:01:37+00:00,3076000000.0,-0.03511053315994794,192000000.0,-0.046875,,0.27525606469002695,0.6114285714285714,0.016495956873315364,0.32,0.019730458221024257,0.594932614555256,,139000000.0,0.1007194244604317,3471000000.0,-0.017574186113511914,0.36765498652291106
2013-12-28 00:00:00+00:00,797468,OXY,69437000000.0,2013-09-30,2013-10-30 17:17:11+00:00,2070000000.0,2013-03-31,2013-05-01 17:48:20+00:00,3771000000.0,2013-09-30,2013-10-30 17:17:11+00:00,805100000.0,2013-09-30,2013-10-30 17:17:11+00:00,42968000000.0,2013-09-30,2013-10-30 17:17:11+00:00,,,,1583000000.0,2013-09-30,2013-10-30 17:17:11+00:00,2712000000.0,2013-03-31,2013-05-01 17:48:20+00:00,,,,806059898.0,2013-09-30,2013-10-30 17:17:11+00:00,,,,0.0543082218413814,0.6188055359534542,0.09160822040122701,-600000000.0,2012-12-31,2013-02-26 19:26:18+00:00,6961000000.0,2013-09-30,2013-10-30 17:17:11+00:00,809700000.0,-0.005681116462887492,,,,,,1375000000.0,0.15127272727272723,2765000000.0,-0.019168173598553384,6449000000.0,2013-09-30,2013-10-30 17:17:11+00:00,5965000000.0,0.08113998323554061,6000000.0,2013-03-31,2013-05-01 17:48:20+00:00,15000000.0,-0.6,,,,0.24546441308730035,0.42053031477748487,0.320979996898744,0.000930376802605055,,0.09955031787874088,,2412000000.0,-0.14179104477611937,,,
2013-12-28 00:00:00+00:00,1534701,PSX,50983000000.0,2013-09-30,2013-10-31 20:48:33+00:00,,,,5942000000.0,2013-09-30,2013-10-31 20:48:33+00:00,608934000.0,2013-09-30,2013-10-31 20:48:33+00:00,21994000000.0,2013-09-30,2013-10-31 20:48:33+00:00,,,,540000000.0,2013-09-30,2013-10-31 20:48:33+00:00,2213000000.0,2013-03-31,2013-05-02 19:04:28+00:00,,,,599536436.0,2013-09-30,2013-10-31 20:48:33+00:00,,,,0.11654865347272621,0.4313987015279603,0.0,,,,,,,630672000.0,-0.03446799604231676,,,28989000000.0,2013-09-30,2013-10-31 20:48:33+00:00,1601000000.0,-0.6627108057464085,-361000000.0,-7.130193905817174,44201000000.0,2013-09-30,2013-10-31 20:48:33+00:00,42945000000.0,0.029246710909302642,382000000.0,2013-03-31,2013-05-02 19:04:28+00:00,,,,,,0.012216918169272189,0.050066740571480285,,0.008642338408633288,,,0.5686012984720397,,,,,
2013-12-28 00:00:00+00:00,804328,QCOM,45516000000.0,2013-09-29,2013-11-06 21:22:40+00:00,,,,6142000000.0,2013-09-29,2013-11-06 21:22:40+00:00,1727000000.0,2013-06-30,2013-07-24 20:09:43+00:00,36087000000.0,2013-09-29,2013-11-06 21:22:40+00:00,,,,1501000000.0,2013-09-29,2013-11-06 21:22:40+00:00,1975000000.0,2012-12-30,2013-01-30 21:11:45+00:00,1588000000.0,2013-09-29,2013-11-06 21:22:40+00:00,1689435673.0,2013-11-04,2013-11-06 21:22:40+00:00,283000000.0,2012-12-30,2013-01-30 21:11:45+00:00,0.1349415590122155,0.7928420775112048,0.02126724668248528,968000000.0,2012-06-24,2012-07-18 20:11:00+00:00,,,,1715000000.0,0.0069970845481048816,,,9429000000.0,2013-09-29,2013-11-06 21:22:40+00:00,1263000000.0,0.18844022169437857,1779000000.0,0.11017425519955037,6480000000.0,2013-09-29,2013-11-06 21:22:40+00:00,4871000000.0,0.33032231574625337,250000000.0,2012-12-30,2013-01-30 21:11:45+00:00,99000000.0,1.525252525252525,247000000.0,0.14574898785425106,,0.23163580246913582,0.30478395061728397,,0.038580246913580245,0.04367283950617284,,0.20715792248879514,,,1235000000.0,0.28582995951417,0.24506172839506174
2013-12-28 00:00:00+00:00,87347,SLB,65123000000.0,2013-09-30,2013-10-23 15:01:58+00:00,894000000.0,2013-03-31,2013-04-24 16:18:16+00:00,3149000000.0,2013-09-30,2013-10-23 15:01:58+00:00,1322000000.0,2013-09-30,2013-10-23 15:01:58+00:00,38031000000.0,2013-09-30,2013-10-23 15:01:58+00:00,,,,1715000000.0,2013-09-30,2013-10-23 15:01:58+00:00,1119000000.0,2013-03-31,2013-04-24 16:18:16+00:00,,,,1316954935.0,2013-09-30,2013-10-23 15:01:58+00:00,81000000.0,2013-03-31,2013-04-24 16:18:16+00:00,0.048354651966279194,0.5839872241757904,0.028807026703315267,1876000000.0,2013-09-30,2013-10-23 15:01:58+00:00,,,,1328000000.0,-0.004518072289156572,,,27092000000.0,2013-09-30,2013-10-23 15:01:58+00:00,1427000000.0,0.20182200420462504,732000000.0,0.528688524590164,11608000000.0,2013-09-30,2013-10-23 15:01:58+00:00,10608000000.0,0.09426847662141791,,,,,,79000000.0,0.025316455696202445,,0.14774293590627155,0.09639903514817368,0.07701585113714679,,0.006977946243969676,0.01938318401102688,0.4160127758242096,961000000.0,-0.06971904266389173,,,
