experiment_id,recipe_name,signals,smoothing_weeks,portfolio_method,top_n,cost_bps,development_selection_score,full_observations,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_calmar,full_average_annual_turnover,full_total_cost,development_observations,development_annual_return,development_annual_volatility,development_sharpe_zero_rf,development_sortino_zero_target,development_max_drawdown,development_calmar,development_average_annual_turnover,development_total_cost,oos_2016_2020_observations,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_calmar,oos_2016_2020_average_annual_turnover,oos_2016_2020_total_cost,oos_2021_present_observations,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_calmar,oos_2021_present_average_annual_turnover,oos_2021_present_total_cost,beta_to_spy,annual_alpha_zero_rf,annual_tracking_error,information_ratio,unpriced_exposure_events,fully_invested_pass,untouched_holdout,development_rank
exp-cbb2408ae0b04b18,xsmom_only,xsmom_global,4,score_inverse_volatility,6,10.0,0.8183158448907356,1126,0.08622198940667358,0.12382055773105836,0.7307451416079042,1.0437659287398529,-0.24029791374284293,0.35881289214580886,2.409566867559607,0.05217639024754072,521,0.08044035871872857,0.12384566868063429,0.6873649393508041,0.9812091316564056,-0.15356968779074132,0.5238036221597261,2.3947083640810662,0.0239931357247353,261,0.0558520993749001,0.13740029883177637,0.4652128121189358,0.616422306936156,-0.24029791374284315,0.23242856546258114,2.7565683970500583,0.013835852915962793,293,0.14093918082088264,0.12189282701433278,1.1437182045508905,1.8124258743313924,-0.1349118603409113,1.044675986712664,2.5462965309072247,0.014347401606842631,0.4480446230795442,0.03652294640053364,0.13609302137539211,-0.22006581981311232,0,True,False,62
exp-18cd4f8d5b603b87,trend_clarity_only,trend_clarity_momentum,4,score_inverse_volatility,6,10.0,0.817445390999003,1126,0.0824079427760811,0.12139975980817479,0.7138042226545976,1.0178732458731328,-0.235588724805061,0.34979578434523956,2.247895437577215,0.0486755819752297,521,0.07749865386145172,0.12114783289713738,0.6773859791218576,0.9656891939438567,-0.1383317494033005,0.5602376475085816,2.3769896064660516,0.023815607403246404,261,0.050975918350490756,0.1365103934959172,0.4332564516078229,0.5737983326804881,-0.2355887248050611,0.21637673191987858,2.4663685302385616,0.012379272815235858,293,0.1357638979770437,0.11818920232858601,1.1372528702090154,1.8044904110230047,-0.114273827028609,1.1880576813363795,2.215005089934699,0.01248070175674744,0.4247846464341024,0.03549855170156486,0.1391248315647244,-0.24276782047300408,0,True,False,63
exp-74511400eb784fa3,momentum_core,xsmom_global+multi_mom_invvol+tsmom_vol_scaled,8,score_inverse_volatility,6,10.0,0.8102648661193379,1126,0.08274337916807806,0.12325782409067797,0.707498166626985,1.012375290494713,-0.286535385837988,0.2887719397242705,2.073105234906654,0.044890701817401776,521,0.07786002226956179,0.12148549040475082,0.6784887529622315,0.9836407458375095,-0.14771270073950238,0.5271044526284253,2.086861938962116,0.020908751349985814,261,0.05891224345942181,0.1421976798803845,0.4750051360467276,0.6250485982639722,-0.2865353858379881,0.2056019827608021,2.3440437776000604,0.01176529665295415,293,0.12884905035443617,0.11908013559919765,1.078205297595556,1.7117318317397814,-0.1125221316510907,1.145099621414675,2.1681433390853733,0.012216653814461815,0.43712121327457903,0.03456187379012146,0.13803227739359092,-0.24071187821992468,0,True,False,64
exp-8041b9ab8fe4350a,moving_average_only,moving_average_distance,4,inverse_volatility,6,10.0,0.8081019193601594,1126,0.09482416252822401,0.1202684509825003,0.8143679016493446,1.1714389055043104,-0.25366517890964846,0.37381623656749075,1.9778543464444989,0.04282815373262511,521,0.07972738094283716,0.12353356227771091,0.6833586241550377,0.9807464509080446,-0.15978289817448177,0.49897318082048703,2.0626469755385473,0.0206661360433766,261,0.09133528266843927,0.12642690700512405,0.7558679491900837,1.014186245393682,-0.25366517890964846,0.3600623588189511,1.934383801757072,0.009709118697280689,293,0.12801901882751365,0.11741036820585482,1.0856366814707814,1.7002963707201522,-0.10153464482048757,1.2608407608442442,1.8651828350142623,0.010509587897291901,0.49628040120004147,0.03817537326707542,0.12121412297436047,-0.18552233601105944,0,True,False,65
exp-0a05116ac39f5a73,trend_confirmation,trend_clarity_momentum+moving_average_distance,8,score_inverse_volatility,4,10.0,0.8076172729319442,1126,0.09587523188181768,0.14052883467285285,0.7227082290789144,1.0362423641520946,-0.2529275168452163,0.3790620849707322,2.117543979728587,0.045852971561045945,521,0.09174434387799657,0.145015111737683,0.6786052508463775,0.9769924792952482,-0.17778254769378687,0.5160480883422667,1.9947141221900013,0.019985501108865204,261,0.059957297895374184,0.14679063480712798,0.47109502583252083,0.6235773413593716,-0.2529275168452162,0.23705328168016687,2.2280321695924608,0.011183007620454466,293,0.1409087716293227,0.13642271854539376,1.0353902727959021,1.621733296407876,-0.1417920798998603,0.9937703976755158,2.2561187261143427,0.012712361283682737,0.4848442118348944,0.043171220660883705,0.1438013804991626,-0.13121812882832418,0,True,False,66
exp-442bd98ec1868fef,trend_confirmation,trend_clarity_momentum+moving_average_distance,8,score_inverse_volatility,6,10.0,0.8070280864158402,1126,0.09037019696374737,0.12642250519456083,0.7484416578732,1.0747839059521347,-0.24904630460841726,0.3628650387157483,1.9038952593183618,0.04122665503831684,521,0.08090320887638236,0.12837776535789067,0.6708405058789534,0.9669597085224642,-0.14851429285519446,0.5447503221475473,1.9075236461433973,0.019111919608475195,261,0.06594959371438369,0.13799621798710834,0.5327516051872672,0.7109525327502353,-0.24904630460841726,0.26480856167722766,2.1081027958973264,0.010581054417869272,293,0.13718146308154666,0.12112778325966449,1.122886920138808,1.772345585820059,-0.1168190991558048,1.1743068049051126,1.7319240475893491,0.009758725883532294,0.45572640951709226,0.03973642192112598,0.13675090314192903,-0.1887433526189036,0,True,False,67
exp-60f581863a5c6a39,trend_confirmation,trend_clarity_momentum+moving_average_distance,8,inverse_volatility,6,10.0,0.8057799772521069,1126,0.08908819570394844,0.11736626359346237,0.7865842021285098,1.1409270512526561,-0.23134299896432187,0.38509138423371,1.8051715344840846,0.039088906689020764,521,0.07453489065401331,0.11728601988682985,0.6721247469707378,0.966249186346014,-0.13941633727521074,0.5346209211254768,1.8218484735414657,0.018253520282982764,261,0.08733760230255072,0.12876534172750798,0.7153941780169166,0.9960076081197077,-0.23134299896432187,0.37752429376961644,1.8209690968152974,0.009139864120553703,293,0.12270758401064263,0.11546847724619352,1.0610085786500583,1.6492225407059606,-0.1255811344947404,0.9771179763930377,1.7040040459955832,0.009601407413013572,0.4724810788774342,0.035417224898998026,0.12435575249539446,-0.22606308066483846,0,True,False,68
exp-af0f36d4af03126a,trend_confirmation,trend_clarity_momentum+moving_average_distance,4,equal_weight,4,10.0,0.805398441941971,1126,0.09509878366043312,0.13839432858752268,0.7265156123981805,1.0440687747764659,-0.2478875512789448,0.383636786800236,1.7317939609236235,0.0375,521,0.09439306210567322,0.14159708140436136,0.7085691136124435,1.0269639826393218,-0.24370989589134795,0.38731731331811015,1.6468330134357005,0.0165,261,0.06175230666253406,0.1459693346191559,0.4844769402756934,0.6417202602089082,-0.24788755127894468,0.24911419046229144,1.693486590038314,0.0085,293,0.13077019432991754,0.13496212536365004,0.9788345765170788,1.5315856248027997,-0.13502526558985295,0.9684868513952016,1.863481228668942,0.0105,0.5437928572815562,0.03505628956513974,0.12831346352086503,-0.1549724587049156,0,True,False,69
exp-403c6b689fc18e7a,xsmom_only,xsmom_global,1,score_weighted,6,10.0,0.8049777257098634,1126,0.08702352799940827,0.12991782212364508,0.7080274711964228,1.0219615931743842,-0.23592618691194933,0.36885912979166896,2.5933426267047257,0.056155842262875406,521,0.08441570336170767,0.12989239001954506,0.6895684324604533,0.9938252101907198,-0.1828615811277815,0.4616371729976401,2.6679918779973626,0.02673122631608896,261,0.05639264800681287,0.145575824956384,0.4503353460943095,0.6093784094484883,-0.23592618691194933,0.23902665806174087,2.9058007353045223,0.01458488445989385,293,0.13621220522878108,0.12663065428427878,1.0726719769874178,1.7004348249284889,-0.11781467987375294,1.1561564770599253,2.6336724823154096,0.014839731486892598,0.49146865401784046,0.03279747631658992,0.13191822898882316,-0.21562832119153094,0,True,False,70
exp-3ceb17b468210ce0,trend_confirmation,trend_clarity_momentum+moving_average_distance,1,equal_weight,6,10.0,0.8026030528624859,1126,0.0953173947832111,0.12257113614523664,0.8049137974408623,1.1684453852618082,-0.2199320949073169,0.4333946567615766,1.5624629958555358,0.03383333333333333,521,0.08348072290385367,0.1242992711642713,0.7077093051593212,1.0390277024122299,-0.21993209490731702,0.37957499081265883,1.5137555982085735,0.015166666666666669,261,0.09111266714595878,0.12988436552601149,0.7373360358080463,1.0012517816038033,-0.2139804613455638,0.42579900320346564,1.8595146871008943,0.009333333333333334,293,0.1276364922555273,0.12136908595269277,1.0513727096782046,1.614793877327683,-0.10989362456199536,1.1614549321150336,1.3902161547212741,0.007833333333333333,0.5144582376739623,0.03670263640765886,0.11889501921982111,-0.18311527938285668,0,True,False,71
exp-f295e1d37ea609b9,trend_clarity_only,trend_clarity_momentum,4,score_inverse_volatility,4,10.0,0.8005149410765808,1126,0.08345493499296852,0.13502755357229176,0.6620464821662811,0.9343092009878307,-0.24843768701415803,0.33591898232498263,2.2797295847888734,0.04936491370138984,521,0.0872642507999446,0.13678867416500962,0.68087926372783,0.9653911466034846,-0.18235415373952368,0.4785427093950031,2.252481997421874,0.02256813693570762,261,0.03418569662586157,0.14752213327484617,0.3027090954845588,0.39013448098848635,-0.24843768701415803,0.13760270044662504,2.563249066023971,0.012865538581389547,293,0.13805839574406087,0.13205384133355583,1.0461856416242077,1.6559821912938908,-0.1416116964944274,0.9749081407939608,2.4724381760519414,0.013931238184292672,0.45282792266339794,0.0348601361602294,0.14535663512757024,-0.21351743900564082,0,True,False,72
exp-d2c3f2a0310d5156,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,1,equal_weight,4,10.0,0.7992273979355381,1126,0.09967152272262259,0.13988389866565173,0.7502140122480325,1.0761180066325313,-0.26867816717018866,0.37096993690405705,2.2513321492007106,0.04875,521,0.09430006687657566,0.1415911523853673,0.7079555666545001,1.02897468830335,-0.2582945514323399,0.3650873251241519,2.195777351247601,0.022,261,0.07906937097478006,0.15206911261069497,0.5780482486624505,0.7622694998173369,-0.26867816717018866,0.2942902722895798,2.241379310344828,0.01125,293,0.13783863546157993,0.13495102975269443,1.0251815674665306,1.6111890862493181,-0.16299920897755782,0.8456399041823445,2.3959044368600684,0.0135,0.5593068137504097,0.0375851535122252,0.12619978835247542,-0.12272471014656348,0,True,False,73
exp-ce374eee8dc79a60,time_series_momentum_only,tsmom_vol_scaled,1,equal_weight,2,10.0,0.7984336051061676,1126,0.08939851859932957,0.14247060708714204,0.6730569725903414,0.9715293697985445,-0.23985683028946714,0.3727161677715848,3.5790408525754884,0.0775,521,0.09508412029790625,0.14742579069968442,0.6907792127779819,0.9903053726837895,-0.22080873395309608,0.4306175693127424,3.692898272552783,0.037,261,0.04641207954648641,0.15093271710538173,0.3768214303113095,0.5083039331290223,-0.23985683028946703,0.19349909481616512,4.183908045977011,0.021,293,0.13557075686883557,0.13828494386142653,0.9889764192390279,1.581131442644487,-0.161276242241999,0.8406120764235584,3.4607508532423212,0.0195,0.3482230401501246,0.05395409333634981,0.17209346499288802,-0.14259610511535278,0,True,False,74
exp-5c22d40b253ae18d,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,4,score_weighted,6,10.0,0.7975937040295418,1126,0.09516461274520327,0.12795749803345566,0.7752471106014154,1.131460800538086,-0.21654708774684783,0.439463830871069,2.1668479437185444,0.04692059201205925,521,0.08447038821141284,0.13158395358259048,0.6826614512432898,0.9977098756867195,-0.18373952081255363,0.4597290111450077,2.0919864271630937,0.02096009477984561,261,0.07288051862903377,0.13262050822616908,0.5976596910774032,0.8072661249054466,-0.21654708774684805,0.33655737136596325,2.4786145284467693,0.01244073830624244,293,0.13824915022907414,0.12586060154694334,1.0927099241865246,1.7401121818820529,-0.11550339594205883,1.1969271474790706,2.1133568990814697,0.011907953296747511,0.4746701096126928,0.042033830234622246,0.13389637773282856,-0.158570478471895,0,True,False,75
exp-d571eaa9c3bab3d3,xsmom_only,xsmom_global,8,inverse_volatility,6,10.0,0.7967307791745671,1126,0.08752982866744641,0.11953209625097733,0.7626609173443756,1.0871549200410278,-0.23656058328658525,0.37001019971872046,1.8099733022173676,0.03919288342878376,521,0.07820487166873824,0.12087064102292938,0.6841351140708576,0.9685881180073926,-0.173640947004277,0.4503826604148384,1.779317414431873,0.01782739178690396,261,0.08366454199392148,0.1302415695978914,0.6830878892705471,0.9257707009411769,-0.23656058328658525,0.3536706784856236,2.2269525522114,0.01117758877167645,293,0.12411753504466261,0.11779261367330848,1.0531099961290407,1.6239138901466588,-0.11620690504991793,1.068073665599704,1.8080919769644177,0.010187902870203354,0.4774489795652733,0.03366294654825017,0.12518958851420928,-0.23379128792952647,0,True,False,76
exp-c1a595f584a5d469,multi_momentum_only,multi_mom_invvol,1,score_inverse_volatility,6,10.0,0.7956027184641701,1126,0.08794228127583215,0.12034299772473189,0.7614460018049357,1.1014987556547302,-0.2603968003256516,0.3377241239748405,3.26567573815904,0.07071444002244383,521,0.07308477950603653,0.11342522848076798,0.6791661967323392,0.9792635412901532,-0.15691979290303937,0.4657460869273232,3.3983777206836945,0.0340491306245424,261,0.08614363947598624,0.13703917354097175,0.6728585824646979,0.9039533303975795,-0.2603968003256515,0.3308168125270943,3.453274363943164,0.01733278094209934,293,0.13301710939018818,0.12687002701098646,1.0485957948051123,1.6729163031266345,-0.11011691406323965,1.2079625598098132,3.431028940961462,0.019332528455802085,0.44790092925880026,0.03769367501655628,0.13297006835106812,-0.21656000637847386,0,True,False,77
exp-f0309fa0ea4f4b0f,moving_average_only,moving_average_distance,8,equal_weight,4,10.0,0.7948167104137963,1126,0.10364232595636724,0.13878789909212863,0.7809097808292056,1.1318585813063056,-0.22306941971511685,0.46461915796763814,1.720248667850799,0.03725,521,0.0926052278746059,0.14590465687649448,0.6807510458568514,0.9808016644129387,-0.20296473139902382,0.4562626582277796,1.6717850287907867,0.01675,261,0.10086603076196154,0.14151961913293368,0.750907007262041,1.0314179884157952,-0.22306941971511718,0.45217327812471086,1.5938697318007662,0.008,293,0.13027588719536753,0.1328350497599958,0.9890724439518843,1.5458409361236876,-0.13502526558985273,0.9648260022023455,1.863481228668942,0.0105,0.55788572345005,0.04119426339728213,0.12533239680661046,-0.09614326190365644,0,True,False,78
exp-573d49b32f902b1b,xsmom_only,xsmom_global,1,equal_weight,6,10.0,0.7931212779767018,1126,0.084306340800955,0.1241564963625055,0.7147299025742416,1.0290457931360613,-0.22943968028384376,0.3674444659993345,1.8241563055062167,0.0395,521,0.08294258559584988,0.1245381751167667,0.7027461241527859,1.0146272260726068,-0.22943968028384376,0.36150061529566374,1.7632757517594373,0.017666666666666667,261,0.07271110740705033,0.13838936947193323,0.576960522529325,0.7958403574233823,-0.21552717471955474,0.33736398902673165,2.2579821200510857,0.011333333333333334,293,0.11276063646072476,0.12114446332687195,0.9432943736490963,1.4305487607144431,-0.1258228544954515,0.8961856485683296,1.863481228668942,0.0105,0.5333630048139153,0.02450508409190343,0.11561369736497347,-0.2741226471098036,0,True,False,79
exp-e7562a3e011b75b5,trend_confirmation,trend_clarity_momentum+moving_average_distance,1,score_inverse_volatility,4,10.0,0.792519930598801,1126,0.08949012676142476,0.13906294935056204,0.6867337133578678,0.9842848835660256,-0.2483403208586945,0.36035278706249474,2.4350130641040413,0.05272739827271443,521,0.08743314559257365,0.14260752396265003,0.6597834202208054,0.9538925322789178,-0.16467425831745364,0.5309460415119823,2.4333713186229846,0.024380508788511057,261,0.05713114277698583,0.14670927398315378,0.45310878163550533,0.5957823811862636,-0.2483403208586944,0.23005181993581075,2.614884469362089,0.013124708586605872,293,0.12811214139152227,0.13488576378872172,0.9617604411111127,1.516494410196237,-0.1387950322858733,0.9230311725253415,2.3068248935974696,0.01299807103507805,0.46725661040311806,0.03922717805209226,0.14611218778704654,-0.17063243041230222,0,True,False,80
exp-ba19732bfa70124c,multi_momentum_only,multi_mom_invvol,1,inverse_volatility,6,10.0,0.7909046446962513,1126,0.0836021138024512,0.11655061553986631,0.7481431171811824,1.05990238049512,-0.2766962297667297,0.30214402947569047,2.8142947352176293,0.06094030522798174,521,0.07207764398769578,0.10796037411943829,0.6992397779894318,1.0057421226160963,-0.19657925270929755,0.366659466827278,2.8367792660307454,0.028422346107731124,261,0.07991007330951017,0.13685167205818685,0.6316795684349561,0.8346472223488175,-0.2766962297667297,0.28880073059498784,2.8577281723725383,0.014343597172869857,293,0.12335432635423804,0.12184985000520511,1.0164808443314202,1.5438603686800925,-0.13237811712464864,0.9318332140808915,3.2254840316170625,0.018174361947380757,0.4943841021050192,0.027657520639963035,0.11802047206830836,-0.28159650534489006,0,True,False,81
exp-531f53f01a3f6f93,moving_average_only,moving_average_distance,1,score_inverse_volatility,6,10.0,0.7886128082791747,1126,0.09280956471015966,0.12748456506279943,0.7607817922794395,1.101230027654187,-0.249521684340006,0.3719498966819031,2.202322115760285,0.04768874427588617,521,0.08166342873105847,0.1310539777552865,0.6650804569581199,0.9681519746533042,-0.1652672920448568,0.4941294052842193,2.33121862190752,0.023357017346419574,261,0.08310528940207562,0.1363226365153563,0.6548889769258883,0.8818809178963471,-0.24952168434000588,0.3330583857747362,2.2596007552302746,0.011341457636828879,293,0.12621645927036917,0.12171846551966042,1.038229610904564,1.6342839472533306,-0.10323961645363888,1.2225583899476065,2.0061028923514344,0.011303618220364815,0.4625876595483214,0.04127818333901244,0.13619555892232718,-0.17212571101455026,0,True,False,82
exp-cbd0d1cc4e3cec9e,xsmom_only,xsmom_global,8,inverse_volatility,4,10.0,0.7884355317958225,1126,0.08639403323763739,0.13341900614471972,0.688686080908896,0.9836896615270281,-0.24329678682188405,0.3550973046795143,2.334407217948979,0.0505488947578952,521,0.088130054869487,0.13656762385854818,0.6875152969239869,0.9874824749799461,-0.21831611614214053,0.4036809394873422,2.0937028989184143,0.02097729250647104,261,0.0617037943145311,0.1427565605547215,0.491968939545882,0.6473759256831988,-0.24329678682188394,0.2536153276849647,2.8020095536830154,0.014063932567524364,293,0.12179099493179546,0.13101742734624347,0.9433330807876852,1.4803789452744256,-0.1310807076230166,0.9291298249782263,2.7522144148900667,0.015507669683899801,0.4905469613082537,0.03280690180764277,0.13557653483021578,-0.21055915677557097,0,True,False,83
exp-192c9066f44cc48d,momentum_core,xsmom_global+multi_mom_invvol+tsmom_vol_scaled,4,score_inverse_volatility,4,10.0,0.7878080275686197,1126,0.09173340820377174,0.13601963897136604,0.714190877898886,1.024118318507854,-0.2639324985537257,0.3475638987485227,2.9190015706073127,0.06320761093276604,521,0.08472773363013175,0.13691429907391517,0.6632150873984605,0.9480454599962534,-0.17000909825712696,0.4983717606806369,3.0990567920857535,0.031050165166859184,261,0.05959385531447503,0.14777211630745507,0.4668102096189696,0.6147553134255791,-0.2639324985537257,0.22579203258799976,3.028136705516112,0.015198916925763563,293,0.15154938960513475,0.13547472203845373,1.1102724095946876,1.791417094240815,-0.14568525416158484,1.0402520864400304,3.009704777090278,0.0169585288401433,0.45767127303925687,0.04202631664690167,0.14525872691392017,-0.1603119374598484,0,True,False,84
exp-ba289d5d85eaba25,trend_clarity_only,trend_clarity_momentum,8,inverse_volatility,4,10.0,0.7858031693191784,1126,0.08288798181254475,0.13269656194144483,0.6674401364938177,0.9406289996427002,-0.27490526279102967,0.3015147144547479,2.037934480871668,0.04412911972041343,521,0.08390388380485159,0.13285125083614957,0.6736819128398228,0.9552276284184298,-0.18708291014447487,0.44848502591742223,1.998537817527781,0.020023811594845654,261,0.055324748431702986,0.151198405296545,0.4331444313675241,0.5687408538689007,-0.27490526279102967,0.20125023388060168,2.3729816979773575,0.01191054275330943,293,0.12164014424503033,0.12647553680537696,0.9715793344599942,1.5069555467605995,-0.16286607916945184,0.7468721839768211,2.164258700878615,0.012194765372258349,0.47944061620847706,0.030827645602073333,0.13737034920311095,-0.23195458178096512,0,True,False,85
exp-b922b350bdd0baff,moving_average_only,moving_average_distance,1,inverse_volatility,4,10.0,0.7836181571929516,1126,0.09534407955333535,0.1332128888848057,0.7510674584254768,1.0903739365006764,-0.2349557104400385,0.40579596628985737,2.3623440320636084,0.051153834232761985,521,0.08955591077822556,0.13872845425550598,0.6883279527002623,0.9977473580395994,-0.23495571044003882,0.3811608179707571,2.3590130584166773,0.023635496219905554,261,0.10274508679154826,0.1340682915063331,0.7975073576636417,1.1170231437870357,-0.21649008745011789,0.47459487869264244,2.2925356746104506,0.011506765597563993,293,0.10776239197409532,0.131512939601627,0.8444926570281002,1.2838894702062802,-0.1494296284391513,0.7211581337631234,2.4444374960450865,0.013773465121946353,0.5113604846155017,0.03846836818912476,0.13056876072074194,-0.15607735967051406,0,True,False,86
exp-e5f65001f6cd533e,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,8,score_inverse_volatility,4,10.0,0.7827723446955783,1126,0.0916085582560664,0.1412098935805185,0.6923157071600867,0.98832995433871,-0.2796525867694877,0.32757987084731527,2.1828289955952225,0.047266643250773475,521,0.08837914372062916,0.143752903098874,0.6617714635537368,0.9532241887498533,-0.18260020688822087,0.4840035245673662,2.057707276965628,0.020616644063444083,261,0.0498636724870678,0.1522738995254712,0.39701749189258667,0.517216139995743,-0.2796525867694879,0.17830577954985785,2.3220642966681746,0.011654976565969108,293,0.1397926420997324,0.13612467019712446,1.0301022803785342,1.6314646082151467,-0.13889770232260834,1.006443157533632,2.31123513929171,0.01302292107331675,0.4804403342930863,0.039902064777765305,0.14539976628302834,-0.1559071693186054,0,True,False,87
exp-4fe9f17482aefecd,momentum_core,xsmom_global+multi_mom_invvol+tsmom_vol_scaled,8,equal_weight,6,10.0,0.7824987623767466,1126,0.08793917762208836,0.12279814351317765,0.7486783572359744,1.0754899201736576,-0.28877056066002793,0.3045295802352232,1.3392539964476022,0.029,521,0.07756661962837796,0.1198283954248628,0.6839132882906491,0.9878666568743676,-0.1966989060696629,0.39434189634439026,1.2808701215611005,0.012833333333333335,261,0.08148611032850828,0.1457195533666511,0.6117060234980704,0.8292330112539265,-0.28877056066002793,0.2821828864488807,1.4610472541507027,0.007333333333333334,293,0.12895221951275304,0.11645575700198613,1.1007206428289893,1.720377764063867,-0.10860023557843035,1.1874027604629331,1.5676905574516498,0.008833333333333334,0.510550627007057,0.030450346375241338,0.12013172957647789,-0.2371927970766269,0,True,False,88
exp-04285829e8367a05,xsmom_only,xsmom_global,8,score_inverse_volatility,6,10.0,0.7815669942778674,1126,0.085787414017511,0.12710511962167742,0.7120099341676374,1.0162486508567952,-0.2671893122656268,0.32107352382502957,1.948986032763912,0.04220304370946471,521,0.07911731923764087,0.12865494006763023,0.6568361783306282,0.9424286098354964,-0.158576127793286,0.49892326378895624,1.9525488339864288,0.019563037355902486,261,0.06065595526832235,0.14133439439138684,0.48854316370629886,0.643702800129358,-0.2671893122656266,0.22701490098534013,2.3616269545225235,0.011853550675584206,293,0.1370634902593455,0.12208380466564558,1.1141674207832817,1.766307702713111,-0.11617973111982693,1.179753894575459,1.9143197790268154,0.01078645567797802,0.46507265385508817,0.03449108570952856,0.1352777222086671,-0.22125287867135002,0,True,False,89
exp-fc7248702f02b421,all_five_v4,xsmom_global+multi_mom_invvol+tsmom_vol_scaled+trend_clarity_momentum+moving_average_distance,4,equal_weight,4,10.0,0.7809375909241835,1126,0.09906662555414081,0.13814791356749975,0.7537866497668546,1.0868784491599002,-0.26249212214398965,0.37740799512374684,1.9280639431616342,0.04175,521,0.09199898924994221,0.14153265395061498,0.6933168763494844,1.003393455437577,-0.26249212214398954,0.3504828582987963,1.796545105566219,0.018000000000000002,261,0.07668360318376322,0.14684478757811198,0.5776726904454929,0.7744280742725682,-0.2579392663073736,0.2972932515531897,2.1417624521072796,0.010750000000000001,293,0.13683997181773844,0.13327225853911753,1.0298246524383257,1.620512783933239,-0.13329707890780473,1.0265789238516183,1.9522184300341299,0.011,0.5492297021312073,0.03798993912458879,0.12673755483453733,-0.12858572499619783,0,True,False,90
exp-2592692cd70df6b8,momentum_core,xsmom_global+multi_mom_invvol+tsmom_vol_scaled,4,inverse_volatility,6,10.0,0.7795310359465163,1126,0.0811395497367875,0.10860276602346296,0.7734003068597839,1.1121360947520726,-0.2070571878021369,0.3918702393192173,2.2256886217040686,0.0481947190007458,521,0.06982372881737642,0.10776298024732378,0.6806909785437696,0.9800602438751239,-0.1766078719806472,0.39536022961098666,2.295091518598705,0.022995051561344723,261,0.07365106890765438,0.1180120476628894,0.6619798949554866,0.8989745334590129,-0.2070571878021369,0.35570399506263495,2.3829224794384296,0.011960437829489043,293,0.12355288369772244,0.1109195416871715,1.1067820462915385,1.6971738946757795,-0.10857338325763755,1.1379665990930716,2.34962436762944,0.013239229609912037,0.43349368976007363,0.03178746696376394,0.12600670447076814,-0.28916938108683266,0,True,False,91
exp-e54241b4f8e4a9a3,multi_momentum_only,multi_mom_invvol,1,score_inverse_volatility,4,10.0,0.7742035937293472,1126,0.09112399240968694,0.13271370590540113,0.7242938019709576,1.0525058527184759,-0.25779586126640863,0.35347344973672234,3.751071489573215,0.08122512494729692,521,0.08077112253292063,0.12938506683864112,0.6656164474685686,0.9645356685838252,-0.18595921643189683,0.43434858504311424,3.8835424749689404,0.03891010825882342,261,0.0874098697905572,0.1456357705060033,0.6495748601394777,0.8700762389224133,-0.25779586126640874,0.33906622612620996,3.942266197669577,0.01978714379984153,293,0.13018064604105883,0.1382079049070769,0.9550680969652233,1.539909559466863,-0.16486067880357602,0.7896403617030058,3.9981207856957766,0.02252787288863197,0.47080165739765717,0.039424744610582804,0.13930379932283277,-0.17448898599500315,0,True,False,92
exp-cdaf4b41493c5662,xsmom_only,xsmom_global,4,score_inverse_volatility,4,10.0,0.7718527753086153,1126,0.0909192718423224,0.1371504215363601,0.703994563338262,1.0062140361377445,-0.23272292042740073,0.39067605234304886,2.677849444346449,0.057985739891040416,521,0.08674131529337603,0.1405992689563156,0.6627515368409911,0.9433436692555628,-0.1987633607823721,0.4364049538704969,2.600460544433778,0.02605461430096151,261,0.04783617768391135,0.14710045250539192,0.39220316490493995,0.5157868156418475,-0.23272292042740084,0.20554992003391476,2.8468850938158328,0.014289173259344853,293,0.1559048387491233,0.13371208233068868,1.151495740088907,1.8548713158701027,-0.15383499599171024,1.013454953757886,3.1309949528947807,0.017641952330734054,0.4707848663210267,0.03985620326885277,0.14354055099442709,-0.1663470150170292,0,True,False,93
exp-1e1462ccfbcd0751,time_series_momentum_only,tsmom_vol_scaled,1,equal_weight,6,10.0,0.77048581868226,1126,0.08040185420947021,0.11029956576143848,0.756984682555469,1.0885861428495864,-0.2088268278291714,0.385016882386597,1.9626998223801067,0.0425,521,0.06990527542646108,0.10750106939115574,0.6827595328085793,0.9905142792338663,-0.19921416577215934,0.35090514349472285,1.8963531669865643,0.019000000000000003,261,0.07033821699965026,0.12477780469169035,0.6079798818950042,0.8146067289899849,-0.20882682782917106,0.33682557806791863,2.191570881226054,0.011000000000000001,293,0.1235463893132025,0.11122689498399686,1.103894318154193,1.7160925268232798,-0.1396337025170168,0.8847891811659597,2.218430034129693,0.0125,0.47318885031052077,0.026508620463064916,0.1175246961576624,-0.31427957481797986,0,True,False,94
