candidate,scenario,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_return,annual_volatility,win_rate,best_week,worst_week
sales_yield__top10__floor25m,delay_0,50,full_recent,188,2023-01-06,2026-08-07,0.5606447535758561,1.2103159648327606,2.3147512359690436,-0.38106193621955586,1.5296882166936339,3.9988316720874186,0.44762567181744506,0.5425531914893617,0.3316245119504433,-0.12752591629508947
sales_yield__top10__floor25m,delay_0,50,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.6104442090797728,1.2347648885802092,2.388864951161151,-0.38106193621955575,1.310340774724387,3.2539903618746653,0.47314194088144024,0.5253164556962026,0.3316245119504433,-0.12752591629508947
sales_yield__top10__floor25m,delay_0,50,trailing_3y,157,2023-08-11,2026-08-07,0.6561092955252579,1.2960342663649682,2.5311998498469883,-0.38106193621955586,1.3186868943086185,3.5864877125140424,0.47217214049711903,0.5286624203821656,0.3316245119504433,-0.12752591629508947
sales_yield__top10__floor25m,delay_0,50,trailing_2y,105,2024-08-09,2026-08-07,0.5792970840483458,1.1496712387784858,2.221962392533666,-0.381061936219556,1.346151634448484,1.5161949083571185,0.5020315030171147,0.5142857142857142,0.3316245119504433,-0.12752591629508947
sales_yield__top10__floor25m,delay_0,50,trailing_1y,53,2025-08-08,2026-08-07,1.0536298808155395,1.529787132278706,3.398129986256751,-0.2260659125692276,1.287253860436935,1.0822468637200586,0.5701954659198671,0.5283018867924528,0.3316245119504433,-0.09997595675929183
sales_yield__top10__floor25m,delay_0,50,ytd,32,2026-01-02,2026-08-07,0.920389400075392,1.3084138322236094,3.0388356469282063,-0.2260659125692277,1.3759408971660982,0.4941473038109734,0.6411369375125487,0.46875,0.3316245119504433,-0.09997595675929183
sales_yield__top10__floor25m,delay_0,100,full_recent,188,2023-01-06,2026-08-07,0.5487094948470215,1.1938183432104195,2.277193206306713,-0.3829941202518089,1.5296882166936339,3.8619946224117587,0.44717462460956336,0.5425531914893617,0.33162451195044307,-0.12752591629508936
sales_yield__top10__floor25m,delay_0,100,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.5998959869885703,1.2210006552139467,2.3573491077019697,-0.382994120251809,1.3103407747243867,3.169893180396188,0.47300041933517334,0.5253164556962026,0.33162451195044307,-0.12752591629508936
sales_yield__top10__floor25m,delay_0,100,trailing_3y,157,2023-08-11,2026-08-07,0.6451931094105898,1.2821524112574207,2.4988090773770035,-0.3829941202518088,1.3186868943086185,3.495817387314222,0.47203706306258475,0.5286624203821656,0.33162451195044307,-0.12752591629508936
sales_yield__top10__floor25m,delay_0,100,trailing_2y,105,2024-08-09,2026-08-07,0.5686711380124545,1.1361193504916296,2.192683539505711,-0.382994120251809,1.346151634448484,1.4821272416552653,0.5020213119082438,0.5142857142857142,0.33162451195044307,-0.12752591629508936
sales_yield__top10__floor25m,delay_0,100,trailing_1y,53,2025-08-08,2026-08-07,1.0404107791881256,1.5185098659346317,3.3656652135439913,-0.2260659125692276,1.287253860436935,1.0685866475652355,0.5700837775292596,0.5283018867924528,0.33162451195044307,-0.09997595675929194
sales_yield__top10__floor25m,delay_0,100,ytd,32,2026-01-02,2026-08-07,0.9071804252867779,1.2981792383652762,3.012134066758075,-0.2260659125692277,1.3759408971660985,0.48781450382227587,0.6405135941893936,0.46875,0.33162451195044307,-0.09997595675929194
sales_yield__top10__floor25m,delay_0,200,full_recent,188,2023-01-06,2026-08-07,0.525024018927684,1.160373560189142,2.201889313719932,-0.3868495361848253,1.5296882166936339,3.598494835091257,0.44640694381873747,0.5425531914893617,0.33162451195044307,-0.12752591629508925
sales_yield__top10__floor25m,delay_0,200,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.5789436553643086,1.1932360325408196,2.2940256815696585,-0.3868495361848251,1.3103407747243867,3.006170081730609,0.47280113787936917,0.5253164556962026,0.33162451195044307,-0.12752591629508925
sales_yield__top10__floor25m,delay_0,200,trailing_3y,157,2023-08-11,2026-08-07,0.6235112395189482,1.2541403645947284,2.4336982844854615,-0.3868495361848252,1.3186868943086185,3.3192974809659814,0.47185135341896084,0.5286624203821656,0.33162451195044307,-0.12752591629508925
sales_yield__top10__floor25m,delay_0,200,trailing_2y,105,2024-08-09,2026-08-07,0.5475701531689197,1.1088407360638275,2.1337862354359323,-0.3868495361848251,1.346151634448484,1.4151705949868019,0.502079336002478,0.5142857142857142,0.33162451195044307,-0.12752591629508925
sales_yield__top10__floor25m,delay_0,200,trailing_1y,53,2025-08-08,2026-08-07,1.0141401550708404,1.4957418246772494,3.300464506036713,-0.2260659125692277,1.2872538604369346,1.0414444487253918,0.5699366925509296,0.5283018867924528,0.33162451195044307,-0.09997595675929194
sales_yield__top10__floor25m,delay_0,200,ytd,32,2026-01-02,2026-08-07,0.8809497973136085,1.2774978263451093,2.958730906417804,-0.2260659125692276,1.3759408971660982,0.47518847364453487,0.6393431424905816,0.46875,0.33162451195044307,-0.09997595675929194
