decision_at,family,breadth,market_cap_floor,candidate,cik10,company_name,sector,score,market_cap,intended_weight
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0001582982,"CARECLOUD, INC.",technology,0.8825365725173612,42768783.60909271,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0001528129,"LAREDO PETROLEUM, INC.",energy,0.8121980676328503,864552226.8000001,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.8036286449884184,3082072546.394348,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000810136,PHOTRONICS INC,technology,0.801247851457874,1039055803.0797404,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0001022408,EPLUS INC,technology,0.7953560446478294,1191429041.6748965,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0001705873,BERRY CORP (BRY),energy,0.7693236714975845,614140024.0,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000897723,SANMINA CORP,technology,0.7562087934918518,3290148539.5084763,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.7287028158702803,2523660313.175522,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0001534701,PHILLIPS 66,energy,0.7185990338164251,49191561594.45542,0.05
2023-01-01 00:00:00+00:00,composite_value,20,0,composite_value__top20__floor0m,0000023111,COMPUTER TASK GROUP INC,technology,0.7142861046348395,118786129.56,0.05
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000817720,SYNAPTICS INC,technology,0.9962013295346628,3787.368145751953,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9903381642512076,236379970.334232,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.948847081991558,35295888.791157246,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001596961,"RUMBLEON, INC.",technology,0.9390877201433678,103651311.75880814,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000319201,KLA CORP,technology,0.9272859576985134,5343205957.458898,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001582982,"CARECLOUD, INC.",technology,0.8825365725173612,42768783.60909271,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001528129,"LAREDO PETROLEUM, INC.",energy,0.8121980676328503,864552226.8000001,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.8036286449884184,3082072546.394348,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000810136,PHOTRONICS INC,technology,0.801247851457874,1039055803.0797404,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001022408,EPLUS INC,technology,0.7953560446478294,1191429041.6748965,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001705873,BERRY CORP (BRY),energy,0.7693236714975845,614140024.0,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000897723,SANMINA CORP,technology,0.7562087934918518,3290148539.5084763,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.7287028158702803,2523660313.175522,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001534701,PHILLIPS 66,energy,0.7185990338164251,49191561594.45542,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0000023111,COMPUTER TASK GROUP INC,technology,0.7142861046348395,118786129.56,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001494259,"CARGURUS, INC.",technology,0.711922405745466,1662757851.58453,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001045810,NVIDIA CORP,technology,0.7034198837461512,35950440788.26904,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001534504,PBF ENERGY INC.,energy,0.6822939540330845,4979791235.535584,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,technology,0.6764442026400284,6060024715.91153,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001609711,GODADDY INC.,technology,0.6742753506128194,6264903034.446716,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001828016,PLAYTIKA HOLDING CORP.,technology,0.6641585783587022,3073168947.9148216,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001116942,TTM TECHNOLOGIES INC,technology,0.6630637454446513,1541269111.202288,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.6536012296881862,2400022012.3752823,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001596532,"ARISTA NETWORKS, INC.",technology,0.6506599176652252,9270309121.3333,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,0,composite_value__top30__floor0m,0001526520,"TRIPADVISOR, INC.",technology,0.6451339884637399,2296886920.062168,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9903381642512076,236379970.334232,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.948847081991558,35295888.791157246,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9390877201433678,103651311.75880814,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0000319201,KLA CORP,technology,0.9272859576985134,5343205957.458898,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0001582982,"CARECLOUD, INC.",technology,0.8825365725173612,42768783.60909271,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.1
2023-01-01 00:00:00+00:00,composite_value,10,25000000,composite_value__top10__floor25m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.1
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9903381642512076,236379970.334232,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.948847081991558,35295888.791157246,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9390877201433678,103651311.75880814,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000319201,KLA CORP,technology,0.9272859576985134,5343205957.458898,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001582982,"CARECLOUD, INC.",technology,0.8825365725173612,42768783.60909271,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001528129,"LAREDO PETROLEUM, INC.",energy,0.8121980676328503,864552226.8000001,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.8036286449884184,3082072546.394348,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000810136,PHOTRONICS INC,technology,0.801247851457874,1039055803.0797404,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001022408,EPLUS INC,technology,0.7953560446478294,1191429041.6748965,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001705873,BERRY CORP (BRY),energy,0.7693236714975845,614140024.0,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000897723,SANMINA CORP,technology,0.7562087934918518,3290148539.5084763,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.7287028158702803,2523660313.175522,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001534701,PHILLIPS 66,energy,0.7185990338164251,49191561594.45542,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0000023111,COMPUTER TASK GROUP INC,technology,0.7142861046348395,118786129.56,0.05
2023-01-01 00:00:00+00:00,composite_value,20,25000000,composite_value__top20__floor25m,0001494259,"CARGURUS, INC.",technology,0.711922405745466,1662757851.58453,0.05
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9903381642512076,236379970.334232,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000945983,"CLIMB GLOBAL SOLUTIONS, INC.",technology,0.948847081991558,35295888.791157246,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001596961,"RUMBLEON, INC.",technology,0.9390877201433678,103651311.75880814,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000319201,KLA CORP,technology,0.9272859576985134,5343205957.458898,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001582982,"CARECLOUD, INC.",technology,0.8825365725173612,42768783.60909271,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001528129,"LAREDO PETROLEUM, INC.",energy,0.8121980676328503,864552226.8000001,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.8036286449884184,3082072546.394348,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000810136,PHOTRONICS INC,technology,0.801247851457874,1039055803.0797404,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001022408,EPLUS INC,technology,0.7953560446478294,1191429041.6748965,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001705873,BERRY CORP (BRY),energy,0.7693236714975845,614140024.0,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000897723,SANMINA CORP,technology,0.7562087934918518,3290148539.5084763,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.7287028158702803,2523660313.175522,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001534701,PHILLIPS 66,energy,0.7185990338164251,49191561594.45542,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0000023111,COMPUTER TASK GROUP INC,technology,0.7142861046348395,118786129.56,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001494259,"CARGURUS, INC.",technology,0.711922405745466,1662757851.58453,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001045810,NVIDIA CORP,technology,0.7034198837461512,35950440788.26904,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001534504,PBF ENERGY INC.,energy,0.6822939540330845,4979791235.535584,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,technology,0.6764442026400284,6060024715.91153,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001609711,GODADDY INC.,technology,0.6742753506128194,6264903034.446716,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001828016,PLAYTIKA HOLDING CORP.,technology,0.6641585783587022,3073168947.9148216,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001116942,TTM TECHNOLOGIES INC,technology,0.6630637454446513,1541269111.202288,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.6536012296881862,2400022012.3752823,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001596532,"ARISTA NETWORKS, INC.",technology,0.6506599176652252,9270309121.3333,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001526520,"TRIPADVISOR, INC.",technology,0.6451339884637399,2296886920.062168,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,25000000,composite_value__top30__floor25m,0001002047,"NETAPP, INC.",technology,0.6409021919099741,12947336117.464954,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9903381642512076,236379970.334232,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0001596961,"RUMBLEON, INC.",technology,0.9390877201433678,103651311.75880814,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0000319201,KLA CORP,technology,0.9272859576985134,5343205957.458898,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0001528129,"LAREDO PETROLEUM, INC.",energy,0.8121980676328503,864552226.8000001,0.1
2023-01-01 00:00:00+00:00,composite_value,10,50000000,composite_value__top10__floor50m,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.8036286449884184,3082072546.394348,0.1
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9903381642512076,236379970.334232,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001596961,"RUMBLEON, INC.",technology,0.9390877201433678,103651311.75880814,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000319201,KLA CORP,technology,0.9272859576985134,5343205957.458898,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001528129,"LAREDO PETROLEUM, INC.",energy,0.8121980676328503,864552226.8000001,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.8036286449884184,3082072546.394348,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000810136,PHOTRONICS INC,technology,0.801247851457874,1039055803.0797404,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001022408,EPLUS INC,technology,0.7953560446478294,1191429041.6748965,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001705873,BERRY CORP (BRY),energy,0.7693236714975845,614140024.0,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000897723,SANMINA CORP,technology,0.7562087934918518,3290148539.5084763,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000056978,KULICKE & SOFFA INDUSTRIES INC,technology,0.7287028158702803,2523660313.175522,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001534701,PHILLIPS 66,energy,0.7185990338164251,49191561594.45542,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0000023111,COMPUTER TASK GROUP INC,technology,0.7142861046348395,118786129.56,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001494259,"CARGURUS, INC.",technology,0.711922405745466,1662757851.58453,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001045810,NVIDIA CORP,technology,0.7034198837461512,35950440788.26904,0.05
2023-01-01 00:00:00+00:00,composite_value,20,50000000,composite_value__top20__floor50m,0001534504,PBF ENERGY INC.,energy,0.6822939540330845,4979791235.535584,0.05
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0001770561,CORONADO GLOBAL RESOURCES INC.,energy,0.9903381642512076,236379970.334232,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0001596961,"RUMBLEON, INC.",technology,0.9390877201433678,103651311.75880814,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0000319201,KLA CORP,technology,0.9272859576985134,5343205957.458898,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0000918965,"SCANSOURCE, INC.",technology,0.9091386003567308,737665194.1854857,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0000928022,CALLON PETROLEUM CO,energy,0.898989898989899,2285060043.8900003,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0001730168,BROADCOM INC.,technology,0.8910295815639179,23365266993.400497,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0001760717,SCIPLAY CORP,technology,0.8804387302970873,381096000.0,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0000047217,HP INC,technology,0.8720208550236879,26390258362.769554,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0001528129,"LAREDO PETROLEUM, INC.",energy,0.8121980676328503,864552226.8000001,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0000103730,VISHAY INTERTECHNOLOGY INC,technology,0.8036286449884184,3082072546.394348,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0000810136,PHOTRONICS INC,technology,0.801247851457874,1039055803.0797404,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0001022408,EPLUS INC,technology,0.7953560446478294,1191429041.6748965,0.03333333333333333
2023-01-01 00:00:00+00:00,composite_value,30,50000000,composite_value__top30__floor50m,0001705873,BERRY CORP (BRY),energy,0.7693236714975845,614140024.0,0.03333333333333333
