coverage_bar,horizon,decisions,mean_ic,t_naive,p_naive,t_overlap_adjusted,p_overlap_adjusted,share_positive
0.0,13,57,0.005275949082828402,0.7080290173894443,0.4818639183875619,0.7080290173894443,0.48186391838756193,0.5614035087719298
0.0,26,56,0.007679939274394316,1.0072764586380303,0.3182130039012625,0.7122520144325223,0.4824186439959548,0.6607142857142857
0.7,13,28,0.013146796175601121,1.0481853468289914,0.3038459804138888,1.0481853468289914,0.3038459804138889,0.6071428571428571
0.7,26,27,0.014641968826482306,1.1307582702784795,0.2684799659464075,0.7995668407966837,0.4388923778802596,0.7407407407407407
0.8,13,21,0.02652738481860905,2.277231205714698,0.03390756677769686,2.277231205714698,0.03390756677769691,0.6666666666666666
0.8,26,20,0.03299711823712098,3.31943862298602,0.003603960130003962,2.3471975600459505,0.04350434686542104,0.85
0.9,13,17,0.019738470464239703,1.7748074183050722,0.09495447761752593,1.7748074183050722,0.09495447761752596,0.6470588235294118
0.9,26,16,0.03160914384810073,3.5697469548576373,0.002793738622604527,2.524192278899864,0.0395673337039939,0.875
