series,cumulative_return,cagr,annualized_volatility,sharpe_zero_rf,maximum_drawdown,daily_observations
strategy_net_25bps,0.48647063320631534,0.0569354042089496,0.21977500724175378,0.3616470047741131,-0.45386859693376114,1804
strategy_net_50bps,0.379066930188106,0.0459203620074049,0.21982442458515594,0.3139562161193381,-0.4599511821697342,1804
strategy_net_100bps,0.1867284272825971,0.024203152266010663,0.22005093185731203,0.21851208294314164,-0.4719299188729139,1804
strategy_net_150bps,0.02092585861229823,0.0028971486614908226,0.22044719089061784,0.12316931907536663,-0.48366394511755295,1804
equal_weight_eligible_net_50bps,0.3057492489885745,0.03796905128478123,0.2192895638076766,0.27992826053969094,-0.5234092085838609,1804
ihsg_price_index,-0.0064256294574221995,-0.0009000843675746051,0.17805683263474836,0.08416084033713432,-0.4117409758100886,1804
lq45_price_index,-0.3920306116091472,-0.06715276733749664,0.2175182036289291,-0.21097575030258192,-0.5122611594182387,1804
