series,weeks,start,end,break_date,sup_wald,bootstrap_p,clears_bonferroni,mean_before_annualised,mean_after_annualised,volatility_before,volatility_after,cusum_sq_max_deviation,cusum_sq_date
sector_ensemble,188,2023-01-06,2026-08-07,2025-04-04,9.57525281667687,0.0335,False,0.10478251028553848,0.8383771307466689,0.19576364073046074,0.25177799203530987,0.2472526275376452,2025-03-21
residual_composite,195,2022-12-02,2026-08-21,2025-04-04,12.684813096937942,0.0215,False,0.0862956553814515,0.7949981198307721,0.16121258893709117,0.22258508135416996,0.2792170686414003,2025-03-21
cash_conversion_b20,188,2023-01-06,2026-08-07,2025-04-04,9.26070592498448,0.0375,False,0.07797360193654683,0.8187227053130636,0.19719688449275094,0.2633264914497127,0.2572883940653762,2025-03-21
growth_top_five,188,2023-01-06,2026-08-07,2025-04-04,9.005679456495779,0.0275,False,-0.09141057332676139,1.0460855799637143,0.32318988194503995,0.38898452269021894,0.2287635382180916,2024-10-25
equal_weight_universe_2011_2026,817,2011-01-14,2026-09-04,2020-03-27,1.8329616743833748,0.761,False,0.09922084090595375,0.23822917505452884,0.17601225193063624,0.23064530858104043,0.23749169441519014,2020-02-21
