annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_risky_exposure,active_weeks,strategy_name,algorithm,reward_variant,seed,split,total_timesteps
0.029611617319051264,0.12161566141269932,0.24348523023334204,-0.47421862352529065,0.06244296586017997,-0.042699837148381235,0.0720748995551899,0.0037478947768698747,0.049455915198429054,0.7930377963890654,938,ppo__return_only__seed0__softmax_long_only,PPO,return_only,0,train,25000
0.05356400466273348,0.09800438814437874,0.546547003424211,-0.1382136793859724,0.3875448862999432,-0.0321823748267706,0.08832147413665808,0.00459271665510622,0.04490125844779524,0.7869144433621064,103,ppo__return_only__seed0__softmax_long_only,PPO,return_only,0,validation,25000
0.09421079443299485,0.15001122283077603,0.6280249747665329,-0.2988216855820055,0.3152742889108047,-0.050184368301791536,0.07196299264100563,0.003742075617332293,0.05118033763730274,0.7861034449673852,331,ppo__return_only__seed0__softmax_long_only,PPO,return_only,0,holdout,25000
0.03017878088868775,0.11433524939113648,0.26394992838514136,-0.4237837554740844,0.07121268925215626,-0.03943641422857765,0.08119010700504663,0.004221885564262426,0.05109298932177426,0.799690765866847,938,ppo__return_only__seed1__softmax_long_only,PPO,return_only,1,train,25000
0.05436280943962535,0.10295880264494937,0.528005455027425,-0.14289748111472922,0.3804322442603355,-0.033438426646054016,0.09720514763544486,0.005054667677043131,0.06309871588951176,0.8034261524387933,103,ppo__return_only__seed1__softmax_long_only,PPO,return_only,1,validation,25000
0.10042704094235222,0.14653896601303706,0.6853265290094757,-0.29510282946223554,0.3403120231864938,-0.04936281621830327,0.07908682838037295,0.004112515075779393,0.06297036363909252,0.7993166570036793,331,ppo__return_only__seed1__softmax_long_only,PPO,return_only,1,holdout,25000
0.02776893956054982,0.11981604942149891,0.23176310431386304,-0.4497782152149402,0.06173918304887129,-0.041551880308763216,0.08230013378671427,0.004279606956909142,0.048552997430155016,0.8013551798837779,938,ppo__return_only__seed2__softmax_long_only,PPO,return_only,2,train,25000
0.06223294443533223,0.09548187273807403,0.6517775851134561,-0.12375603405188307,0.50286796043611,-0.03132143821983802,0.10435468687232836,0.0054264437173610755,0.05660296057902493,0.788289336180224,103,ppo__return_only__seed2__softmax_long_only,PPO,return_only,2,validation,25000
0.09900064568178424,0.14685568177097993,0.6741356172802004,-0.2903633269765705,0.3409543715889873,-0.048894332303208825,0.08397514099013229,0.00436670733148688,0.05806200627203795,0.7961101268173345,331,ppo__return_only__seed2__softmax_long_only,PPO,return_only,2,holdout,25000
0.03077072607856235,0.12050309424810127,0.25535216560671176,-0.45901672375933555,0.06703617643067744,-0.04215204884545773,0.06822607529832166,0.0035477559155127265,0.048953867555141195,0.7935880312819217,938,ppo__turnover_penalized__seed0__softmax_long_only,PPO,turnover_penalized,0,train,25000
0.05381163464172767,0.0983794204306689,0.5469806023064594,-0.13686331793330742,0.3931779197984205,-0.032215244358123035,0.08299577726250135,0.00431578041765007,0.04190375782477045,0.7876217904889468,103,ppo__turnover_penalized__seed0__softmax_long_only,PPO,turnover_penalized,0,validation,25000
0.09548288038160657,0.14898675453238538,0.6408816722083263,-0.2947051382597349,0.3239946237294779,-0.04990910736409036,0.0689537696304008,0.0035855960207808414,0.049539162076762074,0.7869857809874946,331,ppo__turnover_penalized__seed0__softmax_long_only,PPO,turnover_penalized,0,holdout,25000
0.029790956105516297,0.11386713239327984,0.26162910648019877,-0.4217195030868287,0.07064163712481321,-0.03923351863712968,0.08737194377071122,0.004543341076076984,0.05097035805720574,0.8010871012740807,938,ppo__turnover_penalized__seed1__softmax_long_only,PPO,turnover_penalized,1,train,25000
0.05411596288642251,0.10498909920918321,0.5154436345681979,-0.14493591706360254,0.37337855227889916,-0.034064325176954686,0.09519036752578702,0.004949899111340926,0.06245000703820904,0.8091046461491909,103,ppo__turnover_penalized__seed1__softmax_long_only,PPO,turnover_penalized,1,validation,25000
0.10340133715667243,0.14706970869579128,0.7030770515127259,-0.29663863634530885,0.34857676811966526,-0.04945353347825464,0.08315951599151436,0.004324294831558747,0.06209786572800302,0.801837217636699,331,ppo__turnover_penalized__seed1__softmax_long_only,PPO,turnover_penalized,1,holdout,25000
