annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_risky_exposure,active_weeks,strategy_name,algorithm,reward_variant,seed,split,total_timesteps,comparison_label,category
0.09421079443299485,0.15001122283077603,0.6280249747665329,-0.2988216855820055,0.3152742889108047,-0.050184368301791536,0.07196299264100563,0.003742075617332293,0.05118033763730274,0.7861034449673852,331.0,ppo__return_only__seed0__softmax_long_only,PPO,return_only,0.0,holdout,25000.0,ppo__return_only__seed0__softmax_long_only,rl_policy
0.10042704094235222,0.14653896601303706,0.6853265290094757,-0.29510282946223554,0.3403120231864938,-0.04936281621830327,0.07908682838037295,0.004112515075779393,0.06297036363909252,0.7993166570036793,331.0,ppo__return_only__seed1__softmax_long_only,PPO,return_only,1.0,holdout,25000.0,ppo__return_only__seed1__softmax_long_only,rl_policy
0.09900064568178424,0.14685568177097993,0.6741356172802004,-0.2903633269765705,0.3409543715889873,-0.048894332303208825,0.08397514099013229,0.00436670733148688,0.05806200627203795,0.7961101268173345,331.0,ppo__return_only__seed2__softmax_long_only,PPO,return_only,2.0,holdout,25000.0,ppo__return_only__seed2__softmax_long_only,rl_policy
0.09548288038160657,0.14898675453238538,0.6408816722083263,-0.2947051382597349,0.3239946237294779,-0.04990910736409036,0.0689537696304008,0.0035855960207808414,0.049539162076762074,0.7869857809874946,331.0,ppo__turnover_penalized__seed0__softmax_long_only,PPO,turnover_penalized,0.0,holdout,25000.0,ppo__turnover_penalized__seed0__softmax_long_only,rl_policy
0.10340133715667243,0.14706970869579128,0.7030770515127259,-0.29663863634530885,0.34857676811966526,-0.04945353347825464,0.08315951599151436,0.004324294831558747,0.06209786572800302,0.801837217636699,331.0,ppo__turnover_penalized__seed1__softmax_long_only,PPO,turnover_penalized,1.0,holdout,25000.0,ppo__turnover_penalized__seed1__softmax_long_only,rl_policy
0.09808379038781001,0.14685602496047337,0.6678908162890115,-0.2899311081227859,0.3383003328717369,-0.048882570425499636,0.0887670577067623,0.004615887000751639,0.05861058131175459,0.7958498374302941,331.0,ppo__turnover_penalized__seed2__softmax_long_only,PPO,turnover_penalized,2.0,holdout,25000.0,ppo__turnover_penalized__seed2__softmax_long_only,rl_policy
0.09687517601622009,0.14792447939056672,0.6548961768554847,-0.29116730319045336,0.3327130998388709,-0.049741657657266625,0.07591421811017025,0.0039475393417288535,0.051276132104259964,0.7970237921011772,331.0,ppo__risk_aware__seed0__softmax_long_only,PPO,risk_aware,0.0,holdout,25000.0,ppo__risk_aware__seed0__softmax_long_only,rl_policy
0.10244308985009387,0.1465472861904244,0.6990446054182042,-0.28330075088973616,0.36160543001866546,-0.04883766365966004,0.08080666713709198,0.004201946691128783,0.059627479550026334,0.7927339945855097,331.0,ppo__risk_aware__seed1__softmax_long_only,PPO,risk_aware,1.0,holdout,25000.0,ppo__risk_aware__seed1__softmax_long_only,rl_policy
0.09190435660902407,0.14757348263915127,0.6227701275692591,-0.2994551778907246,0.30690521785721553,-0.04936454379378962,0.0950852363311272,0.004944432289218615,0.05671638789448853,0.7933279336669293,331.0,ppo__risk_aware__seed2__softmax_long_only,PPO,risk_aware,2.0,holdout,25000.0,ppo__risk_aware__seed2__softmax_long_only,rl_policy
0.0953199831444731,0.14960613291494035,0.6371395429268129,-0.29914461000327164,0.31864182056775353,-0.05030267604534344,0.07478841452147485,0.003888997555116692,0.05154722285234676,0.797946718614267,331.0,ppo__defensive_regime_aware__seed0__softmax_long_only,PPO,defensive_regime_aware,0.0,holdout,25000.0,ppo__defensive_regime_aware__seed0__softmax_long_only,rl_policy
0.10242545228714173,0.1462719449580265,0.7002399012095808,-0.28091331375711337,0.36461586998935214,-0.048681769581146506,0.08226189355498174,0.004277618464859051,0.060636357165130245,0.7938768182096164,331.0,ppo__defensive_regime_aware__seed1__softmax_long_only,PPO,defensive_regime_aware,1.0,holdout,25000.0,ppo__defensive_regime_aware__seed1__softmax_long_only,rl_policy
0.09170293567172827,0.14707188387253317,0.6235245871413939,-0.29752711991670566,0.3082170650440236,-0.04923494465029586,0.09176982122155475,0.004772030703520847,0.055279068356194165,0.7937548300560867,331.0,ppo__defensive_regime_aware__seed2__softmax_long_only,PPO,defensive_regime_aware,2.0,holdout,25000.0,ppo__defensive_regime_aware__seed2__softmax_long_only,rl_policy
0.0806746221962884,0.08604358919273446,0.937601777810317,-0.139754039463866,0.5772614695487723,-0.0272982669707991,,0.0,0.0,,328.0,production,,,,holdout,,production,benchmark
0.08040069214115908,0.0852674107394025,0.9429240485193426,-0.13674121541523354,0.5879770184652177,-0.027149708992946112,,0.0,0.0,,328.0,official_shadow,,,,holdout,,official_shadow,benchmark
0.09640932857027051,0.09006811457832387,1.0704046489885417,-0.12438730493510075,0.7750736992056562,-0.027214076194124446,,0.0,0.0,,328.0,phase4b,,,,holdout,,phase4b,benchmark
0.09568953337118158,0.09474362643889185,1.0099838582060168,-0.1376773422974955,0.6950274589439273,-0.029199686794691666,,0.0,0.0,,328.0,phase6,,,,holdout,,phase6,benchmark
0.09573288700028493,0.09468597657863004,1.0110566575905304,-0.13831359201362692,0.6921437409481285,-0.02915191897237595,,0.0,0.0,,328.0,phase7,,,,holdout,,phase7,benchmark
0.1323878136288854,0.19370579184359185,0.6834478843863493,-0.3363227134230694,0.3936332823955045,-0.0630899620596373,,0.0,0.0,,332.0,SPY,,,,holdout,,SPY,benchmark
0.0819272619451139,0.12045581601900918,0.6801436796724281,-0.21875971875877032,0.374507987164933,-0.03853362241614393,,0.0,0.0,,332.0,60_40,,,,holdout,,60_40,benchmark
0.22211623073057285,0.2557121267030421,0.8686182919612409,-0.4349648719127598,0.510653262075661,-0.07832213606960779,,0.0,0.0,,332.0,simple_momentum,,,,holdout,,simple_momentum,benchmark
0.11655065433061385,0.12084122760840889,0.9644941270234458,-0.11341231663787932,1.0276719300493182,-0.03627059595287643,,0.0,0.0,,332.0,mlx5_sequence,,,,holdout,,mlx5_sequence,benchmark
0.11155601308531904,0.11304410988034971,0.9868361403649802,-0.1313027582802323,0.8496090603613302,-0.0328814904108678,,0.0,0.0,,332.0,mlx6_transformer,,,,holdout,,mlx6_transformer,benchmark
0.08637530733597365,0.0894345870720198,0.9657931026887553,-0.1388426829662356,0.6221091777445614,-0.0273962485960904,,0.0,0.0,,332.0,mlx7_meta_label,,,,holdout,,mlx7_meta_label,benchmark
,,1.276038782680625,-0.14563007572051745,,-0.04166140782620685,,,,,,mlx5c_bil_fallback_mean_summary,,,,holdout,,mlx5c_bil_fallback_mean_summary,benchmark_summary_only
