annual_return,annual_volatility,sharpe,max_drawdown,calmar,cvar_5,average_turnover,annual_cost_drag,average_bil_exposure,average_risky_exposure,active_weeks,strategy_name,market_state,weeks
0.03983752719246403,0.10186328933879422,0.39108816778894323,-0.10241432035939779,0.3889839531489742,-0.03144664477276769,0.07436540462814345,0.0038670010406634593,0.05079626524359873,0.7885648947541076,101,ppo__defensive_regime_aware__seed0__softmax_long_only,calm_trend,101
0.23826796028485742,0.10513382552780166,2.2663301662303694,-0.05758310745282469,4.137810042295127,-0.026425066201197785,0.07697405629167872,0.004002650927167294,0.0500185789217141,0.7975379155933364,121,ppo__defensive_regime_aware__seed0__softmax_long_only,neutral_mixed,121
-0.0004051912551870096,0.12959279072334123,-0.00312664966102956,-0.06039566438465915,-0.0067089460694786315,-0.03590554730182891,0.0847849024548417,0.004408814927651769,0.05797863645212991,0.7961399143650418,21,ppo__defensive_regime_aware__seed0__softmax_long_only,recovery_confirmed,21
0.3277565480357534,0.0972470960095004,3.3703479228185254,-0.03146142210212344,10.417728320476396,-0.020067661657444155,0.06740023807755538,0.00350481238003288,0.049133673044187684,0.8144948354789189,14,ppo__defensive_regime_aware__seed0__softmax_long_only,recovery_fragile,14
-0.07088639372352257,0.25019737305671097,-0.28332189446071887,-0.1935019178881846,-0.36633432111243663,-0.09390377935482688,0.07043820189338335,0.0036627864984559344,0.05383887099967876,0.808702677488327,71,ppo__defensive_regime_aware__seed0__softmax_long_only,stressed_panic,71
0.6997317564739898,0.03193650463722926,21.910092053664922,0.0,,0.0059241727748497236,0.0683333029349645,0.0035533317526181534,0.050492431968450546,0.8111552347739538,3,ppo__defensive_regime_aware__seed0__softmax_long_only,unknown,3
0.04407709692990691,0.10385658922580013,0.42440347077137835,-0.09799765587536835,0.4497770537079312,-0.03221656288675937,0.09189793128188294,0.004778692426657912,0.06843925130986932,0.8066365363279192,101,ppo__defensive_regime_aware__seed1__softmax_long_only,calm_trend,101
0.23900803662730952,0.10747252213903466,2.2238990196778903,-0.06092266620518105,3.923138160473081,-0.02717874480707935,0.08441916165088327,0.004389796405845929,0.062218224275703275,0.7943411348772443,121,ppo__defensive_regime_aware__seed1__softmax_long_only,neutral_mixed,121
0.017164149520201955,0.12497479668525827,0.1373408877265779,-0.05344858942293973,0.32113381672959984,-0.033702988409414124,0.0863680878565425,0.00449114056854021,0.06922993081666175,0.7897674072356451,21,ppo__defensive_regime_aware__seed1__softmax_long_only,recovery_confirmed,21
0.28331297682472867,0.08818874543550347,3.2125752036231043,-0.03159135484043718,8.968054021604855,-0.020278467855309425,0.07102580022599016,0.003693341611751488,0.06414024159312248,0.7833671378237861,14,ppo__defensive_regime_aware__seed1__softmax_long_only,recovery_fragile,14
-0.05099582176388007,0.23952105902421356,-0.21290746613943795,-0.1996144550084522,-0.25547158777514767,-0.0894009979719535,0.06607698350095413,0.0034360031420496142,0.043862130204346816,0.7775902844650645,71,ppo__defensive_regime_aware__seed1__softmax_long_only,stressed_panic,71
0.8559975908890898,0.020551355129645198,41.651637348931736,0.0,,0.009282556927459966,0.07757342358430226,0.004033818026383718,0.054620509346326195,0.8088312198718389,3,ppo__defensive_regime_aware__seed1__softmax_long_only,unknown,3
0.03888768045742608,0.106043777138348,0.3667134602975524,-0.1082136247791381,0.3593602980844148,-0.03244423460989747,0.08636173397523932,0.004490810166712445,0.06091959840885484,0.7841593683651178,101,ppo__defensive_regime_aware__seed2__softmax_long_only,calm_trend,101
0.22504661928531355,0.10571362277862895,2.1288327215554377,-0.06375807344512152,3.5296960388713425,-0.026399072433389563,0.09437099602535244,0.004907291793318326,0.049709456272361695,0.7949927350706305,121,ppo__defensive_regime_aware__seed2__softmax_long_only,neutral_mixed,121
0.0022099594806286316,0.12277237184831784,0.018000462541841095,-0.051080100029766595,0.043264587957752475,-0.03371040455425016,0.08210492879152298,0.004269456297159194,0.06575352751782962,0.7953723115580422,21,ppo__defensive_regime_aware__seed2__softmax_long_only,recovery_confirmed,21
0.3017232716582534,0.09216038314737335,3.273893416607967,-0.0304517338682192,9.908246044838366,-0.019204334496767256,0.10807307383843831,0.0056197998395987915,0.058433051886303086,0.8088175069008555,14,ppo__defensive_regime_aware__seed2__softmax_long_only,recovery_fragile,14
-0.06618479482797146,0.24178872131909404,-0.27372986823742657,-0.18558180862488594,-0.35663406515101875,-0.0920884648812304,0.09576030773386149,0.004979536002160797,0.052598984308645756,0.8022879786054853,71,ppo__defensive_regime_aware__seed2__softmax_long_only,stressed_panic,71
0.7930350034008924,0.017082681444924353,46.423332657562426,0.0,,0.009096405856729823,0.06605892876784007,0.0034350642959276837,0.0654110958178838,0.7833071599404017,3,ppo__defensive_regime_aware__seed2__softmax_long_only,unknown,3
0.04232069725398091,0.10085982732749083,0.41959914443008156,-0.09778825721256623,0.4327789292940023,-0.0303679859354633,0.07169196955712125,0.003727982416970305,0.056078484115919265,0.7643282389876866,101,ppo__return_only__seed0__softmax_long_only,calm_trend,101
0.2286008767210983,0.10511944263892074,2.1746774048862605,-0.05606470595710544,4.077447171416516,-0.026539865968486693,0.07167554278819521,0.0037271282249861505,0.04887191052279197,0.783437697109112,121,ppo__return_only__seed0__softmax_long_only,neutral_mixed,121
0.0007586243397910142,0.12256599993070433,0.006189516996719489,-0.05476463906773843,0.0138524484540594,-0.03398283245114882,0.0765887333878449,0.003982614136167934,0.051223549991846085,0.7780874967575073,21,ppo__return_only__seed0__softmax_long_only,recovery_confirmed,21
0.31363765394940213,0.09413016405287264,3.33195694605645,-0.03042969782895344,10.306959198621428,-0.019882597314648552,0.06508330255746841,0.003384331732988358,0.04858022715364184,0.8088929919259888,14,ppo__return_only__seed0__softmax_long_only,recovery_fragile,14
-0.06342626921275285,0.2534670200796731,-0.25023480053861,-0.18556788650969758,-0.34179550355248706,-0.09489545570506971,0.07304315544454984,0.0037982440831165923,0.04877761583512937,0.8196276688659695,71,ppo__return_only__seed0__softmax_long_only,stressed_panic,71
0.6602595682347534,0.03182143698586678,20.748892280634657,0.0,,0.005823951259131443,0.06684242933988571,0.0034758063256740573,0.048078411569197975,0.7830743292967478,3,ppo__return_only__seed0__softmax_long_only,unknown,3
0.0487641986759364,0.10915847413960637,0.44672847491043394,-0.11175991899652249,0.4363299393358879,-0.03372629798959701,0.07515274014065762,0.003907942487314196,0.06856907018930605,0.8045543787798078,101,ppo__return_only__seed1__softmax_long_only,calm_trend,101
0.23310351780112848,0.1080680943955958,2.157005905441675,-0.06490355312091234,3.591537082212854,-0.02791204936555847,0.08199293945323337,0.004263632851568136,0.06453109230876954,0.8025069415323005,121,ppo__return_only__seed1__softmax_long_only,neutral_mixed,121
-0.0025832486709239655,0.12804968960467264,-0.02017379877217368,-0.05567742870817938,-0.046396694870078824,-0.036053657739975944,0.07288465719847452,0.0037900021743206757,0.07805914325373513,0.8019202713455472,21,ppo__return_only__seed1__softmax_long_only,recovery_confirmed,21
0.3434728279709036,0.0943903238595466,3.638856335337861,-0.028019007560635356,12.258565091129697,-0.019413933052825207,0.08633124242935862,0.004489224606326649,0.07726466229983739,0.8067009683166232,14,ppo__return_only__seed1__softmax_long_only,recovery_fragile,14
