allocation,p95_max_single_issuer_weight,p95_max_single_exchange_traded_weight,p95_max_total_exchange_traded_weight,p95_max_look_through_sector_weight,p95_data_artifact_weight,max_max_single_issuer_weight,max_max_single_exchange_traded_weight,max_max_total_exchange_traded_weight,max_max_look_through_sector_weight,max_data_artifact_weight,most_frequent_top_sector
cap_05pct,0.0743,0.4860000000000001,0.592818749999999,0.8212000000000002,0.0,0.0743,0.4860000000000001,0.7289999999999999,0.8374000000000001,0.0,technology
cap_10pct,0.07460000000000001,0.4920000000000001,0.5976374999999992,0.8264000000000002,0.0,0.07460000000000001,0.4920000000000001,0.7379999999999999,0.8428000000000001,0.0,technology
cap_15pct,0.07490000000000001,0.4980000000000001,0.602456249999999,0.8316000000000002,0.0,0.07490000000000001,0.4980000000000001,0.747,0.8482000000000001,0.0,technology
cap_20pct,0.07520000000000002,0.5040000000000001,0.6072749999999991,0.8368000000000002,0.0,0.07520000000000002,0.5040000000000001,0.7559999999999999,0.8536000000000002,0.0,technology
