date,factor,variant,rank_ic,assets
2003-11-20,old_042,stale_1,-0.03571428571428572,7
2003-11-20,old_042,stale_5,0.42857142857142866,7
2003-11-21,best_001,primary,-0.6573757351339166,7
2003-11-21,best_001,inverted,0.6573757351339166,7
2003-11-21,best_001,asset_permutation,,3
2003-11-21,best_001,return_permutation,,4
2003-11-21,best_001,stale_1,0.34718253741470684,7
2003-11-21,best_001,stale_5,0.7158675207589937,7
2003-11-21,best_002,primary,-0.6546536707079773,7
2003-11-21,best_002,inverted,0.6546536707079773,7
2003-11-21,best_002,asset_permutation,,3
2003-11-21,best_002,return_permutation,,4
2003-11-21,best_002,stale_1,0.41166465371081584,7
2003-11-21,best_002,stale_5,0.7273929674533081,7
2003-11-21,original_001,primary,0.7142857142857144,7
2003-11-21,original_001,inverted,-0.7142857142857144,7
2003-11-21,original_001,asset_permutation,,3
2003-11-21,original_001,return_permutation,,4
2003-11-21,original_001,stale_1,0.7142857142857144,7
2003-11-21,original_001,stale_5,0.7142857142857144,7
2003-11-21,stock_001,primary,-0.1785714285714286,7
2003-11-21,stock_001,inverted,0.1785714285714286,7
2003-11-21,stock_001,asset_permutation,,3
2003-11-21,stock_001,return_permutation,,4
2003-11-21,stock_001,stale_1,0.0,7
2003-11-21,stock_001,stale_5,-0.25,7
2003-11-21,add_015,primary,0.5714285714285715,7
2003-11-21,add_015,inverted,-0.5714285714285715,7
2003-11-21,add_015,asset_permutation,,3
2003-11-21,add_015,return_permutation,,4
2003-11-21,add_015,stale_1,-0.9642857142857145,7
2003-11-21,add_015,stale_5,0.4642857142857144,7
2003-11-21,old_042,primary,-0.5357142857142858,7
2003-11-21,old_042,inverted,0.5357142857142858,7
2003-11-21,old_042,asset_permutation,,3
2003-11-21,old_042,return_permutation,,4
2003-11-21,old_042,stale_1,0.5765999761251578,7
2003-11-21,old_042,stale_5,0.5,7
2003-11-24,best_001,primary,0.4925690038994379,7
2003-11-24,best_001,inverted,-0.4925690038994379,7
2003-11-24,best_001,asset_permutation,,3
2003-11-24,best_001,return_permutation,,4
2003-11-24,best_001,stale_1,0.0,7
2003-11-24,best_001,stale_5,0.5291502622129183,7
2003-11-24,best_002,primary,0.5323117462054056,7
2003-11-24,best_002,inverted,-0.5323117462054056,7
2003-11-24,best_002,asset_permutation,,3
2003-11-24,best_002,return_permutation,,4
2003-11-24,best_002,stale_1,0.3091420111676559,7
2003-11-24,best_002,stale_5,0.5291502622129183,7
2003-11-24,original_001,primary,-0.5,7
2003-11-24,original_001,inverted,0.5,7
2003-11-24,original_001,asset_permutation,,3
2003-11-24,original_001,return_permutation,,4
2003-11-24,original_001,stale_1,-0.5,7
2003-11-24,original_001,stale_5,-0.5,7
2003-11-24,stock_001,primary,-0.14285714285714288,7
2003-11-24,stock_001,inverted,0.14285714285714288,7
2003-11-24,stock_001,asset_permutation,,3
2003-11-24,stock_001,return_permutation,,4
2003-11-24,stock_001,stale_1,-0.39285714285714296,7
2003-11-24,stock_001,stale_5,0.3214285714285715,7
2003-11-24,add_015,primary,-0.21428571428571433,7
2003-11-24,add_015,inverted,0.21428571428571433,7
2003-11-24,add_015,asset_permutation,,3
2003-11-24,add_015,return_permutation,,4
2003-11-24,add_015,stale_1,-0.5357142857142858,7
2003-11-24,add_015,stale_5,0.4642857142857144,7
2003-11-24,old_042,primary,-0.5714285714285715,7
2003-11-24,old_042,inverted,0.5714285714285715,7
2003-11-24,old_042,asset_permutation,,3
2003-11-24,old_042,return_permutation,,4
2003-11-24,old_042,stale_1,-0.21428571428571433,7
2003-11-24,old_042,stale_5,0.03571428571428572,7
2003-11-25,best_001,primary,0.23145502494313788,7
2003-11-25,best_001,inverted,-0.23145502494313788,7
2003-11-25,best_001,asset_permutation,,3
2003-11-25,best_001,return_permutation,,4
2003-11-25,best_001,stale_1,-0.8669214468630109,7
2003-11-25,best_001,stale_5,0.7572401854185359,7
2003-11-25,best_002,primary,-0.5800729211379677,7
2003-11-25,best_002,inverted,0.5800729211379677,7
2003-11-25,best_002,asset_permutation,,3
2003-11-25,best_002,return_permutation,,4
2003-11-25,best_002,stale_1,-0.6608007883929173,7
2003-11-25,best_002,stale_5,0.7041868508280462,7
2003-11-25,original_001,primary,0.7500000000000002,7
2003-11-25,original_001,inverted,-0.7500000000000002,7
2003-11-25,original_001,asset_permutation,,3
2003-11-25,original_001,return_permutation,,4
2003-11-25,original_001,stale_1,0.7500000000000002,7
2003-11-25,original_001,stale_5,0.7500000000000002,7
2003-11-25,stock_001,primary,0.25,7
2003-11-25,stock_001,inverted,-0.25,7
2003-11-25,stock_001,asset_permutation,,3
2003-11-25,stock_001,return_permutation,,4
2003-11-25,stock_001,stale_1,0.5,7
2003-11-25,stock_001,stale_5,0.14285714285714288,7
2003-11-25,add_015,primary,-0.1785714285714286,7
2003-11-25,add_015,inverted,0.1785714285714286,7
2003-11-25,add_015,asset_permutation,,3
2003-11-25,add_015,return_permutation,,4
2003-11-25,add_015,stale_1,0.5357142857142858,7
2003-11-25,add_015,stale_5,0.9642857142857145,7
2003-11-25,old_042,primary,0.14285714285714288,7
2003-11-25,old_042,inverted,-0.14285714285714288,7
2003-11-25,old_042,asset_permutation,,3
2003-11-25,old_042,return_permutation,,4
2003-11-25,old_042,stale_1,0.28571428571428575,7
2003-11-25,old_042,stale_5,0.9285714285714288,7
2003-11-26,best_001,primary,-0.28068044571191997,7
2003-11-26,best_001,inverted,0.28068044571191997,7
2003-11-26,best_001,asset_permutation,,3
2003-11-26,best_001,return_permutation,,4
2003-11-26,best_001,stale_1,0.46291004988627577,7
2003-11-26,best_001,stale_5,-0.8794653965640158,7
2003-11-26,best_002,primary,-0.3243374865704013,7
2003-11-26,best_002,inverted,0.3243374865704013,7
2003-11-26,best_002,asset_permutation,,3
2003-11-26,best_002,return_permutation,,4
2003-11-26,best_002,stale_1,-0.39295262399668796,7
2003-11-26,best_002,stale_5,-0.8365019125713042,7
2003-11-26,original_001,primary,0.7142857142857144,7
2003-11-26,original_001,inverted,-0.7142857142857144,7
2003-11-26,original_001,asset_permutation,,3
2003-11-26,original_001,return_permutation,,4
2003-11-26,original_001,stale_1,0.7142857142857144,7
2003-11-26,original_001,stale_5,0.7142857142857144,7
2003-11-26,stock_001,primary,0.1785714285714286,7
2003-11-26,stock_001,inverted,-0.1785714285714286,7
2003-11-26,stock_001,asset_permutation,,3
2003-11-26,stock_001,return_permutation,,4
2003-11-26,stock_001,stale_1,0.3214285714285715,7
2003-11-26,stock_001,stale_5,0.1785714285714286,7
2003-11-26,add_015,primary,0.8571428571428573,7
2003-11-26,add_015,inverted,-0.8571428571428573,7
2003-11-26,add_015,asset_permutation,,3
2003-11-26,add_015,return_permutation,,4
2003-11-26,add_015,stale_1,-0.21428571428571433,7
2003-11-26,add_015,stale_5,0.21428571428571433,7
2003-11-26,old_042,primary,0.03571428571428572,7
2003-11-26,old_042,inverted,-0.03571428571428572,7
2003-11-26,old_042,asset_permutation,,3
2003-11-26,old_042,return_permutation,,4
2003-11-26,old_042,stale_1,-0.1785714285714286,7
2003-11-26,old_042,stale_5,-0.1785714285714286,7
2003-11-28,best_001,primary,-0.13363062095621223,7
2003-11-28,best_001,inverted,0.13363062095621223,7
2003-11-28,best_001,asset_permutation,,3
2003-11-28,best_001,return_permutation,,4
2003-11-28,best_001,stale_1,-0.46780074285319984,7
2003-11-28,best_001,stale_5,0.5014858873767988,7
2003-11-28,best_002,primary,-0.6000991981489792,7
2003-11-28,best_002,inverted,0.6000991981489792,7
2003-11-28,best_002,asset_permutation,,3
2003-11-28,best_002,return_permutation,,4
2003-11-28,best_002,stale_1,-0.5405624776173354,7
2003-11-28,best_002,stale_5,0.3555285645684319,7
2003-11-28,original_001,primary,0.7857142857142859,7
2003-11-28,original_001,inverted,-0.7857142857142859,7
2003-11-28,original_001,asset_permutation,,3
2003-11-28,original_001,return_permutation,,4
2003-11-28,original_001,stale_1,0.7857142857142859,7
2003-11-28,original_001,stale_5,0.7857142857142859,7
2003-11-28,stock_001,primary,0.10714285714285716,7
2003-11-28,stock_001,inverted,-0.10714285714285716,7
2003-11-28,stock_001,asset_permutation,,3
2003-11-28,stock_001,return_permutation,,4
2003-11-28,stock_001,stale_1,-0.10714285714285716,7
2003-11-28,stock_001,stale_5,0.642857142857143,7
2003-11-28,add_015,primary,0.6785714285714287,7
2003-11-28,add_015,inverted,-0.6785714285714287,7
2003-11-28,add_015,asset_permutation,,3
2003-11-28,add_015,return_permutation,,4
2003-11-28,add_015,stale_1,0.9285714285714288,7
2003-11-28,add_015,stale_5,-0.7142857142857144,7
2003-11-28,old_042,primary,0.3571428571428572,7
2003-11-28,old_042,inverted,-0.3571428571428572,7
2003-11-28,old_042,asset_permutation,,3
2003-11-28,old_042,return_permutation,,4
2003-11-28,old_042,stale_1,0.39285714285714296,7
2003-11-28,old_042,stale_5,0.9369749612033814,7
2003-12-01,best_001,primary,-0.8660254037844387,7
2003-12-01,best_001,inverted,0.8660254037844387,7
2003-12-01,best_001,asset_permutation,,3
2003-12-01,best_001,return_permutation,,4
2003-12-01,best_001,stale_1,0.26726124191242445,7
2003-12-01,best_001,stale_5,0.4183300132670378,7
2003-12-01,best_002,primary,0.0,7
2003-12-01,best_002,inverted,0.0,7
2003-12-01,best_002,asset_permutation,,3
2003-12-01,best_002,return_permutation,,4
2003-12-01,best_002,stale_1,0.4546206046583175,7
2003-12-01,best_002,stale_5,0.47280542884465027,7
2003-12-01,original_001,primary,-0.7142857142857144,7
2003-12-01,original_001,inverted,0.7142857142857144,7
2003-12-01,original_001,asset_permutation,,3
2003-12-01,original_001,return_permutation,,4
2003-12-01,original_001,stale_1,-0.7142857142857144,7
2003-12-01,original_001,stale_5,-0.7142857142857144,7
2003-12-01,stock_001,primary,-0.5357142857142858,7
2003-12-01,stock_001,inverted,0.5357142857142858,7
2003-12-01,stock_001,asset_permutation,,3
2003-12-01,stock_001,return_permutation,,4
2003-12-01,stock_001,stale_1,-0.6785714285714287,7
2003-12-01,stock_001,stale_5,-0.14285714285714288,7
2003-12-01,add_015,primary,-0.5714285714285715,7
2003-12-01,add_015,inverted,0.5714285714285715,7
2003-12-01,add_015,asset_permutation,,3
2003-12-01,add_015,return_permutation,,4
2003-12-01,add_015,stale_1,-0.42857142857142866,7
2003-12-01,add_015,stale_5,-0.6785714285714287,7
2003-12-01,old_042,primary,0.5714285714285715,7
2003-12-01,old_042,inverted,-0.5714285714285715,7
2003-12-01,old_042,asset_permutation,,3
2003-12-01,old_042,return_permutation,,4
2003-12-01,old_042,stale_1,0.14285714285714288,7
2003-12-01,old_042,stale_5,0.28571428571428575,7
2003-12-02,best_001,primary,0.11118739749916519,7
2003-12-02,best_001,inverted,-0.11118739749916519,7
2003-12-02,best_001,asset_permutation,,3
2003-12-02,best_001,return_permutation,,4
2003-12-02,best_001,stale_1,0.2886751345948129,7
2003-12-02,best_001,stale_5,-0.39405520311955033,7
2003-12-02,best_002,primary,0.25226248955475655,7
2003-12-02,best_002,inverted,-0.25226248955475655,7
2003-12-02,best_002,asset_permutation,,3
2003-12-02,best_002,return_permutation,,4
2003-12-02,best_002,stale_1,-0.18898223650461365,7
2003-12-02,best_002,stale_5,-0.07342230982143524,7
2003-12-02,original_001,primary,0.03571428571428572,7
2003-12-02,original_001,inverted,-0.03571428571428572,7
2003-12-02,original_001,asset_permutation,,3
2003-12-02,original_001,return_permutation,,4
2003-12-02,original_001,stale_1,0.03571428571428572,7
2003-12-02,original_001,stale_5,0.03571428571428572,7
2003-12-02,stock_001,primary,0.4642857142857144,7
2003-12-02,stock_001,inverted,-0.4642857142857144,7
2003-12-02,stock_001,asset_permutation,,3
2003-12-02,stock_001,return_permutation,,4
2003-12-02,stock_001,stale_1,0.8928571428571429,7
2003-12-02,stock_001,stale_5,-0.14285714285714288,7
2003-12-02,add_015,primary,-0.4642857142857144,7
2003-12-02,add_015,inverted,0.4642857142857144,7
2003-12-02,add_015,asset_permutation,,3
2003-12-02,add_015,return_permutation,,4
2003-12-02,add_015,stale_1,0.39285714285714296,7
2003-12-02,add_015,stale_5,-0.3214285714285715,7
2003-12-02,old_042,primary,0.42857142857142866,7
2003-12-02,old_042,inverted,-0.42857142857142866,7
2003-12-02,old_042,asset_permutation,,3
2003-12-02,old_042,return_permutation,,4
2003-12-02,old_042,stale_1,-0.14285714285714288,7
2003-12-02,old_042,stale_5,0.7142857142857144,7
2003-12-03,best_001,primary,0.668153104781061,7
2003-12-03,best_001,inverted,-0.668153104781061,7
2003-12-03,best_001,asset_permutation,,3
2003-12-03,best_001,return_permutation,,4
2003-12-03,best_001,stale_1,0.4076871241636057,7
2003-12-03,best_001,stale_5,0.7715167498104596,7
2003-12-03,best_002,primary,0.4382504900892777,7
2003-12-03,best_002,inverted,-0.4382504900892777,7
2003-12-03,best_002,asset_permutation,,3
2003-12-03,best_002,return_permutation,,4
2003-12-03,best_002,stale_1,0.2702812388086677,7
2003-12-03,best_002,stale_5,0.6923450994227358,7
2003-12-03,original_001,primary,0.25,7
2003-12-03,original_001,inverted,-0.25,7
2003-12-03,original_001,asset_permutation,,3
2003-12-03,original_001,return_permutation,,4
2003-12-03,original_001,stale_1,0.25,7
2003-12-03,original_001,stale_5,0.25,7
2003-12-03,stock_001,primary,-0.39285714285714296,7
2003-12-03,stock_001,inverted,0.39285714285714296,7
2003-12-03,stock_001,asset_permutation,,3
2003-12-03,stock_001,return_permutation,,4
2003-12-03,stock_001,stale_1,-0.10714285714285716,7
2003-12-03,stock_001,stale_5,-0.39285714285714296,7
2003-12-03,add_015,primary,0.14285714285714288,7
2003-12-03,add_015,inverted,-0.14285714285714288,7
2003-12-03,add_015,asset_permutation,,3
2003-12-03,add_015,return_permutation,,4
2003-12-03,add_015,stale_1,-0.28571428571428575,7
2003-12-03,add_015,stale_5,0.6785714285714287,7
2003-12-03,old_042,primary,0.3783937343321348,7
2003-12-03,old_042,inverted,-0.3783937343321348,7
2003-12-03,old_042,asset_permutation,,3
2003-12-03,old_042,return_permutation,,4
2003-12-03,old_042,stale_1,0.21428571428571433,7
2003-12-03,old_042,stale_5,0.03571428571428572,7
2003-12-04,best_001,primary,0.3152441624956403,7
2003-12-04,best_001,inverted,-0.3152441624956403,7
2003-12-04,best_001,asset_permutation,,3
2003-12-04,best_001,return_permutation,,4
2003-12-04,best_001,stale_1,-0.7572401854185359,7
2003-12-04,best_001,stale_5,0.09356014857063998,7
2003-12-04,best_002,primary,0.21821789023599242,7
2003-12-04,best_002,inverted,-0.21821789023599242,7
2003-12-04,best_002,asset_permutation,,3
2003-12-04,best_002,return_permutation,,4
2003-12-04,best_002,stale_1,-0.8964214570007952,7
2003-12-04,best_002,stale_5,0.3243374865704013,7
2003-12-04,original_001,primary,-0.7857142857142859,7
2003-12-04,original_001,inverted,0.7857142857142859,7
2003-12-04,original_001,asset_permutation,,3
2003-12-04,original_001,return_permutation,,4
2003-12-04,original_001,stale_1,-0.7857142857142859,7
2003-12-04,original_001,stale_5,-0.7857142857142859,7
2003-12-04,stock_001,primary,-0.28571428571428575,7
2003-12-04,stock_001,inverted,0.28571428571428575,7
2003-12-04,stock_001,asset_permutation,,3
2003-12-04,stock_001,return_permutation,,4
2003-12-04,stock_001,stale_1,-0.03571428571428572,7
2003-12-04,stock_001,stale_5,-0.3214285714285715,7
2003-12-04,add_015,primary,-0.5714285714285715,7
2003-12-04,add_015,inverted,0.5714285714285715,7
2003-12-04,add_015,asset_permutation,,3
2003-12-04,add_015,return_permutation,,4
2003-12-04,add_015,stale_1,-0.7142857142857144,7
2003-12-04,add_015,stale_5,-0.642857142857143,7
2003-12-04,old_042,primary,0.198206241793023,7
2003-12-04,old_042,inverted,-0.198206241793023,7
2003-12-04,old_042,asset_permutation,,3
2003-12-04,old_042,return_permutation,,4
2003-12-04,old_042,stale_1,-0.6847124716486249,7
2003-12-04,old_042,stale_5,0.1785714285714286,7
2003-12-05,best_001,primary,0.6172133998483676,7
2003-12-05,best_001,inverted,-0.6172133998483676,7
2003-12-05,best_001,asset_permutation,,3
2003-12-05,best_001,return_permutation,,4
2003-12-05,best_001,stale_1,0.19702760155977517,7
2003-12-05,best_001,stale_5,-0.35634832254989923,7
2003-12-05,best_002,primary,0.7297691588509918,7
2003-12-05,best_002,inverted,-0.7297691588509918,7
2003-12-05,best_002,asset_permutation,,3
2003-12-05,best_002,return_permutation,,4
2003-12-05,best_002,stale_1,0.10910894511799621,7
2003-12-05,best_002,stale_5,-0.8183170883849715,7
2003-12-05,original_001,primary,0.28571428571428575,7
2003-12-05,original_001,inverted,-0.28571428571428575,7
2003-12-05,original_001,asset_permutation,,3
2003-12-05,original_001,return_permutation,,4
2003-12-05,original_001,stale_1,0.28571428571428575,7
2003-12-05,original_001,stale_5,0.28571428571428575,7
2003-12-05,stock_001,primary,-0.03571428571428572,7
2003-12-05,stock_001,inverted,0.03571428571428572,7
2003-12-05,stock_001,asset_permutation,,3
2003-12-05,stock_001,return_permutation,,4
2003-12-05,stock_001,stale_1,0.1785714285714286,7
2003-12-05,stock_001,stale_5,0.07142857142857144,7
2003-12-05,add_015,primary,-0.642857142857143,7
2003-12-05,add_015,inverted,0.642857142857143,7
2003-12-05,add_015,asset_permutation,,3
2003-12-05,add_015,return_permutation,,4
2003-12-05,add_015,stale_1,0.3571428571428572,7
2003-12-05,add_015,stale_5,0.07142857142857144,7
2003-12-05,old_042,primary,0.7142857142857144,7
2003-12-05,old_042,inverted,-0.7142857142857144,7
2003-12-05,old_042,asset_permutation,,3
2003-12-05,old_042,return_permutation,,4
2003-12-05,old_042,stale_1,-0.054056247761733546,7
2003-12-05,old_042,stale_5,-0.10714285714285716,7
2003-12-08,best_001,primary,0.20788046015507503,7
2003-12-08,best_001,inverted,-0.20788046015507503,7
2003-12-08,best_001,asset_permutation,,3
2003-12-08,best_001,return_permutation,,4
2003-12-08,best_001,stale_1,-0.1928791874526149,7
2003-12-08,best_001,stale_5,-0.5773502691896258,7
2003-12-08,best_002,primary,0.3742405942825599,7
2003-12-08,best_002,inverted,-0.3742405942825599,7
2003-12-08,best_002,asset_permutation,,3
2003-12-08,best_002,return_permutation,,4
2003-12-08,best_002,stale_1,-0.3555285645684319,7
2003-12-08,best_002,stale_5,-0.18898223650461365,7
2003-12-08,original_001,primary,-0.7500000000000002,7
2003-12-08,original_001,inverted,0.7500000000000002,7
2003-12-08,original_001,asset_permutation,,3
2003-12-08,original_001,return_permutation,,4
2003-12-08,original_001,stale_1,-0.7500000000000002,7
2003-12-08,original_001,stale_5,-0.7500000000000002,7
2003-12-08,stock_001,primary,0.03571428571428572,7
2003-12-08,stock_001,inverted,-0.03571428571428572,7
2003-12-08,stock_001,asset_permutation,,3
2003-12-08,stock_001,return_permutation,,4
2003-12-08,stock_001,stale_1,-0.1785714285714286,7
2003-12-08,stock_001,stale_5,0.1785714285714286,7
2003-12-08,add_015,primary,0.7142857142857144,7
2003-12-08,add_015,inverted,-0.7142857142857144,7
2003-12-08,add_015,asset_permutation,,3
2003-12-08,add_015,return_permutation,,4
2003-12-08,add_015,stale_1,0.7500000000000002,7
2003-12-08,add_015,stale_5,-0.3571428571428572,7
2003-12-08,old_042,primary,0.42857142857142866,7
2003-12-08,old_042,inverted,-0.42857142857142866,7
2003-12-08,old_042,asset_permutation,,3
2003-12-08,old_042,return_permutation,,4
2003-12-08,old_042,stale_1,-0.42857142857142866,7
2003-12-08,old_042,stale_5,0.3214285714285715,7
2003-12-09,best_001,primary,0.2041241452319315,7
2003-12-09,best_001,inverted,-0.2041241452319315,7
2003-12-09,best_001,asset_permutation,,3
2003-12-09,best_001,return_permutation,,4
2003-12-09,best_001,stale_1,0.6047431568147636,7
2003-12-09,best_001,stale_5,-0.592999453328881,7
2003-12-09,best_002,primary,-0.03857583749052298,7
2003-12-09,best_002,inverted,0.03857583749052298,7
2003-12-09,best_002,asset_permutation,,3
2003-12-09,best_002,return_permutation,,4
2003-12-09,best_002,stale_1,0.24325638628366394,7
2003-12-09,best_002,stale_5,-0.6486749731408026,7
2003-12-09,original_001,primary,-0.42857142857142866,7
2003-12-09,original_001,inverted,0.42857142857142866,7
2003-12-09,original_001,asset_permutation,,3
2003-12-09,original_001,return_permutation,,4
2003-12-09,original_001,stale_1,-0.42857142857142866,7
2003-12-09,original_001,stale_5,-0.42857142857142866,7
2003-12-09,stock_001,primary,-0.8214285714285715,7
2003-12-09,stock_001,inverted,0.8214285714285715,7
2003-12-09,stock_001,asset_permutation,,3
2003-12-09,stock_001,return_permutation,,4
2003-12-09,stock_001,stale_1,-0.7142857142857144,7
2003-12-09,stock_001,stale_5,-0.21428571428571433,7
2003-12-09,add_015,primary,0.1785714285714286,7
2003-12-09,add_015,inverted,-0.1785714285714286,7
2003-12-09,add_015,asset_permutation,,3
2003-12-09,add_015,return_permutation,,4
2003-12-09,add_015,stale_1,0.5357142857142858,7
2003-12-09,add_015,stale_5,0.3214285714285715,7
2003-12-09,old_042,primary,-0.1785714285714286,7
2003-12-09,old_042,inverted,0.1785714285714286,7
2003-12-09,old_042,asset_permutation,,3
2003-12-09,old_042,return_permutation,,4
2003-12-09,old_042,stale_1,-0.25,7
2003-12-09,old_042,stale_5,-0.5714285714285715,7
2003-12-10,best_001,primary,-0.2041241452319315,7
2003-12-10,best_001,inverted,0.2041241452319315,7
2003-12-10,best_001,asset_permutation,,3
2003-12-10,best_001,return_permutation,,4
2003-12-10,best_001,stale_1,0.2041241452319315,7
2003-12-10,best_001,stale_5,0.8017837257372733,7
2003-12-10,best_002,primary,-0.31810450514017585,7
2003-12-10,best_002,inverted,0.31810450514017585,7
2003-12-10,best_002,asset_permutation,,3
2003-12-10,best_002,return_permutation,,4
2003-12-10,best_002,stale_1,0.8100925873009827,7
2003-12-10,best_002,stale_5,0.7968190728895957,7
2003-12-10,original_001,primary,0.7500000000000002,7
2003-12-10,original_001,inverted,-0.7500000000000002,7
2003-12-10,original_001,asset_permutation,,3
2003-12-10,original_001,return_permutation,,4
2003-12-10,original_001,stale_1,0.7500000000000002,7
2003-12-10,original_001,stale_5,0.7500000000000002,7
2003-12-10,stock_001,primary,-0.03571428571428572,7
2003-12-10,stock_001,inverted,0.03571428571428572,7
2003-12-10,stock_001,asset_permutation,,3
2003-12-10,stock_001,return_permutation,,4
2003-12-10,stock_001,stale_1,-0.03571428571428572,7
2003-12-10,stock_001,stale_5,-0.03571428571428572,7
2003-12-10,add_015,primary,-0.39285714285714296,7
2003-12-10,add_015,inverted,0.39285714285714296,7
2003-12-10,add_015,asset_permutation,,3
2003-12-10,add_015,return_permutation,,4
2003-12-10,add_015,stale_1,0.3214285714285715,7
2003-12-10,add_015,stale_5,0.5357142857142858,7
2003-12-10,old_042,primary,0.21428571428571433,7
2003-12-10,old_042,inverted,-0.21428571428571433,7
2003-12-10,old_042,asset_permutation,,3
2003-12-10,old_042,return_permutation,,4
2003-12-10,old_042,stale_1,0.8571428571428573,7
2003-12-10,old_042,stale_5,0.5225437283634242,7
2003-12-11,best_001,primary,0.43301270189221935,7
2003-12-11,best_001,inverted,-0.43301270189221935,7
2003-12-11,best_001,asset_permutation,,3
2003-12-11,best_001,return_permutation,,4
2003-12-11,best_001,stale_1,-0.6123724356957945,7
2003-12-11,best_001,stale_5,0.610785564835303,7
2003-12-11,best_002,primary,0.6772962119561564,7
2003-12-11,best_002,inverted,-0.6772962119561564,7
2003-12-11,best_002,asset_permutation,,3
2003-12-11,best_002,return_permutation,,4
2003-12-11,best_002,stale_1,0.24325638628366394,7
2003-12-11,best_002,stale_5,0.5819143739626464,7
2003-12-11,original_001,primary,0.10714285714285716,7
2003-12-11,original_001,inverted,-0.10714285714285716,7
2003-12-11,original_001,asset_permutation,,3
2003-12-11,original_001,return_permutation,,4
2003-12-11,original_001,stale_1,0.3214285714285715,7
2003-12-11,original_001,stale_5,0.3214285714285715,7
2003-12-11,stock_001,primary,-0.5357142857142858,7
2003-12-11,stock_001,inverted,0.5357142857142858,7
2003-12-11,stock_001,asset_permutation,,3
2003-12-11,stock_001,return_permutation,,4
2003-12-11,stock_001,stale_1,0.39285714285714296,7
2003-12-11,stock_001,stale_5,0.39285714285714296,7
2003-12-11,add_015,primary,0.10714285714285716,7
2003-12-11,add_015,inverted,-0.10714285714285716,7
2003-12-11,add_015,asset_permutation,,3
2003-12-11,add_015,return_permutation,,4
2003-12-11,add_015,stale_1,-0.42857142857142866,7
2003-12-11,add_015,stale_5,0.21428571428571433,7
2003-12-11,old_042,primary,0.10714285714285716,7
2003-12-11,old_042,inverted,-0.10714285714285716,7
2003-12-11,old_042,asset_permutation,,3
2003-12-11,old_042,return_permutation,,4
2003-12-11,old_042,stale_1,0.6071428571428572,7
2003-12-11,old_042,stale_5,0.16216874328520064,7
2003-12-12,best_001,primary,0.1511857892036909,7
2003-12-12,best_001,inverted,-0.1511857892036909,7
2003-12-12,best_001,asset_permutation,,3
2003-12-12,best_001,return_permutation,,4
2003-12-12,best_001,stale_1,0.0,7
2003-12-12,best_001,stale_5,-0.5786375623578447,7
2003-12-12,best_002,primary,0.3555285645684319,7
2003-12-12,best_002,inverted,-0.3555285645684319,7
2003-12-12,best_002,asset_permutation,,3
2003-12-12,best_002,return_permutation,,4
2003-12-12,best_002,stale_1,-0.29880715233359845,7
2003-12-12,best_002,stale_5,-0.6736330697086078,7
2003-12-12,original_001,primary,-0.6785714285714287,7
2003-12-12,original_001,inverted,0.6785714285714287,7
2003-12-12,original_001,asset_permutation,,3
2003-12-12,original_001,return_permutation,,4
2003-12-12,original_001,stale_1,-0.5714285714285715,7
2003-12-12,original_001,stale_5,-0.4642857142857144,7
2003-12-12,stock_001,primary,0.42857142857142866,7
2003-12-12,stock_001,inverted,-0.42857142857142866,7
2003-12-12,stock_001,asset_permutation,,3
2003-12-12,stock_001,return_permutation,,4
2003-12-12,stock_001,stale_1,0.6071428571428572,7
2003-12-12,stock_001,stale_5,0.07142857142857144,7
2003-12-12,add_015,primary,0.21428571428571433,7
2003-12-12,add_015,inverted,-0.21428571428571433,7
2003-12-12,add_015,asset_permutation,,3
2003-12-12,add_015,return_permutation,,4
2003-12-12,add_015,stale_1,-0.7857142857142859,7
2003-12-12,add_015,stale_5,0.9285714285714288,7
2003-12-12,old_042,primary,0.39285714285714296,7
2003-12-12,old_042,inverted,-0.39285714285714296,7
2003-12-12,old_042,asset_permutation,,3
2003-12-12,old_042,return_permutation,,4
2003-12-12,old_042,stale_1,0.3214285714285715,7
2003-12-12,old_042,stale_5,-0.642857142857143,7
2003-12-15,best_001,primary,0.23643312187173024,7
2003-12-15,best_001,inverted,-0.23643312187173024,7
2003-12-15,best_001,asset_permutation,,3
2003-12-15,best_001,return_permutation,,4
2003-12-15,best_001,stale_1,-0.35906624935876597,7
2003-12-15,best_001,stale_5,-0.018898223650461364,7
2003-12-15,best_002,primary,0.23643312187173024,7
2003-12-15,best_002,inverted,-0.23643312187173024,7
2003-12-15,best_002,asset_permutation,,3
2003-12-15,best_002,return_permutation,,4
2003-12-15,best_002,stale_1,-0.14969623771302396,7
2003-12-15,best_002,stale_5,0.28068044571191997,7
2003-12-15,original_001,primary,-0.42857142857142866,7
2003-12-15,original_001,inverted,0.42857142857142866,7
2003-12-15,original_001,asset_permutation,,3
2003-12-15,original_001,return_permutation,,4
2003-12-15,original_001,stale_1,-0.42857142857142866,7
2003-12-15,original_001,stale_5,-0.3571428571428572,7
2003-12-15,stock_001,primary,0.03571428571428572,7
2003-12-15,stock_001,inverted,-0.03571428571428572,7
2003-12-15,stock_001,asset_permutation,,3
2003-12-15,stock_001,return_permutation,,4
2003-12-15,stock_001,stale_1,-0.03571428571428572,7
2003-12-15,stock_001,stale_5,-0.07142857142857144,7
2003-12-15,add_015,primary,-0.4642857142857144,7
