effective_date,scenario,selected,available,missing,missing_ciks,turnover,cost,adverse_loss,family,cost_bps
2025-07-04,adverse,10,9,1,0001819974,0.6055523886457479,0.007980488909659376,0.13099053058284102,cash_conversion,100
2025-10-03,adverse,10,9,1,0001819974,0.49999999999999983,0.006022457879068258,0.1198469117934584,cash_conversion,100
2026-01-02,adverse,10,10,0,,0.5773317133052328,0.005918123266464561,0.0,cash_conversion,100
2026-04-03,adverse,10,10,0,,0.31664344615349843,0.003264224340663325,0.0,cash_conversion,100
2026-07-03,adverse,10,10,0,,0.5745627415635195,0.007782202215058219,0.0,cash_conversion,100
2023-01-06,base,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,profitability,100
2023-04-07,base,10,10,0,,0.4351526845348633,0.004873132766269042,0.0,profitability,100
2023-07-07,base,10,10,0,,0.43088137143867167,0.0052797263574926555,0.0,profitability,100
2023-10-06,base,10,10,0,,0.2436588087120859,0.0028968802164927076,0.0,profitability,100
2024-01-05,base,10,10,0,,0.14563914757383045,0.0019587847775526393,0.0,profitability,100
2024-04-05,base,10,10,0,,0.43715063354251615,0.00595317599369176,0.0,profitability,100
2024-07-05,base,10,10,0,,0.33765532913742313,0.004818092974054578,0.0,profitability,100
2024-10-04,base,10,10,0,,0.25480167909448875,0.003714871259537751,0.0,profitability,100
2025-01-03,base,10,10,0,,0.12486692832150238,0.0020382727780332483,0.0,profitability,100
2025-04-04,base,10,10,0,,0.15665934859218372,0.002230112560771418,0.0,profitability,100
2025-07-04,base,10,10,0,,0.3320175299069382,0.006107906601776688,0.0,profitability,100
2025-10-03,base,10,10,0,,0.2643524958813016,0.005590201557848197,0.0,profitability,100
2026-01-02,base,10,10,0,,0.22041223592423853,0.004205500327867792,0.0,profitability,100
2026-04-03,base,10,10,0,,0.2824550831595557,0.004964278071394757,0.0,profitability,100
2026-07-03,base,10,10,0,,0.5180551119365876,0.010294784753238619,0.0,profitability,100
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,profitability,100
2023-04-07,adverse,10,10,0,,0.4351526845348633,0.004873132766269042,0.0,profitability,100
2023-07-07,adverse,10,10,0,,0.43088137143867167,0.0052797263574926555,0.0,profitability,100
2023-10-06,adverse,10,10,0,,0.2436588087120859,0.0028968802164927076,0.0,profitability,100
2024-01-05,adverse,10,10,0,,0.14563914757383045,0.0019587847775526393,0.0,profitability,100
2024-04-05,adverse,10,10,0,,0.43715063354251615,0.00595317599369176,0.0,profitability,100
2024-07-05,adverse,10,10,0,,0.33765532913742313,0.004818092974054578,0.0,profitability,100
2024-10-04,adverse,10,10,0,,0.25480167909448875,0.003714871259537751,0.0,profitability,100
2025-01-03,adverse,10,10,0,,0.12486692832150238,0.0020382727780332483,0.0,profitability,100
2025-04-04,adverse,10,10,0,,0.15665934859218372,0.002230112560771418,0.0,profitability,100
2025-07-04,adverse,10,10,0,,0.3320175299069382,0.006107906601776688,0.0,profitability,100
2025-10-03,adverse,10,10,0,,0.2643524958813016,0.005590201557848197,0.0,profitability,100
2026-01-02,adverse,10,10,0,,0.22041223592423853,0.004205500327867792,0.0,profitability,100
2026-04-03,adverse,10,10,0,,0.2824550831595557,0.004964278071394757,0.0,profitability,100
2026-07-03,adverse,10,10,0,,0.5180551119365876,0.010294784753238619,0.0,profitability,100
2023-01-06,base,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,quality_acceleration,100
2023-04-07,base,10,10,0,,0.9110974239033603,0.009204489018412927,0.0,quality_acceleration,100
2023-07-07,base,10,10,0,,1.0,0.01013148960792685,0.0,quality_acceleration,100
2023-10-06,base,10,9,1,0000712515,1.0000000000000004,0.009234185409009693,0.0,quality_acceleration,100
2024-01-05,base,10,10,0,,0.8045211447917935,0.006961732190916679,0.0,quality_acceleration,100
2024-04-05,base,10,10,0,,0.7999999999999998,0.006650314955590734,0.0,quality_acceleration,100
2024-07-05,base,10,10,0,,1.0,0.007558525863955857,0.0,quality_acceleration,100
2024-10-04,base,10,9,1,0001842718,0.9,0.007254534933413484,0.0,quality_acceleration,100
2025-01-03,base,10,10,0,,1.0000000000000002,0.008198907672438756,0.0,quality_acceleration,100
2025-04-04,base,10,10,0,,1.0000000000000004,0.006555634011945056,0.0,quality_acceleration,100
2025-07-04,base,10,10,0,,1.0000000000000002,0.00898484167322248,0.0,quality_acceleration,100
2025-10-03,base,10,10,0,,1.0000000000000002,0.0100006788174749,0.0,quality_acceleration,100
2026-01-02,base,10,10,0,,1.0000000000000002,0.009762746009109674,0.0,quality_acceleration,100
2026-04-03,base,10,10,0,,1.0000000000000002,0.010016860028444579,0.0,quality_acceleration,100
2026-07-03,base,10,10,0,,1.0000000000000002,0.01247133263650964,0.0,quality_acceleration,100
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,quality_acceleration,100
2023-04-07,adverse,10,10,0,,0.9110974239033603,0.009204489018412927,0.0,quality_acceleration,100
2023-07-07,adverse,10,10,0,,1.0,0.01013148960792685,0.0,quality_acceleration,100
2023-10-06,adverse,10,9,1,0000712515,1.0000000000000002,0.00923418540900969,0.09141843554919593,quality_acceleration,100
2024-01-05,adverse,10,10,0,,0.8,0.006191262056434195,0.0,quality_acceleration,100
2024-04-05,adverse,10,10,0,,0.8,0.0059480054496710705,0.0,quality_acceleration,100
2024-07-05,adverse,10,10,0,,1.0,0.006760304336036612,0.0,quality_acceleration,100
2024-10-04,adverse,10,9,1,0001842718,0.9000000000000004,0.006488416504619464,0.07144467506753208,quality_acceleration,100
2025-01-03,adverse,10,10,0,,1.0000000000000002,0.006618611584557132,0.0,quality_acceleration,100
2025-04-04,adverse,10,10,0,,1.0000000000000002,0.005292070230456716,0.0,quality_acceleration,100
2025-07-04,adverse,10,10,0,,1.0000000000000004,0.007253060963682442,0.0,quality_acceleration,100
2025-10-03,adverse,10,10,0,,1.0,0.00807310087138549,0.0,quality_acceleration,100
2026-01-02,adverse,10,10,0,,1.0000000000000002,0.00788102835334921,0.0,quality_acceleration,100
2026-04-03,adverse,10,10,0,,1.0,0.00808616323952705,0.0,quality_acceleration,100
2026-07-03,adverse,10,10,0,,1.0000000000000002,0.01006754923467944,0.0,quality_acceleration,100
2023-01-06,base,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,shareholder_discipline,100
2023-04-07,base,10,10,0,,0.1473574861836009,0.0014680710698337111,0.0,shareholder_discipline,100
2023-07-07,base,10,10,0,,0.44364206968718656,0.004611571918994467,0.0,shareholder_discipline,100
2023-10-06,base,10,10,0,,0.28732922722754456,0.003041686711164514,0.0,shareholder_discipline,100
2024-01-05,base,10,10,0,,0.2697866545942392,0.003136309034604129,0.0,shareholder_discipline,100
2024-04-05,base,10,10,0,,0.15211096952821318,0.001868035546741303,0.0,shareholder_discipline,100
2024-07-05,base,10,10,0,,0.515910417439069,0.0059697507064990695,0.0,shareholder_discipline,100
2024-10-04,base,10,10,0,,0.28527301643826536,0.0033008949381158,0.0,shareholder_discipline,100
2025-01-03,base,10,10,0,,0.16945053750094122,0.0018211277379559124,0.0,shareholder_discipline,100
2025-04-04,base,10,10,0,,0.12178558472411063,0.0010221731385451301,0.0,shareholder_discipline,100
2025-07-04,base,10,10,0,,0.6244026514284884,0.007345069888805405,0.0,shareholder_discipline,100
2025-10-03,base,10,10,0,,0.1456741661052408,0.0020371014280844207,0.0,shareholder_discipline,100
2026-01-02,base,10,10,0,,0.4504391885462516,0.006566918151147225,0.0,shareholder_discipline,100
2026-04-03,base,10,10,0,,0.24634760573539544,0.0038156607703678114,0.0,shareholder_discipline,100
2026-07-03,base,10,10,0,,0.6145364975193675,0.009731797943017503,0.0,shareholder_discipline,100
