effective_date,scenario,selected,available,missing,missing_ciks,turnover,cost,adverse_loss,family,cost_bps
2023-01-06,base,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,balance_sheet_quality,50
2023-04-07,base,10,10,0,,0.5518519841078061,0.0030508162464335216,0.0,balance_sheet_quality,50
2023-07-07,base,10,10,0,,0.2249904388281122,0.0013683117409239423,0.0,balance_sheet_quality,50
2023-10-06,base,10,10,0,,0.4443108456873139,0.002489737654525807,0.0,balance_sheet_quality,50
2024-01-05,base,10,10,0,,0.37301243850401916,0.002107670832361806,0.0,balance_sheet_quality,50
2024-04-05,base,10,10,0,,0.34250238338925637,0.0020746181100154237,0.0,balance_sheet_quality,50
2024-07-05,base,10,10,0,,0.17239701102288926,0.0009725240076983823,0.0,balance_sheet_quality,50
2024-10-04,base,10,10,0,,0.27029821779325847,0.0015103987269605658,0.0,balance_sheet_quality,50
2025-01-03,base,10,10,0,,0.31674690967156477,0.0020489920081390093,0.0,balance_sheet_quality,50
2025-04-04,base,10,10,0,,0.3511726942340351,0.001540712214130704,0.0,balance_sheet_quality,50
2025-07-04,base,10,10,0,,0.3179003294494871,0.0018456136436538853,0.0,balance_sheet_quality,50
2025-10-03,base,10,10,0,,0.17234963448384316,0.0011074526838868025,0.0,balance_sheet_quality,50
2026-01-02,base,10,10,0,,0.3808939772192898,0.0029790165317614037,0.0,balance_sheet_quality,50
2026-04-03,base,10,10,0,,0.3438754878230879,0.0029255266758025085,0.0,balance_sheet_quality,50
2026-07-03,base,10,10,0,,0.3850694379184546,0.004102152443497815,0.0,balance_sheet_quality,50
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,balance_sheet_quality,50
2023-04-07,adverse,10,10,0,,0.5518519841078061,0.0030508162464335216,0.0,balance_sheet_quality,50
2023-07-07,adverse,10,10,0,,0.2249904388281122,0.0013683117409239423,0.0,balance_sheet_quality,50
2023-10-06,adverse,10,10,0,,0.4443108456873139,0.002489737654525807,0.0,balance_sheet_quality,50
2024-01-05,adverse,10,10,0,,0.37301243850401916,0.002107670832361806,0.0,balance_sheet_quality,50
2024-04-05,adverse,10,10,0,,0.34250238338925637,0.0020746181100154237,0.0,balance_sheet_quality,50
2024-07-05,adverse,10,10,0,,0.17239701102288926,0.0009725240076983823,0.0,balance_sheet_quality,50
2024-10-04,adverse,10,10,0,,0.27029821779325847,0.0015103987269605658,0.0,balance_sheet_quality,50
2025-01-03,adverse,10,10,0,,0.31674690967156477,0.0020489920081390093,0.0,balance_sheet_quality,50
2025-04-04,adverse,10,10,0,,0.3511726942340351,0.001540712214130704,0.0,balance_sheet_quality,50
2025-07-04,adverse,10,10,0,,0.3179003294494871,0.0018456136436538853,0.0,balance_sheet_quality,50
2025-10-03,adverse,10,10,0,,0.17234963448384316,0.0011074526838868025,0.0,balance_sheet_quality,50
2026-01-02,adverse,10,10,0,,0.3808939772192898,0.0029790165317614037,0.0,balance_sheet_quality,50
2026-04-03,adverse,10,10,0,,0.3438754878230879,0.0029255266758025085,0.0,balance_sheet_quality,50
2026-07-03,adverse,10,10,0,,0.3850694379184546,0.004102152443497815,0.0,balance_sheet_quality,50
2023-01-06,base,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,cash_conversion,50
2023-04-07,base,10,10,0,,0.16215651443897208,0.000989423151933741,0.0,cash_conversion,50
2023-07-07,base,10,10,0,,0.7,0.0045373870941756555,0.0,cash_conversion,50
2023-10-06,base,10,10,0,,0.6242131004929174,0.0041975018816271204,0.0,cash_conversion,50
2024-01-05,base,10,10,0,,0.3650406505892031,0.002579820894653253,0.0,cash_conversion,50
2024-04-05,base,10,10,0,,0.3526994279482484,0.002525647333074637,0.0,cash_conversion,50
2024-07-05,base,10,10,0,,0.7136617357802566,0.005002113897536369,0.0,cash_conversion,50
2024-10-04,base,10,10,0,,0.2817541662106292,0.002066851423600492,0.0,cash_conversion,50
2025-01-03,base,10,10,0,,0.3818170917432112,0.0028811281099376876,0.0,cash_conversion,50
2025-04-04,base,10,10,0,,0.2722424805729485,0.00139377908070581,0.0,cash_conversion,50
2025-07-04,base,10,9,1,0001819974,0.6055523886457479,0.004088722231231913,0.0,cash_conversion,50
2025-10-03,base,10,9,1,0001819974,0.417791963557792,0.0028673268734773385,0.0,cash_conversion,50
2026-01-02,base,10,10,0,,0.6006398043798845,0.003929838664166779,0.0,cash_conversion,50
2026-04-03,base,10,10,0,,0.3166434461534984,0.0020892497966161832,0.0,cash_conversion,50
2026-07-03,base,10,10,0,,0.5745627415635193,0.004988869003994202,0.0,cash_conversion,50
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,cash_conversion,50
2023-04-07,adverse,10,10,0,,0.16215651443897208,0.000989423151933741,0.0,cash_conversion,50
2023-07-07,adverse,10,10,0,,0.7,0.0045373870941756555,0.0,cash_conversion,50
2023-10-06,adverse,10,10,0,,0.6242131004929174,0.0041975018816271204,0.0,cash_conversion,50
2024-01-05,adverse,10,10,0,,0.3650406505892031,0.002579820894653253,0.0,cash_conversion,50
2024-04-05,adverse,10,10,0,,0.3526994279482484,0.002525647333074637,0.0,cash_conversion,50
2024-07-05,adverse,10,10,0,,0.7136617357802566,0.005002113897536369,0.0,cash_conversion,50
2024-10-04,adverse,10,10,0,,0.2817541662106292,0.002066851423600492,0.0,cash_conversion,50
2025-01-03,adverse,10,10,0,,0.3818170917432112,0.0028811281099376876,0.0,cash_conversion,50
2025-04-04,adverse,10,10,0,,0.2722424805729485,0.00139377908070581,0.0,cash_conversion,50
2025-07-04,adverse,10,9,1,0001819974,0.6055523886457479,0.004088722231231913,0.13463220127923375,cash_conversion,50
2025-10-03,adverse,10,9,1,0001819974,0.49999999999999994,0.003094944183227231,0.12348827291076654,cash_conversion,50
2026-01-02,adverse,10,10,0,,0.5773317133052331,0.0030489680965172083,0.0,cash_conversion,50
2026-04-03,adverse,10,10,0,,0.31664344615349843,0.0016865840348539872,0.0,cash_conversion,50
2026-07-03,adverse,10,10,0,,0.5745627415635194,0.0040273531809084575,0.0,cash_conversion,50
2023-01-06,base,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,profitability,50
2023-04-07,base,10,10,0,,0.4351526845348633,0.0024488722739584323,0.0,profitability,50
2023-07-07,base,10,10,0,,0.43088137143867167,0.002658993777446741,0.0,profitability,50
2023-10-06,base,10,10,0,,0.24365880871208573,0.001462093430016128,0.0,profitability,50
2024-01-05,base,10,10,0,,0.14563914757383045,0.0009898317384489062,0.0,profitability,50
2024-04-05,base,10,10,0,,0.43715063354251615,0.003010509304737007,0.0,profitability,50
2024-07-05,base,10,10,0,,0.3376553291374232,0.0024418490415006678,0.0,profitability,50
2024-10-04,base,10,10,0,,0.2548016790944887,0.0018859165603471904,0.0,profitability,50
2025-01-03,base,10,10,0,,0.12486692832150244,0.0010360849493930829,0.0,profitability,50
2025-04-04,base,10,10,0,,0.1566593485921837,0.0011343086494900502,0.0,profitability,50
2025-07-04,base,10,10,0,,0.3320175299069382,0.003109119603358648,0.0,profitability,50
2025-10-03,base,10,10,0,,0.2643524958813016,0.0028503308630355374,0.0,profitability,50
2026-01-02,base,10,10,0,,0.22041223592423861,0.0021471414413043255,0.0,profitability,50
2026-04-03,base,10,10,0,,0.28245508315955564,0.0025373390008579045,0.0,profitability,50
2026-07-03,base,10,10,0,,0.5180551119365875,0.005269316813233416,0.0,profitability,50
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,profitability,50
2023-04-07,adverse,10,10,0,,0.4351526845348633,0.0024488722739584323,0.0,profitability,50
2023-07-07,adverse,10,10,0,,0.43088137143867167,0.002658993777446741,0.0,profitability,50
2023-10-06,adverse,10,10,0,,0.24365880871208573,0.001462093430016128,0.0,profitability,50
2024-01-05,adverse,10,10,0,,0.14563914757383045,0.0009898317384489062,0.0,profitability,50
2024-04-05,adverse,10,10,0,,0.43715063354251615,0.003010509304737007,0.0,profitability,50
2024-07-05,adverse,10,10,0,,0.3376553291374232,0.0024418490415006678,0.0,profitability,50
2024-10-04,adverse,10,10,0,,0.2548016790944887,0.0018859165603471904,0.0,profitability,50
2025-01-03,adverse,10,10,0,,0.12486692832150244,0.0010360849493930829,0.0,profitability,50
2025-04-04,adverse,10,10,0,,0.1566593485921837,0.0011343086494900502,0.0,profitability,50
2025-07-04,adverse,10,10,0,,0.3320175299069382,0.003109119603358648,0.0,profitability,50
2025-10-03,adverse,10,10,0,,0.2643524958813016,0.0028503308630355374,0.0,profitability,50
2026-01-02,adverse,10,10,0,,0.22041223592423861,0.0021471414413043255,0.0,profitability,50
2026-04-03,adverse,10,10,0,,0.28245508315955564,0.0025373390008579045,0.0,profitability,50
2026-07-03,adverse,10,10,0,,0.5180551119365875,0.005269316813233416,0.0,profitability,50
2023-01-06,base,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,quality_acceleration,50
2023-04-07,base,10,10,0,,0.9110974239033602,0.004625488168343869,0.0,quality_acceleration,50
2023-07-07,base,10,10,0,,1.0,0.0051147361173015824,0.0,quality_acceleration,50
2023-10-06,base,10,9,1,0000712515,1.0000000000000002,0.004685289226486274,0.0,quality_acceleration,50
2024-01-05,base,10,10,0,,0.8045211447917935,0.003550119840998649,0.0,quality_acceleration,50
2024-04-05,base,10,10,0,,0.8,0.003405065873336752,0.0,quality_acceleration,50
2024-07-05,base,10,10,0,,1.0,0.0038856893234873327,0.0,quality_acceleration,50
2024-10-04,base,10,9,1,0001842718,0.9000000000000001,0.0037482489935862524,0.0,quality_acceleration,50
2025-01-03,base,10,10,0,,1.0000000000000002,0.004255420314268519,0.0,quality_acceleration,50
2025-04-04,base,10,10,0,,1.0000000000000004,0.00341970822169629,0.0,quality_acceleration,50
2025-07-04,base,10,10,0,,1.0000000000000002,0.004710561383351817,0.0,quality_acceleration,50
2025-10-03,base,10,10,0,,1.0,0.005269623712584163,0.0,quality_acceleration,50
2026-01-02,base,10,10,0,,1.0,0.005170231649801597,0.0,quality_acceleration,50
2026-04-03,base,10,10,0,,1.0,0.005331599302749965,0.0,quality_acceleration,50
2026-07-03,base,10,10,0,,1.0,0.006671548482325478,0.0,quality_acceleration,50
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,quality_acceleration,50
2023-04-07,adverse,10,10,0,,0.9110974239033602,0.004625488168343869,0.0,quality_acceleration,50
2023-07-07,adverse,10,10,0,,1.0,0.0051147361173015824,0.0,quality_acceleration,50
2023-10-06,adverse,10,9,1,0000712515,1.0000000000000002,0.004685289226486274,0.09323725560707684,quality_acceleration,50
2024-01-05,adverse,10,10,0,,0.8,0.0031572203102048627,0.0,quality_acceleration,50
2024-04-05,adverse,10,10,0,,0.8,0.003045402677670695,0.0,quality_acceleration,50
2024-07-05,adverse,10,10,0,,1.0,0.0034752598365295883,0.0,quality_acceleration,50
2024-10-04,adverse,10,9,1,0001842718,0.9000000000000001,0.0033523367671175613,0.0741611389259007,quality_acceleration,50
2025-01-03,adverse,10,10,0,,1.0000000000000002,0.00343513195878457,0.0,quality_acceleration,50
2025-04-04,adverse,10,10,0,,1.0,0.002760514387422277,0.0,quality_acceleration,50
2025-07-04,adverse,10,10,0,,1.0000000000000002,0.003802538587671751,0.0,quality_acceleration,50
2025-10-03,adverse,10,10,0,,1.0000000000000002,0.004253834284047325,0.0,quality_acceleration,50
2026-01-02,adverse,10,10,0,,1.0000000000000004,0.004173601351434507,0.0,quality_acceleration,50
2026-04-03,adverse,10,10,0,,1.0000000000000002,0.004303863262319867,0.0,quality_acceleration,50
2026-07-03,adverse,10,10,0,,0.9999999999999999,0.005385519575909707,0.0,quality_acceleration,50
2023-01-06,base,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,shareholder_discipline,50
2023-04-07,base,10,10,0,,0.14735748618360092,0.0007377427850932036,0.0,shareholder_discipline,50
2023-07-07,base,10,10,0,,0.4436420696871866,0.002319141317191482,0.0,shareholder_discipline,50
2023-10-06,base,10,10,0,,0.28732922722754456,0.00153306045285862,0.0,shareholder_discipline,50
2024-01-05,base,10,10,0,,0.2697866545942392,0.0015830291949723114,0.0,shareholder_discipline,50
2024-04-05,base,10,10,0,,0.1521109695282132,0.0009441526872810439,0.0,shareholder_discipline,50
2024-07-05,base,10,10,0,,0.5159104174390688,0.0030195621653727697,0.0,shareholder_discipline,50
2024-10-04,base,10,10,0,,0.28527301643826536,0.0016739563094063487,0.0,shareholder_discipline,50
2025-01-03,base,10,10,0,,0.16945053750094125,0.000924854932232042,0.0,shareholder_discipline,50
2025-04-04,base,10,10,0,,0.12178558472411063,0.0005195485022703434,0.0,shareholder_discipline,50
2025-07-04,base,10,10,0,,0.6244026514284884,0.003735616297580033,0.0,shareholder_discipline,50
2025-10-03,base,10,10,0,,0.14567416610524075,0.001039300738547424,0.0,shareholder_discipline,50
2026-01-02,base,10,10,0,,0.4504391885462517,0.0033527939137182917,0.0,shareholder_discipline,50
2026-04-03,base,10,10,0,,0.24634760573539555,0.0019525242900250252,0.0,shareholder_discipline,50
2026-07-03,base,10,10,0,,0.6145364975193675,0.004986039318726844,0.0,shareholder_discipline,50
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.005000000000000002,0.0,shareholder_discipline,50
2023-04-07,adverse,10,10,0,,0.14735748618360092,0.0007377427850932036,0.0,shareholder_discipline,50
2023-07-07,adverse,10,10,0,,0.4436420696871866,0.002319141317191482,0.0,shareholder_discipline,50
2023-10-06,adverse,10,10,0,,0.28732922722754456,0.00153306045285862,0.0,shareholder_discipline,50
2024-01-05,adverse,10,10,0,,0.2697866545942392,0.0015830291949723114,0.0,shareholder_discipline,50
2024-04-05,adverse,10,10,0,,0.1521109695282132,0.0009441526872810439,0.0,shareholder_discipline,50
2024-07-05,adverse,10,10,0,,0.5159104174390688,0.0030195621653727697,0.0,shareholder_discipline,50
2024-10-04,adverse,10,10,0,,0.28527301643826536,0.0016739563094063487,0.0,shareholder_discipline,50
2025-01-03,adverse,10,10,0,,0.16945053750094125,0.000924854932232042,0.0,shareholder_discipline,50
2025-04-04,adverse,10,10,0,,0.12178558472411063,0.0005195485022703434,0.0,shareholder_discipline,50
2025-07-04,adverse,10,10,0,,0.6244026514284884,0.003735616297580033,0.0,shareholder_discipline,50
2025-10-03,adverse,10,10,0,,0.14567416610524075,0.001039300738547424,0.0,shareholder_discipline,50
2026-01-02,adverse,10,10,0,,0.4504391885462517,0.0033527939137182917,0.0,shareholder_discipline,50
2026-04-03,adverse,10,10,0,,0.24634760573539555,0.0019525242900250252,0.0,shareholder_discipline,50
2026-07-03,adverse,10,10,0,,0.6145364975193675,0.004986039318726844,0.0,shareholder_discipline,50
2023-01-06,base,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,balance_sheet_quality,100
2023-04-07,base,10,10,0,,0.551851984107806,0.006070971023053639,0.0,balance_sheet_quality,100
2023-07-07,base,10,10,0,,0.22499043882811218,0.002715337706581977,0.0,balance_sheet_quality,100
2023-10-06,base,10,10,0,,0.44431084568731394,0.0049351800109332334,0.0,balance_sheet_quality,100
2024-01-05,base,10,10,0,,0.3730124385040191,0.004168541803724362,0.0,balance_sheet_quality,100
2024-04-05,base,10,10,0,,0.3425023833892564,0.004095503312393938,0.0,balance_sheet_quality,100
2024-07-05,base,10,10,0,,0.17239701102288923,0.0019165660813239814,0.0,balance_sheet_quality,100
2024-10-04,base,10,10,0,,0.2702982177932586,0.0029739950248363588,0.0,balance_sheet_quality,100
2025-01-03,base,10,10,0,,0.3167469096715648,0.004029032343353082,0.0,balance_sheet_quality,100
2025-04-04,base,10,10,0,,0.3511726942340352,0.003024771480515554,0.0,balance_sheet_quality,100
2025-07-04,base,10,10,0,,0.31790032944948704,0.0036169896028073233,0.0,balance_sheet_quality,100
2025-10-03,base,10,10,0,,0.1723496344838431,0.002166904076299421,0.0,balance_sheet_quality,100
2026-01-02,base,10,10,0,,0.3808939772192899,0.0058238835555702,0.0,balance_sheet_quality,100
2026-04-03,base,10,10,0,,0.34387548782308797,0.005708399528634144,0.0,balance_sheet_quality,100
2026-07-03,base,10,10,0,,0.3850694379184546,0.007990490647129278,0.0,balance_sheet_quality,100
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,balance_sheet_quality,100
2023-04-07,adverse,10,10,0,,0.551851984107806,0.006070971023053639,0.0,balance_sheet_quality,100
2023-07-07,adverse,10,10,0,,0.22499043882811218,0.002715337706581977,0.0,balance_sheet_quality,100
2023-10-06,adverse,10,10,0,,0.44431084568731394,0.0049351800109332334,0.0,balance_sheet_quality,100
2024-01-05,adverse,10,10,0,,0.3730124385040191,0.004168541803724362,0.0,balance_sheet_quality,100
2024-04-05,adverse,10,10,0,,0.3425023833892564,0.004095503312393938,0.0,balance_sheet_quality,100
2024-07-05,adverse,10,10,0,,0.17239701102288923,0.0019165660813239814,0.0,balance_sheet_quality,100
2024-10-04,adverse,10,10,0,,0.2702982177932586,0.0029739950248363588,0.0,balance_sheet_quality,100
2025-01-03,adverse,10,10,0,,0.3167469096715648,0.004029032343353082,0.0,balance_sheet_quality,100
2025-04-04,adverse,10,10,0,,0.3511726942340352,0.003024771480515554,0.0,balance_sheet_quality,100
2025-07-04,adverse,10,10,0,,0.31790032944948704,0.0036169896028073233,0.0,balance_sheet_quality,100
2025-10-03,adverse,10,10,0,,0.1723496344838431,0.002166904076299421,0.0,balance_sheet_quality,100
2026-01-02,adverse,10,10,0,,0.3808939772192899,0.0058238835555702,0.0,balance_sheet_quality,100
2026-04-03,adverse,10,10,0,,0.34387548782308797,0.005708399528634144,0.0,balance_sheet_quality,100
2026-07-03,adverse,10,10,0,,0.3850694379184546,0.007990490647129278,0.0,balance_sheet_quality,100
2023-01-06,base,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,cash_conversion,100
2023-04-07,base,10,10,0,,0.16215651443897214,0.001968902352591767,0.0,cash_conversion,100
2023-07-07,base,10,10,0,,0.7,0.009021845672150497,0.0,cash_conversion,100
2023-10-06,base,10,10,0,,0.6242131004929174,0.008316726262164311,0.0,cash_conversion,100
2024-01-05,base,10,10,0,,0.36504065058920304,0.005095528388324578,0.0,cash_conversion,100
2024-04-05,base,10,10,0,,0.3526994279482483,0.004979405854284211,0.0,cash_conversion,100
2024-07-05,base,10,10,0,,0.7136617357802566,0.009844427961018065,0.0,cash_conversion,100
2024-10-04,base,10,10,0,,0.2817541662106291,0.004053107564001746,0.0,cash_conversion,100
2025-01-03,base,10,10,0,,0.3818170917432112,0.005641938187338265,0.0,cash_conversion,100
2025-04-04,base,10,10,0,,0.27224248057294853,0.0027241323857191565,0.0,cash_conversion,100
2025-07-04,base,10,9,1,0001819974,0.6055523886457479,0.007980488909659376,0.0,cash_conversion,100
2025-10-03,base,10,9,1,0001819974,0.4177919635577921,0.00557953691527687,0.0,cash_conversion,100
2026-01-02,base,10,10,0,,0.6006398043798845,0.007631072782123247,0.0,cash_conversion,100
2026-04-03,base,10,10,0,,0.3166434461534984,0.004044744258891437,0.0,cash_conversion,100
2026-07-03,base,10,10,0,,0.5745627415635193,0.009643031374642744,0.0,cash_conversion,100
2023-01-06,adverse,10,10,0,,1.0000000000000004,0.010000000000000004,0.0,cash_conversion,100
2023-04-07,adverse,10,10,0,,0.16215651443897214,0.001968902352591767,0.0,cash_conversion,100
2023-07-07,adverse,10,10,0,,0.7,0.009021845672150497,0.0,cash_conversion,100
2023-10-06,adverse,10,10,0,,0.6242131004929174,0.008316726262164311,0.0,cash_conversion,100
2024-01-05,adverse,10,10,0,,0.36504065058920304,0.005095528388324578,0.0,cash_conversion,100
2024-04-05,adverse,10,10,0,,0.3526994279482483,0.004979405854284211,0.0,cash_conversion,100
2024-07-05,adverse,10,10,0,,0.7136617357802566,0.009844427961018065,0.0,cash_conversion,100
2024-10-04,adverse,10,10,0,,0.2817541662106291,0.004053107564001746,0.0,cash_conversion,100
2025-01-03,adverse,10,10,0,,0.3818170917432112,0.005641938187338265,0.0,cash_conversion,100
2025-04-04,adverse,10,10,0,,0.27224248057294853,0.0027241323857191565,0.0,cash_conversion,100
