family,decision_at,cik10,company_name,sector,score,available_features,intended_weight
profitability,2012-04-01 00:00:00+00:00,0000814549,EBIX INC,technology,0.9876543209876543,2,0.1
profitability,2012-04-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9358632087465039,4,0.1
profitability,2012-04-01 00:00:00+00:00,0001013462,ANSYS INC,technology,0.9288433106383781,3,0.1
profitability,2012-04-01 00:00:00+00:00,0001308547,"DOLBY LABORATORIES, INC.",technology,0.9287213605672796,4,0.1
profitability,2012-04-01 00:00:00+00:00,0001173489,CEVA INC,technology,0.9262508122157245,2,0.1
profitability,2012-04-01 00:00:00+00:00,0001111928,IPG PHOTONICS CORP,technology,0.9171539961013645,2,0.1
profitability,2012-04-01 00:00:00+00:00,0001005284,UNIVERSAL DISPLAY CORP \PA\,technology,0.9148797920727745,2,0.1
profitability,2012-04-01 00:00:00+00:00,0001104485,"NORTHERN OIL & GAS, INC.",energy,0.9077555816686252,2,0.1
profitability,2012-04-01 00:00:00+00:00,0000320193,APPLE INC,technology,0.8958442805887504,3,0.1
profitability,2012-04-01 00:00:00+00:00,0000804328,QUALCOMM INC/DE,technology,0.893194338503263,3,0.1
profitability,2012-07-01 00:00:00+00:00,0000896878,INTUIT INC,technology,0.9942528735632183,4,0.1
profitability,2012-07-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9550072811304101,4,0.1
profitability,2012-07-01 00:00:00+00:00,0000789019,MICROSOFT CORP,technology,0.9392471663926528,4,0.1
profitability,2012-07-01 00:00:00+00:00,0000320193,APPLE INC,technology,0.9245769796939994,3,0.1
profitability,2012-07-01 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,0.914039039039039,3,0.1
profitability,2012-07-01 00:00:00+00:00,0001006655,EVOLUTION PETROLEUM CORP,energy,0.9042792792792793,2,0.1
profitability,2012-07-01 00:00:00+00:00,0001013462,ANSYS INC,technology,0.8974869251377583,3,0.1
profitability,2012-07-01 00:00:00+00:00,0001308547,"DOLBY LABORATORIES, INC.",technology,0.8972870413732572,4,0.1
profitability,2012-07-01 00:00:00+00:00,0000804328,QUALCOMM INC/DE,technology,0.8822313519723851,3,0.1
profitability,2012-07-01 00:00:00+00:00,0000814549,EBIX INC,technology,0.8718011957944576,4,0.1
profitability,2012-10-01 00:00:00+00:00,0001014473,VERISIGN INC/CA,technology,0.9805171571743013,4,0.1
profitability,2012-10-01 00:00:00+00:00,0001013462,ANSYS INC,technology,0.9249258888008383,3,0.1
profitability,2012-10-01 00:00:00+00:00,0000320193,APPLE INC,technology,0.9059896683407942,3,0.1
profitability,2012-10-01 00:00:00+00:00,0001308547,"DOLBY LABORATORIES, INC.",technology,0.8917482208813301,4,0.1
profitability,2012-10-01 00:00:00+00:00,0000804328,QUALCOMM INC/DE,technology,0.8883388700250682,3,0.1
profitability,2012-10-01 00:00:00+00:00,0001349436,SANDRIDGE ENERGY INC,energy,0.8723404255319149,3,0.1
profitability,2012-10-01 00:00:00+00:00,0001171486,NATURAL RESOURCE PARTNERS LP,energy,0.8719658568914688,4,0.1
