forward_horizon_weeks,decisions,mean_ic,ic_std,standard_error,t_stat,p_value,share_positive,minimum_detectable_ic_at_80pct_power
4,14,-0.0008398043052419899,0.06389502867359097,0.017076664715333888,-0.04917847362125068,0.9615246138281058,0.5714285714285714,0.047814661202934886
13,14,0.020684480879317863,0.04574383016951904,0.012225552860936684,1.6919055616216183,0.11447948537047596,0.7857142857142857,0.03423154801062271
26,13,0.029116188258300806,0.03566770421838499,0.009892441264420794,2.9432763339237846,0.012296889795099592,0.8461538461538461,0.027698835540378223
