cik10,company_name_as_filed,sector,current_tickers,first_recent_decision,last_recent_decision,recent_decision_rows,validated_price_rows,batch_price_attempted,companyfacts_cached,single_current_ticker,queue_status,priority,recovered_symbol,audit_status,selection_basis
0000310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,finance_insurance_real_estate,FNMA|FNMAG|FNMAH|FNMAI|FNMAJ|FNMAK|FNMAL|FNMAM|FNMAN|FNMAO|FNMAP|FNMAS|FNMAT|FNMFM|FNMFN|FNMFO,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3,FNMA,accepted_current_primary_candidate,sec_current_primary_ticker
0000831001,CITIGROUP INC,finance_insurance_real_estate,C|C-PN|C-PR,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3,C,accepted_current_primary_candidate,sec_current_primary_ticker
0001428205,"ARMOUR RESIDENTIAL REIT, INC.",finance_insurance_real_estate,ARR|ARR-PC,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3,ARR,accepted_current_primary_candidate,sec_current_primary_ticker
0001831359,JAWS MUSTANG ACQUISITION CORP,finance_insurance_real_estate,JWSMF|JWSUF|JWSWF,2023-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,7,0,False,False,False,identity_recovery_required,3,JWSMF,accepted_current_primary_candidate,sec_current_primary_ticker
0001909747,JUSHI HOLDINGS INC.,manufacturing,JUSH|JUSHF,2024-07-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3,JUSH,accepted_current_primary_candidate,sec_current_primary_ticker
0001814974,"BBX CAPITAL, INC.",retail_trade,BBXIA|BBXIB,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,0,False,False,False,identity_recovery_required,3,BBXIA,accepted_current_primary_candidate,sec_current_primary_ticker
0000750004,"LIGHT & WONDER, INC.",technology,LAWIL|LNWO,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3,LAWIL,accepted_current_primary_candidate,sec_current_primary_ticker
