cik10,company_name_as_filed,sector,current_tickers,first_recent_decision,last_recent_decision,recent_decision_rows,validated_price_rows,batch_price_attempted,companyfacts_cached,single_current_ticker,queue_status,priority,recovered_symbol,audit_status,selection_basis
0001895262,NOBLE CORP PLC,energy,NE|NE-WT|NE-WTA,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3,NE,rejected_duplicate_symbol,sec_current_primary_ticker
0001040971,SL GREEN REALTY CORP,finance_insurance_real_estate,SLG|SLG-PI,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3,SLG,rejected_duplicate_symbol,sec_current_primary_ticker
0001471824,TEUCRIUM COMMODITY TRUST,finance_insurance_real_estate,BTCK|CANE|CORN|SOYB|TAGS|WEAT,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3,BTCK,rejected_non_common_security,sec_current_primary_ticker
0001130713,"BED BATH & BEYOND, INC.",retail_trade,BBBY|BBBYW|NXH,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3,BBBY,rejected_duplicate_symbol,sec_current_primary_ticker
0001660734,TRITON INTERNATIONAL LTD,services,TRTN-PA|TRTN-PB|TRTN-PC|TRTN-PD|TRTN-PE|TRTN-PF|TRTN-PG,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,0,False,False,False,identity_recovery_required,3,TRTN-PA,rejected_non_common_security,sec_current_primary_ticker
