candidate,state,n_weeks,ann_return,ann_vol,sharpe,max_drawdown,avg_BIL,avg_GLD,avg_HYG,avg_LQD,avg_TLT
improved_phaseggg_confirmed_only_robust_offense,calm_trend,295,0.06742128752143617,0.06659379228458635,1.0136902416228977,-0.10981623289360132,0.19661016949152543,0.2135593220338983,0.28418079096045196,0.19774011299435026,0.10790960451977401
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,493,0.0528504375485781,0.09247433772193912,0.6036467765349091,-0.15890451329774546,0.0872210953346856,0.2697768762677485,0.2099391480730223,0.23258958755916156,0.20047329276538203
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,44,0.13058936091353046,0.07385960753245224,1.700420642292129,-0.04345295139896821,0.0,0.3522727272727273,0.15909090909090906,0.2234848484848485,0.26515151515151514
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,49,0.08606636940335055,0.0805833229602457,1.0656057960284295,-0.024435162873748473,0.0,0.2534013605442177,0.27721088435374147,0.2568027210884353,0.21258503401360543
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,229,0.0542802964603355,0.14082485396391334,0.44605154122444685,-0.17130519201881433,0.004366812227074236,0.20960698689956336,0.3245997088791849,0.2685589519650655,0.1928675400291121
improved_phaselll_recovery_defense_filter,calm_trend,295,0.06742128752143617,0.06659379228458635,1.0136902416228977,-0.10981623289360132,0.19661016949152543,0.2135593220338983,0.28418079096045196,0.19774011299435026,0.10790960451977401
improved_phaselll_recovery_defense_filter,neutral_mixed,493,0.05079847568667195,0.09267069487106142,0.5815009474157984,-0.16672077414120334,0.0872210953346856,0.2697768762677485,0.2099391480730223,0.23258958755916156,0.20047329276538203
improved_phaselll_recovery_defense_filter,recovery_confirmed,44,0.12901571910775567,0.09050392393234293,1.3877865884202423,-0.0691678996893782,0.0,0.5113636363636362,0.19318181818181818,0.29545454545454547,0.0
improved_phaselll_recovery_defense_filter,recovery_fragile,49,0.14331837084786958,0.06046886637666739,2.2478140339720674,-0.02214098291439226,0.061224489795918366,0.0,0.37074829931972786,0.30952380952380953,0.2585034013605442
improved_phaselll_recovery_defense_filter,stressed_panic,229,0.0542802964603355,0.14082485396391334,0.44605154122444685,-0.17130519201881433,0.004366812227074236,0.20960698689956336,0.3245997088791849,0.2685589519650655,0.1928675400291121
improved_phaselll_recovery_defense_blend,calm_trend,295,0.06742128752143617,0.06659379228458635,1.0136902416228977,-0.10981623289360132,0.19661016949152543,0.2135593220338983,0.28418079096045196,0.19774011299435026,0.10790960451977401
improved_phaselll_recovery_defense_blend,neutral_mixed,493,0.052060558251140865,0.09251815979452782,0.595285396548981,-0.16282090353671208,0.0872210953346856,0.2697768762677485,0.2099391480730223,0.23258958755916156,0.20047329276538203
improved_phaselll_recovery_defense_blend,recovery_confirmed,44,0.13018245284657448,0.078468469104848,1.6005953472652172,-0.05086300872762328,0.0,0.4318181818181817,0.17613636363636362,0.259469696969697,0.13257575757575757
improved_phaselll_recovery_defense_blend,recovery_fragile,49,0.09020837300726825,0.07383334223638455,1.2076576728462456,-0.025863746126259413,0.0,0.15731292517006804,0.32397959183673464,0.2831632653061224,0.23554421768707481
improved_phaselll_recovery_defense_blend,stressed_panic,229,0.0542802964603355,0.14082485396391334,0.44605154122444685,-0.17130519201881433,0.004366812227074236,0.20960698689956336,0.3245997088791849,0.2685589519650655,0.1928675400291121
improved_phaselll_conservative_defense_polish,calm_trend,295,0.06742128752143617,0.06659379228458635,1.0136902416228977,-0.10981623289360132,0.19661016949152543,0.2135593220338983,0.28418079096045196,0.19774011299435026,0.10790960451977401
improved_phaselll_conservative_defense_polish,neutral_mixed,493,0.052464620249860205,0.09249673731514887,0.5995569572740092,-0.16086477728515058,0.0872210953346856,0.2697768762677485,0.2099391480730223,0.23258958755916156,0.20047329276538203
improved_phaselll_conservative_defense_polish,recovery_confirmed,44,0.13048101898853703,0.07509874207447087,1.6723893163678603,-0.04238184449355842,0.0,0.3920454545454545,0.16761363636363635,0.24147727272727273,0.19886363636363635
improved_phaselll_conservative_defense_polish,recovery_fragile,49,0.08838412180176225,0.07660056484275105,1.1448296767130008,-0.024906935218051762,0.0,0.20535714285714285,0.3005952380952381,0.2699829931972789,0.22406462585034012
improved_phaselll_conservative_defense_polish,stressed_panic,229,0.0542802964603355,0.14082485396391334,0.44605154122444685,-0.17130519201881433,0.004366812227074236,0.20960698689956336,0.3245997088791849,0.2685589519650655,0.1928675400291121
