candidate,scenario,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover,total_return,annual_volatility,win_rate,best_week,worst_week
cash100__f400__sector70,base,50,full_recent,188,2023-01-06,2026-08-07,0.3625953083266005,1.4810469529629735,2.4403465426940127,-0.2330223552882834,2.924988455553821,2.0604689956841846,0.22676491199470283,0.5904255319148937,0.11529536904474091,-0.12569620363330747
cash100__f400__sector70,base,50,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.3430433707626461,1.361148219100676,2.223160878641029,-0.23302235528828352,2.9848006250809793,1.4501724509598013,0.2379327262718261,0.5949367088607594,0.11529536904474091,-0.12569620363330747
cash100__f400__sector70,base,50,trailing_3y,157,2023-08-11,2026-08-07,0.352926085056118,1.3901902096092522,2.2719395613037285,-0.23302235528828374,3.0027873423408624,1.4908450515652674,0.2383363044023475,0.5987261146496815,0.11529536904474091,-0.12569620363330747
cash100__f400__sector70,base,50,trailing_2y,105,2024-08-09,2026-08-07,0.4893255078159404,1.6443509078811527,2.749351539032949,-0.23302235528828352,3.2383455560007,1.235146425072025,0.2641528354380925,0.6190476190476191,0.11529536904474091,-0.12569620363330747
cash100__f400__sector70,base,50,trailing_1y,53,2025-08-08,2026-08-07,0.8560158340967619,2.310106206223298,4.409398029893527,-0.1308039043057465,1.4796073886233272,0.8782210744678811,0.28650449821874635,0.6415094339622641,0.11529536904474091,-0.07249394358101768
cash100__f400__sector70,base,50,ytd,32,2026-01-02,2026-08-07,0.7755590894750604,1.9631458047703385,3.741814835098148,-0.1308039043057463,2.4505997374073853,0.42376070679468714,0.3187634590553328,0.59375,0.11529536904474091,-0.07249394358101768
cash100__f400__sector70,base,100,full_recent,188,2023-01-06,2026-08-07,0.3158943706554105,1.322264776066304,2.1420427517485634,-0.24992000306729178,2.9252061863854872,1.6979250105958457,0.22763754570186542,0.5851063829787234,0.11524988102393063,-0.1275485828049837
cash100__f400__sector70,base,100,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.2949915514536985,1.203232779764143,1.9322133001879878,-0.24992000306729178,2.98490735311244,1.1934046724868779,0.23893545364586474,0.5886075949367089,0.11524988102393063,-0.1275485828049837
cash100__f400__sector70,base,100,trailing_3y,157,2023-08-11,2026-08-07,0.30422575151006126,1.2313426090093138,1.9785630761085367,-0.24992000306729245,3.002894398363233,1.2298550623433977,0.23936496875683172,0.5923566878980892,0.11524988102393063,-0.1275485828049837
cash100__f400__sector70,base,100,trailing_2y,105,2024-08-09,2026-08-07,0.4341444566411623,1.4958324127107552,2.4604551558228835,-0.24725026136626238,3.238423559685251,1.0710815464149173,0.2651504973847315,0.6190476190476191,0.11524988102393063,-0.1275485828049837
cash100__f400__sector70,base,100,trailing_1y,53,2025-08-08,2026-08-07,0.81214929848035,2.224255193592584,4.196436333212254,-0.13370079423171544,1.4794240873948514,0.832986405590763,0.2867190395095785,0.6415094339622641,0.11524988102393063,-0.07293461104915766
cash100__f400__sector70,base,100,ytd,32,2026-01-02,2026-08-07,0.7311360834407485,1.8822856252009712,3.547990081489076,-0.13370079423171555,2.450296144747723,0.4017331985740471,0.31888284600711503,0.59375,0.11524988102393063,-0.07293461104915766
cash100__f400__sector70,base,200,full_recent,188,2023-01-06,2026-08-07,0.22698953394834986,1.0052430274064905,1.572009288655501,-0.31308753203023987,2.925896639320465,1.0950474915413833,0.23012703315820449,0.5638297872340425,0.1151589049823103,-0.13124847902741354
cash100__f400__sector70,base,200,since_pilot_holdout_start,158,2023-08-04,2026-08-07,0.203735618780031,0.8888090007142313,1.3782110839404336,-0.31308753203023987,2.9854233894875453,0.7566720248733589,0.2416917289155976,0.569620253164557,0.1151589049823103,-0.13124847902741354
cash100__f400__sector70,base,200,trailing_3y,157,2023-08-11,2026-08-07,0.21176941903098112,0.9150942014021929,1.4198772069061234,-0.31308753203023965,3.003413017980939,0.7859290231751974,0.24217388585935978,0.5732484076433121,0.1151589049823103,-0.13124847902741354
cash100__f400__sector70,base,200,trailing_2y,105,2024-08-09,2026-08-07,0.3295665268115311,1.1991829809677863,1.9082664838308077,-0.2798440691519055,3.239036065947867,0.7774573367148923,0.26786084584319264,0.6,0.1151589049823103,-0.13124847902741354
