version,state,sleeve,avg_weight,ann_return,sharpe,contribution_proxy,n_weeks,weight_rank,performance_rank,rank_gap_weight_minus_perf,state_flag
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,cta_trend_long_only,0.10829655866459888,0.1309342887420255,1.1363558276966819,0.014179732881958293,493,5.0,5.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,cta_trend_long_only,0.16369675120941143,0.09692670505615752,1.0192557064694225,0.015866586723125818,44,3.0,2.0,-1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_selective_signals,0.15031605485636715,0.1070138621903467,1.253482820838456,0.016085901579395868,493,3.0,3.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_selective_signals,0.10476727195284267,0.07965757453257316,0.6146326564246483,0.008345506774157928,229,3.0,3.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_regime_offense_component,0.11233516805900727,0.15142669022631638,0.9659542139741286,0.017010542695192483,493,4.0,6.0,2.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_regime_offense_component,0.12638594760479577,0.16286192489289686,1.522833515405619,0.020583458706329844,49,4.0,3.0,-1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_regime_defense_component,0.2886353615597795,0.05806543910922235,0.8642703804483317,0.01675973901141775,295,1.0,2.0,1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_regime_defense_component,0.14890564383203592,0.07395334839807721,0.6211543644588591,0.011012070956750549,229,2.0,2.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,taa_10m_sma,0.12371110709528582,0.07598095824292694,0.883180123039195,0.009399688462393176,49,5.0,5.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,cash::BIL,0.22864629393340052,0.01000403257215754,3.565800915382684,0.0022873849720128456,493,1.0,1.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,cash::BIL,0.13020046748786926,0.012423099558288353,3.9317955406340444,0.0016174933701374856,49,3.0,1.0,-2.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,cash::BIL,0.509234856569476,0.015027910428176972,2.9429345197319923,0.007652735811431633,229,1.0,1.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,neutral_mixed,dual_momentum_topn,0.10428851330811152,0.14534241991762276,1.17973299987038,0.015157544893812134,493,6.0,5.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_fragile,dual_momentum_topn,0.14373837251295407,0.10897262099505034,1.3782609761273708,0.015663547190299505,49,3.0,3.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,neutral_mixed,cta_trend_long_only,0.1046007732383055,0.1309342887420255,1.1363558276966819,0.013695827845823426,493,5.0,6.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,cta_trend_long_only,0.1083563731050289,0.09692670505615752,1.0192557064694225,0.010502626216906095,44,4.0,2.0,-2.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,neutral_mixed,composite_selective_signals,0.18410697623762956,0.1070138621903467,1.253482820838456,0.019701998583375124,493,3.0,4.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,stressed_panic,composite_selective_signals,0.11643545196606989,0.07965757453257316,0.6146326564246483,0.009274965693221055,229,3.0,3.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,neutral_mixed,composite_regime_conditioned,0.24904237860585535,0.12238603038143636,1.4482807547418945,0.03047930811432139,493,1.0,2.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,stressed_panic,composite_regime_conditioned,0.17259945067106483,0.04151006641387944,0.6882625006258457,0.00716461466035501,229,2.0,2.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,neutral_mixed,taa_10m_sma,0.13471812498752497,0.1400689404872535,1.2657058184513945,0.018869825031432013,493,4.0,3.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_fragile,taa_10m_sma,0.13906982567823584,0.07598095824292694,0.883180123039195,0.010566658617709166,49,4.0,4.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,neutral_mixed,cash::BIL,0.2232432336225728,0.01000403257215754,3.565800915382684,0.0022333325806739935,493,2.0,1.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,stressed_panic,cash::BIL,0.5093247219202601,0.015027910428176972,2.9429345197319923,0.007654086299873813,229,1.0,1.0,0.0,STATE_HELPFUL
