version,state,sleeve,avg_weight,ann_return,sharpe,contribution_proxy,n_weeks,weight_rank,performance_rank,rank_gap_weight_minus_perf,state_flag
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,taa_10m_sma,0.12037823004052893,0.029251375997720652,0.4054620011660319,0.0035212288688556232,44,5.0,3.0,-2.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,taa_10m_sma,0.12371110709528582,0.07598095824292694,0.883180123039195,0.009399688462393176,49,5.0,5.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,taa_10m_sma,0.07183161655141046,-0.05192321314884285,-0.1936707511733194,-0.0037297283370248333,229,4.0,7.0,3.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,cash::BIL,0.03632391789975976,0.01159940360566658,3.854342876585377,0.00042133578425841017,295,7.0,1.0,-6.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,cash::BIL,0.22864629393340052,0.01000403257215754,3.565800915382684,0.0022873849720128456,493,1.0,1.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,cash::BIL,0.08427027380857775,0.015555702772644953,6.467426003749707,0.0013108833319356423,44,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,cash::BIL,0.13020046748786926,0.012423099558288353,3.9317955406340444,0.0016174933701374856,49,3.0,1.0,-2.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,cash::BIL,0.509234856569476,0.015027910428176972,2.9429345197319923,0.007652735811431633,229,1.0,1.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,calm_trend,dual_momentum_topn,0.1433035323665429,0.03024375172320437,0.30855690023813814,0.004334036453951905,295,4.0,5.0,1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,dual_momentum_topn,0.10428851330811152,0.14534241991762276,1.17973299987038,0.015157544893812134,493,6.0,5.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,dual_momentum_topn,0.08777399532253198,0.001042729812852805,0.05994562178161069,9.152456171600676e-05,44,5.0,5.0,0.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,recovery_fragile,dual_momentum_topn,0.14373837251295407,0.10897262099505034,1.3782609761273708,0.015663547190299505,49,3.0,3.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,stressed_panic,dual_momentum_topn,0.06352459002926245,0.05458824990837985,0.4241417708942909,0.0034676961958447533,229,5.0,4.0,-1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,calm_trend,cta_trend_long_only,0.12623478929714274,0.01543513278115749,0.18658266406765023,0.0019484507344028365,295,5.0,6.0,1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,cta_trend_long_only,0.1046007732383055,0.1309342887420255,1.1363558276966819,0.013695827845823426,493,5.0,6.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,cta_trend_long_only,0.1083563731050289,0.09692670505615752,1.0192557064694225,0.010502626216906095,44,4.0,2.0,-2.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_fragile,cta_trend_long_only,0.1245680607289731,0.16099892710709107,1.7122671560179228,0.020055324129175635,49,5.0,2.0,-3.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,cta_trend_long_only,0.061951185505940795,0.035880948009824554,0.29628970847872826,0.002222867266285658,229,6.0,5.0,-1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,calm_trend,composite_selective_signals,0.21651682795945143,0.04409777570240214,0.5630083532511545,0.009547910515151482,295,2.0,3.0,1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,composite_selective_signals,0.18410697623762956,0.1070138621903467,1.253482820838456,0.019701998583375124,493,3.0,4.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_selective_signals,0.23107260197421772,-0.014439163815455625,-0.1834669896943067,-0.0033364951531693046,44,2.0,6.0,4.0,STATE_HARMFUL
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_selective_signals,0.19013151490391494,0.026438767406250507,0.44869719203082603,0.005026842899142659,49,2.0,6.0,4.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,composite_selective_signals,0.11643545196606989,0.07965757453257316,0.6146326564246483,0.009274965693221055,229,3.0,3.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,calm_trend,composite_regime_conditioned,0.31097656350895186,0.02918918387249403,0.3555525358477046,0.009077152092299113,295,1.0,4.0,3.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,neutral_mixed,composite_regime_conditioned,0.24904237860585535,0.12238603038143636,1.4482807547418945,0.03047930811432139,493,1.0,2.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_regime_conditioned,0.3310716607801548,0.014035780273199627,0.23207141915732316,0.004646849085393536,44,1.0,4.0,3.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_regime_conditioned,0.27897905543152324,0.03716535074354321,0.7187316543084321,0.010368354445214945,49,1.0,5.0,4.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,composite_regime_conditioned,0.17259945067106483,0.04151006641387944,0.6882625006258457,0.00716461466035501,229,2.0,2.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,calm_trend,taa_10m_sma,0.16945186108466728,0.05350230981013815,0.5757766445629094,0.009066065969656362,295,3.0,2.0,-1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,taa_10m_sma,0.13471812498752497,0.1400689404872535,1.2657058184513945,0.018869825031432013,493,4.0,3.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,taa_10m_sma,0.17788775316154726,0.029251375997720652,0.4054620011660319,0.005203461553118139,44,3.0,3.0,0.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,recovery_fragile,taa_10m_sma,0.13906982567823584,0.07598095824292694,0.883180123039195,0.010566658617709166,49,4.0,4.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,stressed_panic,taa_10m_sma,0.07616459990740157,-0.05192321314884285,-0.1936707511733194,-0.003954710755388348,229,4.0,6.0,2.0,STATE_HARMFUL
improved_phase2b_regime_confidence_boost,calm_trend,cash::BIL,0.03351642578324361,0.01159940360566658,3.854342876585377,0.0003887705500792123,295,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,neutral_mixed,cash::BIL,0.2232432336225728,0.01000403257215754,3.565800915382684,0.0022333325806739935,493,2.0,1.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,cash::BIL,0.06383761565651909,0.015555702772644953,6.467426003749707,0.0009930389748671567,44,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,recovery_fragile,cash::BIL,0.12351317074439858,0.012423099558288353,3.9317955406340444,0.0015344164169175318,49,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,cash::BIL,0.5093247219202601,0.015027910428176972,2.9429345197319923,0.007654086299873813,229,1.0,1.0,0.0,STATE_HELPFUL
