version,state,sleeve,avg_weight,ann_return,sharpe,contribution_proxy,n_weeks,weight_rank,performance_rank,rank_gap_weight_minus_perf,state_flag
improved_phaseggg_confirmed_only_robust_offense,calm_trend,dual_momentum_topn,0.12268522154338005,0.03024375172320437,0.30855690023813814,0.00371046138046431,295,4.0,5.0,1.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,dual_momentum_topn,0.0889063830588072,0.14534241991762276,1.17973299987038,0.012921868859890178,493,7.0,4.0,-3.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,dual_momentum_topn,0.05803854147385643,0.001042729812852805,0.05994562178161069,6.051851748928408e-05,44,7.0,5.0,-2.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,dual_momentum_topn,0.10120617063886612,0.10897262099505034,1.3782609761273708,0.01102870167538955,49,7.0,4.0,-3.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,dual_momentum_topn,0.05539333786690856,0.05458824990837985,0.4241417708942909,0.003023825370738125,229,6.0,4.0,-2.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,cta_trend_long_only,0.11321799294679753,0.01543513278115749,0.18658266406765023,0.001747534754349972,295,5.0,6.0,1.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,cta_trend_long_only,0.10829655866459888,0.1309342887420255,1.1363558276966819,0.014179732881958293,493,5.0,5.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,cta_trend_long_only,0.16369675120941143,0.09692670505615752,1.0192557064694225,0.015866586723125818,44,3.0,2.0,-1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,cta_trend_long_only,0.12086297504143714,0.16099892710709107,1.7122671560179228,0.019458809308642504,49,6.0,2.0,-4.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,cta_trend_long_only,0.061382948258247194,0.035880948009824554,0.29628970847872826,0.002202478375143918,229,5.0,5.0,0.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_selective_signals,0.20214929705572277,0.04409777570240214,0.5630083532511545,0.008914334359961524,295,2.0,4.0,2.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_selective_signals,0.15031605485636715,0.1070138621903467,1.253482820838456,0.016085901579395868,493,3.0,3.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_selective_signals,0.13289825283276144,-0.014439163815455625,-0.1834669896943067,-0.001918939643440082,44,4.0,7.0,3.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_selective_signals,0.1568972352546463,0.026438767406250507,0.44869719203082603,0.004148169509581361,49,2.0,6.0,4.0,OVERWEIGHT_WEAK_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_selective_signals,0.10476727195284267,0.07965757453257316,0.6146326564246483,0.008345506774157928,229,3.0,3.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_regime_offense_component,0.0886672767835867,-0.04117448176796379,-0.21930045475385435,-0.0036508291713407896,295,6.0,7.0,1.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_regime_offense_component,0.11233516805900727,0.15142669022631638,0.9659542139741286,0.017010542695192483,493,4.0,6.0,2.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_regime_offense_component,0.2220002127045449,0.028065960716330052,0.2726497340355827,0.006230649248782673,44,1.0,4.0,3.0,OVERWEIGHT_WEAK_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_regime_offense_component,0.12638594760479577,0.16286192489289686,1.522833515405619,0.020583458706329844,49,4.0,3.0,-1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_regime_offense_component,0.04848432496907895,-0.05780822341729064,-0.1270235946759921,-0.002802792690049039,229,7.0,6.0,-1.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_regime_defense_component,0.2886353615597795,0.05806543910922235,0.8642703804483317,0.01675973901141775,295,1.0,2.0,1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_regime_defense_component,0.20360668408260676,0.07637845079190075,0.8193355113260651,0.015551163101105464,493,2.0,7.0,5.0,OVERWEIGHT_WEAK_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_regime_defense_component,0.21871773793031882,-0.010965054342898961,-0.10584712606916638,-0.0023982518821618793,44,2.0,6.0,4.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_regime_defense_component,0.24073609687709926,-0.07619303026472102,-0.7864420956699243,-0.018342412715167636,49,1.0,7.0,6.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_regime_defense_component,0.14890564383203592,0.07395334839807721,0.6211543644588591,0.011012070956750549,229,2.0,2.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,taa_10m_sma,0.1483209322109735,0.05350230981013815,0.5757766445629094,0.007935512466480003,295,3.0,3.0,0.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,taa_10m_sma,0.10789285734521203,0.1400689404872535,1.2657058184513945,0.015112438214486235,493,6.0,2.0,-4.0,UNDERWEIGHT_STRONG_IN_STATE
