left_sleeve,right_sleeve,correlation,cluster_flag
dual_momentum_topn,cta_trend_long_only,0.8003597600268066,HIGH_CORRELATION_CLUSTER
dual_momentum_topn,composite_selective_signals,0.767142846553454,HIGH_CORRELATION_CLUSTER
cta_trend_long_only,taa_10m_sma,0.8017743260496085,HIGH_CORRELATION_CLUSTER
