version,state,sleeve,avg_weight,sharpe,weight_rank,performance_rank,rank_gap_weight_minus_perf,state_flag
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_regime_offense_component,0.0886672767835867,-0.21930045475385435,6.0,7.0,1.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_regime_offense_component,0.11233516805900727,0.9659542139741286,4.0,6.0,2.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_regime_offense_component,0.2220002127045449,0.2726497340355827,1.0,4.0,3.0,OVERWEIGHT_WEAK_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_regime_offense_component,0.12638594760479577,1.522833515405619,4.0,3.0,-1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_regime_offense_component,0.04848432496907895,-0.1270235946759921,7.0,6.0,-1.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,composite_regime_defense_component,0.2886353615597795,0.8642703804483317,1.0,2.0,1.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,composite_regime_defense_component,0.20360668408260676,0.8193355113260651,2.0,7.0,5.0,OVERWEIGHT_WEAK_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,composite_regime_defense_component,0.21871773793031882,-0.10584712606916638,2.0,6.0,4.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,composite_regime_defense_component,0.24073609687709926,-0.7864420956699243,1.0,7.0,6.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,composite_regime_defense_component,0.14890564383203592,0.6211543644588591,2.0,2.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,taa_10m_sma,0.1483209322109735,0.5757766445629094,3.0,3.0,0.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,taa_10m_sma,0.10789285734521203,1.2657058184513945,6.0,2.0,-4.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,taa_10m_sma,0.12037823004052893,0.4054620011660319,5.0,3.0,-2.0,STATE_NEUTRAL
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,taa_10m_sma,0.12371110709528582,0.883180123039195,5.0,5.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,taa_10m_sma,0.07183161655141046,-0.1936707511733194,4.0,7.0,3.0,STATE_HARMFUL
improved_phaseggg_confirmed_only_robust_offense,calm_trend,cash::BIL,0.03632391789975976,3.854342876585377,7.0,1.0,-6.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,cash::BIL,0.22864629393340052,3.565800915382684,1.0,1.0,0.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,cash::BIL,0.08427027380857775,6.467426003749707,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,cash::BIL,0.13020046748786926,3.9317955406340444,3.0,1.0,-2.0,STATE_HELPFUL
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,cash::BIL,0.509234856569476,2.9429345197319923,1.0,1.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,calm_trend,dual_momentum_topn,0.1433035323665429,0.30855690023813814,4.0,5.0,1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,dual_momentum_topn,0.10428851330811152,1.17973299987038,6.0,5.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,dual_momentum_topn,0.08777399532253198,0.05994562178161069,5.0,5.0,0.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,recovery_fragile,dual_momentum_topn,0.14373837251295407,1.3782609761273708,3.0,3.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,stressed_panic,dual_momentum_topn,0.06352459002926245,0.4241417708942909,5.0,4.0,-1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,calm_trend,cta_trend_long_only,0.12623478929714274,0.18658266406765023,5.0,6.0,1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,cta_trend_long_only,0.1046007732383055,1.1363558276966819,5.0,6.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,cta_trend_long_only,0.1083563731050289,1.0192557064694225,4.0,2.0,-2.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_fragile,cta_trend_long_only,0.1245680607289731,1.7122671560179228,5.0,2.0,-3.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,cta_trend_long_only,0.061951185505940795,0.29628970847872826,6.0,5.0,-1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,calm_trend,composite_selective_signals,0.21651682795945143,0.5630083532511545,2.0,3.0,1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,composite_selective_signals,0.18410697623762956,1.253482820838456,3.0,4.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_selective_signals,0.23107260197421772,-0.1834669896943067,2.0,6.0,4.0,STATE_HARMFUL
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_selective_signals,0.19013151490391494,0.44869719203082603,2.0,6.0,4.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,composite_selective_signals,0.11643545196606989,0.6146326564246483,3.0,3.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,calm_trend,composite_regime_conditioned,0.31097656350895186,0.3555525358477046,1.0,4.0,3.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,neutral_mixed,composite_regime_conditioned,0.24904237860585535,1.4482807547418945,1.0,2.0,1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,composite_regime_conditioned,0.3310716607801548,0.23207141915732316,1.0,4.0,3.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,recovery_fragile,composite_regime_conditioned,0.27897905543152324,0.7187316543084321,1.0,5.0,4.0,OVERWEIGHT_WEAK_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,composite_regime_conditioned,0.17259945067106483,0.6882625006258457,2.0,2.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,calm_trend,taa_10m_sma,0.16945186108466728,0.5757766445629094,3.0,2.0,-1.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,neutral_mixed,taa_10m_sma,0.13471812498752497,1.2657058184513945,4.0,3.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,taa_10m_sma,0.17788775316154726,0.4054620011660319,3.0,3.0,0.0,STATE_NEUTRAL
improved_phase2b_regime_confidence_boost,recovery_fragile,taa_10m_sma,0.13906982567823584,0.883180123039195,4.0,4.0,0.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,stressed_panic,taa_10m_sma,0.07616459990740157,-0.1936707511733194,4.0,6.0,2.0,STATE_HARMFUL
improved_phase2b_regime_confidence_boost,calm_trend,cash::BIL,0.03351642578324361,3.854342876585377,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,neutral_mixed,cash::BIL,0.2232432336225728,3.565800915382684,2.0,1.0,-1.0,STATE_HELPFUL
improved_phase2b_regime_confidence_boost,recovery_confirmed,cash::BIL,0.06383761565651909,6.467426003749707,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,recovery_fragile,cash::BIL,0.12351317074439858,3.9317955406340444,6.0,1.0,-5.0,UNDERWEIGHT_STRONG_IN_STATE
improved_phase2b_regime_confidence_boost,stressed_panic,cash::BIL,0.5093247219202601,2.9429345197319923,1.0,1.0,0.0,STATE_HELPFUL
