sleeve,paired_with,correlation,weaker_sharpe,flag
cta_trend_long_only,dual_momentum_topn,0.8003597600268066,0.6624137922584312,REDUNDANT_WEAK
dual_momentum_topn,composite_selective_signals,0.767142846553454,0.7277424049600016,REDUNDANT_WEAK
taa_10m_sma,cta_trend_long_only,0.8017743260496085,0.5870283516030933,REDUNDANT_WEAK
