variant,full_sharpe,full_ret,maxdd,cvar5,ann_vol,holdout_sharpe,turnover,sp_sharpe_delta,boot_p,roll_win,gfc_ret,covid_ret,bear22_ret,gates,fail,post_hoc_extension
alpha_0.08,0.9482556438408293,0.07134169431933568,-0.1160345788576096,-0.024947928857399968,0.0752346635453412,2.1785851785849784,0.06738780265652743,0.0,0.0,0.0,-0.0053334933433768494,-0.09876636866745958,-0.04761139774543166,FAIL,full_sharpe_delta=+0.0000 (gate >= +0.01) | bootstrap_p=0.000 (gate >= 0.60) | rolling_win=0.000 (gate >= 0.55),False
alpha_0.12,0.953185092627834,0.07125647092626841,-0.11604381101972139,-0.024756051127026345,0.07475617430169999,2.1903211480449873,0.07046506107537773,-0.0007882916165700693,0.8705,0.7692307692307693,-0.005538901174530153,-0.09271097402590645,-0.047831179300419246,FAIL,full_sharpe_delta=+0.0049 (gate >= +0.01),False
alpha_0.16,0.9565699668779707,0.07104986450589457,-0.11605304318183296,-0.024563559898049408,0.07427565882899852,2.2011877155242305,0.07351916938128318,-0.0015838672338064352,0.829,0.7435897435897436,-0.005744290762385806,-0.08662500223220881,-0.048053735407942555,FAIL,full_sharpe_delta=+0.0083 (gate >= +0.01),False
alpha_0.2,0.9592949860222,0.07081565288849001,-0.11606227534394453,-0.02437116452097212,0.07382051811000626,2.211485620336412,0.07659365154788711,-0.002393638008847232,0.8025,0.7307692307692307,-0.005950126164406155,-0.08050842643145206,-0.048277259642430015,PASS,,True
alpha_0.24,0.9614509337800842,0.07055918085273039,-0.11607303507432287,-0.02417559928186355,0.07338822853425989,2.222675224476188,0.07971509825763219,-0.003185557655516147,0.7745,0.7051282051282052,-0.006157490019130463,-0.07437043788091158,-0.048500994808171605,PASS,,True
alpha_0.32,0.9666217035653837,0.07014523635946901,-0.11609528467347896,-0.02378636659681223,0.07256741298145732,2.243252283565409,0.08600138163464204,-0.0046456721446732074,0.7675,0.7307692307692307,-0.006582195092758147,-0.06200546022359288,-0.04894955484818919,PASS,,True
alpha_0.4,0.9707378910017754,0.06974239805046545,-0.11611753427263527,-0.02348547642306573,0.07184472626127035,2.260807823723505,0.09229545297247148,-0.006096666694813291,0.7525,0.7307692307692307,-0.007008601218375876,-0.049516759518433595,-0.04940041882746704,PASS,,True
alpha_0.48,0.9725031801266908,0.06921377929789707,-0.11613978387179136,-0.023245583146894518,0.07117074855105399,2.274192750642467,0.09844146271377198,-0.007480469189779515,0.729,0.7307692307692307,-0.007438173650799684,-0.036903533238033304,-0.049857042009283314,FAIL,extra_annual_cost=0.1615% (gate < 0.15%),True
