variant,full_sharpe,full_ret,maxdd,cvar5,ann_vol,holdout_sharpe,turnover,sp_sharpe_d,boot_p,roll_win,gates,fail
alpha_0.4,0.9707378910017754,0.06974239805046545,-0.11611753427263527,-0.02348547642306573,0.07184472626127035,2.260807823723505,0.09229545297247148,-0.006096666694813291,0.7525,0.7307692307692307,PASS,
alpha_0.48,0.9725031801266908,0.06921377929789707,-0.11613978387179136,-0.023245583146894518,0.07117074855105399,2.274192750642467,0.09844146271377198,-0.007480469189779515,0.729,0.7307692307692307,FAIL,extra_annual_cost=0.1615% (gate < 0.15%)
combo_alpha0.16_m1L,0.9600388974240395,0.07133219583517802,-0.11605304318183296,-0.024563559898049408,0.07430136010798666,2.2062833990943527,0.07447478344421554,0.015493750019396957,0.8975,0.7948717948717948,PASS,
combo_alpha0.24_m1L,0.9650376852923058,0.07084724473091497,-0.11607303507432287,-0.02417559928186355,0.07341396694726553,2.22792922372919,0.08056564406616637,0.014135962797684143,0.8285,0.7692307692307693,PASS,
combo_alpha0.32_m1L,0.9702712991945929,0.07043528292725809,-0.11609528467347907,-0.02378636659681223,0.07259339010205221,2.2486617353857414,0.086814340606954,0.01274436943896734,0.801,0.7435897435897436,PASS,
