objective,adaptive_sharpe,fixed_008_sharpe,delta,alpha_switches,avg_alpha
sharpe,0.9311441266942756,0.925630324674419,0.005513802019856628,0,0.15999999999999998
tail_utility,0.9311441266942756,0.925630324674419,0.005513802019856628,0,0.15999999999999998
calmar_blend,0.9196945873355027,0.925630324674419,-0.00593573733891628,17,0.12184486373165618
