variant,window,ann_return,cagr,arithmetic_ann_return,ann_vol,sharpe,arithmetic_sharpe,sortino,max_drawdown,calmar,var_5,cvar_5,hit_rate,n_weeks,avg_weekly_turnover,annualized_turnover,total_cost,avg_weekly_cost,annualized_cost,avg_turnover,cost_drag,avg_BIL,avg_cash,avg_SPY,avg_offense,avg_defense,avg_equity,max_single_etf_weight
ggg_baseline,full,0.07138099253495311,0.07138099253495311,0.07190458804496729,0.07624804196475425,0.9361682043972889,0.943035207096928,1.1566275949314562,-0.11773854403501682,0.6062669886059027,-0.015849913094271292,-0.02537714571816087,0.5531531531531532,1110,0.06183881682725351,3.215618475017182,0.06857924786142414,6.178310618146319e-05,0.0032127215214360857,0.06183881682725351,0.06857924786142414,,,,,,,
ggg_baseline,dev,0.06084398323109763,0.06084398323109763,0.06194553859408216,0.0754077609914975,0.8068663282279129,0.8214743121873986,0.9814284195824259,-0.11773854403501682,0.5167720029984566,-0.015707216535919253,-0.025426981913705373,0.5427435387673957,1006,0.060766664273829187,3.1598665422391177,0.061070497595198336,6.0706260034988406e-05,0.003156725521819397,0.060766664273829187,0.061070497595198336,,,,,,,
ggg_baseline,holdout,0.17886708836075815,0.17886708836075815,0.1682392394641061,0.08315516936880075,2.151003836784534,2.0231964018731023,3.0191526364327386,-0.07254060619220992,2.4657512219682354,-0.016044512447273642,-0.02335930108053082,0.6538461538461539,104,0.07219952179063269,3.7543751331129,0.0075087502662258,7.219952179063269e-05,0.0037543751331129,0.07219952179063269,0.0075087502662258,,,,,,,
ggg_baseline,gfc_2008,-0.004922622955781497,-0.004922622955781497,-0.0034563283391606976,0.054668696802540266,-0.0900446369439112,-0.06322317050367467,-0.1259959869861735,-0.08352246141871233,-0.0589377141449837,-0.010851215152051836,-0.01738401760587122,0.5,78,0.05332365552229119,2.7728300871591416,0.004159245130738713,5.332365552229119e-05,0.002772830087159142,0.05332365552229119,0.004159245130738713,,,,,,,
ggg_baseline,covid_2020,-0.11080293151940601,-0.11080293151940601,-0.08663626140001364,0.2580835758789343,-0.4293296508390875,-0.33569071997303024,-0.5363092466594034,-0.11773854403501693,-0.9410931010532271,,,0.5833333333333334,12,0.10299606536723976,5.3557953990964675,0.0012359527844068771,0.00010299606536723977,0.005355795399096468,0.10299606536723976,0.0012359527844068771,,,,,,,
ggg_baseline,bear_2022,-0.04717755123456957,-0.04717755123456957,-0.046290719851388995,0.0644550619113178,-0.7319448594973045,-0.7181859496943669,-1.496515074739706,-0.06841790904172218,-0.6895497377126807,-0.011970615296162269,-0.015625505689319016,0.46511627906976744,43,0.0387056656645746,2.012694614557879,0.0016643436235767076,3.87056656645746e-05,0.002012694614557879,0.0387056656645746,0.0016643436235767076,,,,,,,
production_pin,full,0.07134169431933568,0.07134169431933568,0.07179028923478946,0.0752346635453412,0.9482556438408293,0.9542182532859214,1.1760208459590553,-0.1160345788576096,0.6148313289168892,-0.015590250616598625,-0.024947928857399968,0.554954954954955,1110,0.06738780265652743,3.504165738139426,0.0747330731460889,6.732709292440442e-05,0.00350100883206903,0.06738780265652743,0.0747330731460889,,,,,,,
production_pin,dev,0.06078003578390856,0.06078003578390856,0.06180760636914914,0.0743836206985404,0.817115854446451,0.8309303283264613,0.9977960973657136,-0.1160345788576096,0.5238096814096601,-0.015468083001715364,-0.024988289222441257,0.5447316103379721,1006,0.0659356270581605,3.428652607024346,0.0662653051934513,6.587008468533926e-05,0.0034252444036376416,0.0659356270581605,0.0662653051934513,,,,,,,
production_pin,holdout,0.1790929966410082,0.1790929966410082,0.1683535484928103,0.08220610256668119,2.1785851785849784,2.0479446566178092,3.0581829419958257,-0.07285258948618956,2.458292806118557,-0.016092804525563532,-0.023000798283863363,0.6538461538461539,104,0.08142084569843858,4.233883976318806,0.00846776795263761,8.142084569843857e-05,0.004233883976318805,0.08142084569843858,0.00846776795263761,,,,,,,
production_pin,gfc_2008,-0.0053334933433768494,-0.0053334933433768494,-0.0038725484375671288,0.054608049624355205,-0.09766862907695041,-0.07091534058085039,-0.13656163078061978,-0.08364348633853558,-0.06376459873743502,-0.010838608445188353,-0.01736300642776541,0.5,78,0.0549616563216736,2.8580061287270273,0.0042870091930905406,5.4961656321673595e-05,0.002858006128727027,0.0549616563216736,0.0042870091930905406,,,,,,,
production_pin,covid_2020,-0.09876636866745958,-0.09876636866745958,-0.07351649224221404,0.2568217295384305,-0.38457169821637033,-0.2862549534820928,-0.4752692086842789,-0.1160345788576096,-0.8511804811965537,,,0.5833333333333334,12,0.10361779705182377,5.388125446694835,0.0012434135646218851,0.00010361779705182376,0.005388125446694835,0.10361779705182377,0.0012434135646218851,,,,,,,
production_pin,bear_2022,-0.04761139774543166,-0.04761139774543166,-0.046730203361015736,0.06469568880986942,-0.7359284462578977,-0.7223078418462866,-1.4928342937260444,-0.0684667915049677,-0.6953940253206863,-0.011970615296162269,-0.015790705763746322,0.46511627906976744,43,0.040069030379770255,2.0835895797480535,0.0017229683063301206,4.0069030379770245e-05,0.002083589579748053,0.040069030379770255,0.0017229683063301206,,,,,,,
m1_pbi__stacked,full,0.07144600930994338,0.07144600930994338,0.07188833794895799,0.07524196188213451,0.9495500585413038,0.9554288079512078,1.1777331079412705,-0.1160345788576096,0.6157303280914,-0.015590250616598625,-0.024947928857399968,0.5558558558558558,1110,0.0677913631215352,3.5251508823198305,0.07518062170178254,6.77302898214257e-05,0.003521975070714137,0.0677913631215352,0.07518062170178254,,,,,,,
m1_pbi__stacked,dev,0.06089400071640694,0.06089400071640694,0.061915791332098506,0.07439204569489076,0.8185552655206675,0.8322904788240133,0.9996288285439823,-0.1160345788576096,0.5247918449476363,-0.015468083001715364,-0.024988289222441253,0.5457256461232605,1006,0.0663809490041243,3.451809348214464,0.06671285374914493,6.631496396535281e-05,0.0034483781261983463,0.0663809490041243,0.06671285374914493,,,,,,,
m1_pbi__stacked,holdout,0.1790929966410082,0.1790929966410082,0.1683535484928103,0.08220610256668119,2.1785851785849784,2.0479446566178092,3.0581829419958257,-0.07285258948618956,2.458292806118557,-0.016092804525563532,-0.023000798283863363,0.6538461538461539,104,0.08142084569843858,4.233883976318806,0.008467767952637612,8.142084569843858e-05,0.004233883976318806,0.08142084569843858,0.008467767952637612,,,,,,,
m1_pbi__stacked,gfc_2008,-0.005935596816771582,-0.005935596816771582,-0.0044738519891258256,0.054684422118483095,-0.10854273642887005,-0.08181218372267819,-0.15227665736105853,-0.0834301462385002,-0.07114450932164978,-0.010838608445188353,-0.017366915294160148,0.5128205128205128,78,0.056923628797835184,2.9600286974874295,0.004440043046231144,5.692362879783518e-05,0.0029600286974874293,0.056923628797835184,0.004440043046231144,,,,,,,
m1_pbi__stacked,covid_2020,-0.09876636866745958,-0.09876636866745958,-0.07351649224221404,0.2568217295384305,-0.38457169821637033,-0.2862549534820928,-0.4752692086842789,-0.1160345788576096,-0.8511804811965537,,,0.5833333333333334,12,0.10361779705182377,5.388125446694835,0.0012434135646218851,0.00010361779705182376,0.005388125446694835,0.10361779705182377,0.0012434135646218851,,,,,,,
m1_pbi__stacked,bear_2022,-0.046300454556967185,-0.046300454556967185,-0.04535241365772835,0.06475073249790775,-0.7150568460127191,-0.7004154533571307,-1.4516498458273788,-0.0674066070598176,-0.6868830308560033,-0.011970615296162269,-0.015790705763746322,0.46511627906976744,43,0.04142777605538142,2.154244354879834,0.0017813943703814008,4.142777605538142e-05,0.002154244354879834,0.04142777605538142,0.0017813943703814008,,,,,,,
m2_knn__replace,full,0.07159991835499468,0.07159991835499468,0.0721141486339793,0.07631437032652116,0.9382232736592719,0.9449615888256608,1.1607378874624006,-0.11780639447438157,0.6077761625288087,-0.01585602698512161,-0.025372936084798504,0.5531531531531532,1110,0.06265273091148263,3.2579420073970966,0.06948187858083424,6.259628700976057e-05,0.00325500692450755,0.06265273091148263,0.06948187858083424,,,,,,,
m2_knn__replace,dev,0.061034886540910493,0.061034886540910493,0.06213030732747499,0.07547003283099679,0.8087300912878689,0.82324473697535,0.9848764691334182,-0.11780639447438157,0.5180948522635863,-0.015706830285426722,-0.025424690253983268,0.5427435387673957,1006,0.06152843673290069,3.199478710110836,0.06183607891656519,6.146727526497534e-05,0.0031962983137787176,0.06152843673290069,0.06183607891656519,,,,,,,
m2_knn__replace,holdout,0.17938609035699682,0.17938609035699682,0.16868861357958825,0.0832530515268509,2.1547088913508587,2.0262153817290716,3.0332929512085425,-0.07230734685567308,2.4808833148733154,-0.016117228966990423,-0.02333636971048142,0.6538461538461539,104,0.07351730446412537,3.822899832134519,0.007645799664269037,7.351730446412536e-05,0.0038228998321345187,0.07351730446412537,0.007645799664269037,,,,,,,
m2_knn__replace,gfc_2008,-0.004922622955781497,-0.004922622955781497,-0.003456328339160689,0.05466869680254026,-0.09004463694391121,-0.06322317050367453,-0.1259959869861735,-0.08352246141871222,-0.05893771414498378,-0.010851215152051836,-0.017384017605871216,0.5,78,0.0533236555222912,2.7728300871591425,0.004159245130738713,5.332365552229119e-05,0.002772830087159142,0.0533236555222912,0.004159245130738713,,,,,,,
m2_knn__replace,covid_2020,-0.11115333001287753,-0.11115333001287753,-0.08702178521324422,0.2581163235876173,-0.43063270260451636,-0.33714173518245066,-0.5380623832553373,-0.1178063944743819,-0.9435254385707293,,,0.5833333333333334,12,0.10331600015576177,5.372432008099612,0.001239792001869141,0.00010331600015576175,0.005372432008099611,0.10331600015576177,0.001239792001869141,,,,,,,
m2_knn__replace,bear_2022,-0.047303825058746085,-0.047303825058746085,-0.04641915714232909,0.06451692151734739,-0.7332002821310526,-0.7194880978604635,-1.4966978983706536,-0.06836922741470519,-0.6918876641945458,-0.011970615296162269,-0.015667764009018963,0.46511627906976744,43,0.03901880279943367,2.028977745570551,0.0016778085203756476,3.9018802799433665e-05,0.0020289777455705506,0.03901880279943367,0.0016778085203756476,,,,,,,
m2_knn__stacked,full,0.07157865617031578,0.07157865617031578,0.07201771588715097,0.07531510536663555,0.9503891128063799,0.9562187496992428,1.1801531468789626,-0.11603439435398233,0.616874475614128,-0.015643609941970643,-0.024946540240606378,0.554954954954955,1110,0.06781534240774674,3.5263978052028304,0.07520721473019115,6.775424750467671e-05,0.003523220870243189,0.06781534240774674,0.07520721473019115,,,,,,,
