variant,full_sharpe,full_ret,maxdd,cvar5,ann_vol,holdout_sharpe,turnover,sp_sharpe_delta,boot_p,roll_win,gfc_ret,covid_ret,bear22_ret,gates,fail,n_fire
m1_latched_1.15_1.3,0.950344398264621,0.07151197344046722,-0.11603457885760948,-0.024947928857399968,0.07524848209875479,2.181725017505014,0.06794802294838341,0.010367985989196193,0.8785,0.5897435897435898,-0.006022069139017705,-0.09876636866745958,-0.04693638069632555,FAIL,full_sharpe_delta=+0.0021 (gate >= +0.01),49
m1_latched_1.25_1.5,0.9516058847962553,0.07161816172997137,-0.11603457885760937,-0.024947928857399968,0.07526031824120683,2.1835260535974297,0.06844982757354906,0.01683220172991934,0.8705,0.5897435897435898,-0.006497407661604004,-0.09876636866745958,-0.046504805206461386,FAIL,full_sharpe_delta=+0.0034 (gate >= +0.01),49
