episode_label,start,end,weeks,pin_total_return,spy_total_return,bil_total_return,ideal_bound_return,pin_minus_ideal,avg_offense_weight,avg_bil_weight,dominant_market_state
bull_broad,2006-12-01,2006-12-08,2,0.003995917536152582,0.02066457437503466,0.0,0.02066457437503466,-0.01666865683888208,0.7717141998674415,1.1102230246251563e-16,calm_trend
bull_broad,2006-12-22,2006-12-29,2,-0.009874782176540808,-0.001540624944508795,0.0,0.0,-0.009874782176540808,0.6780163955359684,5.5511151231257815e-17,calm_trend
bull_broad,2007-01-12,2007-05-11,18,0.04333953962367332,0.06676889122834861,0.0,0.06676889122834861,-0.023429351604675297,0.6409258923664296,0.01940652675115167,neutral_mixed
calm_weakening,2007-05-18,2007-05-25,2,0.017450746446816323,0.009424990098082509,0.0,0.009424990098082509,0.008025756348733815,0.5764459780229088,0.0501768663158742,neutral_mixed
calm_weakening,2007-06-08,2007-06-29,4,0.017620828475465533,0.016768562058309344,0.004210962287851894,0.016768562058309344,0.0008522664171561889,0.6132030343888292,0.05039193325147917,neutral_mixed
chop,2007-07-06,2007-09-14,11,0.005715558553399669,-0.00455485412212131,0.009670373242556263,0.009670373242556263,-0.003954814689156594,0.4966203248479642,0.26833411712757155,stressed_panic
bull_broad,2007-09-21,2007-10-12,4,0.021065346921331995,-0.01632563758818084,0.0037141078651508064,0.0037141078651508064,0.01735123905618119,0.5020214981654898,0.17431962859548428,recovery_fragile
decline,2007-10-19,2008-03-07,21,0.035391193791963094,-0.13652229388891945,0.013839976065960657,0.013839976065960657,0.021551217726002436,0.193653062821884,0.520385869763633,stressed_panic
false_rally,2008-03-14,2008-04-25,7,-0.008936696141725875,0.09478000551744992,-0.00013389156069176789,0.09478000551744992,-0.10371670165917579,0.08519235809358713,0.6,stressed_panic
decline,2008-05-02,2008-10-10,24,-0.07295428175114704,-0.3596301761915892,0.006865609264262051,0.006865609264262051,-0.0798198910154091,0.15158521915715956,0.3264619498236858,neutral_mixed
false_rally,2008-10-17,2008-11-07,4,0.010928831127091199,-0.0814778349971178,0.0038623097006960094,0.0038623097006960094,0.007066521426395189,0.09173304864769477,0.6045465828644341,stressed_panic
decline,2008-11-14,2008-11-21,2,0.015673968651368497,0.028604852205044606,-0.0026143017845003946,0.028604852205044606,-0.012930883553676109,0.0731648696709794,0.6090931657288681,stressed_panic
false_rally,2008-11-28,2009-01-02,6,0.0405835412388591,-0.006417419922914891,0.001828039770977341,0.001828039770977341,0.03875550146788176,0.06512958048469338,0.6450862817230695,stressed_panic
decline,2009-01-09,2009-03-06,9,-0.03174511072207997,-0.15815417454900704,0.00010591078381216867,0.00010591078381216867,-0.03185102150589214,0.09445167297704879,0.6327359381774167,stressed_panic
early_recovery,2009-03-13,2009-06-05,13,0.01952586485277319,0.2503795282405996,0.0008045829813605465,0.2503795282405996,-0.23085366338782642,0.11570387740808877,0.4733700277668789,stressed_panic
late_recovery,2009-06-12,2012-08-10,166,0.38226295157792456,0.5159549444660536,-0.0010080110059431657,0.5159549444660536,-0.13369199288812905,0.44387168441746716,0.15888300771431949,neutral_mixed
bull_broad,2012-08-17,2012-10-12,9,0.019644437243291568,0.012959604595386365,0.0,0.012959604595386365,0.006684832647905203,0.6099381466378985,3.7007434154171876e-17,calm_trend
bull_broad,2012-10-26,2012-11-02,2,-0.009508208837190502,-0.02286309164455036,0.00021840108305259953,0.00021840108305259953,-0.009726609920243101,0.6868014650528984,2.220446049250313e-16,calm_trend
chop,2012-11-09,2012-11-16,2,0.008966170734132195,0.022359282260970836,-0.00021840108305259953,0.022359282260970836,-0.013393111526838641,0.6709781914274917,2.220446049250313e-16,calm_trend
bull_broad,2012-11-30,2012-12-21,4,0.008315004764086531,-0.008191839499221198,0.00021840108305259953,0.00021840108305259953,0.008096603681033931,0.6806134132936034,0.0,calm_trend
calm_weakening,2012-12-28,2013-01-11,3,0.02026771479840317,0.058214242656319026,-0.0004363360641800318,0.058214242656319026,-0.03794652785791586,0.6999933065976528,0.0,calm_trend
bull_broad,2013-01-18,2013-02-08,4,-0.0018716497228670192,0.02536844604532207,-4.749565574169168e-08,0.02536844604532207,-0.027240095768189088,0.7313125552941895,2.7755575615628907e-17,calm_trend
bull_broad,2013-02-22,2013-03-01,2,0.009293937379142081,0.02313474987889963,-0.00021793498112732124,0.02313474987889963,-0.013840812499757549,0.8242377453724111,0.09852965536640759,calm_trend
bull_broad,2013-03-15,2013-05-03,8,0.032845949174767686,0.047611886640215983,-0.00021793498112732124,0.047611886640215983,-0.014765937465448298,0.8603507229302771,0.07832217380976265,calm_trend
calm_weakening,2013-05-10,2013-06-14,6,-0.06374965734954396,-0.022022674701000056,0.00021788747512085926,0.00021788747512085926,-0.06396754482466482,0.7788561809389728,0.028977633625383536,neutral_mixed
calm_weakening,2013-06-28,2013-07-05,2,0.029780399742763697,0.04368424893903722,-0.00021889994555968073,0.04368424893903722,-0.013903849196273521,0.7882576789411189,0.16248588911040196,neutral_mixed
chop,2013-07-12,2013-08-09,5,-0.007605285912328563,-0.010397314204376285,0.00021875687869088445,0.00021875687869088445,-0.007824042791019448,0.8575266759734552,0.09211679445580027,neutral_mixed
calm_weakening,2013-08-23,2013-08-30,2,-0.00550450909521949,-0.0037475454686662912,0.0,0.0,-0.00550450909521949,0.8503720788516851,0.10293710485547586,neutral_mixed
chop,2013-09-13,2013-10-18,6,0.030041782358913638,0.043641697730328,-0.00021913914054194628,0.043641697730328,-0.013599915371414362,0.6397000095483021,0.318837029473582,neutral_mixed
calm_weakening,2013-11-08,2013-11-22,3,0.012070360617925102,0.020796594428860615,-0.00021859195611073634,0.020796594428860615,-0.008726233810935513,0.7158050415118176,0.28419495848818194,neutral_mixed
chop,2013-11-29,2013-12-06,2,-0.014320699392392555,-0.016090647941683578,0.00043693057076832353,0.00043693057076832353,-0.014757629963160879,0.7323381619581477,0.26766183804185184,neutral_mixed
chop,2013-12-20,2014-01-17,5,-0.00034700859479064317,-0.01516697070567219,-0.0002186396174406191,-0.0002186396174406191,-0.00012836897735002406,0.881356939321978,0.08486353987327006,neutral_mixed
bull_broad,2014-02-07,2014-03-21,7,0.022621158527413865,0.03617121660360656,-0.00021868750010589633,0.03617121660360656,-0.013550058076192695,0.8273423352573731,0.046178890535103455,neutral_mixed
bull_broad,2014-04-04,2014-04-25,4,0.0053580737532197276,0.008149075339157319,-4.778244355740924e-08,0.008149075339157319,-0.0027910015859375914,0.7467816352279175,0.04116751860602862,recovery_fragile
calm_weakening,2014-05-02,2014-05-23,4,0.008000956241893675,0.02441582614859561,0.0,0.02441582614859561,-0.016414869906701934,0.7567855178189562,0.028425945093458648,neutral_mixed
bull_broad,2014-05-30,2014-07-11,7,0.013278478883948175,0.030676877755688503,-0.0004365042390199747,0.030676877755688503,-0.017398398871740328,0.5485944926856903,0.039261314957973206,calm_trend
calm_weakening,2014-08-01,2014-08-08,2,0.01731399412334733,0.016638387993795467,-4.768931183285474e-08,0.016638387993795467,0.0006756061295518645,0.544912618138206,5.5511151231257815e-17,calm_trend
calm_weakening,2014-08-22,2014-08-29,2,0.006951639623942851,0.009608189389043176,0.0,0.009608189389043176,-0.0026565497651003245,0.5610518263199158,0.0,calm_trend
calm_weakening,2014-09-26,2014-10-03,2,0.005305292507587156,-0.037682908954099426,-0.00021847416908338246,-0.00021847416908338246,0.0055237666766705384,0.5186879761253622,5.5511151231257815e-17,neutral_mixed
chop,2014-10-10,2014-11-21,7,0.04626848045455412,0.08596921446375805,-9.533041189779823e-08,0.08596921446375805,-0.03970073400920393,0.521941364354355,0.0017411370730492427,recovery_fragile
calm_weakening,2014-11-28,2014-12-05,2,-0.006233891440611039,-0.031060946796200417,0.0,0.0,-0.006233891440611039,0.618945840460723,0.0249950110463016,neutral_mixed
calm_weakening,2014-12-19,2014-12-26,2,0.007716037169261725,-0.005427092827756774,0.0,0.0,0.007716037169261725,0.5611574995433584,0.0935675837019736,neutral_mixed
bull_narrow,2015-01-02,2015-01-09,2,0.024783776238477717,-0.018596590194542517,0.0,0.0,0.024783776238477717,0.4952726482801764,0.1621401563576456,neutral_mixed
chop,2015-01-16,2015-02-13,5,-0.01651266524588202,0.0464196974413269,-0.00021826140055336563,0.0464196974413269,-0.06293236268720892,0.44067536326658036,0.06485606254305817,stressed_panic
bull_broad,2015-02-20,2015-02-27,2,-0.02112459285811963,-0.017822358678860617,-4.7617052634230106e-08,-4.7617052634230106e-08,-0.021124545241066994,0.48492109305025854,0.0228177005727214,recovery_confirmed
bull_broad,2015-03-20,2015-05-15,9,-0.027077596802885018,0.011611565016537151,-0.00021830929484878414,0.011611565016537151,-0.03868916181942217,0.6102728977585712,0.027135692672841875,neutral_mixed
calm_weakening,2015-05-22,2015-06-19,5,-0.02501069400575362,-0.010199340379285382,-0.000437551539606007,-0.000437551539606007,-0.024573142466147613,0.6010624215151545,0.02403993100271328,neutral_mixed
chop,2015-07-03,2015-07-17,3,0.005134684545591739,0.0028171585985061753,-4.7748695553018194e-08,0.0028171585985061753,0.0023175259470855636,0.4858911530636017,0.3949599060055722,neutral_mixed
decline,2015-07-24,2016-02-12,30,-0.03414113143469655,-0.07523100100606506,-0.00043833909845125696,-0.00043833909845125696,-0.03370279233624529,0.34024783799274055,0.4473095645832154,stressed_panic
early_recovery,2016-02-19,2016-05-13,13,0.02169407827014136,0.07455559260823952,0.00021920204854875003,0.07455559260823952,-0.05286151433809816,0.20333133954507243,0.33459426788396035,neutral_mixed
bull_broad,2016-05-27,2016-06-17,4,0.030483159583650554,-0.028463121067845654,-0.00021851474932776949,-0.00021851474932776949,0.030701674332978324,0.40410160625733954,0.0953644759841817,recovery_confirmed
calm_weakening,2016-06-24,2016-07-08,3,0.03589695957319461,0.06119918993176743,0.00021841887800766457,0.06119918993176743,-0.02530223035857282,0.4239689590781017,0.051355695954218794,neutral_mixed
bull_broad,2016-07-15,2016-08-05,4,0.007739009623069615,0.012151240595690727,-4.7998090058065657e-08,0.012151240595690727,-0.004412230972621112,0.3943762400927727,0.025370035913404136,calm_trend
bull_broad,2016-08-19,2016-08-26,2,-0.0001908196727082867,-0.0008065831736305817,0.00043729798312730495,0.00043729798312730495,-0.0006281176558355916,0.40664542652662783,0.0,calm_trend
bull_broad,2016-09-23,2016-09-30,2,-0.029258619677584474,-0.004416234643620953,0.0,0.0,-0.029258619677584474,0.4436792358287287,0.0,calm_trend
calm_weakening,2016-10-07,2016-10-14,2,0.004115648304744424,-0.004977706600528875,-0.0002182133196186875,-0.0002182133196186875,0.004333861624363111,0.4913494982236347,1.1102230246251565e-16,calm_trend
calm_weakening,2016-10-28,2016-12-02,6,-0.024341362037445524,0.06414762673817043,0.00024059703726564408,0.06414762673817043,-0.08848898877561595,0.43707235063701955,0.05554269098627121,neutral_mixed
chop,2016-12-09,2016-12-16,2,-0.009407598031095254,0.002337034318901976,-0.00021877818747306765,0.002337034318901976,-0.01174463234999723,0.5091582427200491,0.0418439245738498,calm_trend
bull_broad,2016-12-30,2017-01-20,4,0.022395036955393577,0.02415199122360301,0.00021889303141997551,0.02415199122360301,-0.001756954268209432,0.6104999854788669,1.6653345369377348e-16,calm_trend
calm_weakening,2017-02-10,2017-02-17,2,0.005551991235604126,0.02244686112505745,-4.7952917192617406e-08,0.02244686112505745,-0.016894869889453323,0.7681431159541121,0.02054694341927325,calm_trend
bull_broad,2017-02-24,2017-03-03,2,-0.018056270921616102,0.003982650617662564,0.0002625869873049691,0.003982650617662564,-0.022038921539278666,0.7775190028497134,0.0144806946199005,calm_trend
calm_weakening,2017-03-10,2017-03-31,4,0.01553933690450493,-0.006297153533990185,8.756866519066264e-05,8.756866519066264e-05,0.015451768239314267,0.7952251598063717,0.01927729648143255,neutral_mixed
bull_broad,2017-04-07,2017-04-28,4,0.011286731635686165,0.018891041835888966,0.00037183015461628166,0.018891041835888966,-0.007604310200202802,0.7738066044162539,0.09288371371949844,calm_trend
calm_weakening,2017-05-05,2017-05-12,2,0.0054647775774454566,-0.005806992700444713,0.0004374414543781846,0.0004374414543781846,0.005027336123067272,0.6402970249791575,0.27053354867990803,calm_trend
bull_broad,2017-05-19,2017-06-30,7,0.0001798694167478576,0.020721675835948306,0.0011378602615477185,0.020721675835948306,-0.020541806419200448,0.8091159427596424,0.09113824744275487,calm_trend
calm_weakening,2017-07-07,2017-07-14,2,0.018855556649725713,0.0195860972137345,-4.786775653631281e-08,0.0195860972137345,-0.0007305405640087859,0.6058827697907951,0.2739239316460936,calm_trend
bull_broad,2017-07-21,2017-08-11,4,-0.0034928354804364403,-0.016998378525091118,0.0007000689515077596,0.0007000689515077596,-0.0041929044319442,0.6041519445762722,0.2759301772219528,calm_trend
bull_broad,2017-08-25,2017-12-01,15,0.02854505953527231,0.09045935869438226,0.0028021586188444747,0.09045935869438226,-0.06191429915910995,0.6322052629583863,0.1488544272971166,calm_trend
calm_weakening,2017-12-08,2017-12-15,2,0.010070186057903108,0.012636419127973975,0.00045975517475227434,0.012636419127973975,-0.002566233070070867,0.6668770024715147,0.0436713109227568,neutral_mixed
bull_broad,2017-12-22,2018-01-12,4,0.03781739107994908,0.04773556546202351,0.0007651415642664361,0.04773556546202351,-0.00991817438207443,0.6752370453532577,0.04399013830214375,neutral_mixed
calm_weakening,2018-01-19,2018-02-02,3,-0.04672195260072021,-0.06970845721342944,0.0007219075952689114,0.0007219075952689114,-0.04744386019598912,0.652640112727795,0.041233637925236204,neutral_mixed
calm_weakening,2018-02-16,2018-02-23,2,-0.006033402871097215,-0.014986705912323539,0.0005362964753881094,0.0005362964753881094,-0.006569699346485325,0.4443160926775132,0.3199011249201089,stressed_panic
bull_broad,2018-03-09,2018-03-16,2,-0.008731800442464022,-0.07281298423091487,0.0005471630466080679,0.0005471630466080679,-0.00927896348907209,0.24391801585293926,0.6000000000000001,stressed_panic
chop,2018-03-23,2018-05-04,7,0.012004843399205933,0.05648650733081917,0.0019901400404993552,0.05648650733081917,-0.044481663931613236,0.19802866754346965,0.6,stressed_panic
calm_weakening,2018-05-18,2018-05-25,2,0.0006723253061742263,0.008347696080424072,0.0006114836785371391,0.008347696080424072,-0.007675370774249846,0.16839076395041142,0.5999999999999999,stressed_panic
bull_narrow,2018-06-22,2018-06-29,2,0.001750438549433131,0.002279982086644372,0.0008411251549658161,0.002279982086644372,-0.0005295435372112411,0.2557487861381577,0.3965638559887825,neutral_mixed
calm_weakening,2018-07-06,2018-07-13,2,-0.00739777969689881,0.015353307157352614,0.000656100541876814,0.015353307157352614,-0.022751086854251423,0.35699628713988774,0.1931277119775651,neutral_mixed
chop,2018-08-10,2018-08-31,4,-0.00040230928896600737,0.015528316372585893,0.0013985545308421443,0.015528316372585893,-0.0159306256615519,0.5054501469766367,0.15591386672669075,recovery_fragile
bull_narrow,2018-09-07,2018-09-14,2,0.007474639806627881,0.019759448241370103,0.0006557930298332071,0.019759448241370103,-0.012284808434742223,0.6397826849539047,0.029195463318791047,neutral_mixed
decline,2018-09-28,2018-12-21,13,-0.04802345128742491,-0.15013635194226427,0.005291818628324618,0.005291818628324618,-0.05331526991574953,0.36850800372320325,0.4769230769230769,stressed_panic
early_recovery,2018-12-28,2019-03-22,13,0.04115582124093975,0.14279146947384236,0.00546536522707286,0.14279146947384236,-0.10163564823290261,0.23594566904659084,0.46164007331376566,neutral_mixed
late_recovery,2019-03-29,2019-04-05,2,0.002225173283723958,0.02694224077070073,0.0009405595399585298,0.02694224077070073,-0.024717067486976774,0.3827136287864188,0.19999999999999996,neutral_mixed
bull_broad,2019-04-12,2019-05-10,5,0.001222652431698057,-0.015194814387760047,0.0021218387190844457,0.0021218387190844457,-0.0008991862873863887,0.48589539345549715,0.1360121000216527,recovery_confirmed
calm_weakening,2019-05-17,2019-05-24,2,4.663368502333398e-05,-0.03739012494329086,0.0009828940648881623,0.0009828940648881623,-0.0009362603798648284,0.6046291987021231,0.09335936950379375,neutral_mixed
bull_broad,2019-06-14,2019-08-02,8,0.042257682500185245,0.011914754829105867,0.0030628744819769516,0.011914754829105867,0.03034292767107938,0.49365166280109013,0.11106561903159078,recovery_confirmed
calm_weakening,2019-08-09,2019-08-16,2,0.012081705003404775,-0.02335558224411538,0.0007647593947348597,0.0007647593947348597,0.011316945608669915,0.4392944728083057,0.0509805582073327,neutral_mixed
bull_broad,2019-09-06,2019-09-27,4,0.0030707526253044293,-0.00796883926547265,0.0016071043464678247,0.0016071043464678247,0.0014636482788366045,0.2737769722401183,0.1997273669860338,neutral_mixed
calm_weakening,2019-10-04,2019-10-11,2,-0.00680738021087357,0.012260473947817152,0.0006554182787830154,0.012260473947817152,-0.019067854158690722,0.39143808466027963,0.04277536139669205,neutral_mixed
bull_broad,2019-10-18,2020-01-17,14,0.027196654596949976,0.10792882693387007,0.003842736546001202,0.10792882693387007,-0.0807321723369201,0.396622630461357,0.0030553829569066977,calm_trend
calm_weakening,2020-01-24,2020-02-14,4,0.017837307981162898,0.013368746232356843,0.001180964646030569,0.013368746232356843,0.004468561748806055,0.43149025687400844,0.0,calm_trend
decline,2020-02-21,2020-03-20,5,-0.05280970751199243,-0.2594012523119854,0.002153757484112395,0.002153757484112395,-0.05496346499610483,0.32088479453925556,0.22397574469617348,stressed_panic
early_recovery,2020-03-27,2020-06-19,13,0.026900113236762335,0.17570951409155633,-0.00026250839413710647,0.17570951409155633,-0.148809400854794,0.06567565467500996,0.6237356202047951,stressed_panic
late_recovery,2020-06-26,2020-07-31,6,0.04011261380685904,0.11344031390977327,0.00010903645255888605,0.11344031390977327,-0.07332770010291423,0.1297057380202061,0.5058802441548992,neutral_mixed
bull_broad,2020-08-07,2020-09-11,6,-0.034837404386048654,-0.008923332643349324,-0.00021851279706208704,-0.00021851279706208704,-0.03461889158898657,0.3837469515937711,0.08214922512352198,neutral_mixed
chop,2020-09-18,2020-09-25,2,-0.0043188074282219935,0.009511254699217098,0.0,0.009511254699217098,-0.013830062127439091,0.4563482581530456,0.12222147127227435,neutral_mixed
bull_broad,2020-10-02,2020-10-23,4,-0.01092668057641466,-0.024237764136677886,0.00010945256272121284,0.00010945256272121284,-0.011036133139135873,0.44838079480270837,0.11542595722689977,recovery_confirmed
calm_weakening,2020-11-06,2020-11-13,2,0.002552543343933511,0.01448265947093108,0.00010945256272121284,0.01448265947093108,-0.01193011612699757,0.433432573668525,0.1296092620382714,neutral_mixed
bull_broad,2020-11-20,2020-12-11,4,0.019601253985591427,0.0428593326500144,-7.620716387057858e-05,0.0428593326500144,-0.023258078664422976,0.4838304844795973,0.16007746397494926,neutral_mixed
bull_broad,2020-12-25,2021-01-08,3,0.013681991648459402,0.01776732318064811,-1.2046197372939105e-08,0.01776732318064811,-0.004085331532188707,0.5634163910827159,0.17677464998040207,neutral_mixed
calm_weakening,2021-01-29,2021-02-05,2,0.03478182606030922,0.059789424385724654,-0.00010975517006661661,0.059789424385724654,-0.025007598325415437,0.5552131781325523,0.13744847625927,neutral_mixed
calm_weakening,2021-02-19,2021-03-12,4,-0.01581814617974675,0.0011134092565583398,-0.00021892180843496867,0.0011134092565583398,-0.01693155543630509,0.59930481195569,0.26335906497457107,neutral_mixed
bull_broad,2021-03-19,2021-07-02,16,0.041961211371836615,0.1200485162484588,-0.0003280117439851127,0.1200485162484588,-0.07808730487662219,0.5125008095690351,0.30857679648174435,calm_trend
bull_broad,2021-07-16,2021-08-06,4,0.006668522233583385,0.033524725554596735,-1.1887558493128836e-08,0.033524725554596735,-0.02685620332101335,0.5444330433326996,0.21105476058996545,calm_trend
calm_weakening,2021-08-13,2021-08-20,2,0.0029644665087027455,0.009574552719575191,-0.0001090300803884281,0.009574552719575191,-0.006610086210872446,0.4150890252667219,0.3617601417474974,calm_trend
bull_broad,2021-08-27,2021-09-17,4,0.0019693877524231684,-0.011119452857263346,-0.00010974107918859666,-0.00010974107918859666,0.002079128831611765,0.7025749956942683,0.08214774770822995,calm_trend
calm_weakening,2021-09-24,2021-10-08,3,0.011454169413652071,0.003970486265659101,-1.2040462071816194e-08,0.003970486265659101,0.00748368314799297,0.43313952294548547,0.3678122645702208,calm_trend
calm_weakening,2021-10-22,2021-10-29,2,0.009118178058820536,0.033712035136141516,-1.191418086410323e-08,0.033712035136141516,-0.02459385707732098,0.44140918892888814,0.36600137553696194,calm_trend
bull_broad,2021-11-05,2021-11-19,3,-0.01870857657571756,-0.02064103558898267,-0.00010936036371145264,-0.00010936036371145264,-0.01859921621200611,0.44009093869014876,0.3641904865037033,calm_trend
calm_weakening,2021-11-26,2021-12-17,4,0.026028970483958913,0.027685204713898015,-0.0001092980494685758,0.027685204713898015,-0.001656234229939102,0.7002314920720631,0.06347281212261688,neutral_mixed
bull_broad,2021-12-24,2021-12-31,2,-0.0025378002592967297,-0.009803601737094714,0.00010927413951966614,0.00010927413951966614,-0.002647074398816396,0.5365189372250501,0.20611370614479474,neutral_mixed
decline,2022-01-07,2022-03-11,10,0.002732756838947692,-0.04761365991278166,2.199810075764752e-05,2.199810075764752e-05,0.0027107587381900444,0.3508089463202369,0.23422462998550797,neutral_mixed
false_rally,2022-03-18,2022-04-08,4,0.004871306032270262,-0.015615338948628654,-4.778849049813516e-08,-4.778849049813516e-08,0.00487135382076076,0.20946744889843916,0.5,stressed_panic
decline,2022-04-15,2022-06-17,10,-0.02876386204481829,-0.11306451489615876,0.0007765643524531018,0.0007765643524531018,-0.02954042639727139,0.13561492398459676,0.5999999999999999,stressed_panic
false_rally,2022-06-24,2022-08-19,9,-0.00685147867307101,0.03581931318839726,0.0024081424808881646,0.03581931318839726,-0.04267079186146827,0.09283782979008018,0.6211993927262602,stressed_panic
decline,2022-08-26,2022-09-30,6,-0.014315982364392799,-0.10492758167731575,0.00266938207881684,0.00266938207881684,-0.01698536444320964,0.1074537883215933,0.6490650237674579,stressed_panic
early_recovery,2022-10-07,2022-12-30,13,0.029829032479877338,0.06914493855864379,0.008327215857119485,0.06914493855864379,-0.03931590607876645,0.11878619041501742,0.6750308218287004,stressed_panic
late_recovery,2023-01-06,2023-12-08,49,0.08106517887165188,0.2166072423959351,0.047117512411969154,0.2166072423959351,-0.13554206352428322,0.4297047859632454,0.16232239900711085,calm_trend
bull_broad,2023-12-15,2024-01-12,5,0.004802394931155085,0.02748748580924465,0.004942274956491577,0.02748748580924465,-0.022685090878089564,0.5437732532759663,1.3322676295501878e-16,calm_trend
calm_weakening,2024-01-19,2024-01-26,2,0.009002305160981328,0.024553298616105668,0.002031473264077599,0.024553298616105668,-0.01555099345512434,0.5525198450571789,0.022702704145038357,neutral_mixed
bull_broad,2024-02-16,2024-04-12,9,0.024045390511729048,-0.006700712670050124,0.008877145292307098,0.008877145292307098,0.01516824521942195,0.544328825790061,0.005045045365564152,calm_trend
bull_broad,2024-05-03,2024-07-12,11,0.027810615515353243,0.07616309947208966,0.010828352392585394,0.07616309947208966,-0.048352483956736414,0.5340660279529579,0.04750682604922167,calm_trend
calm_weakening,2024-07-19,2024-08-09,4,0.02530836422515459,0.008664071365392267,0.004176801851044187,0.008664071365392267,0.016644292859762322,0.4344784358232111,2.7755575615628907e-17,calm_trend
bull_broad,2024-08-16,2024-10-18,10,0.043341559379072025,0.045685569116945546,0.009502007612886443,0.045685569116945546,-0.0023440097378735203,0.4550830420649006,0.03614049490910101,neutral_mixed
calm_weakening,2024-10-25,2024-11-22,5,0.008512821670763726,0.03896772041904706,0.004252556843690858,0.03896772041904706,-0.030454898748283332,0.43676976311073473,0.04496887523498074,neutral_mixed
bull_broad,2024-11-29,2024-12-13,3,-0.028711826534958518,-0.01584255280958846,0.0029314658833765606,0.0029314658833765606,-0.03164329241833508,0.5008245289123249,0.046629133936934,neutral_mixed
calm_weakening,2024-12-27,2025-01-10,3,0.014828185056021903,0.0036968433312227766,0.0024056096405549177,0.0036968433312227766,0.011131341724799126,0.4477023394860824,0.08157193959112018,neutral_mixed
bull_broad,2025-01-24,2025-02-14,4,0.023436404506171682,-0.01349672087352094,0.0032361585343443355,0.0032361585343443355,0.020200245971827346,0.4776555766174432,0.05375059735384857,neutral_mixed
decline,2025-02-21,2025-04-04,7,-0.014462710813270108,-0.11376557933792497,0.005583026310732819,0.005583026310732819,-0.020045737124002927,0.3343605956882956,0.20613502671424713,stressed_panic
early_recovery,2025-04-11,2025-06-20,11,0.028016927846978845,0.15045405369100373,0.00863750803180996,0.15045405369100373,-0.12243712584402489,0.19725341152408457,0.6161068087082143,stressed_panic
bull_broad,2025-06-27,2025-07-25,5,-0.0014879892619381607,0.01048910292319416,0.00410171617877042,0.01048910292319416,-0.011977092185132321,0.5799571308089144,0.03821007034683194,recovery_confirmed
calm_weakening,2025-08-01,2025-08-08,2,0.02380834860796477,0.034579151362649885,0.0016391394787551583,0.034579151362649885,-0.010770802754685116,0.6479411365408425,0.0625822546440175,neutral_mixed
