variant,full_sharpe,full_ret,maxdd,cvar5,ann_vol,holdout_sharpe,turnover,sp_sharpe_delta,boot_p,roll_win,gfc_ret,covid_ret,bear22_ret,gates,fail
combo_alpha0.16_m1L,0.9600388974240395,0.07133219583517802,-0.11605304318183296,-0.024563559898049408,0.07430136010798666,2.2062833990943527,0.07447478344421554,0.015493750019396957,0.8975,0.7948717948717948,-0.006892318072846737,-0.08662500223220881,-0.04694765682677848,PASS,
combo_alpha0.24_m1L,0.9650376852923058,0.07084724473091497,-0.11607303507432287,-0.02417559928186355,0.07341396694726553,2.22792922372919,0.08056564406616637,0.014135962797684143,0.8285,0.7692307692307693,-0.007289572565739921,-0.07437043788091158,-0.047395435903444416,PASS,
combo_alpha0.32_m1L,0.9702712991945929,0.07043528292725809,-0.11609528467347907,-0.02378636659681223,0.07259339010205221,2.2486617353857414,0.086814340606954,0.01274436943896734,0.801,0.7435897435897436,-0.0077083715976566936,-0.06200546022359288,-0.04784451713112858,PASS,
