variant,vs_production_pin,ok,fail
m1_pbi__stacked,FAIL,holdout_sharpe_delta=+0.0000 (gate >= -0.02) | max_dd_delta=+0.0000 (gate >= -0.01) | cvar5_delta=+0.0000 (gate >= -0.002) | stressed_panic_sharpe_delta=+0.0065 (gate >= -0.05) | extra_annual_cost=0.0021% (gate < 0.15%) | bootstrap_p=0.783 (gate >= 0.60),full_sharpe_delta=+0.0013 (gate >= +0.01) | rolling_win=0.526 (gate >= 0.55)
m2_knn__replace,FAIL,max_dd_delta=-0.0018 (gate >= -0.01) | cvar5_delta=-0.0004 (gate >= -0.002) | stressed_panic_sharpe_delta=+0.0012 (gate >= -0.05) | extra_annual_cost=-0.0246% (gate < 0.15%),full_sharpe_delta=-0.0100 (gate >= +0.01) | holdout_sharpe_delta=-0.0239 (gate >= -0.02) | bootstrap_p=0.107 (gate >= 0.60) | rolling_win=0.256 (gate >= 0.55)
m2_knn__stacked,FAIL,holdout_sharpe_delta=+0.0037 (gate >= -0.02) | max_dd_delta=+0.0000 (gate >= -0.01) | cvar5_delta=+0.0000 (gate >= -0.002) | stressed_panic_sharpe_delta=-0.0001 (gate >= -0.05) | extra_annual_cost=0.0022% (gate < 0.15%) | bootstrap_p=0.947 (gate >= 0.60),full_sharpe_delta=+0.0021 (gate >= +0.01) | rolling_win=0.513 (gate >= 0.55)
m3_kmeans__replace,FAIL,max_dd_delta=-0.0019 (gate >= -0.01) | cvar5_delta=-0.0004 (gate >= -0.002) | stressed_panic_sharpe_delta=+0.0011 (gate >= -0.05) | extra_annual_cost=-0.0250% (gate < 0.15%),full_sharpe_delta=-0.0123 (gate >= +0.01) | holdout_sharpe_delta=-0.0322 (gate >= -0.02) | bootstrap_p=0.070 (gate >= 0.60) | rolling_win=0.231 (gate >= 0.55)
