episode_label,start,end,weeks,pin_total_return,spy_total_return,bil_total_return,ideal_bound_return,pin_minus_ideal,avg_offense_weight,avg_bil_weight,dominant_market_state
early_recovery,2009-03-13,2009-06-05,13,0.01952586485277319,0.2503795282405996,0.0008045829813605465,0.2503795282405996,-0.23085366338782642,0.11570387740808877,0.4733700277668789,stressed_panic
early_recovery,2020-03-27,2020-06-19,13,0.026900113236762335,0.17570951409155633,-0.00026250839413710647,0.17570951409155633,-0.148809400854794,0.06567565467500996,0.6237356202047951,stressed_panic
late_recovery,2023-01-06,2023-12-08,49,0.08106517887165188,0.2166072423959351,0.047117512411969154,0.2166072423959351,-0.13554206352428322,0.4297047859632454,0.16232239900711085,calm_trend
late_recovery,2009-06-12,2012-08-10,166,0.38226295157792456,0.5159549444660536,-0.0010080110059431657,0.5159549444660536,-0.13369199288812905,0.44387168441746716,0.15888300771431949,neutral_mixed
early_recovery,2025-04-11,2025-06-20,11,0.028016927846978845,0.15045405369100373,0.00863750803180996,0.15045405369100373,-0.12243712584402489,0.19725341152408457,0.6161068087082143,stressed_panic
false_rally,2008-03-14,2008-04-25,7,-0.008936696141725875,0.09478000551744992,-0.00013389156069176789,0.09478000551744992,-0.10371670165917579,0.08519235809358713,0.6,stressed_panic
early_recovery,2018-12-28,2019-03-22,13,0.04115582124093975,0.14279146947384236,0.00546536522707286,0.14279146947384236,-0.10163564823290261,0.23594566904659084,0.46164007331376566,neutral_mixed
calm_weakening,2016-10-28,2016-12-02,6,-0.024341362037445524,0.06414762673817043,0.00024059703726564408,0.06414762673817043,-0.08848898877561595,0.43707235063701955,0.05554269098627121,neutral_mixed
bull_broad,2019-10-18,2020-01-17,14,0.027196654596949976,0.10792882693387007,0.003842736546001202,0.10792882693387007,-0.0807321723369201,0.396622630461357,0.0030553829569066977,calm_trend
decline,2008-05-02,2008-10-10,24,-0.07295428175114704,-0.3596301761915892,0.006865609264262051,0.006865609264262051,-0.0798198910154091,0.15158521915715956,0.3264619498236858,neutral_mixed
bull_broad,2021-03-19,2021-07-02,16,0.041961211371836615,0.1200485162484588,-0.0003280117439851127,0.1200485162484588,-0.07808730487662219,0.5125008095690351,0.30857679648174435,calm_trend
late_recovery,2020-06-26,2020-07-31,6,0.04011261380685904,0.11344031390977327,0.00010903645255888605,0.11344031390977327,-0.07332770010291423,0.1297057380202061,0.5058802441548992,neutral_mixed
calm_weakening,2013-05-10,2013-06-14,6,-0.06374965734954396,-0.022022674701000056,0.00021788747512085926,0.00021788747512085926,-0.06396754482466482,0.7788561809389728,0.028977633625383536,neutral_mixed
chop,2015-01-16,2015-02-13,5,-0.01651266524588202,0.0464196974413269,-0.00021826140055336563,0.0464196974413269,-0.06293236268720892,0.44067536326658036,0.06485606254305817,stressed_panic
bull_broad,2017-08-25,2017-12-01,15,0.02854505953527231,0.09045935869438226,0.0028021586188444747,0.09045935869438226,-0.06191429915910995,0.6322052629583863,0.1488544272971166,calm_trend
