mp,mf,n_fire,full_d,holdout_d,maxdd_d,sp_sharpe_d,boot_p,roll,gates,fail
1.15,1.3,49,0.00208875442379175,0.0031398389200356647,1.1102230246251565e-16,0.010367985989196193,0.8785,0.5897435897435898,FAIL,full_sharpe_delta=+0.0021 (gate >= +0.01)
1.25,1.5,49,0.0033502409554260204,0.004940875012451329,2.220446049250313e-16,0.01683220172991934,0.8705,0.5897435897435898,FAIL,full_sharpe_delta=+0.0034 (gate >= +0.01)
