episode_label,weeks,share_of_history,pin_ann_return,spy_ann_return,bil_ann_return,pin_avg_offense_weight,pin_avg_bil_weight,pin_weekly_win_vs_bil,spy_gt_bil_share
bull_broad,320,0.2882882882882883,0.0599987035110372,0.09303867582015468,0.013952981647170848,0.5370739357804444,0.13308361158273446,0.553125,0.575
late_recovery,224,0.2018018018018018,0.10890461375600835,0.19537404192112828,0.010806250095547032,0.43167833643100995,0.1687284538359783,0.5758928571428571,0.5848214285714286
calm_weakening,164,0.14774774774774774,0.11617687748037753,0.190698005752159,0.010413552340088339,0.5266910287470138,0.17116940834826874,0.5853658536585366,0.6036585365853658
chop,139,0.12522522522522522,0.11283117351541372,0.2798614918656117,0.007118221820827442,0.37147799687100075,0.43681351008923996,0.4244604316546763,0.5971223021582733
decline,137,0.12342342342342343,-0.09098741401849142,-0.47107927216404477,0.013026368594995175,0.24199345356819632,0.43864778924303743,0.46715328467153283,0.39416058394160586
early_recovery,76,0.06846846846846846,0.1192845827361193,0.725998355858994,0.0159339779378469,0.1550334609333166,0.5284999399837588,0.75,0.631578947368421
false_rally,30,0.02702702702702703,0.07115963581149742,0.0327300203098424,0.013879846128858286,0.1009155482619509,0.60264995187775,0.5333333333333333,0.5
bull_narrow,20,0.018018018018018018,0.23666123969669428,0.4338481045973468,0.004755413506601913,0.37442342422787,0.4196454562300077,0.55,0.7
