variant,scenario,cost_bps,annual_borrow_fee,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_annual_turnover,full_mean_invested_weight,oos_2016_2020_observations,oos_2016_2020_years,oos_2016_2020_total_return,oos_2016_2020_annual_return,oos_2016_2020_annual_volatility,oos_2016_2020_sharpe_zero_rf,oos_2016_2020_sortino_zero_target,oos_2016_2020_max_drawdown,oos_2016_2020_max_drawdown_duration_weeks,oos_2016_2020_calmar,oos_2016_2020_cvar_5_weekly,oos_2016_2020_positive_week_share,oos_2016_2020_worst_week,oos_2016_2020_best_week,oos_2016_2020_annual_turnover,oos_2016_2020_mean_invested_weight,oos_2021_present_observations,oos_2021_present_years,oos_2021_present_total_return,oos_2021_present_annual_return,oos_2021_present_annual_volatility,oos_2021_present_sharpe_zero_rf,oos_2021_present_sortino_zero_target,oos_2021_present_max_drawdown,oos_2021_present_max_drawdown_duration_weeks,oos_2021_present_calmar,oos_2021_present_cvar_5_weekly,oos_2021_present_positive_week_share,oos_2021_present_worst_week,oos_2021_present_best_week,oos_2021_present_annual_turnover,oos_2021_present_mean_invested_weight
threshold_long_short_inverted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.993779998676,-0.210105947936,0.0798281811807,-2.90696258718,-2.98100882269,-0.993779998676,1118,-0.211420986753,-0.0335338876354,0.173214285714,-0.157248560514,0.115692861209,38.0760043464,0.22919047619,261,5.01923076923,-0.645998605211,-0.186895087941,0.0808601953971,-2.51307334021,-2.81288441547,-0.650184880064,259,-0.287449145115,-0.0325088620046,0.191570881226,-0.0863860298045,0.085048169719,42.6159717348,0.281111111111,293,5.63461538462,-0.729807662813,-0.207249526512,0.0576048370838,-3.99364125217,-3.64052109173,-0.726775174845,291,-0.285163188955,-0.026749811117,0.184300341297,-0.0576943821376,0.0197319894531,37.4336609248,0.21866894198
threshold_long_short_inverted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.999905010777,-0.349497206985,0.0938852430891,-4.51283373866,-3.97562482453,-0.999905010777,1118,-0.349530408607,-0.044358993136,0.0991071428571,-0.166867151475,0.107303525333,38.0760043464,0.22919047619,261,5.01923076923,-0.881075713266,-0.345721399568,0.0913449866986,-4.57877812853,-4.06377646766,-0.881245831788,259,-0.392309826722,-0.0438855428327,0.088122605364,-0.0953992635589,0.0677198289985,42.6159717348,0.281111111111,293,5.63461538462,-0.907587114697,-0.344694220146,0.0760920694989,-5.4933387598,-4.41847965499,-0.905852927754,292,-0.380518966805,-0.0374982263503,0.098976109215,-0.0685167453966,0.01562739351,37.4336609248,0.21866894198
threshold_long_short_asset_permuted,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.360479917715,-0.0205413923485,0.0591260304693,-0.320915116638,-0.4126674069,-0.458883970634,892,-0.0447638044975,-0.0181361816794,0.346428571429,-0.11891712543,0.0988559623553,36.1232537341,0.217035714286,261,5.01923076923,-0.271337244579,-0.0611187674344,0.0764711494504,-0.784249858814,-0.867770829447,-0.312810519644,260,-0.19538590807,-0.0259678875695,0.333333333333,-0.11891712543,0.0480728897705,42.7710327469,0.281111111111,293,5.63461538462,-0.0310795930576,-0.00558769599773,0.0369265145265,-0.133331893997,-0.187983847704,-0.13204802896,191,-0.0423156334989,-0.0121091274721,0.382252559727,-0.0201050574336,0.0185178780506,37.4538304333,0.21866894198
threshold_long_short_asset_permuted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.97166653097,-0.152494571929,0.0632958896602,-2.57736721828,-2.68087289582,-0.971777117788,1109,-0.156923402638,-0.0248061968874,0.170535714286,-0.130934847587,0.0909969907258,36.1232537341,0.217035714286,261,5.01923076923,-0.691848604041,-0.209058106025,0.0839607676307,-2.74272157361,-2.66464200212,-0.691848604041,260,-0.302173199171,-0.0341945945766,0.114942528736,-0.130934847587,0.0410544080588,42.7710327469,0.281111111111,293,5.63461538462,-0.583896023967,-0.14410975104,0.0416293699734,-3.71157586306,-3.48668017569,-0.57911369389,292,-0.248845352061,-0.0192474027026,0.18771331058,-0.0293959676062,0.0135127886552,37.4538304333,0.21866894198
threshold_long_short_asset_permuted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.999518247978,-0.298563701957,0.076238511737,-4.59625640833,-4.00264238676,-0.999518247978,1115,-0.298707604949,-0.0352695088455,0.0794642857143,-0.145777264086,0.0812219605014,36.1232537341,0.217035714286,261,5.01923076923,-0.900482119306,-0.368536698904,0.0992314499973,-4.55965904097,-3.90034140218,-0.900482119306,260,-0.409265982081,-0.045849706609,0.0498084291188,-0.145777264086,0.0323192537551,42.7710327469,0.281111111111,293,5.63461538462,-0.862301581387,-0.296633094613,0.0579546813359,-6.021779668,-4.65148397354,-0.859687387716,292,-0.345047628767,-0.0299814360587,0.0887372013652,-0.0416532335111,0.00841439111107,37.4538304333,0.21866894198
threshold_long_only,low_10bps_borrow3,10,0.03,1120,21.5384615385,0.566920130684,0.0210705423476,0.0659828068922,0.348872285394,0.5314611894,-0.224882044034,604,0.0936959748748,-0.0142558625002,0.202678571429,-0.114610250895,0.150256553534,12.8176045472,0.0608125,261,5.01923076923,-0.113586090115,-0.0237356338913,0.0797813471794,-0.260015022929,-0.311122469566,-0.2007156571,112,-0.118255019236,-0.0248148265284,0.191570881226,-0.104932421635,0.0765852178091,13.7349183196,0.0724904214559,293,5.63461538462,0.188044554116,0.0310527708063,0.0290282385922,1.06808434577,2.36847954685,-0.0218390511779,31,1.42189193813,-0.00605488611833,0.20819112628,-0.0212464694225,0.0412389532876,11.927195569,0.0505802047782
threshold_long_only,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.4813020457,-0.0300175220055,0.0661945158053,-0.42685917293,-0.563871007474,-0.565352763391,791,-0.0530952070093,-0.018260651004,0.105357142857,-0.119967777736,0.14198174208,12.8176045472,0.0608125,261,5.01923076923,-0.327904836298,-0.0761139896006,0.0854467441499,-0.881116182841,-0.965010925367,-0.372543799929,260,-0.204308834599,-0.0307260811106,0.0996168582375,-0.117292325614,0.0694327931457,13.7349183196,0.0724904214559,293,5.63461538462,-0.0922653160229,-0.0170333436371,0.0274922873803,-0.611092974023,-0.795934676097,-0.119368266115,292,-0.142695744785,-0.0103016214596,0.116040955631,-0.02604297722,0.0328285953859,11.927195569,0.0505802047782
threshold_long_only,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.870157794703,-0.0904278255141,0.0711661839391,-1.294018171,-1.49288300287,-0.870157794703,1118,-0.103921180807,-0.0256245822764,0.0428571428571,-0.132555039832,0.131690047368,12.8176045472,0.0608125,261,5.01923076923,-0.524877746161,-0.137798581136,0.0963266044848,-1.48583722217,-1.5255262802,-0.549092958856,260,-0.250956744052,-0.0396444837592,0.0344827586207,-0.132555039832,0.0605304019592,13.7349183196,0.0724904214559,293,5.63461538462,-0.352034812211,-0.0741188425891,0.0350747204662,-2.17621150513,-2.172059614,-0.352034812211,292,-0.210544071263,-0.0168855627928,0.0477815699659,-0.0416720665257,0.0223645127454,11.927195569,0.0505802047782
threshold_long_only_stale_1d,low_10bps_borrow3,10,0.03,1120,21.5384615385,0.260249871909,0.0107972677084,0.0616662702499,0.205269101124,0.292580521068,-0.207362664934,701,0.0520694875901,-0.0148424159889,0.154464285714,-0.122050401189,0.112772514345,12.7853841608,0.0609196428571,261,5.01923076923,-0.0994496989781,-0.0206533210443,0.0794182381471,-0.222151985171,-0.279739561923,-0.190681149286,259,-0.108313386623,-0.0225456946662,0.164750957854,-0.122050401189,0.0996597091299,13.7453586513,0.0727969348659,293,5.63461538462,0.172656543131,0.0286699470267,0.0297003643174,0.966571761249,3.00096229432,-0.0140709997686,30,2.03752025429,-0.00526724015916,0.150170648464,-0.0079017340065,0.0413534554075,11.898122089,0.0504436860068
threshold_long_only_stale_1d,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.581574206661,-0.03964393136,0.0630885585896,-0.608590587289,-0.749411647793,-0.581776580376,1118,-0.0681428794097,-0.0200021487877,0.0955357142857,-0.135475832762,0.104918200813,12.7853841608,0.0609196428571,261,5.01923076923,-0.316935845534,-0.0731293108761,0.0832140449603,-0.868632586795,-0.993706428905,-0.376507761187,259,-0.194230553563,-0.0280439481622,0.0842911877395,-0.135475832762,0.0905458604094,13.7453586513,0.0727969348659,293,5.63461538462,-0.103129338304,-0.0191315791141,0.0277584026584,-0.681998168952,-0.97336589143,-0.103563114259,291,-0.184733524584,-0.0102621909947,0.0955631399317,-0.0184417747601,0.0339230348337,11.898122089,0.0504436860068
threshold_long_only_stale_1d,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.894865202392,-0.0992980837481,0.0696752143538,-1.46318153184,-1.59415901447,-0.894865202392,1118,-0.110964292144,-0.0277366649274,0.0455357142857,-0.152028166016,0.0951477170391,12.7853841608,0.0609196428571,261,5.01923076923,-0.516895714506,-0.134931910221,0.092448087118,-1.51677668737,-1.60469912775,-0.550350041536,259,-0.245174707073,-0.0370215437102,0.0229885057471,-0.152028166016,0.0792268434333,13.7453586513,0.0727969348659,293,5.63461538462,-0.358987892234,-0.0758899358509,0.0345693373565,-2.26395592207,-2.29575045711,-0.358987892234,291,-0.211399708716,-0.0175112303344,0.0477815699659,-0.0330277324722,0.0246773306658,11.898122089,0.0504436860068
threshold_long_only_stale_5d,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.120784762207,-0.0059587191351,0.0531361253265,-0.0857047616935,-0.113208919014,-0.279686043213,932,-0.0213050285479,-0.016517603696,0.153571428571,-0.0903907926898,0.102781086008,12.7893651415,0.0614642857143,261,5.01923076923,-0.0903932426212,-0.018698945911,0.078596927626,-0.200545858756,-0.25985033552,-0.201588121437,73,-0.0927581733373,-0.0232880946781,0.172413793103,-0.0903907926898,0.102781086008,13.7445831734,0.074214559387,293,5.63461538462,0.0905509004737,0.0155029534752,0.0269476359377,0.584231072759,1.2615552902,-0.0280251519733,128,0.55317999667,-0.00652856594339,0.150170648464,-0.0136366821517,0.0412843658378,11.9008810623,0.0513993174061
threshold_long_only_stale_5d,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.708454377557,-0.0556193311128,0.055757449104,-0.99724260034,-1.13223697833,-0.710123153238,1117,-0.0783235004509,-0.0222024610688,0.0821428571429,-0.103010454054,0.0884289586478,12.7893651415,0.0614642857143,261,5.01923076923,-0.310237907508,-0.0713256154457,0.0821516975303,-0.857868366178,-0.983204992731,-0.356091327336,260,-0.200301467546,-0.0309231693237,0.111111111111,-0.103010454054,0.0884289586478,13.7445831734,0.074214559387,293,5.63461538462,-0.166031318146,-0.0317085489555,0.0252598801135,-1.26268575563,-1.60279542323,-0.171631934167,291,-0.184747372972,-0.0101236476117,0.0682593856655,-0.0180090288054,0.0345965034063,11.9008810623,0.0513993174061
threshold_long_only_stale_5d,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.926861979064,-0.11434660526,0.0641229028781,-1.85825375789,-1.89507458452,-0.926715786402,1117,-0.123389076713,-0.0301397124269,0.04375,-0.122570113782,0.0706948706694,12.7893651415,0.0614642857143,261,5.01923076923,-0.512312634797,-0.133303040752,0.0910947861532,-1.52062225289,-1.58695032911,-0.529500018074,260,-0.251752665159,-0.0405647565139,0.0613026819923,-0.122570113782,0.0706948706694,13.7445831734,0.074214559387,293,5.63461538462,-0.404039924936,-0.0877648531959,0.0334154780989,-2.72975925934,-2.70114882987,-0.404039924936,291,-0.217218269234,-0.0161971227386,0.0341296928328,-0.0259216348781,0.0262726791073,11.9008810623,0.0513993174061
threshold_long_only_inverted,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.687558422594,-0.0525793679637,0.0675584440217,-0.764670924522,-0.952956174022,-0.688009728085,1112,-0.0764224193603,-0.0229879231019,0.0794642857143,-0.149742979776,0.121736615752,12.9298753783,0.0608125,261,5.01923076923,-0.0652704185456,-0.0133578604761,0.0762112039224,-0.13899206264,-0.21950890856,-0.14240583037,217,-0.0938013594062,-0.0205628028357,0.11877394636,-0.0794708766422,0.0982124997584,13.7308163298,0.0724904214559,293,5.63461538462,-0.279609136289,-0.0565432397863,0.0334794728628,-1.72057677558,-1.75829120153,-0.280264528947,291,-0.201749539974,-0.0161591221381,0.0580204778157,-0.0494472648186,0.0203988503748,12.0390373348,0.0505802047782
threshold_long_only_inverted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.897695181426,-0.100438438028,0.0723923752248,-1.42337878411,-1.59991942192,-0.897695181426,1118,-0.111884791304,-0.0299934297736,0.0508928571429,-0.157248560514,0.115692861209,12.9298753783,0.0608125,261,5.01923076923,-0.290511798326,-0.0660938102787,0.0758889347279,-0.862455918351,-1.11245839226,-0.311527024745,259,-0.212160759833,-0.0274050256421,0.088122605364,-0.0863860298045,0.085048169719,13.7308163298,0.0724904214559,293,5.63461538462,-0.451093871012,-0.100983676438,0.0431296965138,-2.44377642761,-2.36266194844,-0.451093871012,292,-0.223863995782,-0.0223890571731,0.0204778156997,-0.0576943821376,0.0187988503748,12.0390373348,0.0505802047782
threshold_long_only_inverted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.976356146993,-0.159584484468,0.0824475590408,-2.06234469774,-2.11911165067,-0.976356146993,1118,-0.163449049775,-0.0394511945928,0.0366071428571,-0.166867151475,0.107303525333,12.9298753783,0.0608125,261,5.01923076923,-0.506848023217,-0.131376810578,0.081186375332,-1.69102023766,-1.82836567115,-0.507553466045,259,-0.258843293106,-0.0371968705666,0.0727969348659,-0.0953992635589,0.0677198289985,13.7308163298,0.0724904214559,293,5.63461538462,-0.615101673093,-0.155869615211,0.058639140888,-2.85504794643,-2.67836465559,-0.615101673093,292,-0.253404635411,-0.0315063024554,0.0102389078498,-0.0685167453966,0.0167194852955,12.0390373348,0.0505802047782
threshold_long_only_asset_permuted,low_10bps_borrow3,10,0.03,1120,21.5384615385,0.0828600523228,0.00370281922573,0.0562510731148,0.0946142644548,0.118521450592,-0.282455706056,766,0.0131093801482,-0.0144327018547,0.157142857143,-0.11891712543,0.0988559623553,12.3377767939,0.058625,261,5.01923076923,-0.16272621274,-0.0347660156132,0.0811879154273,-0.392727715438,-0.42124157088,-0.230777400422,62,-0.15064740113,-0.025370574103,0.172413793103,-0.11891712543,0.0480728897705,13.7152997082,0.0724904214559,293,5.63461538462,0.0857338710885,0.0147054352792,0.0218046722823,0.680443181976,1.16005097383,-0.0387483433942,142,0.379511328513,-0.00664380090348,0.156996587031,-0.0180015201456,0.0179732543975,11.9021878949,0.0505802047782
threshold_long_only_asset_permuted,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.626678773424,-0.0447162056652,0.0589065086504,-0.745527062954,-0.837403990583,-0.631910740506,844,-0.0707634841423,-0.0193393510276,0.0955357142857,-0.130934847587,0.0909969907258,12.3377767939,0.058625,261,5.01923076923,-0.365111303473,-0.086537530614,0.0892038009243,-0.966007057151,-0.991352175139,-0.393012185982,260,-0.220190451341,-0.0319834819441,0.0919540229885,-0.130934847587,0.0410544080588,13.7152997082,0.0724904214559,293,5.63461538462,-0.170006917315,-0.0325293686172,0.0235099822515,-1.39440314217,-1.51124038794,-0.176147957816,291,-0.184670711034,-0.0111881374669,0.0887372013652,-0.0225200862881,0.0115164621055,11.9021878949,0.0505802047782
threshold_long_only_asset_permuted,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.901670006355,-0.102091980258,0.0668211463667,-1.57464566344,-1.62702921083,-0.901670006355,1115,-0.113225436733,-0.0270151949345,0.0473214285714,-0.145777264086,0.0812219605014,12.3377767939,0.058625,261,5.01923076923,-0.551132710452,-0.147508283179,0.102231671419,-1.50335285257,-1.49386981152,-0.563712151165,260,-0.261673059334,-0.0417814252195,0.0651340996169,-0.145777264086,0.0323192537551,13.7152997082,0.0724904214559,293,5.63461538462,-0.407142989158,-0.0886096418293,0.0350138578927,-2.62985447712,-2.4906444289,-0.407142989158,292,-0.217637646205,-0.0182858669626,0.0409556313993,-0.0381800865838,0.00489397181636,11.9021878949,0.0505802047782
head_shoulders_source_price,low_10bps_borrow3,10,0.03,1120,21.5384615385,-0.49196563792,-0.0309525652779,0.0289430943751,-1.07156739149,-1.4204955037,-0.497624828359,1085,-0.0622006047809,-0.0105376088118,0.184821428571,-0.0231421829378,0.0403305098905,13.2671077493,0.0971755952381,261,5.01923076923,-0.164501883308,-0.0351742028534,0.0222470494226,-1.59787303734,-1.83414147988,-0.165595559257,260,-0.212410302614,-0.00868043768222,0.153256704981,-0.0219517735879,0.0131634247547,12.2604775616,0.086245210728,293,5.63461538462,-0.143798925049,-0.0271767872938,0.0218017251098,-1.25259633886,-1.60937734525,-0.141205423578,288,-0.192462772358,-0.00762239465528,0.180887372014,-0.0193185698517,0.0166593341315,11.9122848291,0.0897269624573
head_shoulders_source_price,primary_50bps_borrow3,50,0.03,1120,21.5384615385,-0.838197865395,-0.0810872687082,0.0325566205034,-2.57900668269,-2.72937656452,-0.838197865395,1119,-0.0967400086016,-0.0142989574716,0.127678571429,-0.0279050867149,0.0332449874858,13.2671077493,0.0971755952381,261,5.01923076923,-0.346991505068,-0.0814017983639,0.0272819472738,-3.09596413779,-3.01244025252,-0.347318910626,260,-0.234371915475,-0.012384152137,0.11877394636,-0.0276029838195,0.0122872316882,12.2604775616,0.086245210728,293,5.63461538462,-0.345570678653,-0.0724862609632,0.0258612365579,-2.89461610267,-2.94194959783,-0.342528260486,288,-0.21162125677,-0.0110092023955,0.119453924915,-0.0272869820644,0.0157912305393,11.9122848291,0.0897269624573
head_shoulders_source_price,stress_100bps_borrow8,100,0.08,1120,21.5384615385,-0.965193151952,-0.144359022424,0.0400480791352,-3.86689431707,-3.53077801306,-0.965193151952,1119,-0.149564905358,-0.0195558003852,0.0669642857143,-0.0375745341041,0.0246795401967,13.2671077493,0.0971755952381,261,5.01923076923,-0.53057978661,-0.139870121506,0.0359361160139,-4.16861875533,-3.67542958407,-0.530284466512,260,-0.263764319603,-0.0175880335123,0.0574712643678,-0.0349508612785,0.0109919829461,12.2604775616,0.086245210728,293,5.63461538462,-0.544053184104,-0.130106673546,0.0336673476214,-4.11756659733,-3.66723490975,-0.540971246515,288,-0.240505709656,-0.0161968905376,0.0682593856655,-0.0375745341041,0.0143049395596,11.9122848291,0.0897269624573
