decision_date,realization_date,core_return,candidate_return,turnover,mean_invested_weight,net_return
2005-02-18,2005-02-25,0,0,0.2,1,-0.001
2005-02-25,2005-03-04,0,-0.00530251548745,0.000849303166631,1,-0.00106474961332
2005-03-04,2005-03-11,0,-0.00493922211464,0.000791056979568,1,-0.000991799707826
2005-03-11,2005-03-18,0,0.00320337161203,0.000512211297299,1,0.000638113265919
2005-03-18,2005-03-25,0,0.005077094308,0.000811511065638,1,0.00101136130627
2005-03-25,2005-04-01,0,-0.00349093756208,0.000558940255039,1,-0.000700982213691
2005-04-01,2005-04-08,0,0,0,1,0
2005-04-08,2005-04-15,0,0,0,1,0
2005-04-15,2005-04-22,0,0,0,1,0
2005-04-22,2005-04-29,0,0,0,1,0
2005-04-29,2005-05-06,0,0,0,1,0
2005-05-06,2005-05-13,0,0.000422767452163,6.76370733954e-05,1,8.42153050656e-05
2005-05-13,2005-05-20,0,-0.00256644919543,0.000410842752679,1,-0.000515344052849
2005-05-20,2005-05-27,0,0,0,1,0
2005-05-27,2005-06-03,0,0,0,1,0
2005-06-03,2005-06-10,0,-0.000224778080337,3.59661097325e-05,1,-4.51354466161e-05
2005-06-10,2005-06-17,0,-0.00298946713474,0.000478600893887,1,-0.000600286431418
2005-06-17,2005-06-24,0,0.00365219698039,0.000583924995042,1,0.000727519771103
2005-06-24,2005-07-01,0,-0.000669640729933,0.00010715686811,1,-0.000134463930327
2005-07-01,2005-07-08,0,-0.00964978858929,0.00154695172571,1,-0.00193769247649
2005-07-08,2005-07-15,0,-0.00538752329411,0.000862933541969,1,-0.00108181932653
2005-07-15,2005-07-22,0,0,0,1,0
2005-07-22,2005-07-29,0,0,0,1,0
2005-07-29,2005-08-05,-0.0120274957753,0,0.00194309578513,1,-0.00963171209917
2005-08-05,2005-08-12,0.00176378920212,-0.00366717729712,0.000868366238473,1,0.00067325407108
2005-08-12,2005-08-19,-0.000883790302747,-0.00247591647669,0.000255046809068,1,-0.00120349077158
2005-08-19,2005-08-26,-0.000345418433129,-0.00454942479066,0.000673439864843,1,-0.00118958690396
2005-08-26,2005-09-02,0.0126113684623,-0.012935063886,0.00405699327949,1,0.00748179702625
2005-09-02,2005-09-09,0.00927639811376,0,0.00147329023678,1,0.00741375203982
2005-09-09,2005-09-16,-0.00469440585283,-0.00335122880228,0.000215863691232,1,-0.00442684976118
2005-09-16,2005-09-23,-0.00975345854914,-0.00095165172799,0.00141963638296,1,-0.00800019536682
2005-09-23,2005-09-30,0.0112984829907,-0.00558678811827,0.00268041069504,1,0.00790802671543
2005-09-30,2005-10-07,-0.0257322413531,0.0114313470514,0.00605701462727,1,-0.0183298087453
2005-10-07,2005-10-14,-0.0081906226715,0.00914945988678,0.00278757784161,1,-0.00473654404905
2005-10-14,2005-10-21,-0.00622971747763,-0.00220063008419,0.000648169589989,1,-0.00542714084689
2005-10-21,2005-10-28,0.0088685095788,-0.0077238415067,0.00264012338497,1,0.00553683874478
2005-10-28,2005-11-04,0.00768024573079,0.00168654582465,0.000952816300652,1,0.00647674166806
