variant,decision_date,realization_date,cost_bps,annual_borrow_fee,long_exposure,short_exposure,invested_weight,turnover,gross_return,trading_cost,borrow_cost,net_return
head_shoulders_source_price,2005-01-24,2005-01-25,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-01-25,2005-01-26,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-01-26,2005-01-27,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-01-27,2005-01-28,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-01-28,2005-01-31,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-01-31,2005-02-01,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-01,2005-02-02,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-02,2005-02-03,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-03,2005-02-04,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-04,2005-02-07,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-07,2005-02-08,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-08,2005-02-09,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-09,2005-02-10,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-10,2005-02-11,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-11,2005-02-14,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-14,2005-02-15,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-15,2005-02-16,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-16,2005-02-17,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-17,2005-02-18,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-18,2005-02-22,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-22,2005-02-23,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-23,2005-02-24,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-24,2005-02-25,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-25,2005-02-28,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-02-28,2005-03-01,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-03-01,2005-03-02,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-03-02,2005-03-03,50,0.03,0,0.2,0.2,0.2,0.000111575171549,0.001,2.38095238095e-05,-0.000912234352261
head_shoulders_source_price,2005-03-03,2005-03-04,50,0.03,0,0.4,0.4,0.200133875269,-0.0033460013333,0.00100066937634,4.7619047619e-05,-0.00439428975726
head_shoulders_source_price,2005-03-04,2005-03-07,50,0.03,0,0.2,0.2,0.204700128503,-0.00287858447694,0.00102350064251,2.38095238095e-05,-0.00392589464327
head_shoulders_source_price,2005-03-07,2005-03-08,50,0.03,0,0,0,0.203464273576,0,0.00101732136788,0,-0.00101732136788
head_shoulders_source_price,2005-03-08,2005-03-09,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-03-09,2005-03-10,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-03-10,2005-03-11,50,0.03,0,0,0,0,0,0,0,0
head_shoulders_source_price,2005-03-11,2005-03-14,50,0.03,0,0.2,0.2,0.2,-0.000914665875262,0.001,2.38095238095e-05,-0.00193847539907
head_shoulders_source_price,2005-03-14,2005-03-15,50,0.03,0,0.2,0.2,0.00109860390582,0.00160682304983,5.49301952909e-06,2.38095238095e-05,0.00157752050649
head_shoulders_source_price,2005-03-15,2005-03-16,50,0.03,0,0.4,0.4,0.201925094374,0.00396603392204,0.00100962547187,4.7619047619e-05,0.00290878940255
head_shoulders_source_price,2005-03-16,2005-03-17,50,0.03,0,0.4,0.4,0.00553051328756,-0.00089459674209,2.76525664378e-05,4.7619047619e-05,-0.000969868356147
head_shoulders_source_price,2005-03-17,2005-03-18,50,0.03,0,0.4,0.4,0.00125355686681,0.00168331572727,6.26778433407e-06,4.7619047619e-05,0.00162942889532
head_shoulders_source_price,2005-03-18,2005-03-21,50,0.03,0,0.4,0.4,0.00235268171206,0.000359057137692,1.17634085603e-05,4.7619047619e-05,0.000299674681513
head_shoulders_source_price,2005-03-21,2005-03-22,50,0.03,0,0.6,0.6,0.601125388535,0.0079062677866,0.00300562694268,7.14285714286e-05,0.00482921227249
head_shoulders_source_price,2005-03-22,2005-03-23,50,0.03,0,0.6,0.6,0.0125507984848,0.00150860389481,6.2753992424e-05,7.14285714286e-05,0.00137442133096
head_shoulders_source_price,2005-03-23,2005-03-24,50,0.03,0,0.4,0.4,0.202149252759,-0.000367064972386,0.0010107462638,4.7619047619e-05,-0.0014254302838
head_shoulders_source_price,2005-03-24,2005-03-28,50,0.03,0,0.4,0.4,0.000514079661978,0.00100960450369,2.57039830989e-06,4.7619047619e-05,0.000959415057765
