variant,decision_date,realization_date,cost_bps,annual_borrow_fee,long_exposure,short_exposure,invested_weight,turnover,gross_return,trading_cost,borrow_cost,net_return
threshold_long_short,2005-01-24,2005-01-25,50,0.03,1,0,1,1,-0.00393063285185,0.005,0,-0.00893063285185
threshold_long_short,2005-01-25,2005-01-26,50,0.03,1,0,1,0.222222222222,0.00737364567144,0.00111111111111,0,0.00626253456033
threshold_long_short,2005-01-26,2005-01-27,50,0.03,1,0,1,0.4439552925,-0.00158630665224,0.0022197764625,0,-0.00380608311474
threshold_long_short,2005-01-27,2005-01-28,50,0.03,1,0,1,0.25,0.000833141369921,0.00125,0,-0.000416858630079
threshold_long_short,2005-01-28,2005-01-31,50,0.03,1,0,1,0.503540654488,0.00576304717154,0.00251770327244,0,0.0032453438991
threshold_long_short,2005-01-31,2005-02-01,50,0.03,1,0,1,0.00452540168985,0.00573979481533,2.26270084493e-05,0,0.00571716780688
threshold_long_short,2005-02-01,2005-02-02,50,0.03,1,0,1,0.666832983899,0.00386131072958,0.00333416491949,0,0.000527145810083
threshold_long_short,2005-02-02,2005-02-03,50,0.03,0.6,0,0.6,0.401885357377,-0.00276686207243,0.00200942678688,0,-0.00477628885932
threshold_long_short,2005-02-03,2005-02-04,50,0.03,1,0,1,0.403438160683,0.00673553420196,0.00201719080341,0,0.00471834339854
threshold_long_short,2005-02-04,2005-02-07,50,0.03,0.2,0,0.2,0.804678050795,-0.000964556339775,0.00402339025398,0,-0.00498794659375
threshold_long_short,2005-02-07,2005-02-08,50,0.03,0.6,0,0.6,0.400772390086,-0.00118592025176,0.00200386195043,0,-0.00318978220219
threshold_long_short,2005-02-08,2005-02-09,50,0.03,0.6,0,0.6,0.00132773548252,-0.0014099691352,6.6386774126e-06,0,-0.00141660781261
threshold_long_short,2005-02-09,2005-02-10,50,0.03,0.8,0,0.8,0.201615013006,0.00614883065299,0.00100807506503,0,0.00514075558796
threshold_long_short,2005-02-10,2005-02-11,50,0.03,0.2,0,0.2,0.603238177787,0.00296086076172,0.00301619088894,0,-5.53301272149e-05
threshold_long_short,2005-02-11,2005-02-14,50,0.03,0,0,0,0.202361695956,0,0.00101180847978,0,-0.00101180847978
threshold_long_short,2005-02-14,2005-02-15,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-15,2005-02-16,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-16,2005-02-17,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-17,2005-02-18,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-18,2005-02-22,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-22,2005-02-23,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-23,2005-02-24,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-24,2005-02-25,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-25,2005-02-28,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-02-28,2005-03-01,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-01,2005-03-02,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-02,2005-03-03,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-03,2005-03-04,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-04,2005-03-07,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-07,2005-03-08,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-08,2005-03-09,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-09,2005-03-10,50,0.03,0.2,0,0.2,0.2,0.000272333821813,0.001,0,-0.000727666178187
threshold_long_short,2005-03-10,2005-03-11,50,0.03,0,0,0,0.200217807741,0,0.00100108903871,0,-0.00100108903871
threshold_long_short,2005-03-11,2005-03-14,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-14,2005-03-15,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-15,2005-03-16,50,0.03,0.2,0,0.2,0.2,0.000693258381247,0.001,0,-0.000306741618753
threshold_long_short,2005-03-16,2005-03-17,50,0.03,0,0,0,0.200554222486,0,0.00100277111243,0,-0.00100277111243
threshold_long_short,2005-03-17,2005-03-18,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-18,2005-03-21,50,0.03,0.2,0,0.2,0.2,-0.000237710111081,0.001,0,-0.00123771011108
threshold_long_short,2005-03-21,2005-03-22,50,0.03,0.2,0,0.2,0.00019021330449,-0.00172002661071,9.51066522452e-07,0,-0.00172097767723
threshold_long_short,2005-03-22,2005-03-23,50,0.03,0.2,0,0.2,0.00137839215976,0.00059059089485,6.89196079881e-06,0,0.000583698934051
threshold_long_short,2005-03-23,2005-03-24,50,0.03,0.2,0,0.2,0.000472193842496,0.000423318061279,2.36096921248e-06,0,0.000420957092067
threshold_long_short,2005-03-24,2005-03-28,50,0.03,0,0,0,0.200338511151,0,0.00100169255576,0,-0.00100169255576
threshold_long_short,2005-03-28,2005-03-29,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-03-29,2005-03-30,50,0.03,0.4,0,0.4,0.4,0.00317653364334,0.002,0,0.00117653364334
threshold_long_short,2005-03-30,2005-03-31,50,0.03,0,0,0,0.401899885137,0,0.00200949942568,0,-0.00200949942568
threshold_long_short,2005-03-31,2005-04-01,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-01,2005-04-04,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-04,2005-04-05,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-05,2005-04-06,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-06,2005-04-07,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-07,2005-04-08,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-08,2005-04-11,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-11,2005-04-12,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-12,2005-04-13,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-13,2005-04-14,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-14,2005-04-15,50,0.03,0.4,0,0.4,0.4,-0.00683188379341,0.002,0,-0.00883188379341
threshold_long_short,2005-04-15,2005-04-18,50,0.03,0.8,0,0.8,0.404127327699,-0.00177171301941,0.0020206366385,0,-0.00379234965791
threshold_long_short,2005-04-18,2005-04-19,50,0.03,0.8,0,0.8,0.40445443305,0.0120688849017,0.00202227216525,0,0.0100466127364
threshold_long_short,2005-04-19,2005-04-20,50,0.03,0,0,0,0.802384992777,0,0.00401192496389,0,-0.00401192496389
threshold_long_short,2005-04-20,2005-04-21,50,0.03,0.2,0,0.2,0.2,0.00420424727508,0.001,0,0.00320424727508
threshold_long_short,2005-04-21,2005-04-22,50,0.03,0,0,0,0.203349316465,0,0.00101674658233,0,-0.00101674658233
threshold_long_short,2005-04-22,2005-04-25,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-25,2005-04-26,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-26,2005-04-27,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-27,2005-04-28,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-28,2005-04-29,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-04-29,2005-05-02,50,0.03,0,0.2,0.2,0.2,0.000145874893791,0.001,2.38095238095e-05,-0.000877934630019
threshold_long_short,2005-05-02,2005-05-03,50,0.03,0,0.2,0.2,0.000175024340892,-0.000292152055722,8.75121704458e-07,2.38095238095e-05,-0.000316836701236
threshold_long_short,2005-05-03,2005-05-04,50,0.03,0,0.2,0.2,0.000350684920187,-0.000182270694839,1.75342460093e-06,2.38095238095e-05,-0.000207833643249
threshold_long_short,2005-05-04,2005-05-05,50,0.03,0,0.2,0.2,0.000218764708202,-0.00255013589175,1.09382354101e-06,2.38095238095e-05,-0.0025750392391
threshold_long_short,2005-05-05,2005-05-06,50,0.03,0,0.2,0.2,0.00306798685349,0.00251802930719,1.53399342675e-05,2.38095238095e-05,0.00247887984911
threshold_long_short,2005-05-06,2005-05-09,50,0.03,0,0,0,0.196985954287,0,0.000984929771434,0,-0.000984929771434
threshold_long_short,2005-05-09,2005-05-10,50,0.03,0,0.2,0.2,0.2,0,0.001,2.38095238095e-05,-0.00102380952381
threshold_long_short,2005-05-10,2005-05-11,50,0.03,0,0.2,0.2,0,-0.000107394163246,0,2.38095238095e-05,-0.000131203687056
threshold_long_short,2005-05-11,2005-05-12,50,0.03,0,0.2,0.2,0.00012888683759,0.00200420557433,6.44434187948e-07,2.38095238095e-05,0.00197975161633
threshold_long_short,2005-05-12,2005-05-13,50,0.03,0,0,0,0.197599763877,0,0.000987998819387,0,-0.000987998819387
threshold_long_short,2005-05-13,2005-05-16,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-05-16,2005-05-17,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-05-17,2005-05-18,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-05-18,2005-05-19,50,0.03,0,0.2,0.2,0.2,-0.00265022668538,0.001,2.38095238095e-05,-0.00367403620919
threshold_long_short,2005-05-19,2005-05-20,50,0.03,0,0.2,0.2,0.00318872286087,-0.000418455947029,1.59436143044e-05,2.38095238095e-05,-0.000458209085143
threshold_long_short,2005-05-20,2005-05-23,50,0.03,0,0.4,0.4,0.200502357351,-0.00146134503118,0.00100251178675,4.7619047619e-05,-0.00251147586555
threshold_long_short,2005-05-23,2005-05-24,50,0.03,0,0.6,0.6,0.20204887716,0.00159154515902,0.0010102443858,7.14285714286e-05,0.000509872201792
threshold_long_short,2005-05-24,2005-05-25,50,0.03,0,0.4,0.4,0.197457574131,0.00224052781901,0.000987287870656,4.7619047619e-05,0.00120562090073
threshold_long_short,2005-05-25,2005-05-26,50,0.03,0,0,0,0.396870273293,0,0.00198435136647,0,-0.00198435136647
threshold_long_short,2005-05-26,2005-05-27,50,0.03,0,0.2,0.2,0.2,-0.000104577685727,0.001,2.38095238095e-05,-0.00112838720954
threshold_long_short,2005-05-27,2005-05-31,50,0.03,0,0.2,0.2,0.000125506348036,0.000680326454404,6.27531740182e-07,2.38095238095e-05,0.000655889398854
threshold_long_short,2005-05-31,2005-06-01,50,0.03,0,0.4,0.4,0.20081583671,-0.0040770070122,0.00100407918355,4.7619047619e-05,-0.00512870524337
threshold_long_short,2005-06-01,2005-06-02,50,0.03,0,0.6,0.6,0.205731175861,-0.00265779829808,0.00102865587931,7.14285714286e-05,-0.00375788274882
threshold_long_short,2005-06-02,2005-06-03,50,0.03,0,0.6,0.6,0.00426380962289,0.00559607955869,2.13190481145e-05,7.14285714286e-05,0.00550333193915
threshold_long_short,2005-06-03,2005-06-06,50,0.03,0,0,0,0.591096099641,0,0.0029554804982,0,-0.0029554804982
threshold_long_short,2005-06-06,2005-06-07,50,0.03,0,0.2,0.2,0.2,-0.00158751086369,0.001,2.38095238095e-05,-0.0026113203875
threshold_long_short,2005-06-07,2005-06-08,50,0.03,0,0.2,0.2,0.00190804207394,0.000953202442693,9.54021036972e-06,2.38095238095e-05,0.000919852708514
threshold_long_short,2005-06-08,2005-06-09,50,0.03,0,0.2,0.2,0.398857246344,-0.000205647421921,0.00199428623172,2.38095238095e-05,-0.00222374317745
threshold_long_short,2005-06-09,2005-06-10,50,0.03,0,0.2,0.2,0.000246827665778,0.000410856234202,1.23413832889e-06,2.38095238095e-05,0.000385812572064
threshold_long_short,2005-06-10,2005-06-13,50,0.03,0,0,0,0.199507174999,0,0.000997535874996,0,-0.000997535874996
threshold_long_short,2005-06-13,2005-06-14,50,0.03,0,0.2,0.2,0.2,-0.0016390879439,0.001,2.38095238095e-05,-0.00266289746771
threshold_long_short,2005-06-14,2005-06-15,50,0.03,0,0.2,0.2,0.00197013475681,-0.000440410878814,9.85067378403e-06,2.38095238095e-05,-0.000474071076408
threshold_long_short,2005-06-15,2005-06-16,50,0.03,0,0.2,0.2,0.00052872591122,-0.00020265453065,2.6436295561e-06,2.38095238095e-05,-0.000229107684016
threshold_long_short,2005-06-16,2005-06-17,50,0.03,0,0.6,0.6,0.400243234729,-0.00277830579192,0.00200121617365,7.14285714286e-05,-0.00485095053699
threshold_long_short,2005-06-17,2005-06-20,50,0.03,0,0.6,0.6,0.0044576740487,0.00145348278997,2.22883702435e-05,7.14285714286e-05,0.0013597658483
threshold_long_short,2005-06-20,2005-06-21,50,0.03,0,0.4,0.4,0.598591745732,0.00101676734467,0.00299295872866,4.7619047619e-05,-0.00202381043161
threshold_long_short,2005-06-21,2005-06-22,50,0.03,0,0.4,0.4,0.39857797159,-5.89115838559e-05,0.00199288985795,4.7619047619e-05,-0.00209942048942
threshold_long_short,2005-06-22,2005-06-23,50,0.03,0,0.2,0.2,0.200082481076,0.00353068579899,0.00100041240538,2.38095238095e-05,0.0025064638698
threshold_long_short,2005-06-23,2005-06-24,50,0.03,0,0.2,0.2,0.395778083303,0.000545201865683,0.00197889041651,2.38095238095e-05,-0.00145749807464
threshold_long_short,2005-06-24,2005-06-27,50,0.03,0,0,0,0.199346114261,0,0.000996730571305,0,-0.000996730571305
threshold_long_short,2005-06-27,2005-06-28,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-06-28,2005-06-29,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-06-29,2005-06-30,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-06-30,2005-07-01,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-07-01,2005-07-05,50,0.03,0,0.2,0.2,0.2,-0.00253382867592,0.001,2.38095238095e-05,-0.00355763819973
threshold_long_short,2005-07-05,2005-07-06,50,0.03,0,0.2,0.2,0.0030483183275,0.000500441321159,1.52415916375e-05,2.38095238095e-05,0.000461390205712
threshold_long_short,2005-07-06,2005-07-07,50,0.03,0,0.2,0.2,0.000600229205895,-0.000200684904276,3.00114602947e-06,2.38095238095e-05,-0.000227495574115
threshold_long_short,2005-07-07,2005-07-08,50,0.03,0,0.2,0.2,0.000240870224149,-0.00340791197406,1.20435112075e-06,2.38095238095e-05,-0.00343292584899
threshold_long_short,2005-07-08,2005-07-11,50,0.03,0,0.4,0.4,0.204103478663,-0.00488661044685,0.00102051739331,4.7619047619e-05,-0.00595474688778
threshold_long_short,2005-07-11,2005-07-12,50,0.03,0,0.4,0.4,0.00687484933617,0.00066139952802,3.43742466809e-05,4.7619047619e-05,0.00057940623372
threshold_long_short,2005-07-12,2005-07-13,50,0.03,0,0.4,0.4,0.000925347314951,0.00161922120279,4.62673657476e-06,4.7619047619e-05,0.00156697541859
threshold_long_short,2005-07-13,2005-07-14,50,0.03,0,0.4,0.4,0.00226324498963,0.00477592018202,1.13162249481e-05,4.7619047619e-05,0.00471698490945
threshold_long_short,2005-07-14,2005-07-15,50,0.03,0,0.2,0.2,0.593345493139,0.000976348157132,0.00296672746569,2.38095238095e-05,-0.00201418883237
threshold_long_short,2005-07-15,2005-07-18,50,0.03,0,0.2,0.2,0.398829525003,0.000822853821213,0.00199414762501,2.38095238095e-05,-0.00119510332761
threshold_long_short,2005-07-18,2005-07-19,50,0.03,0,0,0,0.199013387253,0,0.000995066936263,0,-0.000995066936263
threshold_long_short,2005-07-19,2005-07-20,50,0.03,0,0.2,0.2,0.2,-0.00142920383265,0.001,2.38095238095e-05,-0.00245301335646
threshold_long_short,2005-07-20,2005-07-21,50,0.03,0,0.8,0.8,0.601717499256,0.00446084701538,0.00300858749628,9.52380952381e-05,0.00135702142386
threshold_long_short,2005-07-21,2005-07-22,50,0.03,0,0.4,0.4,0.39368158612,-5.35038070209e-05,0.0019684079306,4.7619047619e-05,-0.00206953078524
threshold_long_short,2005-07-22,2005-07-25,50,0.03,0,0.4,0.4,0.000560200631116,0.00413086108239,2.80100315558e-06,4.7619047619e-05,0.00408044103162
threshold_long_short,2005-07-25,2005-07-26,50,0.03,0,0,0,0.394240585825,0,0.00197120292912,0,-0.00197120292912
threshold_long_short,2005-07-26,2005-07-27,50,0.03,0,0.2,0.2,0.2,-0.00152215553801,0.001,2.38095238095e-05,-0.00254596506182
threshold_long_short,2005-07-27,2005-07-28,50,0.03,0,0.2,0.2,0.00182937123317,-0.000956512709663,9.14685616584e-06,2.38095238095e-05,-0.000989469089639
threshold_long_short,2005-07-28,2005-07-29,50,0.03,0,0.6,0.6,0.401148914203,0.00356996694128,0.00200574457101,7.14285714286e-05,0.00149279379884
threshold_long_short,2005-07-29,2005-08-01,50,0.03,0,0.2,0.2,0.396237522841,0.000127315175997,0.00198118761421,2.38095238095e-05,-0.00187768196202
threshold_long_short,2005-08-01,2005-08-02,50,0.03,0,0.2,0.2,0.000152758762688,-0.00143203617235,7.63793813439e-07,2.38095238095e-05,-0.00145660948998
threshold_long_short,2005-08-02,2005-08-03,50,0.03,0,0.6,0.6,0.401720907809,0.000204656089643,0.00200860453905,7.14285714286e-05,-0.00187537702083
threshold_long_short,2005-08-03,2005-08-04,50,0.03,0,0.8,0.8,0.200983781391,0.00854785736373,0.00100491890696,9.52380952381e-05,0.00744770036154
threshold_long_short,2005-08-04,2005-08-05,50,0.03,0,0,0,0.784744260629,0,0.00392372130315,0,-0.00392372130315
threshold_long_short,2005-08-05,2005-08-08,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-08,2005-08-09,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-09,2005-08-10,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-10,2005-08-11,50,0.03,0,0.2,0.2,0.2,-0.00322294743249,0.001,2.38095238095e-05,-0.0042467569563
threshold_long_short,2005-08-11,2005-08-12,50,0.03,0,0.6,0.6,0.403880042091,0.00141807194978,0.00201940021045,7.14285714286e-05,-0.000672756832099
threshold_long_short,2005-08-12,2005-08-15,50,0.03,0,0.6,0.6,0.00226570219093,-0.00111068654388,1.13285109546e-05,7.14285714286e-05,-0.00119344362626
threshold_long_short,2005-08-15,2005-08-16,50,0.03,0,0.4,0.4,0.201779074464,0.00522791044278,0.00100889537232,4.7619047619e-05,0.00417139602284
threshold_long_short,2005-08-16,2005-08-17,50,0.03,0,0,0,0.392718989849,0,0.00196359494925,0,-0.00196359494925
threshold_long_short,2005-08-17,2005-08-18,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-18,2005-08-19,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-19,2005-08-22,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-22,2005-08-23,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-23,2005-08-24,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-24,2005-08-25,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-25,2005-08-26,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-26,2005-08-29,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-29,2005-08-30,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-30,2005-08-31,50,0.03,0,0,0,0,0,0,0,0
threshold_long_short,2005-08-31,2005-09-01,50,0.03,0,0.4,0.4,0.4,0.0017694096518,0.002,4.7619047619e-05,-0.000278209395817
threshold_long_short,2005-09-01,2005-09-02,50,0.03,0,0,0,0.39752720188,0,0.0019876360094,0,-0.0019876360094
threshold_long_short,2005-09-02,2005-09-06,50,0.03,0,0,0,0,0,0,0,0
