variant,decision_date,realization_date,cost_bps,annual_borrow_fee,long_exposure,short_exposure,invested_weight,turnover,gross_return,trading_cost,borrow_cost,net_return
threshold_long_only,2005-01-24,2005-01-25,50,0.03,1,0,1,1,-0.00393063285185,0.005,0,-0.00893063285185
threshold_long_only,2005-01-25,2005-01-26,50,0.03,1,0,1,0.222222222222,0.00737364567144,0.00111111111111,0,0.00626253456033
threshold_long_only,2005-01-26,2005-01-27,50,0.03,1,0,1,0.4439552925,-0.00158630665224,0.0022197764625,0,-0.00380608311474
threshold_long_only,2005-01-27,2005-01-28,50,0.03,1,0,1,0.25,0.000833141369921,0.00125,0,-0.000416858630079
threshold_long_only,2005-01-28,2005-01-31,50,0.03,1,0,1,0.503540654488,0.00576304717154,0.00251770327244,0,0.0032453438991
threshold_long_only,2005-01-31,2005-02-01,50,0.03,1,0,1,0.00452540168985,0.00573979481533,2.26270084493e-05,0,0.00571716780688
threshold_long_only,2005-02-01,2005-02-02,50,0.03,1,0,1,0.666832983899,0.00386131072958,0.00333416491949,0,0.000527145810083
threshold_long_only,2005-02-02,2005-02-03,50,0.03,0.6,0,0.6,0.401885357377,-0.00276686207243,0.00200942678688,0,-0.00477628885932
threshold_long_only,2005-02-03,2005-02-04,50,0.03,1,0,1,0.403438160683,0.00673553420196,0.00201719080341,0,0.00471834339854
threshold_long_only,2005-02-04,2005-02-07,50,0.03,0.2,0,0.2,0.804678050795,-0.000964556339775,0.00402339025398,0,-0.00498794659375
threshold_long_only,2005-02-07,2005-02-08,50,0.03,0.6,0,0.6,0.400772390086,-0.00118592025176,0.00200386195043,0,-0.00318978220219
threshold_long_only,2005-02-08,2005-02-09,50,0.03,0.6,0,0.6,0.00132773548252,-0.0014099691352,6.6386774126e-06,0,-0.00141660781261
threshold_long_only,2005-02-09,2005-02-10,50,0.03,0.8,0,0.8,0.201615013006,0.00614883065299,0.00100807506503,0,0.00514075558796
threshold_long_only,2005-02-10,2005-02-11,50,0.03,0.2,0,0.2,0.603238177787,0.00296086076172,0.00301619088894,0,-5.53301272149e-05
threshold_long_only,2005-02-11,2005-02-14,50,0.03,0,0,0,0.202361695956,0,0.00101180847978,0,-0.00101180847978
threshold_long_only,2005-02-14,2005-02-15,50,0.03,0,0,0,0,0,0,0,0
threshold_long_only,2005-02-15,2005-02-16,50,0.03,0,0,0,0,0,0,0,0
threshold_long_only,2005-02-16,2005-02-17,50,0.03,0,0,0,0,0,0,0,0
