decision_date,realization_date,net_return,turnover,mean_invested_weight,daily_observations
2005-02-18,2005-02-25,0,0,0,4
2005-02-25,2005-03-04,0,0,0,5
2005-03-04,2005-03-11,-0.00172802675826,0.400217807741,0.04,5
2005-03-11,2005-03-18,-0.00130920513955,0.400554222486,0.04,5
2005-03-18,2005-03-25,-0.0019546270285,0.202040799307,0.2,4
2005-03-25,2005-04-01,-0.00183618583791,1.00223839629,0.08,5
2005-04-01,2005-04-08,0,0,0,5
2005-04-08,2005-04-15,-0.00883188379341,0.4,0.08,5
2005-04-15,2005-04-22,0.00436830197105,2.01431606999,0.36,5
2005-04-22,2005-04-29,0,0,0,5
2005-04-29,2005-05-06,-0.00150447738681,0.203812460823,0.2,5
2005-05-06,2005-05-13,-0.00115099122533,0.594714605002,0.12,5
2005-05-13,2005-05-20,-0.00413056181756,0.203188722861,0.08,5
2005-05-20,2005-05-27,-0.00390769007507,1.19687908194,0.32,5
2005-05-27,2005-06-03,-0.00275913176667,0.410936328542,0.45,4
2005-06-03,2005-06-10,-0.00647459259529,1.19210821572,0.16,5
2005-06-10,2005-06-17,-0.00918808423844,0.802249270397,0.24,5
2005-06-17,2005-06-24,-0.00172239456415,1.59748795575,0.36,5
2005-06-24,2005-07-01,-0.000996730571305,0.199346114261,0,5
2005-07-01,2005-07-08,-0.00674619273956,0.203889417758,0.2,4
2005-07-08,2005-07-15,-0.0011372377517,0.807512413442,0.36,5
2005-07-15,2005-07-22,-0.00534862591168,1.79324199763,0.32,5
2005-07-22,2005-07-29,5.15018392722e-05,0.997779071891,0.28,5
2005-07-29,2005-08-05,-0.00172410427003,1.78383923143,0.36,5
2005-08-05,2005-08-12,-0.00491665675364,0.603880042091,0.16,5
2005-08-12,2005-08-19,0.00100354140447,0.596763766504,0.2,5
2005-08-19,2005-08-26,0,0,0,5
2005-08-26,2005-09-02,-0.00226529242621,0.79752720188,0.08,5
2005-09-02,2005-09-09,-0.0018996213032,0.797019784237,0.1,4
2005-09-09,2005-09-16,0,0,0,5
