decision_date,realization_date,net_return,turnover,mean_invested_weight,daily_observations
2005-02-18,2005-02-25,0,0,0,4
2005-02-25,2005-03-04,0,0,0,5
2005-03-04,2005-03-11,-0.00172802675826,0.400217807741,0.04,5
2005-03-11,2005-03-18,-0.00130920513955,0.400554222486,0.04,5
2005-03-18,2005-03-25,-0.0019546270285,0.202040799307,0.2,4
2005-03-25,2005-04-01,-0.00183618583791,1.00223839629,0.08,5
2005-04-01,2005-04-08,0,0,0,5
2005-04-08,2005-04-15,-0.00883188379341,0.4,0.08,5
2005-04-15,2005-04-22,0.00436830197105,2.01431606999,0.36,5
2005-04-22,2005-04-29,0,0,0,5
2005-04-29,2005-05-06,0,0,0,5
2005-05-06,2005-05-13,0,0,0,5
2005-05-13,2005-05-20,0,0,0,5
2005-05-20,2005-05-27,0,0,0,5
2005-05-27,2005-06-03,0,0,0,4
2005-06-03,2005-06-10,0,0,0,5
2005-06-10,2005-06-17,0,0,0,5
2005-06-17,2005-06-24,0,0,0,5
2005-06-24,2005-07-01,0,0,0,5
2005-07-01,2005-07-08,0,0,0,4
2005-07-08,2005-07-15,0,0,0,5
2005-07-15,2005-07-22,0,0,0,5
2005-07-22,2005-07-29,0,0,0,5
2005-07-29,2005-08-05,0,0,0,5
2005-08-05,2005-08-12,0,0,0,5
2005-08-12,2005-08-19,0,0,0,5
2005-08-19,2005-08-26,0,0,0,5
2005-08-26,2005-09-02,0,0,0,5
2005-09-02,2005-09-09,0,0,0,4
2005-09-09,2005-09-16,0,0,0,5
2005-09-16,2005-09-23,0,0,0,5
2005-09-23,2005-09-30,0,0,0,5
2005-09-30,2005-10-07,0,0,0,5
2005-10-07,2005-10-14,0.00465006646667,0.400155104428,0.16,5
2005-10-14,2005-10-21,0.00182874759373,1.00424411404,0.08,5
2005-10-21,2005-10-28,-0.00102618746384,0.205237492767,0,5
2005-10-28,2005-11-04,-0.000849241143288,0.2,0.04,5
2005-11-04,2005-11-11,-0.00211532814412,0.600652742196,0.08,5
2005-11-11,2005-11-18,0,0,0,5
