decision_time,cik10,income_tax,inventory
2025-04-01 00:00:00+00:00,0000046765,21647000.0,127288000.0
2025-07-01 00:00:00+00:00,0000046765,41462000.0,321620000.0
2025-10-01 00:00:00+00:00,0000046765,28991000.0,329985000.0
2026-01-01 00:00:00+00:00,0000046765,28991000.0,324326000.0
2026-04-01 00:00:00+00:00,0000046765,11201000.0,324814000.0
2026-07-01 00:00:00+00:00,0000046765,9298000.0,330542000.0
2023-01-01 00:00:00+00:00,0000047217,83000000.0,7595000000.0
2023-04-01 00:00:00+00:00,0000047217,97000000.0,7344000000.0
2023-07-01 00:00:00+00:00,0000047217,-464000000.0,7221000000.0
2023-10-01 00:00:00+00:00,0000047217,170000000.0,7197000000.0
2024-01-01 00:00:00+00:00,0000047217,170000000.0,6862000000.0
2024-04-01 00:00:00+00:00,0000047217,171000000.0,6928000000.0
2024-07-01 00:00:00+00:00,0000047217,190000000.0,7512000000.0
2024-10-01 00:00:00+00:00,0000047217,187000000.0,7790000000.0
2025-01-01 00:00:00+00:00,0000047217,187000000.0,7720000000.0
2025-04-01 00:00:00+00:00,0000047217,139000000.0,8443000000.0
2025-07-01 00:00:00+00:00,0000047217,100000000.0,8175000000.0
2025-10-01 00:00:00+00:00,0000047217,-139000000.0,8356000000.0
2026-01-01 00:00:00+00:00,0000047217,-139000000.0,8512000000.0
2026-04-01 00:00:00+00:00,0000047217,126000000.0,8737000000.0
2026-07-01 00:00:00+00:00,0000047217,43000000.0,9203000000.0
2023-01-01 00:00:00+00:00,0000048898,38800000.0,739000000.0
2023-04-01 00:00:00+00:00,0000048898,38800000.0,740700000.0
2023-07-01 00:00:00+00:00,0000048898,51600000.0,779600000.0
2023-10-01 00:00:00+00:00,0000048898,65600000.0,794100000.0
2024-01-01 00:00:00+00:00,0000048898,63000000.0,788400000.0
2024-04-01 00:00:00+00:00,0000048898,63000000.0,832900000.0
2024-07-01 00:00:00+00:00,0000048898,52300000.0,842400000.0
2024-10-01 00:00:00+00:00,0000048898,65000000.0,856500000.0
2025-01-01 00:00:00+00:00,0000048898,58500000.0,850000000.0
2025-04-01 00:00:00+00:00,0000048898,58500000.0,841800000.0
2025-07-01 00:00:00+00:00,0000048898,48900000.0,848700000.0
2025-10-01 00:00:00+00:00,0000048898,69700000.0,1029600000.0
2026-01-01 00:00:00+00:00,0000048898,54400000.0,1053700000.0
2026-04-01 00:00:00+00:00,0000048898,54400000.0,1083800000.0
2026-07-01 00:00:00+00:00,0000048898,53400000.0,1139500000.0
2023-01-01 00:00:00+00:00,0000050863,-1207000000.0,12831000000.0
2023-04-01 00:00:00+00:00,0000050863,-1207000000.0,13224000000.0
2023-07-01 00:00:00+00:00,0000050863,1610000000.0,12993000000.0
2023-10-01 00:00:00+00:00,0000050863,-2289000000.0,11984000000.0
2024-01-01 00:00:00+00:00,0000050863,-362000000.0,11466000000.0
2024-04-01 00:00:00+00:00,0000050863,-362000000.0,11127000000.0
2024-07-01 00:00:00+00:00,0000050863,-282000000.0,11494000000.0
2024-10-01 00:00:00+00:00,0000050863,-350000000.0,11244000000.0
2025-01-01 00:00:00+00:00,0000050863,7903000000.0,12062000000.0
2025-04-01 00:00:00+00:00,0000050863,7903000000.0,12198000000.0
