series,cumulative_return,cagr,annualized_volatility,sharpe_zero_rf,maximum_drawdown,daily_observations
price_only_net_25bps,0.3293251128869237,0.0714838397647457,0.1967441131919185,0.44963650880684064,-0.2854977928235679,1039
fundamental_momentum_net_25bps,0.219280700165025,0.04926133414461842,0.19678874010899952,0.3430398276983378,-0.305314604882683,1039
price_only_net_50bps,0.2618665997356735,0.05803465382418871,0.1969183396137981,0.3852569885245873,-0.28651214950597037,1039
fundamental_momentum_net_50bps,0.15823527599380682,0.036270966735208354,0.1969828355322793,0.27964826616397664,-0.30653948480712134,1039
price_only_net_100bps,0.13679169620321363,0.0315847043001134,0.19752877354096968,0.2564984646972892,-0.2885388876168934,1039
fundamental_momentum_net_100bps,0.04492619689171473,0.010715772158073955,0.19763380805026948,0.15303542729073788,-0.3089861330553114,1039
price_only_net_150bps,0.023807174617395344,0.0057228649869507375,0.19848563779071893,0.1283089702216808,-0.30164327847838435,1039
fundamental_momentum_net_150bps,-0.057581474256478415,-0.014281127678620664,0.19863209232057774,0.027206278906582632,-0.3553877607577709,1039
