decision_date,ticker,research_weight,research_score,price_score,fundamental_rank,feature_count,fundamental_snapshot_date,fundamental_available_at
2022-04-01,SRTG,0.06174149875536951,0.345,0.2785714285714286,0.5,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,PTBA,0.1,0.3416923076923077,0.32,0.39230769230769236,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,ITMG,0.07302415185016548,0.3393846153846154,0.2771428571428572,0.48461538461538467,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,ADRO,0.07272142971851214,0.3128461538461539,0.2985714285714286,0.34615384615384615,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,AALI,0.1,0.30553846153846154,0.24857142857142858,0.43846153846153846,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,AGII,0.08170494448644952,0.2520769230769231,0.19857142857142857,0.3769230769230769,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,ESSA,0.04529269432171571,0.24130769230769236,0.2557142857142858,0.20769230769230773,3.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,SIDO,0.1,0.2352307692307692,0.27999999999999997,0.13076923076923075,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,BBNI,0.1,0.23238461538461538,0.2957142857142857,0.08461538461538465,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,LPPF,0.0655152808677878,0.21853846153846151,0.2957142857142857,0.038461538461538436,3.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,UNTR,0.1,0.2164615384615384,0.23999999999999996,0.16153846153846152,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,LSIP,0.1,0.20446153846153847,0.13714285714285715,0.3615384615384616,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-04-01,CASH_IDR,0.0,,,,,,
2022-05-09,CASH_IDR,1.0,,,,,,
2022-06-02,ITMG,0.0929363198876637,0.3563435194942044,0.3013698630136986,0.48461538461538467,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,SRTG,0.06071965118456967,0.3465753424657534,0.2808219178082192,0.5,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,PTBA,0.1,0.3209799789251844,0.29041095890410956,0.39230769230769236,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,ADRO,0.07662729036996956,0.31768177028450995,0.3054794520547945,0.34615384615384615,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,AGII,0.053325663979562996,0.27609062170706,0.23287671232876705,0.3769230769230769,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,ESSA,0.04232033361633534,0.27230769230769236,0.30000000000000004,0.20769230769230773,3.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,AALI,0.1,0.25907270811380395,0.18219178082191778,0.43846153846153846,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,HEAL,0.1,0.25475237091675446,0.22876712328767124,0.3153846153846154,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,LPPF,0.0916073364807348,0.24934668071654364,0.3397260273972602,0.038461538461538436,3.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,BBNI,0.1,0.24880927291886193,0.3191780821917808,0.08461538461538465,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,UNTR,0.1,0.22394099051633298,0.25068493150684934,0.16153846153846152,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,AMRT,0.08246340448116397,0.2218440463645943,0.24109589041095889,0.17692307692307696,4.0,2022-03-31,2022-03-31 17:00:00+00:00
2022-06-02,CASH_IDR,0.0,,,,,,
2022-07-01,ITMG,0.09730111302699976,0.34584789796882376,0.33150684931506846,0.3793103448275862,4.0,2022-06-30,2022-06-30 17:00:00+00:00
2022-07-01,PTBA,0.1,0.3247803495512518,0.33835616438356164,0.2931034482758621,4.0,2022-06-30,2022-06-30 17:00:00+00:00
2022-07-01,SRTG,0.07077755258767311,0.3187671232876712,0.24109589041095886,0.5,4.0,2022-06-30,2022-06-30 17:00:00+00:00
2022-07-01,SIDO,0.1,0.29136513934813413,0.2315068493150685,0.43103448275862066,4.0,2022-06-30,2022-06-30 17:00:00+00:00
2022-07-01,HRUM,0.06071614382879079,0.2794803967879074,0.22191780821917806,0.4137931034482759,4.0,2022-06-30,2022-06-30 17:00:00+00:00
