variant,state,sharpe,ann_return,n_weeks,delta_vs_ggg
ggg_baseline,calm_trend,0.5136249379525222,0.04085050192523565,295,0.0
ggg_baseline,neutral_mixed,1.461560591808118,0.11211233905761953,493,0.0
ggg_baseline,recovery_confirmed,0.34426726899037596,0.025704515117366045,44,0.0
ggg_baseline,recovery_fragile,1.1421213151968295,0.06667052761410086,49,0.0
ggg_baseline,stressed_panic,0.4806870620874762,0.03580280583472262,229,0.0
fg_fragility_guard,calm_trend,0.5277137095896701,0.04047669238584173,295,0.014088771637147945
fg_fragility_guard,neutral_mixed,1.473903788135377,0.11229411916627141,493,0.012343196327258887
fg_fragility_guard,recovery_confirmed,0.3387042392718812,0.025296620061161956,44,-0.005563029718494761
fg_fragility_guard,recovery_fragile,1.1569536260791131,0.06722924137164621,49,0.01483231088228365
fg_fragility_guard,stressed_panic,0.47928296592095626,0.03569658384173979,229,-0.0014040961665199303
rule_a_defensive_gate,calm_trend,0.43164845867171975,0.03239355736094107,295,-0.08197647928080243
rule_a_defensive_gate,neutral_mixed,1.404300547962656,0.09611467935402263,493,-0.057260043845462016
rule_a_defensive_gate,recovery_confirmed,0.3593648661196122,0.026824175363740377,44,0.015097597129236251
rule_a_defensive_gate,recovery_fragile,1.3961497217078271,0.07556322026087137,49,0.2540284065109977
rule_a_defensive_gate,stressed_panic,0.5729390335854054,0.031666465201747984,229,0.09225197149792924
rule_b_confidence_deploy,calm_trend,0.5084732261833695,0.040510924635299705,295,-0.005151711769152634
rule_b_confidence_deploy,neutral_mixed,1.4637238856643107,0.11230993971347902,493,0.0021632938561926274
rule_b_confidence_deploy,recovery_confirmed,0.3312971969553599,0.024716797469228835,44,-0.012970072035016045
rule_b_confidence_deploy,recovery_fragile,1.1558237013489878,0.06746504307396561,49,0.013702386152158352
rule_b_confidence_deploy,stressed_panic,0.4806870620874762,0.03580280583472262,229,0.0
rule_c_tri_state,calm_trend,0.4835773960001184,0.0384526770938296,295,-0.030047541952403778
rule_c_tri_state,neutral_mixed,1.450948070518208,0.11117007691151648,493,-0.01061252128990997
rule_c_tri_state,recovery_confirmed,0.34643335420802585,0.025845653968706195,44,0.0021660852176498824
rule_c_tri_state,recovery_fragile,1.1598226925034898,0.06771965798129842,49,0.017701377306660326
rule_c_tri_state,stressed_panic,0.4732875130282633,0.03524171562730771,229,-0.007399549059212918
