label,state,n,base_rate_positive,pct_pos,pct_neg,pct_zero,base_rate
frontier_beats_ggg_label,calm_trend,295,0.061016949152542375,0.061016949152542375,0.0,0.9389830508474576,
frontier_beats_ggg_label,neutral_mixed,488,0.018442622950819672,0.018442622950819672,0.0,0.9815573770491803,
frontier_beats_ggg_label,recovery_confirmed,43,0.09302325581395349,0.09302325581395349,0.0,0.9069767441860465,
frontier_beats_ggg_label,recovery_fragile,49,0.0,0.0,0.0,1.0,
frontier_beats_ggg_label,stressed_panic,227,0.0,0.0,0.0,1.0,
deploy_quality_label,calm_trend,287,0.6376306620209059,0.6376306620209059,0.0,0.3623693379790941,
deploy_quality_label,neutral_mixed,427,0.6252927400468384,0.6252927400468384,0.0,0.3747072599531616,
deploy_quality_label,recovery_confirmed,43,0.8837209302325582,0.8837209302325582,0.0,0.11627906976744186,
deploy_quality_label,recovery_fragile,49,0.6530612244897959,0.6530612244897959,0.0,0.3469387755102041,
deploy_quality_label,stressed_panic,227,0.5682819383259912,0.5682819383259912,0.0,0.43171806167400884,
triple_barrier_label,calm_trend,295,0.47796610169491527,0.47796610169491527,0.3254237288135593,0.19661016949152543,
triple_barrier_label,neutral_mixed,488,0.4344262295081967,0.4344262295081967,0.2807377049180328,0.2848360655737705,
triple_barrier_label,recovery_confirmed,43,0.6511627906976745,0.6511627906976745,0.23255813953488372,0.11627906976744186,
triple_barrier_label,recovery_fragile,49,0.42857142857142855,0.42857142857142855,0.3877551020408163,0.1836734693877551,
triple_barrier_label,stressed_panic,227,0.2775330396475771,0.2775330396475771,0.30837004405286345,0.41409691629955947,
conservative_override_label,calm_trend,295,0.04745762711864407,0.04745762711864407,0.0,0.9525423728813559,
conservative_override_label,neutral_mixed,488,0.01639344262295082,0.01639344262295082,0.0,0.9836065573770492,
conservative_override_label,recovery_confirmed,43,0.023255813953488372,0.023255813953488372,0.0,0.9767441860465116,
conservative_override_label,recovery_fragile,49,0.0,0.0,0.0,1.0,
conservative_override_label,stressed_panic,227,0.004405286343612335,0.004405286343612335,0.0,0.9955947136563876,
rerisk_quality_label,calm_trend,0,,,,,
rerisk_quality_label,neutral_mixed,0,,,,,
rerisk_quality_label,recovery_confirmed,43,0.8372093023255814,0.8372093023255814,0.0,0.16279069767441862,
rerisk_quality_label,recovery_fragile,49,0.5306122448979592,0.5306122448979592,0.0,0.46938775510204084,
rerisk_quality_label,stressed_panic,0,,,,,
