label,scope,n,base_rate_positive,pct_pos,pct_neg,pct_zero
frontier_beats_ggg_label,full,1102,0.028130671506352088,0.028130671506352088,0.0,0.9718693284936479
frontier_beats_ggg_label,dev,1006,0.030815109343936383,0.030815109343936383,0.0,0.9691848906560636
frontier_beats_ggg_label,holdout,96,0.0,0.0,0.0,1.0
deploy_quality_label,full,1033,0.6282671829622459,0.6282671829622459,0.0,0.3717328170377541
deploy_quality_label,dev,937,0.6093916755602988,0.6093916755602988,0.0,0.39060832443970117
deploy_quality_label,holdout,96,0.8125,0.8125,0.0,0.1875
triple_barrier_label,full,1102,0.4219600725952813,0.4219600725952813,0.30127041742286753,0.2767695099818512
triple_barrier_label,dev,1006,0.40059642147117297,0.40059642147117297,0.3061630218687873,0.2932405566600398
triple_barrier_label,holdout,96,0.6458333333333334,0.6458333333333334,0.25,0.10416666666666667
conservative_override_label,full,1102,0.021778584392014518,0.021778584392014518,0.0,0.9782214156079855
conservative_override_label,dev,1006,0.02385685884691849,0.02385685884691849,0.0,0.9761431411530815
conservative_override_label,holdout,96,0.0,0.0,0.0,1.0
rerisk_quality_label,full,92,0.6739130434782609,0.6739130434782609,0.0,0.32608695652173914
rerisk_quality_label,dev,79,0.6329113924050633,0.6329113924050633,0.0,0.3670886075949367
rerisk_quality_label,holdout,13,0.9230769230769231,0.9230769230769231,0.0,0.07692307692307693
