state,n_weeks,current_offense,current_defense,current_composite,current_cash,target_offense,target_defense,target_composite,target_cash,risky_budget_total,normalized_risky_offense,normalized_risky_defense,normalized_risky_composite,offense_gap,defense_gap,composite_gap,cash_gap
calm_trend,295,0.4860551496231372,0.16945186108466728,0.31097656350895186,0.033516425783243604,0.56,0.19,0.25,0.05,0.95,0.5894736842105264,0.2,0.2631578947368421,-0.07394485037686288,-0.02054813891533272,0.060976563508951864,-0.0164835742167564
neutral_healthy_proxy,293,0.4253970555563971,0.15053865180273343,0.2748308920328668,0.14923340060800244,0.5,0.18,0.23,0.09,0.91,0.5494505494505494,0.1978021978021978,0.25274725274725274,-0.07460294444360288,-0.029461348197266563,0.044830892032866804,0.059233400608002446
neutral_mixed,200,0.34552910137255316,0.11154105320324462,0.21126220643528348,0.3316676389889186,,,,,,,,,,,,
recovery_confirmed,44,0.42720297040177857,0.17788775316154726,0.3310716607801548,0.06383761565651912,0.51,0.2,0.24,0.07,0.9299999999999999,0.5483870967741936,0.21505376344086025,0.25806451612903225,-0.08279702959822144,-0.022112246838452754,0.09107166078015483,-0.0061623843434808895
recovery_fragile,49,0.45843794814584216,0.1390698256782358,0.2789790554315232,0.12351317074439862,0.47,0.19,0.23,0.11,0.89,0.5280898876404494,0.21348314606741572,0.25842696629213485,-0.011562051854157818,-0.05093017432176419,0.04897905543152317,0.013513170744398617
stressed_panic,229,0.2419112275012731,0.07616459990740157,0.17259945067106483,0.5093247219202602,0.24,0.08,0.17,0.51,0.49,0.4897959183673469,0.163265306122449,0.34693877551020413,0.0019112275012731217,-0.0038354000925984316,0.002599450671064818,-0.0006752780797397717
