ACCESSION_NUMBER,FILING_DATE,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,AFF10B5ONE,cik10,purchase_dollars,transaction_count,earliest_transaction_date,owner_count,is_ceo,is_cfo,is_director,is_officer,is_ten_percent,owner_ciks,filing_date,aff10b5one,decision_at,company_name_as_filed,sector,tradable_member,market_cap,cap_date,purchase_to_market_cap,role_score
0001062993-23-014156,29-JUN-2023,4,0001313275,BRIGHTCOVE INC,0,0001313275,11730.0,1,28-JUN-2023,2,False,False,False,False,True,0001666682|0001712127,2023-06-29 00:00:00+00:00,False,2023-04-01 00:00:00+00:00,BRIGHTCOVE INC,technology,True,186775.4,2023-04-01 00:00:00+00:00,0.06280270313970683,0.0
0000950170-23-031213,30-JUN-2023,4,0001449488,CSI Compressco LP,false,0001449488,32500.0,1,30-JUN-2023,1,True,False,True,True,False,0001236849,2023-06-30 00:00:00+00:00,False,2023-04-01 00:00:00+00:00,CSI COMPRESSCO LP,energy,True,174151968.18,2023-04-01 00:00:00+00:00,0.0001866186201605752,3.5
0001209191-23-040310,30-JUN-2023,4,0001477720,"Asana, Inc.",1,0001477720,3610400.0,2,28-JUN-2023,1,True,False,True,True,True,0001549917,2023-06-30 00:00:00+00:00,True,2023-04-01 00:00:00+00:00,"ASANA, INC.",technology,True,4528010910.158157,2023-04-01 00:00:00+00:00,0.0007973479021219702,3.5
0001019056-23-000304,07-JUL-2023,4,0001468666,SecureWorks Corp,0,0001468666,45999.0,1,06-JUL-2023,1,False,False,False,False,True,0001070170,2023-07-07 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,SECUREWORKS CORP,technology,True,617666130.0,2023-07-01 00:00:00+00:00,7.447227193759191e-05,0.0
0001505952-23-000082,07-JUL-2023,4,0001505952,"DOMO, INC.",0,0001505952,357456.0,1,06-JUL-2023,1,False,False,True,False,False,0001774549,2023-07-07 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"DOMO, INC.",technology,True,516354514.6255493,2023-07-01 00:00:00+00:00,0.0006922685671862875,1.0
0001019056-23-000306,10-JUL-2023,4,0001468666,SecureWorks Corp,0,0001468666,21850.74,1,07-JUL-2023,1,False,False,False,False,True,0001070170,2023-07-10 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,SECUREWORKS CORP,technology,True,617666130.0,2023-07-01 00:00:00+00:00,3.537629625247543e-05,0.0
0001209191-23-041915,10-JUL-2023,4,0001477720,"Asana, Inc.",1,0001477720,3414400.0,2,06-JUL-2023,1,True,False,True,True,True,0001549917,2023-07-10 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.000722927598537157,3.5
0001209191-23-042072,12-JUL-2023,4,0001477720,"Asana, Inc.",1,0001477720,3474584.0,3,10-JUL-2023,1,True,False,True,True,True,0001549917,2023-07-12 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.0007356702984523281,3.5
0001062993-23-014870,13-JUL-2023,4,0001313275,BRIGHTCOVE INC,0,0001313275,190325.0,4,11-JUL-2023,2,False,False,False,False,True,0001666682|0001712127,2023-07-13 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,BRIGHTCOVE INC,technology,True,170537.28,2023-07-01 00:00:00+00:00,1.1160316383608324,0.0
0001176334-23-000127,14-JUL-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,304.7076,1,12-JUL-2023,1,False,False,False,True,False,0001694879,2023-07-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,3.6419161084810506e-06,0.5
0001176334-23-000129,14-JUL-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,2294.9424,1,12-JUL-2023,1,True,False,True,True,False,0001235924,2023-07-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,2.742953472311213e-05,3.5
0001176334-23-000131,14-JUL-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,661.9912,1,12-JUL-2023,1,False,True,False,True,False,0001832386,2023-07-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,7.912229346930305e-06,2.25
0001176334-23-000133,14-JUL-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,1410.3512,1,12-JUL-2023,1,False,False,True,False,True,0001201198,2023-07-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,1.6856753011397088e-05,1.0
0001209191-23-042420,17-JUL-2023,4,0001477720,"Asana, Inc.",1,0001477720,1912000.0,2,13-JUL-2023,1,True,False,True,True,True,0001549917,2023-07-17 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.0004048259045229159,3.5
0001062993-23-015083,19-JUL-2023,4,0001313275,BRIGHTCOVE INC,0,0001313275,31453.139999999996,2,17-JUL-2023,2,False,False,False,False,True,0001666682|0001712127,2023-07-19 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,BRIGHTCOVE INC,technology,True,170537.28,2023-07-01 00:00:00+00:00,0.18443556740203665,0.0
0001019056-23-000313,19-JUL-2023,4,0001468666,SecureWorks Corp,0,0001468666,4738.2,1,17-JUL-2023,1,False,False,False,False,True,0001070170,2023-07-19 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,SECUREWORKS CORP,technology,True,617666130.0,2023-07-01 00:00:00+00:00,7.671134565853562e-06,0.0
0001209191-23-043128,21-JUL-2023,4,0001477720,"Asana, Inc.",1,0001477720,5496513.0,3,19-JUL-2023,1,True,False,True,True,True,0001549917,2023-07-21 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.0011637713634659866,3.5
0001104659-23-083113,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,68999994.0,1,19-JUL-2023,1,False,False,False,False,True,0000897610,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,0.0560352630426651,0.0
0001437749-23-020445,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,9999990.0,1,19-JUL-2023,1,True,False,True,True,True,0001035234,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,0.008121045200004229,3.5
0001437749-23-020446,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,1365000.0,1,19-JUL-2023,1,False,False,False,True,False,0001200104,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,0.0011085237783243556,0.5
0001437749-23-020447,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,147000.0,1,19-JUL-2023,1,False,False,False,True,False,0001831867,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,0.00011937948381954599,0.5
0001437749-23-020448,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,11996691.0,1,19-JUL-2023,1,False,False,True,True,False,0001559864,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,0.009742576728725123,1.5
0001437749-23-020449,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,299250.0,1,19-JUL-2023,1,False,False,True,False,False,0001246383,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,0.0002430225206326472,1.0
0001437749-23-020450,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,99750.0,1,19-JUL-2023,1,False,True,False,True,False,0001044285,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,8.100750687754907e-05,2.25
0001437749-23-020451,21-JUL-2023,4,0001792849,"HighPeak Energy, Inc.",0,0001792849,59850.0,1,19-JUL-2023,1,False,False,True,False,False,0001979710,2023-07-21 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"HIGHPEAK ENERGY, INC.",energy,True,1231367361.4320965,2023-07-01 00:00:00+00:00,4.860450412652944e-05,1.0
0000796848-23-000017,24-JUL-2023,4,0001866175,Crescent Energy Co,0,0001866175,525.78,1,19-JUL-2023,1,False,False,False,False,True,0000796848,2023-07-24 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,CRESCENT ENERGY CO,energy,True,,2023-07-01 00:00:00+00:00,,0.0
0001176334-23-000142,25-JUL-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,27248.0,1,21-JUL-2023,1,False,False,False,True,False,0001416077,2023-07-25 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,0.0003256726452634974,0.5
0001176334-23-000143,25-JUL-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,731963.9,3,21-JUL-2023,1,False,False,True,False,True,0001201198,2023-07-25 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,0.008748554739811586,1.0
0001062993-23-015311,25-JUL-2023,4,0001313275,BRIGHTCOVE INC,0,0001313275,117873.87,3,21-JUL-2023,2,False,False,False,False,True,0001666682|0001712127,2023-07-25 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,BRIGHTCOVE INC,technology,True,170537.28,2023-07-01 00:00:00+00:00,0.6911912163721621,0.0
0001209191-23-043417,26-JUL-2023,4,0001477720,"Asana, Inc.",1,0001477720,3552000.0,2,24-JUL-2023,1,True,False,True,True,True,0001549917,2023-07-26 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.000752061513004915,3.5
0001209191-23-043690,28-JUL-2023,4,0001477720,"Asana, Inc.",1,0001477720,3596188.67,3,26-JUL-2023,1,True,False,True,True,True,0001549917,2023-07-28 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.000761417537221659,3.5
0001176334-23-000149,31-JUL-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,28448.699999999997,1,27-JUL-2023,1,False,False,True,False,True,0001201198,2023-07-31 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,0.0003400236121296116,1.0
0001127602-23-021897,02-AUG-2023,4,0000050863,INTEL CORP,0,0000050863,116577.49999999999,1,31-JUL-2023,1,True,False,True,True,False,0001316331,2023-08-02 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,INTEL CORP,technology,True,139478234272.00317,2023-07-01 00:00:00+00:00,8.358114125007966e-07,3.5
0001413447-23-000071,03-AUG-2023,4,0001413447,NXP Semiconductors N.V.,0,0001413447,44268.21,1,02-AUG-2023,1,False,False,False,False,False,0001782289,2023-08-03 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,NXP SEMICONDUCTORS N.V.,technology,True,53164108962.62854,2023-07-01 00:00:00+00:00,8.32670966631231e-07,0.0
0001127602-23-022035,04-AUG-2023,4,0000050863,INTEL CORP,0,0000050863,133351.0,2,02-AUG-2023,1,True,False,True,True,False,0001316331,2023-08-04 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,INTEL CORP,technology,True,139478234272.00317,2023-07-01 00:00:00+00:00,9.560703194732581e-07,3.5
0001171843-23-005040,07-AUG-2023,4,0001361113,VARONIS SYSTEMS INC,0,0001361113,37150.0,1,04-AUG-2023,1,False,False,True,False,False,0001693186,2023-08-07 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,VARONIS SYSTEMS INC,technology,True,2923840001.947976,2023-07-01 00:00:00+00:00,1.2705893610884734e-05,1.0
0001176334-23-000154,08-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,305.34569999999997,1,07-AUG-2023,1,False,False,False,True,False,0001694879,2023-08-08 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,3.6495427862167603e-06,0.5
0001176334-23-000155,08-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,2299.7194,1,07-AUG-2023,1,True,False,True,True,False,0001235924,2023-08-08 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,2.748663022466908e-05,3.5
0001176334-23-000156,08-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,663.3659999999999,1,07-AUG-2023,1,False,True,False,True,False,0001832386,2023-08-08 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,7.928661186063754e-06,2.25
0001176334-23-000157,08-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,1413.2832999999998,1,07-AUG-2023,1,False,False,True,False,True,0001201198,2023-08-08 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,1.689179796013377e-05,1.0
0000929638-23-002188,08-AUG-2023,4,0001476840,"Expensify, Inc.",false,0001476840,2995435.18,2,04-AUG-2023,4,False,False,False,False,True,0001847224|0001988981|0001989196|0001989340,2023-08-08 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"EXPENSIFY, INC.",technology,True,652512064.979609,2023-07-01 00:00:00+00:00,0.004590620374342975,0.0
0001801661-23-000031,08-AUG-2023,4,0001801661,Skillz Inc.,0,0001801661,762750.0,1,07-AUG-2023,1,True,False,True,True,True,0001836621,2023-08-08 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,SKILLZ INC.,technology,True,190037975.6313442,2023-07-01 00:00:00+00:00,0.004013671464695368,3.5
0000796505-23-000020,09-AUG-2023,4,0000796505,"Clearfield, Inc.",0,0000796505,19932.16,1,08-AUG-2023,1,False,False,True,False,False,0001517446,2023-08-09 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"CLEARFIELD, INC.",technology,True,722265275.9746169,2023-07-01 00:00:00+00:00,2.7596730263826902e-05,1.0
0001209191-23-045178,09-AUG-2023,4,0001477720,"Asana, Inc.",1,0001477720,3447200.0,2,07-AUG-2023,1,True,False,True,True,True,0001549917,2023-08-09 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.000729872310706797,3.5
0001597033-23-000077,09-AUG-2023,4,0001597033,Sabre Corp,0,0001597033,133250.0,1,08-AUG-2023,1,False,False,False,True,False,0001470091,2023-08-09 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,SABRE CORP,technology,True,1059255070.2503324,2023-07-01 00:00:00+00:00,0.00012579595202552035,0.5
0001597033-23-000079,09-AUG-2023,4,0001597033,Sabre Corp,0,0001597033,534000.0,1,08-AUG-2023,1,True,False,True,True,False,0001472471,2023-08-09 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,SABRE CORP,technology,True,1059255070.2503324,2023-07-01 00:00:00+00:00,0.0005041278677795712,3.5
0001597033-23-000081,09-AUG-2023,4,0001597033,Sabre Corp,0,0001597033,268808.06,3,09-AUG-2023,1,False,True,False,True,False,0001543620,2023-08-09 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,SABRE CORP,technology,True,1059255070.2503324,2023-07-01 00:00:00+00:00,0.0002537708504302679,2.25
0001127602-23-022303,10-AUG-2023,4,0000050863,INTEL CORP,0,0000050863,2412.3,1,30-JAN-2023,1,False,False,True,False,False,0001523102,2023-08-10 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,INTEL CORP,technology,True,139478234272.00317,2023-07-01 00:00:00+00:00,1.7295171627249442e-08,1.0
0000929638-23-002206,10-AUG-2023,4,0001476840,"Expensify, Inc.",false,0001476840,2799622.2,2,08-AUG-2023,4,False,False,False,False,True,0001847224|0001988981|0001989196|0001989340,2023-08-10 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"EXPENSIFY, INC.",technology,True,652512064.979609,2023-07-01 00:00:00+00:00,0.004290529402069352,0.0
0001209191-23-045492,11-AUG-2023,4,0000101984,UNIVERSAL ELECTRONICS INC,0,0000101984,99394.36,2,10-AUG-2023,1,True,False,True,True,False,0001216543,2023-08-11 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,UNIVERSAL ELECTRONICS INC,technology,True,123688532.84858322,2023-07-01 00:00:00+00:00,0.000803585892005659,3.5
0001178913-23-002840,11-AUG-2023,4,0001419612,"SOLAREDGE TECHNOLOGIES, INC.",0,0001419612,157587.5,1,09-AUG-2023,1,False,True,False,True,False,0001636815,2023-08-11 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"SOLAREDGE TECHNOLOGIES, INC.",technology,True,15159548111.548157,2023-07-01 00:00:00+00:00,1.039526368730964e-05,2.25
0001209191-23-045438,11-AUG-2023,4,0001477720,"Asana, Inc.",1,0001477720,3477600.0,2,09-AUG-2023,1,True,False,True,True,True,0001549917,2023-08-11 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ASANA, INC.",technology,True,4723017916.191101,2023-07-01 00:00:00+00:00,0.0007363088732054877,3.5
0001209191-23-045703,14-AUG-2023,4,0000101984,UNIVERSAL ELECTRONICS INC,0,0000101984,19160.0,2,11-AUG-2023,1,False,False,False,True,False,0001579104,2023-08-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,UNIVERSAL ELECTRONICS INC,technology,True,123688532.84858322,2023-07-01 00:00:00+00:00,0.000154905224912444,0.5
0001562180-23-006316,14-AUG-2023,4,0001044777,OneSpan Inc.,false,0001044777,57350.0,1,14-AUG-2023,1,False,False,True,False,False,0001721547,2023-08-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,ONESPAN INC.,technology,True,592850986.775814,2023-07-01 00:00:00+00:00,9.673594424105571e-05,1.0
0001683168-23-005613,14-AUG-2023,4,0001158114,"APPLIED OPTOELECTRONICS, INC.",0,0001158114,199105.19999999998,1,11-AUG-2023,1,True,False,True,True,False,0001587420,2023-08-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"APPLIED OPTOELECTRONICS, INC.",technology,True,174006265.83372688,2023-07-01 00:00:00+00:00,0.0011442415538659774,3.5
0001209191-23-045688,14-AUG-2023,4,0001437352,"EVERBRIDGE, INC.",0,0001437352,64530.00000000001,1,11-AUG-2023,1,False,False,True,False,False,0001803367,2023-08-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"EVERBRIDGE, INC.",technology,True,1090776896.3,2023-07-01 00:00:00+00:00,5.915966887352564e-05,1.0
0001209191-23-045689,14-AUG-2023,4,0001437352,"EVERBRIDGE, INC.",0,0001437352,246290.0,1,11-AUG-2023,1,False,False,True,False,False,0001206641,2023-08-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"EVERBRIDGE, INC.",technology,True,1090776896.3,2023-07-01 00:00:00+00:00,0.00022579319458950297,1.0
0000929638-23-002278,14-AUG-2023,4,0001476840,"Expensify, Inc.",false,0001476840,1178646.81,2,10-AUG-2023,4,False,False,False,False,True,0001847224|0001988981|0001989196|0001989340,2023-08-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"EXPENSIFY, INC.",technology,True,652512064.979609,2023-07-01 00:00:00+00:00,0.0018063218647717,0.0
0001209191-23-045599,14-AUG-2023,4,0001517228,"CommScope Holding Company, Inc.",0,0001517228,100010.0,1,11-AUG-2023,1,True,False,True,True,False,0001458881,2023-08-14 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"COMMSCOPE HOLDING COMPANY, INC.",technology,True,1176.1070239067078,2023-07-01 00:00:00+00:00,85.03477827025806,3.5
0001627436-23-000004,15-AUG-2023,4,0001114995,IMPINJ INC,0,0001114995,15365492.4,1,11-AUG-2023,2,False,False,True,False,True,0001627436|0001745725,2023-08-15 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,IMPINJ INC,technology,True,2389254301.4660645,2023-07-01 00:00:00+00:00,0.006431082865717399,1.0
0001628280-23-029549,15-AUG-2023,4,0001805651,"MARKETWISE, INC.",0,0001805651,11628.0,1,11-AUG-2023,1,False,False,True,False,False,0001409325,2023-08-15 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"MARKETWISE, INC.",technology,True,1166880000.0,2023-07-01 00:00:00+00:00,9.965034965034966e-06,1.0
0001628280-23-029550,15-AUG-2023,4,0001805651,"MARKETWISE, INC.",0,0001805651,32300.0,1,11-AUG-2023,1,True,False,False,True,False,0001911345,2023-08-15 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"MARKETWISE, INC.",technology,True,1166880000.0,2023-07-01 00:00:00+00:00,2.768065268065268e-05,2.5
0001810019-23-000136,15-AUG-2023,4,0001810019,"Rackspace Technology, Inc.",0,0001810019,49840.5,1,15-AUG-2023,1,False,False,True,False,False,0001963622,2023-08-15 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"RACKSPACE TECHNOLOGY, INC.",technology,True,585017573.5134877,2023-07-01 00:00:00+00:00,8.519487662681455e-05,1.0
0001627436-23-000005,16-AUG-2023,4,0001114995,IMPINJ INC,0,0001114995,3852792.7199999997,1,14-AUG-2023,2,False,False,True,False,True,0001627436|0001745725,2023-08-16 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,IMPINJ INC,technology,True,2389254301.4660645,2023-07-01 00:00:00+00:00,0.0016125502913758058,1.0
0000950170-23-043014,16-AUG-2023,4,0001325702,MAGNACHIP SEMICONDUCTOR Corp,false,0001325702,91023.68,1,14-AUG-2023,1,False,False,True,True,False,0001576117,2023-08-16 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MAGNACHIP SEMICONDUCTOR CORP,technology,True,472528079.2984008,2023-07-01 00:00:00+00:00,0.00019263126148005836,1.5
0000929638-23-002297,16-AUG-2023,4,0001476840,"Expensify, Inc.",false,0001476840,424962.0,2,14-AUG-2023,4,False,False,False,False,True,0001847224|0001988981|0001989196|0001989340,2023-08-16 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"EXPENSIFY, INC.",technology,True,652512064.979609,2023-07-01 00:00:00+00:00,0.0006512707163710146,0.0
0001209191-23-045972,16-AUG-2023,4,0001736946,"Arlo Technologies, Inc.",1,0001736946,14933.05,1,15-AUG-2023,1,False,False,True,False,False,0001663976,2023-08-16 00:00:00+00:00,True,2023-07-01 00:00:00+00:00,"ARLO TECHNOLOGIES, INC.",technology,True,1001995114.9860382,2023-07-01 00:00:00+00:00,1.4903316170566437e-05,1.0
0000028823-23-000142,17-AUG-2023,4,0000028823,"DIEBOLD NIXDORF, Inc",0,0000028823,2369.0,1,14-AUG-2023,1,True,False,True,True,False,0001917170,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"DIEBOLD NIXDORF, INC",technology,True,,2023-07-01 00:00:00+00:00,,3.5
0001807649-23-000010,17-AUG-2023,4,0000866291,"ALLEGRO MICROSYSTEMS, INC.",0,0000866291,193350.0,1,16-AUG-2023,1,True,False,True,True,False,0001807649,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,"ALLEGRO MICROSYSTEMS, INC.",technology,True,8655909328.200836,2023-07-01 00:00:00+00:00,2.233734119303541e-05,3.5
0001627436-23-000006,17-AUG-2023,4,0001114995,IMPINJ INC,0,0001114995,13781138.4,1,15-AUG-2023,2,False,False,True,False,True,0001627436|0001745725,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,IMPINJ INC,technology,True,2389254301.4660645,2023-07-01 00:00:00+00:00,0.005767966344789582,1.0
0001138639-23-000165,17-AUG-2023,4,0001138639,Infinera Corp,0,0001138639,41350.0,2,16-AUG-2023,1,False,False,False,True,False,0001596296,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,INFINERA CORP,technology,True,1089723116.16,2023-07-01 00:00:00+00:00,3.794541878281008e-05,0.5
0001176334-23-000164,17-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,60.9,1,17-AUG-2023,1,False,True,False,True,False,0001832386,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,7.278869677241262e-07,2.25
0001176334-23-000165,17-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,50.007999999999996,1,17-AUG-2023,1,False,False,True,False,True,0001201198,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,5.977039652208226e-07,1.0
0001176334-23-000166,17-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,135.74399999999997,1,17-AUG-2023,1,False,False,False,True,False,0001694879,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,1.6224349515064657e-06,0.5
0001176334-23-000167,17-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,1.3159999999999998,1,17-AUG-2023,1,False,False,False,True,False,0001345127,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,1.572905171633744e-08,0.5
0001176334-23-000168,17-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,348.292,1,17-AUG-2023,1,True,False,True,True,False,0001235924,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,4.162844134032371e-06,3.5
0001176334-23-000169,17-AUG-2023,4,0001176334,MARTIN MIDSTREAM PARTNERS L.P.,0,0001176334,67.648,1,17-AUG-2023,1,False,False,False,True,False,0001416077,2023-08-17 00:00:00+00:00,False,2023-07-01 00:00:00+00:00,MARTIN MIDSTREAM PARTNERS L.P.,energy,True,83666836.61120512,2023-07-01 00:00:00+00:00,8.085401903547075e-07,0.5
