candidate,sleeve,window_days,family,confirmation,breadth,market_cap_floor,sector_cap,allocation,cost_bps,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,full_sharpe,full_drawdown,active_weeks
all_open_market__win7d__none__top30__floor250m__sector50__w0.10__100bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.1,100,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36472455075834187,1.6235896475145104,-0.19384810054889978,0
all_open_market__win7d__none__top30__floor250m__sector50__w0.20__100bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.2,100,0.7887596642612138,2.691874564272,-0.08120686494790441,0.32080760339180125,1.6222768369909772,-0.17346336627746817,0
all_open_market__win7d__none__top30__floor250m__sector50__w0.30__100bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.3,100,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27761967716709557,1.6205636449205105,-0.15279173394600443,0
all_open_market__win7d__none__top30__floor250m__sector50__w0.40__100bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.4,100,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23518159555323725,1.6182351916324316,-0.13183244218567558,0
all_open_market__win7d__none__top30__floor250m__sector50__w0.10__200bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.1,200,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36435967339075304,1.62254077685247,-0.19384810054890012,0
all_open_market__win7d__none__top30__floor250m__sector50__w0.20__200bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.2,200,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3200976607881443,1.6198704088649074,-0.17346336627746817,0
all_open_market__win7d__none__top30__floor250m__sector50__w0.30__200bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.3,200,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27658420103747194,1.6163361263776337,-0.15279173394600465,0
all_open_market__win7d__none__top30__floor250m__sector50__w0.40__200bps,all_open_market__win7d__none__top30__floor250m__sector50,7,all_open_market,none,30,250000000,0.5,0.4,200,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23383980868772625,1.6114477212555802,-0.13183244218567558,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.10__50bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.1,50,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36490689380366303,1.6241099477091916,-0.1938481005488999,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.20__50bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.2,50,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3211622007502537,1.6234591416273987,-0.17346336627746828,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.30__50bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.3,50,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27813659319590567,1.6226160617439302,-0.15279173394600465,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.40__50bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.4,50,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23585106186769966,1.6214808863717862,-0.13183244218567558,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.10__100bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.1,100,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36472455075834187,1.6235896475145104,-0.19384810054889978,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.20__100bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.2,100,0.7887596642612138,2.691874564272,-0.08120686494790441,0.32080760339180125,1.6222768369909772,-0.17346336627746817,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.30__100bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.3,100,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27761967716709557,1.6205636449205105,-0.15279173394600443,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.40__100bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.4,100,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23518159555323725,1.6182351916324316,-0.13183244218567558,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.10__200bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.1,200,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36435967339075304,1.62254077685247,-0.19384810054890012,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.20__200bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.2,200,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3200976607881443,1.6198704088649074,-0.17346336627746817,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.30__200bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.3,200,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27658420103747194,1.6163361263776337,-0.15279173394600465,0
all_open_market__win7d__none__top30__floor250m__sector70__w0.40__200bps,all_open_market__win7d__none__top30__floor250m__sector70,7,all_open_market,none,30,250000000,0.7,0.4,200,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23383980868772625,1.6114477212555802,-0.13183244218567558,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.10__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.1,50,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36490689380366303,1.6241099477091916,-0.1938481005488999,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.20__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.2,50,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3211622007502537,1.6234591416273987,-0.17346336627746828,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.30__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.3,50,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27813659319590567,1.6226160617439302,-0.15279173394600465,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.40__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.4,50,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23585106186769966,1.6214808863717862,-0.13183244218567558,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.10__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.1,100,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36472455075834187,1.6235896475145104,-0.19384810054889978,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.20__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.2,100,0.7887596642612138,2.691874564272,-0.08120686494790441,0.32080760339180125,1.6222768369909772,-0.17346336627746817,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.30__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.3,100,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27761967716709557,1.6205636449205105,-0.15279173394600443,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.40__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.4,100,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23518159555323725,1.6182351916324316,-0.13183244218567558,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.10__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.1,200,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36435967339075304,1.62254077685247,-0.19384810054890012,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.20__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.2,200,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3200976607881443,1.6198704088649074,-0.17346336627746817,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.30__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.3,200,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27658420103747194,1.6163361263776337,-0.15279173394600465,0
all_open_market__win7d__positive_4w__top5__floor50m__sector50__w0.40__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector50,7,all_open_market,positive_4w,5,50000000,0.5,0.4,200,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23383980868772625,1.6114477212555802,-0.13183244218567558,0
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.10__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.1,50,0.9006148316405311,2.6449686331792694,-0.09528034404598373,0.3668787303259262,1.61865767287361,-0.19384810054889978,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.20__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.2,50,0.7597385093350686,2.582334116667304,-0.09075938363682678,0.324935260032869,1.6056478629740647,-0.17346336627746817,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.30__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.3,50,0.6278923675632717,2.496259941492976,-0.08628862074349353,0.2835468796089129,1.5809016037358643,-0.15279173394600443,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.40__50bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.4,50,0.504606213212881,2.3741197775595317,-0.08186893552623908,0.24274124366936878,1.5366239003651074,-0.13183244218567558,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.10__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.1,100,0.882067466641745,2.6033293997247657,-0.09693899786084181,0.35839542226006604,1.5888128458597677,-0.1938481005489,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.20__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.2,100,0.7255330327679013,2.4896728236736405,-0.09408673278002166,0.3085276976962956,1.5394601386945614,-0.1734633662774684,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.30__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.3,100,0.5806200056411062,2.340177443213649,-0.09129447223665887,0.2597595391058345,1.4700656480112406,-0.15279173394600465,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.40__100bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.4,100,0.44658330585628847,2.1381953187147573,-0.08856285837242628,0.21210352640531083,1.3707259806407417,-0.13183244218567547,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.10__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.1,200,0.8454884138426721,2.520052006208151,-0.10024954212126946,0.341574509331547,1.5288255377946633,-0.1938481005489,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.20__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.2,200,0.6590117718824664,2.304530522761182,-0.10071434314474836,0.27627416127253235,1.4057040635240052,-0.17346336627746817,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.30__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.3,200,0.4899673400869786,2.029131198476402,-0.10124515234823328,0.21340177204413746,1.2448374847876411,-0.15279173394600432,30
all_open_market__win7d__positive_4w__top5__floor50m__sector70__w0.40__200bps,all_open_market__win7d__positive_4w__top5__floor50m__sector70,7,all_open_market,positive_4w,5,50000000,0.7,0.4,200,0.3368661422178556,1.6706164214171852,-0.10184208991443178,0.1529105032914917,1.031929050133656,-0.13183244218567525,30
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.10__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.1,50,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36490689380366303,1.6241099477091916,-0.1938481005488999,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.20__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.2,50,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3211622007502537,1.6234591416273987,-0.17346336627746828,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.30__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.3,50,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27813659319590567,1.6226160617439302,-0.15279173394600465,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.40__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.4,50,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23585106186769966,1.6214808863717862,-0.13183244218567558,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.10__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.1,100,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36472455075834187,1.6235896475145104,-0.19384810054889978,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.20__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.2,100,0.7887596642612138,2.691874564272,-0.08120686494790441,0.32080760339180125,1.6222768369909772,-0.17346336627746817,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.30__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.3,100,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27761967716709557,1.6205636449205105,-0.15279173394600443,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.40__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.4,100,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23518159555323725,1.6182351916324316,-0.13183244218567558,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.10__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.1,200,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36435967339075304,1.62254077685247,-0.19384810054890012,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.20__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.2,200,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3200976607881443,1.6198704088649074,-0.17346336627746817,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.30__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.3,200,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.27658420103747194,1.6163361263776337,-0.15279173394600465,0
all_open_market__win7d__positive_4w__top5__floor250m__sector50__w0.40__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector50,7,all_open_market,positive_4w,5,250000000,0.5,0.4,200,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23383980868772625,1.6114477212555802,-0.13183244218567558,0
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.10__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.1,50,0.9159418800750327,2.697234168641012,-0.09102378827320934,0.37073964731007214,1.6402004711949603,-0.19384810054890012,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.20__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.2,50,0.7881972343701793,2.703521766718929,-0.08120686494790441,0.3324616923748549,1.6571110265371152,-0.17346336627746795,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.30__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.3,50,0.6674928229374526,2.710915743377669,-0.07131644831442019,0.29454543161095414,1.6747018307481276,-0.15279173394600476,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.40__50bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.4,50,0.5535498810611876,2.719529368085144,-0.06135223215219743,0.2570208380635133,1.6910965706462353,-0.13183244218567525,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.10__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.1,100,0.9079733160018997,2.6815709421840332,-0.09102378827320934,0.36682495112376645,1.6274127745386842,-0.1938481005489,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.20__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.2,100,0.7733240372693708,2.668098851599906,-0.08120686494790452,0.3248516859205457,1.6286313502623162,-0.17346336627746817,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.30__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.3,100,0.6466901347243941,2.649804969713531,-0.07131644831442019,0.2834560587705168,1.6265996393151003,-0.15279173394600454,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.40__100bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.4,100,0.52770889306009,2.623704410265771,-0.061352232152197206,0.24266428938515783,1.6179345500838733,-0.1318324421856758,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.10__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.1,200,0.8921240578071794,2.6499924474408,-0.09102378827320956,0.35902345459713536,1.6016315879163119,-0.1938481005489,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.20__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.2,200,0.74390546104032,2.595993891789028,-0.08120686494790441,0.3097401089803842,1.5706387127731787,-0.17346336627746806,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.30__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.3,200,0.6057721247034595,2.5239552604917335,-0.07131644831442041,0.2615142930167156,1.527410378995257,-0.15279173394600454,13
all_open_market__win7d__positive_4w__top5__floor250m__sector70__w0.40__200bps,all_open_market__win7d__positive_4w__top5__floor250m__sector70,7,all_open_market,positive_4w,5,250000000,0.7,0.4,200,0.4771647462603372,2.423543577867406,-0.06135223215219743,0.21436019505597814,1.464628351017002,-0.13183244218567536,13
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.10__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.1,50,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.362660323730861,1.6143999624766887,-0.1938481005488999,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.20__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.2,50,0.7887596642612138,2.691874564272,-0.08120686494790441,0.31681623280958426,1.6012253256831004,-0.17346336627746828,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.30__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.3,50,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.2718345033278644,1.5836733955424611,-0.15279173394600465,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.40__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.4,50,0.5547804662886944,2.691874564272,-0.06135223215219732,0.2277321071551972,1.559256006863614,-0.13183244218567558,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.10__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.1,100,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.3621075617372642,1.6124177248329115,-0.19384810054889978,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.20__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.2,100,0.7887596642612138,2.691874564272,-0.08120686494790441,0.31574462554247296,1.5966735251699653,-0.17346336627746817,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.30__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.3,100,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.2702772217123437,1.575678196998924,-0.15279173394600443,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.40__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.4,100,0.5547804662886944,2.691874564272,-0.06135223215219732,0.22572153964955377,1.546450100855235,-0.13183244218567558,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.10__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.1,200,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.3610018996061033,1.6084304168784418,-0.19384810054890012,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.20__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.2,200,0.7887596642612138,2.691874564272,-0.08120686494790441,0.3136008734249238,1.5874579333127077,-0.17346336627746817,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.30__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.3,200,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.2671614823215416,1.5593733141961854,-0.15279173394600465,1
all_open_market__win7d__positive_4w__top10__floor50m__sector50__w0.40__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector50,7,all_open_market,positive_4w,10,50000000,0.5,0.4,200,0.5547804662886944,2.691874564272,-0.06135223215219732,0.22169837244100243,1.5201282825109337,-0.13183244218567558,1
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.10__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.1,50,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36381978806364224,1.617981798759681,-0.1938481005488999,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.20__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.2,50,0.7887596642612138,2.691874564272,-0.08120686494790441,0.31905146171971777,1.6087820229786742,-0.17346336627746828,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.30__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.3,50,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.2750645767199409,1.5955455234468936,-0.15279173394600465,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.40__50bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.4,50,0.5547804662886944,2.691874564272,-0.06135223215219732,0.23187891964721175,1.5755635778593466,-0.13183244218567558,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.10__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.1,100,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.3627412704417763,1.6142650789696489,-0.19384810054889978,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.20__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.2,100,0.7887596642612138,2.691874564272,-0.08120686494790441,0.31696123662483977,1.600362441616808,-0.17346336627746817,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.30__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.3,100,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.2720279391610816,1.5810038258502348,-0.15279173394600443,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.40__100bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.4,100,0.5547804662886944,2.691874564272,-0.06135223215219732,0.22795958007417894,1.5527685304720051,-0.13183244218567558,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.10__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.1,200,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.36058524746916065,1.6067860163944911,-0.19384810054890012,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.20__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.2,200,0.7887596642612138,2.691874564272,-0.08120686494790441,0.31278471826431087,1.5832985887616897,-0.17346336627746817,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.30__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.3,200,0.6683809953478421,2.6918745642719997,-0.0713164483144203,0.2659632500073028,1.5512860706233216,-0.15279173394600465,3
all_open_market__win7d__positive_4w__top10__floor50m__sector70__w0.40__200bps,all_open_market__win7d__positive_4w__top10__floor50m__sector70,7,all_open_market,positive_4w,10,50000000,0.7,0.4,200,0.5547804662886944,2.691874564272,-0.06135223215219732,0.22013570742497213,1.5057351970925053,-0.13183244218567558,3
all_open_market__win7d__positive_4w__top10__floor250m__sector50__w0.10__50bps,all_open_market__win7d__positive_4w__top10__floor250m__sector50,7,all_open_market,positive_4w,10,250000000,0.5,0.1,50,0.9162046820893808,2.6918745642719997,-0.09102378827320945,0.3626098014085266,1.6141743965592217,-0.1938481005488999,1
