cik10,company_name_as_filed,sector,latest_filing,purchase_dollars,purchase_to_market_cap,filing_count,role_score,market_cap,any_ceo,any_cfo,owner_count,price_momentum_4w,score,decision_at
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-09-14 00:00:00+00:00,351079.054,0.004196155468760505,6,3.5,83666836.61120512,True,True,4,0.22594148269058856,0.7445652173913043,2023-09-29
0001477720,"ASANA, INC.",technology,2023-09-27 00:00:00+00:00,50354160.41,0.010661437518028375,4,3.5,4723017916.191101,True,False,1,-0.20694449730370668,0.7119565217391305,2023-09-29
0000315374,HURCO COMPANIES INC,technology,2023-09-20 00:00:00+00:00,298336.37,0.0021324167239223065,5,3.5,139905285.23489,True,True,5,0.023842922370096442,0.7065217391304348,2023-09-29
0001505952,"DOMO, INC.",technology,2023-09-19 00:00:00+00:00,1882174.0,0.0036451196739606655,2,3.5,516354514.6255493,True,False,2,-0.12522851353812214,0.6956521739130435,2023-09-29
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-09-21 00:00:00+00:00,8446324.2,0.006859304919513876,2,3.5,1231367361.4320965,True,False,2,0.11198920430002568,0.7697368421052632,2023-10-06
0000315374,HURCO COMPANIES INC,technology,2023-09-20 00:00:00+00:00,298336.37,0.0021324167239223065,5,3.5,139905285.23489,True,True,5,-0.02425860882453934,0.763157894736842,2023-10-06
0001477720,"ASANA, INC.",technology,2023-10-05 00:00:00+00:00,76378300.96000001,0.01693895167552302,5,3.5,3923704715.555191,True,False,1,-0.15349051426900528,0.7236842105263157,2023-10-06
0001784535,"PORCH GROUP, INC.",technology,2023-10-02 00:00:00+00:00,1860714.54,0.014376768562455233,7,3.5,79040733.57458735,True,False,1,0.0012468667613949602,0.6578947368421052,2023-10-06
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-09-14 00:00:00+00:00,139786.454,0.0016707510366333013,5,3.5,83666836.61120512,True,True,4,-0.09150312757083778,0.6513157894736842,2023-10-06
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-09-21 00:00:00+00:00,8446324.2,0.006859304919513876,2,3.5,1231367361.4320965,True,False,2,-0.056905339068512806,0.7916666666666666,2023-10-13
0000315374,HURCO COMPANIES INC,technology,2023-09-20 00:00:00+00:00,298336.37,0.0021324167239223065,5,3.5,139905285.23489,True,True,5,0.028537101511164398,0.7638888888888888,2023-10-13
0001477720,"ASANA, INC.",technology,2023-10-12 00:00:00+00:00,70352803.07,0.015883881198962457,5,3.5,3923704715.555191,True,False,1,-0.15074629995723177,0.7222222222222222,2023-10-13
0001784535,"PORCH GROUP, INC.",technology,2023-10-02 00:00:00+00:00,775601.25,0.006338092607111639,5,3.5,79040733.57458735,True,False,1,-0.14956735427880297,0.6527777777777778,2023-10-13
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,2023-09-21 00:00:00+00:00,3025000.0,0.004196094890220364,1,0.0,720908387.2364807,False,False,3,-0.15894646010698799,0.6458333333333334,2023-10-13
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-09-21 00:00:00+00:00,8446324.2,0.006859304919513876,2,3.5,1231367361.4320965,True,False,2,0.08959897639236547,0.7375,2023-10-20
0001477720,"ASANA, INC.",technology,2023-10-18 00:00:00+00:00,81824459.22,0.01880756098162337,7,3.5,3923704715.555191,True,False,1,-0.036712332947613446,0.6875,2023-10-20
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,2023-09-21 00:00:00+00:00,3025000.0,0.004196094890220364,1,0.0,720908387.2364807,False,False,3,0.007324889298476522,0.6375,2023-10-20
0000065270,METHODE ELECTRONICS INC,technology,2023-09-25 00:00:00+00:00,529241.0,0.00042284644986730893,2,3.5,1251615096.1325989,True,False,2,0.11153314281325732,0.6124999999999999,2023-10-20
0000896429,"CANTALOUPE, INC.",technology,2023-09-29 00:00:00+00:00,205802.64,0.00035652051231791946,2,3.5,577253293.68,True,False,2,0.02366863905325456,0.5375,2023-10-20
0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,2023-11-16 00:00:00+00:00,455013.7172,0.005074867474690055,6,3.5,89660216.64,True,True,8,-0.20533240997229918,0.7738095238095237,2023-11-17
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-11-15 00:00:00+00:00,504050.7064,0.004659234472529116,9,3.5,108183159.56663848,True,True,5,0.031090296736708822,0.7559523809523809,2023-11-17
0001476840,"EXPENSIFY, INC.",technology,2023-11-16 00:00:00+00:00,2364912.16,0.008872724972384049,3,1.0,266537300.25,False,False,5,-0.2832764993904052,0.7261904761904763,2023-11-17
0001477720,"ASANA, INC.",technology,2023-11-03 00:00:00+00:00,11536514.0,0.0029402095306164298,3,3.5,3923704715.555191,True,False,1,0.11888510589636536,0.6369047619047619,2023-11-17
0001172358,"DORCHESTER MINERALS, L.P.",energy,2023-11-13 00:00:00+00:00,350143.15,0.0003113275254007455,2,2.5,1124677779.6126137,True,True,2,-7.405972267449101e-06,0.5238095238095238,2023-11-17
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-11-21 00:00:00+00:00,589907.1917,0.005452856008856258,15,3.5,108183159.56663848,True,True,6,0.07008143749696982,0.78125,2023-11-24
0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,2023-11-17 00:00:00+00:00,468933.7172,0.005230120278237151,7,3.5,89660216.64,True,True,9,0.19037478705281075,0.7633928571428571,2023-11-24
0001476840,"EXPENSIFY, INC.",technology,2023-11-16 00:00:00+00:00,2364912.16,0.008872724972384049,3,1.0,266537300.25,False,False,5,-0.13780914381611276,0.7008928571428571,2023-11-24
0001114995,IMPINJ INC,technology,2023-11-22 00:00:00+00:00,19780843.87,0.01338278094800587,6,1.0,1478081719.1024475,False,False,2,0.595660755591447,0.65625,2023-11-24
0001172358,"DORCHESTER MINERALS, L.P.",energy,2023-11-13 00:00:00+00:00,350143.15,0.0003113275254007455,2,2.5,1124677779.6126137,True,True,2,0.011598498424036707,0.5133928571428571,2023-11-24
0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,2023-11-17 00:00:00+00:00,468933.7172,0.005230120278237151,7,3.5,89660216.64,True,True,9,0.3578431372549018,0.7758620689655172,2023-12-01
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-11-21 00:00:00+00:00,258817.66170000003,0.0023924025027257036,13,3.5,108183159.56663848,True,True,6,-0.03788769362219124,0.7241379310344828,2023-12-01
0001476840,"EXPENSIFY, INC.",technology,2023-11-16 00:00:00+00:00,1946055.04,0.007301248411290606,2,1.0,266537300.25,False,False,5,-0.05447465763508619,0.685344827586207,2023-12-01
0001114995,IMPINJ INC,technology,2023-11-22 00:00:00+00:00,19780843.87,0.01338278094800587,6,1.0,1478081719.1024475,False,False,2,0.3379824879039883,0.6551724137931034,2023-12-01
0001699039,"RANGER ENERGY SERVICES, INC.",energy,2023-11-30 00:00:00+00:00,246850.0,0.0007008020309452413,2,3.5,352239276.00074,True,True,2,-0.22687664337132185,0.5646551724137931,2023-12-01
0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,2023-11-17 00:00:00+00:00,468933.7172,0.005230120278237151,7,3.5,89660216.64,True,True,9,0.05833333333333335,0.7731481481481481,2023-12-08
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-11-21 00:00:00+00:00,228817.6617,0.0021150950167900515,12,3.5,108183159.56663848,True,True,6,-0.0018691823108636374,0.6898148148148149,2023-12-08
0001476840,"EXPENSIFY, INC.",technology,2023-11-16 00:00:00+00:00,1946055.04,0.007301248411290606,2,1.0,266537300.25,False,False,5,-0.07326009021479507,0.6851851851851851,2023-12-08
0001114995,IMPINJ INC,technology,2023-11-22 00:00:00+00:00,19780843.87,0.01338278094800587,6,1.0,1478081719.1024475,False,False,2,0.2680442060789132,0.6388888888888888,2023-12-08
0001699039,"RANGER ENERGY SERVICES, INC.",energy,2023-11-30 00:00:00+00:00,246850.0,0.0007008020309452413,2,3.5,352239276.00074,True,True,2,-0.1254370290507053,0.5694444444444444,2023-12-08
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2023-12-11 00:00:00+00:00,229342.43010000003,0.0021199457569801338,12,3.5,108183159.56663848,True,True,6,0.012145605596464604,0.76,2023-12-15
0001596961,"RUMBLEON, INC.",technology,2023-12-12 00:00:00+00:00,18938089.5,0.18766833482836903,3,1.0,100912546.15393545,False,False,5,-0.038596455711112254,0.7549999999999999,2023-12-15
0001520006,MATADOR RESOURCES CO,energy,2023-12-14 00:00:00+00:00,542401.0,7.653531201522396e-05,8,3.5,7086937855.45826,True,False,6,-0.041615028143281,0.6799999999999999,2023-12-15
0001114995,IMPINJ INC,technology,2023-11-22 00:00:00+00:00,19780843.87,0.01338278094800587,6,1.0,1478081719.1024475,False,False,2,0.15082241451095135,0.6499999999999999,2023-12-15
0001699039,"RANGER ENERGY SERVICES, INC.",energy,2023-11-30 00:00:00+00:00,246850.0,0.0007008020309452413,2,3.5,352239276.00074,True,True,2,-0.02032895312404437,0.6399999999999999,2023-12-15
0001596961,"RUMBLEON, INC.",technology,2023-12-12 00:00:00+00:00,18938089.5,0.18766833482836903,3,1.0,100912546.15393545,False,False,5,0.2504012741578676,0.7734375,2023-12-22
0001520006,MATADOR RESOURCES CO,energy,2023-12-14 00:00:00+00:00,431601.0,6.0900915007683754e-05,7,3.5,7086937855.45826,True,False,6,-0.03286859908313333,0.71875,2023-12-22
0001699039,"RANGER ENERGY SERVICES, INC.",energy,2023-11-30 00:00:00+00:00,246850.0,0.0007008020309452413,2,3.5,352239276.00074,True,True,2,-0.003879517939110122,0.640625,2023-12-22
0000101984,UNIVERSAL ELECTRONICS INC,technology,2023-12-06 00:00:00+00:00,990696.41,0.008480256498609505,2,0.0,116823873.212142,False,False,4,-0.027058769674862093,0.609375,2023-12-22
0001114995,IMPINJ INC,technology,2023-11-22 00:00:00+00:00,3110202.83,0.002104215747887501,1,1.0,1478081719.1024475,False,False,2,0.09913469087514049,0.6015625,2023-12-22
0001596961,"RUMBLEON, INC.",technology,2023-12-12 00:00:00+00:00,18938089.5,0.18766833482836903,3,1.0,100912546.15393545,False,False,5,0.38336042152092853,0.7638888888888888,2023-12-29
0001520006,MATADOR RESOURCES CO,energy,2023-12-14 00:00:00+00:00,431601.0,6.0900915007683754e-05,7,3.5,7086937855.45826,True,False,6,-0.016558460843161038,0.7222222222222221,2023-12-29
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-12-26 00:00:00+00:00,2162771.98,0.0009992620978312278,1,3.5,2164369072.632719,True,False,1,-0.11330055838729836,0.6527777777777778,2023-12-29
0001699039,"RANGER ENERGY SERVICES, INC.",energy,2023-11-30 00:00:00+00:00,246850.0,0.0007008020309452413,2,3.5,352239276.00074,True,True,2,0.0019399528969701318,0.6319444444444444,2023-12-29
0000101984,UNIVERSAL ELECTRONICS INC,technology,2023-12-06 00:00:00+00:00,270268.14,0.002313466696222411,1,0.0,116823873.212142,False,False,4,0.09078776047469295,0.548611111111111,2023-12-29
0001596961,"RUMBLEON, INC.",technology,2023-12-12 00:00:00+00:00,18938089.5,0.18766833482836903,3,1.0,100912546.15393545,False,False,5,0.3499170912270111,0.7857142857142857,2024-01-05
0001520006,MATADOR RESOURCES CO,energy,2023-12-14 00:00:00+00:00,431601.0,6.0900915007683754e-05,7,3.5,7086937855.45826,True,False,6,-0.021679232905398416,0.7410714285714286,2024-01-05
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-12-29 00:00:00+00:00,4584684.68,0.0021182545703368563,2,3.5,2164369072.632719,True,False,1,-0.09183677683752456,0.6875,2024-01-05
0000101984,UNIVERSAL ELECTRONICS INC,technology,2023-12-06 00:00:00+00:00,270268.14,0.002313466696222411,1,0.0,116823873.212142,False,False,4,0.20849425564645463,0.5803571428571429,2024-01-05
0001327688,OOMA INC,technology,2023-12-19 00:00:00+00:00,148900.0,0.00044707195600871257,2,3.5,333056005.859375,True,False,1,-0.09527825861316286,0.5803571428571428,2024-01-05
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-12-29 00:00:00+00:00,4584684.68,0.0021182545703368563,2,3.5,2164369072.632719,True,False,1,-0.00351125782656736,0.7124999999999999,2024-01-12
0001102993,LIVEPERSON INC,technology,2024-01-10 00:00:00+00:00,6296118.03,0.0013699485881440779,1,0.0,4595879060.344588,False,False,4,0.0637681011992377,0.675,2024-01-12
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-01-10 00:00:00+00:00,5287.7142,5.661634706471708e-05,4,3.5,93395538.11120512,True,True,4,-0.011999860029335507,0.6000000000000001,2024-01-12
0001327688,OOMA INC,technology,2023-12-19 00:00:00+00:00,148900.0,0.00044707195600871257,2,3.5,333056005.859375,True,False,1,0.018428668540283688,0.5874999999999999,2024-01-12
0001520006,MATADOR RESOURCES CO,energy,2023-12-14 00:00:00+00:00,304086.0,4.290795350572988e-05,4,1.0,7086937855.45826,False,False,4,0.034922344684475526,0.5625,2024-01-12
0001792849,"HIGHPEAK ENERGY, INC.",energy,2023-12-29 00:00:00+00:00,4584684.68,0.0021182545703368563,2,3.5,2164369072.632719,True,False,1,0.004276464910230704,0.7250000000000001,2024-01-19
0001102993,LIVEPERSON INC,technology,2024-01-10 00:00:00+00:00,6296118.03,0.0013699485881440779,1,0.0,4595879060.344588,False,False,4,0.03927486179886208,0.675,2024-01-19
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-01-10 00:00:00+00:00,5287.7142,5.661634706471708e-05,4,3.5,93395538.11120512,True,True,4,0.004115077774969889,0.625,2024-01-19
0001645070,STERLING CHECK CORP.,technology,2023-12-26 00:00:00+00:00,4220.16,3.471394500477554e-06,2,1.0,1215695882.28,False,False,6,0.05405405405405417,0.5,2024-01-19
0001819928,"DOUBLEVERIFY HOLDINGS, INC.",technology,2023-12-21 00:00:00+00:00,10977.58,2.3461784086466954e-06,1,3.5,4678919539.768505,True,False,1,0.03573439575261261,0.47500000000000003,2024-01-19
0001049521,MERCURY SYSTEMS INC,technology,2024-02-28 00:00:00+00:00,48926526.49499999,0.0225700664701093,6,3.5,2167761736.98008,True,True,5,-0.073880360170271,0.8660714285714286,2024-03-01
0001451505,TRANSOCEAN LTD.,energy,2024-02-29 00:00:00+00:00,14670000.0,0.0028555601638564822,3,1.0,5137345794.944806,False,False,3,-0.18213659455430253,0.6607142857142858,2024-03-01
0001114925,LANTRONIX INC,technology,2024-02-20 00:00:00+00:00,186877.5,0.000855764753019883,3,3.5,218374850.4954586,True,False,3,-0.3678515787916681,0.5892857142857143,2024-03-01
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-02-20 00:00:00+00:00,6028.368800000001,6.454664668050933e-05,10,3.5,93395538.11120512,True,True,6,0.08224737522789738,0.5446428571428572,2024-03-01
0001476840,"EXPENSIFY, INC.",technology,2024-02-26 00:00:00+00:00,364253.31,0.0017881947670437006,2,0.0,203698901.6594624,False,False,4,0.06936416384124566,0.5446428571428572,2024-03-01
0001049521,MERCURY SYSTEMS INC,technology,2024-02-28 00:00:00+00:00,48926526.49499999,0.0225700664701093,6,3.5,2167761736.98008,True,True,5,-0.026841234543451886,0.8333333333333334,2024-03-08
0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,2024-03-04 00:00:00+00:00,66001500.0,0.05758614696083972,1,0.0,1146135025.232422,False,False,7,-0.3196448436492807,0.75,2024-03-08
0001162194,STANDARD BIOTOOLS INC.,technology,2024-03-06 00:00:00+00:00,646175.86,0.003682689502201337,1,1.0,175463030.37868023,False,False,9,0.02880655609866367,0.6666666666666666,2024-03-08
0001451505,TRANSOCEAN LTD.,energy,2024-02-29 00:00:00+00:00,14670000.0,0.0028555601638564822,3,1.0,5137345794.944806,False,False,3,-0.009727571049898076,0.6319444444444444,2024-03-08
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-02-20 00:00:00+00:00,6028.368800000001,6.454664668050933e-05,10,3.5,93395538.11120512,True,True,6,0.04250615773788402,0.48611111111111116,2024-03-08
0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,2024-03-04 00:00:00+00:00,66001500.0,0.05758614696083972,1,0.0,1146135025.232422,False,False,7,-0.1042154415059835,0.7368421052631579,2024-03-15
0001162194,STANDARD BIOTOOLS INC.,technology,2024-03-06 00:00:00+00:00,646175.86,0.003682689502201337,1,1.0,175463030.37868023,False,False,9,0.16317985329177742,0.6907894736842105,2024-03-15
0001451505,TRANSOCEAN LTD.,energy,2024-02-29 00:00:00+00:00,14670000.0,0.0028555601638564822,3,1.0,5137345794.944806,False,False,3,0.019417456850636006,0.6776315789473684,2024-03-15
0001689923,"ALTERYX, INC.",technology,2024-03-11 00:00:00+00:00,2476702.96,0.0007365125347937599,2,1.0,3362743799.9999995,False,False,2,0.009009009009008917,0.5592105263157895,2024-03-15
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-03-14 00:00:00+00:00,6019.293599999999,6.444947715631649e-05,10,3.5,93395538.11120512,True,True,6,0.1666664664695927,0.506578947368421,2024-03-15
0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,2024-03-04 00:00:00+00:00,66001500.0,0.05758614696083972,1,0.0,1146135025.232422,False,False,7,0.01571936560711573,0.7336956521739131,2024-03-22
0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,2024-03-19 00:00:00+00:00,802433.8,0.0011687631047584937,4,3.5,686566676.115097,True,False,3,-0.40487349023167585,0.7336956521739131,2024-03-22
0001162194,STANDARD BIOTOOLS INC.,technology,2024-03-06 00:00:00+00:00,646175.86,0.003682689502201337,1,1.0,175463030.37868023,False,False,9,0.01945523486967371,0.7119565217391304,2024-03-22
0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,2024-03-19 00:00:00+00:00,4434716.5,0.000985038155955079,1,1.0,4502075856.848572,False,False,6,-0.1749022931806632,0.7010869565217391,2024-03-22
0001451505,TRANSOCEAN LTD.,energy,2024-02-29 00:00:00+00:00,14670000.0,0.0028555601638564822,3,1.0,5137345794.944806,False,False,3,0.1860941409193284,0.6739130434782609,2024-03-22
0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,2024-03-19 00:00:00+00:00,802433.8,0.0011687631047584937,4,3.5,686566676.115097,True,False,3,0.037455879924649604,0.7329545454545455,2024-03-29
0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",technology,2024-03-04 00:00:00+00:00,66001500.0,0.05758614696083972,1,0.0,1146135025.232422,False,False,7,-0.038694151243743424,0.7272727272727273,2024-03-29
0000023194,COMSTOCK RESOURCES INC,energy,2024-03-25 00:00:00+00:00,100499999.99999999,0.04078566826781766,1,0.0,2464100853.762411,False,False,4,0.05660375095112524,0.6988636363636364,2024-03-29
0001162194,STANDARD BIOTOOLS INC.,technology,2024-03-06 00:00:00+00:00,646175.86,0.003682689502201337,1,1.0,175463030.37868023,False,False,9,0.09387755697839006,0.6988636363636364,2024-03-29
0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,2024-03-19 00:00:00+00:00,4434716.5,0.000985038155955079,1,1.0,4502075856.848572,False,False,6,-0.20265212059124016,0.6761363636363636,2024-03-29
0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,2024-03-19 00:00:00+00:00,649533.8,0.0009460607725317434,3,3.5,686566676.115097,True,False,3,-0.10058404971335311,0.7569444444444444,2024-04-05
0000023194,COMSTOCK RESOURCES INC,energy,2024-03-25 00:00:00+00:00,100499999.99999999,0.04078566826781766,1,0.0,2464100853.762411,False,False,4,0.08665102745007469,0.7083333333333334,2024-04-05
0001162194,STANDARD BIOTOOLS INC.,technology,2024-03-06 00:00:00+00:00,646175.86,0.003682689502201337,1,1.0,175463030.37868023,False,False,9,0.08400001525878897,0.7083333333333333,2024-04-05
0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,2024-03-19 00:00:00+00:00,4434716.5,0.000985038155955079,1,1.0,4502075856.848572,False,False,6,-0.1420910241619504,0.7083333333333333,2024-04-05
0001816431,QUANTUM-SI INC,technology,2024-03-18 00:00:00+00:00,141900.0,0.0004983552611177217,3,3.5,284736634.8290248,True,True,3,0.06486486660641755,0.6458333333333334,2024-04-05
0001158114,"APPLIED OPTOELECTRONICS, INC.",technology,2024-03-19 00:00:00+00:00,649533.8,0.0009460607725317434,3,3.5,686566676.115097,True,False,3,-0.15176149975492637,0.8,2024-04-12
0001704715,"ALPHA METALLURGICAL RESOURCES, INC.",energy,2024-03-19 00:00:00+00:00,4434716.5,0.000985038155955079,1,1.0,4502075856.848572,False,False,6,-0.1723266441595841,0.75,2024-04-12
0000023194,COMSTOCK RESOURCES INC,energy,2024-03-25 00:00:00+00:00,100499999.99999999,0.04078566826781766,1,0.0,2464100853.762411,False,False,4,0.06949354163647836,0.7375,2024-04-12
0001708055,RIBBON COMMUNICATIONS INC.,technology,2024-03-18 00:00:00+00:00,294800.0,0.0005919450356282433,2,2.25,498019211.6775213,False,True,2,0.04545458713611672,0.6187499999999999,2024-04-12
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-04-10 00:00:00+00:00,13236.7598,0.00013623545734231957,8,3.5,99842777.92833996,True,True,4,0.02702726481818707,0.59375,2024-04-12
0000023194,COMSTOCK RESOURCES INC,energy,2024-03-25 00:00:00+00:00,100499999.99999999,0.04078566826781766,1,0.0,2464100853.762411,False,False,4,0.1950000524520874,0.75,2024-04-19
0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,technology,2024-04-15 00:00:00+00:00,490670.97,7.28600112455028e-05,3,3.5,6734434453.30632,True,False,3,-0.13107841792558772,0.675,2024-04-19
0001476840,"EXPENSIFY, INC.",technology,2024-04-17 00:00:00+00:00,466733.5,0.0030758093570222257,1,0.0,151743312.3527062,False,False,4,-0.28140706497744905,0.6500000000000001,2024-04-19
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-04-10 00:00:00+00:00,7944.0109999999995,7.956520406214704e-05,4,3.5,99842777.92833996,True,True,4,-0.030651144201455316,0.625,2024-04-19
0001640147,SNOWFLAKE INC.,technology,2024-03-27 00:00:00+00:00,5000037.840000001,7.630069326285238e-05,1,3.5,65530700000.0,True,False,1,0.010129300665896457,0.6083333333333333,2024-04-19
0001476840,"EXPENSIFY, INC.",technology,2024-04-19 00:00:00+00:00,682955.29,0.004500727441698159,2,0.0,151743312.3527062,False,False,4,-0.10382516544522735,0.6931818181818181,2024-04-26
0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,technology,2024-04-15 00:00:00+00:00,490670.97,7.28600112455028e-05,3,3.5,6734434453.30632,True,False,3,-0.009509155436811412,0.6590909090909092,2024-04-26
0001463972,VUZIX CORP,technology,2024-04-23 00:00:00+00:00,54440.0,0.00041131899312646283,3,3.5,132354695.2845478,True,False,2,-0.09701491939806406,0.625,2024-04-26
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-04-10 00:00:00+00:00,7944.0109999999995,7.956520406214704e-05,4,3.5,99842777.92833996,True,True,4,0.058593881685928384,0.6022727272727273,2024-04-26
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,2024-04-08 00:00:00+00:00,2025000.0,0.003008016671916807,1,0.0,673201056.0,False,False,2,-0.09440126022836681,0.6022727272727272,2024-04-26
0001476840,"EXPENSIFY, INC.",technology,2024-05-01 00:00:00+00:00,1543133.54,0.010169367704411257,4,0.0,151743312.3527062,False,False,4,-0.11413045344427053,0.7395833333333333,2024-05-03
0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,technology,2024-04-15 00:00:00+00:00,490670.97,7.28600112455028e-05,3,3.5,6734434453.30632,True,False,3,-0.004139414348406034,0.71875,2024-05-03
0001001614,"RILEY EXPLORATION PERMIAN, INC.",energy,2024-04-08 00:00:00+00:00,2025000.0,0.003008016671916807,1,0.0,673201056.0,False,False,2,-0.1786499035502318,0.65625,2024-05-03
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-04-10 00:00:00+00:00,7944.0109999999995,7.956520406214704e-05,4,3.5,99842777.92833996,True,True,4,0.04296884025664749,0.625,2024-05-03
0001463972,VUZIX CORP,technology,2024-04-23 00:00:00+00:00,54440.0,0.00041131899312646283,3,3.5,132354695.2845478,True,False,2,0.0909090998654607,0.625,2024-05-03
0000320121,TELOS CORP,technology,2024-05-16 00:00:00+00:00,546750.68,0.00186904389904151,6,3.5,292529608.4700775,True,False,4,-0.04999995364083065,0.8472222222222222,2024-05-17
0001597033,SABRE CORP,technology,2024-05-15 00:00:00+00:00,492990.47,0.0005368256420362478,5,3.5,918343744.032093,True,True,5,0.0754716234217363,0.8194444444444444,2024-05-17
0001476840,"EXPENSIFY, INC.",technology,2024-05-03 00:00:00+00:00,1562288.74,0.01029560193314271,5,0.0,151743312.3527062,False,False,4,0.23776226982498483,0.7222222222222222,2024-05-17
0001176334,MARTIN MIDSTREAM PARTNERS L.P.,energy,2024-05-08 00:00:00+00:00,5298.1792000000005,5.306522224173947e-05,4,3.5,99842777.92833996,True,True,4,0.18388768402633326,0.5138888888888888,2024-05-17
0001928446,"GRANITE RIDGE RESOURCES, INC.",energy,2024-05-15 00:00:00+00:00,63000.0,7.429955093439866e-05,2,2.5,847918987.5,True,True,2,-0.07714692514046828,0.4444444444444444,2024-05-17
0000320121,TELOS CORP,technology,2024-05-22 00:00:00+00:00,1690310.15,0.005778253212863749,8,3.5,292529608.4700775,True,False,4,0.10542173195445992,0.8011363636363636,2024-05-24
0001162194,STANDARD BIOTOOLS INC.,technology,2024-05-22 00:00:00+00:00,4997304.32,0.0063561176944843655,2,1.0,786219601.3671207,False,False,9,0.019841251069335764,0.7613636363636362,2024-05-24
0001881487,PROFRAC HOLDING CORP.,energy,2024-05-23 00:00:00+00:00,28796920.9,0.02158354174078398,4,0.5,1334207390.3276825,False,False,7,0.11097418129525916,0.75,2024-05-24
0001597033,SABRE CORP,technology,2024-05-15 00:00:00+00:00,492990.47,0.0005368256420362478,5,3.5,918343744.032093,True,True,5,0.22983868099152138,0.7443181818181819,2024-05-24
0001451505,TRANSOCEAN LTD.,energy,2024-05-17 00:00:00+00:00,36060000.0,0.00709742780898235,3,1.0,5080713882.621427,False,False,3,0.06349208618524549,0.7045454545454546,2024-05-24
0000320121,TELOS CORP,technology,2024-05-30 00:00:00+00:00,3027083.8,0.010347956966925748,10,3.5,292529608.4700775,True,False,4,0.10924372890671719,0.8461538461538461,2024-05-31
0001881487,PROFRAC HOLDING CORP.,energy,2024-05-30 00:00:00+00:00,42518976.37,0.03186834121759534,6,0.5,1334207390.3276825,False,False,7,0.11664642667599878,0.7596153846153847,2024-05-31
0001162194,STANDARD BIOTOOLS INC.,technology,2024-05-28 00:00:00+00:00,5257304.32,0.006686814104937498,3,1.0,786219601.3671207,False,False,9,0.04098356651125834,0.7548076923076923,2024-05-31
0001597033,SABRE CORP,technology,2024-05-15 00:00:00+00:00,492990.47,0.0005368256420362478,5,3.5,918343744.032093,True,True,5,0.09999999148505068,0.75,2024-05-31
0001451505,TRANSOCEAN LTD.,energy,2024-05-17 00:00:00+00:00,36060000.0,0.00709742780898235,3,1.0,5080713882.621427,False,False,3,-0.017035759213314572,0.6923076923076923,2024-05-31
0000320121,TELOS CORP,technology,2024-05-31 00:00:00+00:00,3560332.4499999997,0.012170844751819992,11,3.5,292529608.4700775,True,False,4,0.29428577423095703,0.8,2024-06-07
0001162194,STANDARD BIOTOOLS INC.,technology,2024-05-28 00:00:00+00:00,5257304.32,0.006686814104937498,3,1.0,786219601.3671207,False,False,9,-0.011952179881974279,0.7374999999999999,2024-06-07
