candidate_id,all_candidate_sharpe,without_candidate_sharpe,sharpe_contribution,all_candidate_annual_return,without_candidate_annual_return,annual_return_contribution,all_candidate_max_drawdown,without_candidate_max_drawdown
candidate-052f66f29b9fafbe,0.8296923024802454,0.8371004463335352,-0.007408143853289806,0.09420750720878424,0.09470798371934519,-0.0005004765105609543,-0.227370874218649,-0.22597136978797372
candidate-0788c02844e389fa,0.8296923024802454,0.8367136084939892,-0.007021306013743844,0.09420750720878424,0.09513187037714821,-0.000924363168363973,-0.227370874218649,-0.2278571527535176
candidate-23e3beb2c30dbeb8,0.8296923024802454,0.8252982361332408,0.004394066347004566,0.09420750720878424,0.0926737714634367,0.001533735745347542,-0.227370874218649,-0.22861389477377414
candidate-36a0f3d51675c16f,0.8296923024802454,0.8195173974205159,0.010174905059729511,0.09420750720878424,0.09372241591078301,0.00048509129800122786,-0.227370874218649,-0.2320265389140358
candidate-3a187e9134eefe61,0.8296923024802454,0.8272412079802226,0.002451094500022788,0.09420750720878424,0.0961520848320081,-0.0019445776232238643,-0.227370874218649,-0.2312616720212487
candidate-4c75085a1dd85949,0.8296923024802454,0.8224945975221877,0.007197704958057716,0.09420750720878424,0.09375927119940641,0.0004482360093778226,-0.227370874218649,-0.226272775734344
candidate-539eaf900f7b2b57,0.8296923024802454,0.8280011879766598,0.0016911145035856112,0.09420750720878424,0.09307063581365149,0.0011368713951327436,-0.227370874218649,-0.22824779476462354
candidate-8ca3faf38ba934cb,0.8296923024802454,0.8306431256079145,-0.0009508231276691426,0.09420750720878424,0.09443591535070617,-0.00022840814192193193,-0.227370874218649,-0.2258941472270356
candidate-c1a595f584a5d469,0.8296923024802454,0.8291047549902957,0.0005875474899497135,0.09420750720878424,0.09465121599890236,-0.0004437087901181247,-0.227370874218649,-0.22363983608263627
candidate-fc7248702f02b421,0.8296923024802454,0.8361941591988316,-0.006501856718586163,0.09420750720878424,0.09355098812248341,0.0006565190863008219,-0.227370874218649,-0.22393388018801008
