state,pre_overlay_cash,post_overlay_cash,overlay_cash_added,pre_overlay_offense,post_overlay_offense,overlay_offense_change,regime_binding_rate,target_vol_binding_rate
calm_trend,0.02711864406779661,0.033516425783243604,0.006397781715446995,0.4879091545557444,0.4860551496231372,-0.0018540049326072339,,
neutral_healthy_proxy,0.10921501706484642,0.14923340060800244,0.040018383543156025,0.44172538803149614,0.4253970555563971,-0.016328332475099017,,
neutral_mixed,0.175,0.3316676389889186,0.1566676389889186,0.426145520030318,0.34552910137255316,-0.08061641865776487,,
recovery_confirmed,2.523234146875355e-18,0.06383761565651912,0.06383761565651912,0.45642401959679657,0.42720297040177857,-0.029221049195018,,
recovery_fragile,2.265761274745217e-18,0.12351317074439862,0.12351317074439862,0.5358094543734097,0.45843794814584216,-0.0773715062275675,,
stressed_panic,0.008733624454148473,0.5093247219202602,0.5005910974661117,0.4752508105317486,0.2419112275012731,-0.2333395830304755,,
