family,feature,target,window,ic,rank_ic,n,strong_bounce_base_rate,strong_bounce_precision_top_quintile,failed_bounce_rate_top_quintile,crash_continuation_rate_top_quintile,avg_forward_return_top_quintile,median_forward_return_top_quintile,worst_forward_return_top_quintile,candidate,description,active_rows
short_horizon_reversal,score_short_horizon_reversal,fwd_8w_return,full,0.07976318057134306,0.08018458396361888,2204,0.5276769509981851,0.6031746031746031,0.07029478458049887,0.18594104308390022,0.030848775975833142,0.036917752475586374,-0.3507790544904512,,recent 1/2/4-week weakness with non-panic reversal pressure,
short_horizon_reversal,score_short_horizon_reversal,fwd_8w_return,train,0.062443801759173745,0.0706127286472669,2012,0.5263419483101391,0.598014888337469,0.06699751861042183,0.18114143920595532,0.027877936768299475,0.0348418171866447,-0.3507790544904512,,recent 1/2/4-week weakness with non-panic reversal pressure,
short_horizon_reversal,score_short_horizon_reversal,fwd_8w_return,holdout,0.2863602793134326,0.17865736968347892,192,0.5416666666666666,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.06235153957383884,0.06764087427193077,-0.08065314763013454,,recent 1/2/4-week weakness with non-panic reversal pressure,
drawdown_reversal,score_drawdown_reversal,fwd_8w_return,full,0.05323673328672556,0.11642023222387557,2204,0.5276769509981851,0.6417233560090703,0.07029478458049887,0.05215419501133787,0.02596337589695795,0.043351838454745106,-0.35971631649708335,,drawdown depth plus early recovery and moving-average reclaim,
drawdown_reversal,score_drawdown_reversal,fwd_8w_return,train,0.032806765766517455,0.10219626620859365,2012,0.5263419483101391,0.6253101736972705,0.07444168734491315,0.05459057071960298,0.02224787148055856,0.04058177414289088,-0.35971631649708335,,drawdown depth plus early recovery and moving-average reclaim,
drawdown_reversal,score_drawdown_reversal,fwd_8w_return,holdout,0.3442506289536393,0.26706893444880503,192,0.5416666666666666,0.8205128205128205,0.0,0.0,0.05983770873409009,0.06387667037387179,-0.0921207942016038,,drawdown depth plus early recovery and moving-average reclaim,
momentum_reversal_interaction,score_momentum_reversal_interaction,fwd_8w_return,full,0.05061315558698637,0.06073354416714328,2204,0.5276769509981851,0.6485260770975056,0.06802721088435375,0.061224489795918366,0.029031745254252752,0.04427470638792674,-0.35971631649708335,,medium-term trend interacting with short-term pullback or rebound,
momentum_reversal_interaction,score_momentum_reversal_interaction,fwd_8w_return,train,0.02364541497399069,0.034101954994277,2012,0.5263419483101391,0.6377171215880894,0.06947890818858561,0.06451612903225806,0.02609593702014106,0.04128102664559985,-0.35971631649708335,,medium-term trend interacting with short-term pullback or rebound,
momentum_reversal_interaction,score_momentum_reversal_interaction,fwd_8w_return,holdout,0.37956360717017057,0.356009074139381,192,0.5416666666666666,0.717948717948718,0.05128205128205128,0.0,0.05700279088293027,0.05421467850406736,-0.08065314763013454,,medium-term trend interacting with short-term pullback or rebound,
short_horizon_reversal,score_short_reversal_only,fwd_8w_return,full,0.07976318057134306,0.08018458396361888,2204,0.5276769509981851,0.6031746031746031,0.07029478458049887,0.18594104308390022,0.030848775975833142,0.036917752475586374,-0.3507790544904512,short_reversal_only,recent negative 1/2/4-week return with non-panic filter,401.0
short_horizon_reversal,score_short_reversal_only,fwd_8w_return,train,0.062443801759173745,0.0706127286472669,2012,0.5263419483101391,0.598014888337469,0.06699751861042183,0.18114143920595532,0.027877936768299475,0.0348418171866447,-0.3507790544904512,short_reversal_only,recent negative 1/2/4-week return with non-panic filter,361.0
short_horizon_reversal,score_short_reversal_only,fwd_8w_return,holdout,0.2863602793134326,0.17865736968347892,192,0.5416666666666666,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.06235153957383884,0.06764087427193077,-0.08065314763013454,short_reversal_only,recent negative 1/2/4-week return with non-panic filter,40.0
drawdown_reversal,score_drawdown_recovery_only,fwd_8w_return,full,0.05323673328672556,0.11642023222387557,2204,0.5276769509981851,0.6417233560090703,0.07029478458049887,0.05215419501133787,0.02596337589695795,0.043351838454745106,-0.35971631649708335,drawdown_recovery_only,drawdown plus recovery from recent low and trend reclaim,156.0
drawdown_reversal,score_drawdown_recovery_only,fwd_8w_return,train,0.032806765766517455,0.10219626620859365,2012,0.5263419483101391,0.6253101736972705,0.07444168734491315,0.05459057071960298,0.02224787148055856,0.04058177414289088,-0.35971631649708335,drawdown_recovery_only,drawdown plus recovery from recent low and trend reclaim,147.0
drawdown_reversal,score_drawdown_recovery_only,fwd_8w_return,holdout,0.3442506289536393,0.26706893444880503,192,0.5416666666666666,0.8205128205128205,0.0,0.0,0.05983770873409009,0.06387667037387179,-0.0921207942016038,drawdown_recovery_only,drawdown plus recovery from recent low and trend reclaim,9.0
momentum_reversal_interaction,score_pullback_in_uptrend,fwd_8w_return,full,-0.014115307635888226,-0.07426365747186969,2204,0.5276769509981851,0.54421768707483,0.05215419501133787,0.045351473922902494,0.021477951112510912,0.02598447913757429,-0.24849679858181628,pullback_in_uptrend,medium-term uptrend with short-term pullback and benign filters,143.0
momentum_reversal_interaction,score_pullback_in_uptrend,fwd_8w_return,train,0.00040948900966320396,-0.05859493622385612,2012,0.5263419483101391,0.5483870967741935,0.04962779156327544,0.04714640198511166,0.02262204457446447,0.027396138414604865,-0.24849679858181628,pullback_in_uptrend,medium-term uptrend with short-term pullback and benign filters,131.0
momentum_reversal_interaction,score_pullback_in_uptrend,fwd_8w_return,holdout,-0.24141905427403815,-0.25463096795387247,192,0.5416666666666666,0.5641025641025641,0.10256410256410256,0.02564102564102564,0.02915087403785692,0.033198084804938466,-0.15436662073852103,pullback_in_uptrend,medium-term uptrend with short-term pullback and benign filters,12.0
short_horizon_reversal,score_oversold_rebound_after_stress,fwd_8w_return,full,0.007548611620900973,0.03428815936095463,2204,0.5276769509981851,0.5374149659863946,0.06349206349206349,0.013605442176870748,0.0203123956146611,0.028649228645527325,-0.3492291220438597,oversold_rebound_after_stress,stress followed by sharp loss and early stabilization,701.0
short_horizon_reversal,score_oversold_rebound_after_stress,fwd_8w_return,train,-0.017585118374542248,0.0084068816265322,2012,0.5263419483101391,0.5210918114143921,0.06947890818858561,0.01488833746898263,0.017391217590649787,0.025895385653466274,-0.3492291220438597,oversold_rebound_after_stress,stress followed by sharp loss and early stabilization,656.0
short_horizon_reversal,score_oversold_rebound_after_stress,fwd_8w_return,holdout,0.3264236794693779,0.31778118196772226,192,0.5416666666666666,0.7435897435897436,0.0,0.0,0.054883975819879256,0.05261466035036122,-0.009899762072634544,oversold_rebound_after_stress,stress followed by sharp loss and early stabilization,45.0
momentum_reversal_interaction,score_momentum_reversal_interaction,fwd_8w_return,full,0.05061315558698637,0.06073354416714328,2204,0.5276769509981851,0.6485260770975056,0.06802721088435375,0.061224489795918366,0.029031745254252752,0.04427470638792674,-0.35971631649708335,momentum_reversal_interaction_score,focused momentum/reversal interaction while avoiding bearish continuation,0.0
momentum_reversal_interaction,score_momentum_reversal_interaction,fwd_8w_return,train,0.02364541497399069,0.034101954994277,2012,0.5263419483101391,0.6377171215880894,0.06947890818858561,0.06451612903225806,0.02609593702014106,0.04128102664559985,-0.35971631649708335,momentum_reversal_interaction_score,focused momentum/reversal interaction while avoiding bearish continuation,0.0
momentum_reversal_interaction,score_momentum_reversal_interaction,fwd_8w_return,holdout,0.37956360717017057,0.356009074139381,192,0.5416666666666666,0.717948717948718,0.05128205128205128,0.0,0.05700279088293027,0.05421467850406736,-0.08065314763013454,momentum_reversal_interaction_score,focused momentum/reversal interaction while avoiding bearish continuation,0.0
other,score_focused_reversal_composite,fwd_8w_return,full,0.09334758487929046,0.14261045270458286,2204,0.5276769509981851,0.63718820861678,0.07709750566893424,0.14058956916099774,0.029584233395267667,0.04427470638792674,-0.35971631649708335,focused_reversal_composite,equal blend of only the three focused reversal families,19.0
other,score_focused_reversal_composite,fwd_8w_return,train,0.06331537766020831,0.11696506092129655,2012,0.5263419483101391,0.6178660049627791,0.0794044665012407,0.141439205955335,0.02586574559456491,0.0377617945356814,-0.35971631649708335,focused_reversal_composite,equal blend of only the three focused reversal families,19.0
other,score_focused_reversal_composite,fwd_8w_return,holdout,0.4770756714088212,0.4073071236741449,192,0.5416666666666666,0.7948717948717948,0.05128205128205128,0.15384615384615385,0.07570276851842896,0.08314575912503641,-0.08065314763013454,focused_reversal_composite,equal blend of only the three focused reversal families,0.0
