candidate,variant,tilt_size,comparison_kind,is_default_tilt,overlay_cagr,overlay_ann_return,overlay_ann_vol,overlay_sharpe,overlay_sortino,overlay_max_drawdown,overlay_calmar,overlay_cvar_5,overlay_cvar_1,overlay_n_weeks,baseline_cagr,baseline_ann_return,baseline_ann_vol,baseline_sharpe,baseline_sortino,baseline_max_drawdown,baseline_calmar,baseline_cvar_5,baseline_cvar_1,baseline_n_weeks,incremental_sharpe,incremental_cagr,overlay_upside_capture,overlay_downside_capture,turnover,avg_weekly_turnover,activations_per_year,average_activation_length,signal_hit_rate,avg_forward_return_after_signal,median_forward_return_after_signal,worst_signal_outcome,best_signal_outcome,strong_bounce_precision,failed_bounce_rate,crash_continuation_rate,n_signal_rows,sharpe_ex_best_signal_period,sharpe_ex_top3_signal_periods,train_sharpe,holdout_sharpe,subperiod_1_sharpe,subperiod_2_sharpe,subperiod_3_sharpe,positive_subperiod_count,worst_subperiod_sharpe,stress_period_incremental_return,strong_recovery_precision,stress_period_diff,source_variant
baseline,baseline,0.0,baseline,True,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_reversal_only,short_reversal_only_tilt_250bp,0.025,rule_signal,False,0.07145641504495925,0.07184828449740688,0.07456499254056655,0.9583104967935712,1.1825301000504747,-0.11502649616328464,0.6212170015465311,-0.024840716196029313,-0.03786210806567718,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.01005485295275077,0.000114720725624462,0.9943057269526394,0.9918189602651051,6.800000000000001,0.006126126126126127,6.558558558558558,2.1491228070175437,0.6776649746192893,0.031635610703863094,0.03854106960823056,-0.3507790544904512,0.3107545763789705,0.6059850374064838,0.06982543640897755,0.19201995012468828,401.0,0.9565827925733299,0.9531790822750108,0.8264446354266552,2.19206209339686,0.9194604285202035,0.6966670654684509,1.2175752784069598,3.0,0.6966670654684509,-3.44808229106727e-06,,,
short_reversal_only,short_reversal_only_tilt_500bp,0.05,rule_signal,True,0.07155820256558454,0.07190627976002481,0.07405486895027828,0.9662862628739503,1.1879315366974545,-0.11402160534060823,0.6275845911116937,-0.02475570516967562,-0.03778736422897943,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.018030619033129858,0.00021650824624974696,0.9886114539052787,0.98363792053021,13.600000000000001,0.012252252252252254,6.558558558558558,2.1491228070175437,0.6776649746192893,0.031635610703863094,0.03854106960823056,-0.3507790544904512,0.3107545763789705,0.6059850374064838,0.06982543640897755,0.19201995012468828,401.0,0.9628746932378065,0.9561504467383433,0.8339300763826631,2.2015737934696826,0.9074867834419508,0.7084578699029552,1.2418406274918288,3.0,0.7084578699029552,-6.89616458213454e-06,,,
short_reversal_only,short_reversal_only_tilt_750bp,0.075,rule_signal,False,0.07164704297338198,0.07196427502264274,0.07370760548807086,0.9720440990988051,1.193602492330439,-0.1130199063895796,0.6339329527173261,-0.02469676364881253,-0.03771262039228166,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.023788455257984675,0.00030534865404718836,0.9829171808579183,0.9754568807953152,20.4,0.018378378378378378,6.558558558558558,2.1491228070175437,0.6776649746192893,0.031635610703863094,0.03854106960823056,-0.3507790544904512,0.3107545763789705,0.6059850374064838,0.06982543640897755,0.19201995012468828,401.0,0.9670051383244829,0.9570667419438931,0.8394411867884725,2.206968005448447,0.8927997120361226,0.7192947511488783,1.2636253275834302,3.0,0.7192947511488783,-1.0344246873201882e-05,,,
drawdown_recovery_only,drawdown_recovery_only_tilt_250bp,0.025,rule_signal,False,0.07185141647794557,0.07226303170972591,0.07518700657192,0.9556360833333114,1.18466525048869,-0.11603457885760948,0.6192241759770355,-0.024905373133688763,-0.03807803128635228,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.007380439492491009,0.0005097221586107814,1.0009850781637142,0.998369259178485,2.4250000000000003,0.002184684684684685,2.061261261261261,2.914285714285714,0.7243589743589743,0.03248277481894635,0.051576861292920495,-0.3492291220438597,0.27261822271859315,0.6923076923076923,0.08974358974358974,0.05128205128205128,156.0,0.9538497539056038,0.9506403780784982,0.822936361949411,2.2012690262160315,0.9314868259265422,0.6879205950889684,1.205718043854967,3.0,0.6879205950889684,4.7856959402579724e-05,,,
drawdown_recovery_only,drawdown_recovery_only_tilt_500bp,0.05,rule_signal,True,0.0723575648111312,0.07273577418466287,0.07518657936590135,0.9623734105391,1.193704235748705,-0.11603457885760948,0.623586223378498,-0.024862817409977606,-0.038088323598421896,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.014117766698279577,0.0010158704917964112,1.0019701563274281,0.9967385183569698,4.8500000000000005,0.00436936936936937,2.061261261261261,2.914285714285714,0.7243589743589743,0.03248277481894635,0.051576861292920495,-0.3492291220438597,0.27261822271859315,0.6923076923076923,0.08974358974358974,0.05128205128205128,156.0,0.9588614924863365,0.9525127806864502,0.8281702241206647,2.223051030291365,0.9333044034698992,0.6917666715242501,1.2194458807045236,3.0,0.6917666715242501,9.571391880515945e-05,,,
drawdown_recovery_only,drawdown_recovery_only_tilt_750bp,0.075,rule_signal,False,0.07286013824933946,0.07320851665959982,0.07523338273185505,0.9684549013172218,1.20216448807418,-0.11603457885760937,0.6279174619037401,-0.02483096601111897,-0.03809861591049151,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.02019925747640139,0.0015184439300046648,1.0029552344911419,0.9951077775354548,7.274999999999999,0.006554054054054053,2.061261261261261,2.914285714285714,0.7243589743589743,0.03248277481894635,0.051576861292920495,-0.3492291220438597,0.27261822271859315,0.6923076923076923,0.08974358974358974,0.05128205128205128,156.0,0.9632820484533678,0.9538709089983953,0.8328069307018979,2.243904744688845,0.9341018355904238,0.6955326131660582,1.2323235504285794,3.0,0.6955326131660582,0.00014357087820773912,,,
pullback_in_uptrend,pullback_in_uptrend_tilt_250bp,0.025,rule_signal,False,0.07142716087855971,0.07184542877777726,0.07490121448165925,0.9536181939486413,1.1801310179006552,-0.11778207353329673,0.6064349075869123,-0.02485546056611545,-0.038067738974282665,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.00536255010782094,8.546655922492263e-05,0.9965876299169546,0.9953194628592081,4.15,0.003738738738738739,3.8414414414414413,1.4078947368421053,0.7446808510638298,0.028483925915061888,0.03392773815696337,-0.14633823534504997,0.1512397441329052,0.5664335664335665,0.04895104895104895,0.027972027972027972,143.0,0.9521997225842389,0.9498084345690431,0.8226575490523476,2.1797355966467533,0.9349968264503292,0.703054451049959,1.184554576669795,3.0,0.703054451049959,-5.334348875078505e-06,,,
pullback_in_uptrend,pullback_in_uptrend_tilt_500bp,0.05,rule_signal,True,0.07150960853131116,0.07190056832076555,0.0746047223358316,0.9585131650167151,1.1844749449387522,-0.12066596038679445,0.5926245338957837,-0.024781040630721958,-0.038067738974282665,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.010257521175894735,0.00016791421197637213,0.9931752598339093,0.9906389257184164,8.3,0.007477477477477478,3.8414414414414413,1.4078947368421053,0.7446808510638298,0.028483925915061888,0.03392773815696337,-0.14633823534504997,0.1512397441329052,0.5664335664335665,0.04895104895104895,0.027972027972027972,143.0,0.9556836473061495,0.9509193180487294,0.8277622561415932,2.1805261545049386,0.940968410682055,0.7220224729584742,1.1770802445970814,3.0,0.7220224729584742,-1.066869775015701e-05,,,
pullback_in_uptrend,pullback_in_uptrend_tilt_750bp,0.075,rule_signal,False,0.0715890323795001,0.07195570786375385,0.074345629264387,0.9629218702947026,1.1880557889003613,-0.12354984724029272,0.5794344062624879,-0.024719832612987578,-0.038067738974282665,1110,0.07134169431933479,0.07179028923478895,0.07523466354534096,0.9482556438408204,1.1760208459590407,-0.11603457885760937,0.6148313289168827,-0.02494792885739992,-0.038067738974282665,1110,0.014666226453882159,0.000247338060165303,0.9897628897508641,0.985958388577625,12.45,0.011216216216216216,3.8414414414414413,1.4078947368421053,0.7446808510638298,0.028483925915061888,0.03392773815696337,-0.14633823534504997,0.1512397441329052,0.5664335664335665,0.04895104895104895,0.027972027972027972,143.0,0.9586922304739754,0.9515781517293598,0.8324104481075005,2.1809514648425203,0.9465592096813861,0.7408735527123325,1.1687364807636555,3.0,0.7408735527123325,-1.600304662523551e-05,,,
